Report Date:,10/26/2017 4:25:36 PM
Report User Name:,astreit
Report Computer Name:,L-W7-1684997
Application:,WinSitu.exe
Application Version:,5.6.27.1


Log File Properties
File Name,370910_Append_2017-04-14_09-53-44-444.wsl
Create Date,4/14/2017 9:53:44 AM

Device Properties
Device,Rugged BaroTROLL
Site,Aurora Baro
Device Name,Aurora Baro
Serial Number,370910
Firmware Version,1.00
Hardware Version,0
Device Address,1
Device Comm Cfg,19200,8,Even,1,(Modbus-RTU)
Used Memory,0
Used Battery,11

Log Configuration
,Log Name,370910
,Created By,astreit
,Computer Name,L-W7-1567039
,Application,WinSitu.exe
,Application Version,5.6.22.4
,Create Date,10/12/2015 12:41:18 PM Central Daylight Time
,Log Setup Time Zone,Central Daylight Time
,Notes Size(bytes),4096
,Overwrite when full,Disabled
,Scheduled Start Time,10/16/2015 1:00:00 PM Central Daylight Time
,Scheduled Stop Time,No Stop Time
,Type,Linear
 ,Interval,Days: 0 hrs: 00 mins: 30 secs: 00





Other Log Settings



Log Notes:
Date and Time,Note
10/12/2015 12:41:22 PM,Used Battery: 11% Used Memory: 6%   User Name: astreit
6/16/2016 12:36:36 PM ,Log Download - Used Battery: 16% Used Memory: 18%   User Name: astreit Interval -  Start Time: 10/16/2015 1:00:00 PM Stop Time: 6/16/2016 12:00:00 PM
6/16/2016 2:37:04 PM  ,Log Download - Used Battery: 16% Used Memory: 18%   User Name: astreit Interval -  Start Time: 10/16/2015 1:00:00 PM Stop Time: 6/16/2016 2:00:00 PM
4/14/2017 9:56:37 AM  ,Log Download - Used Battery: 23% Used Memory: 43%   User Name: astreit Interval -  Start Time: 6/14/2016 1:00:00 PM Stop Time: 4/14/2017 9:30:00 AM


Log Data:
Record Count,26201

Sensors,1

 ,1,370910,Baro-Pressure/Temp

Time Zone: Central Daylight Time

,,Sensor: Baro Pres                       ,Sensor: Baro Pres                       ,
,Elapsed Time,SN#: 370910                             ,SN#: 370910                             ,
Date and Time,Seconds     ,Temperature (C)                         ,Pressure (mmHg)                         ,
10/16/2015 1:00:00 PM ,       0.000,                                  11.372,                                 732.642,
10/16/2015 1:30:00 PM ,    1800.000,                                   9.966,                                 732.443,
10/16/2015 2:00:00 PM ,    3600.000,                                   8.813,                                 732.551,
10/16/2015 2:30:00 PM ,    5400.000,                                   8.129,                                 732.243,
10/16/2015 3:00:00 PM ,    7200.000,                                   7.865,                                 732.791,
10/16/2015 3:30:00 PM ,    9000.000,                                   7.759,                                 732.728,
10/16/2015 4:00:00 PM ,   10800.000,                                   7.654,                                 732.625,
10/16/2015 4:30:00 PM ,   12600.000,                                   7.601,                                 732.493,
10/16/2015 5:00:00 PM ,   14400.000,                                   7.548,                                 732.562,
10/16/2015 5:30:00 PM ,   16200.000,                                   7.336,                                 732.437,
10/16/2015 6:00:00 PM ,   18000.000,                                   7.283,                                 732.708,
10/16/2015 6:30:00 PM ,   19800.000,                                   6.965,                                 732.723,
10/16/2015 7:00:00 PM ,   21600.000,                                   7.018,                                 732.573,
10/16/2015 7:30:00 PM ,   23400.000,                                   6.912,                                 732.229,
10/16/2015 8:00:00 PM ,   25200.000,                                   6.859,                                 732.459,
10/16/2015 8:30:00 PM ,   27000.000,                                   6.806,                                 732.368,
10/16/2015 9:00:00 PM ,   28800.000,                                   6.700,                                 732.185,
10/16/2015 9:30:00 PM ,   30600.000,                                   6.700,                                 732.104,
10/16/2015 10:00:00 PM,   32400.000,                                   6.647,                                 732.013,
10/16/2015 10:30:00 PM,   34200.000,                                   6.594,                                 732.123,
10/16/2015 11:00:00 PM,   36000.000,                                   6.594,                                 732.203,
10/16/2015 11:30:00 PM,   37800.000,                                   6.487,                                 732.222,
10/17/2015 12:00:00 AM,   39600.000,                                   6.541,                                 732.474,
10/17/2015 12:30:00 AM,   41400.000,                                   6.487,                                 732.343,
10/17/2015 1:00:00 AM ,   43200.000,                                   6.487,                                 732.504,
10/17/2015 1:30:00 AM ,   45000.000,                                   6.487,                                 732.383,
10/17/2015 2:00:00 AM ,   46800.000,                                   6.487,                                 732.504,
10/17/2015 2:30:00 AM ,   48600.000,                                   6.381,                                 732.402,
10/17/2015 3:00:00 AM ,   50400.000,                                   6.381,                                 732.643,
10/17/2015 3:30:00 AM ,   52200.000,                                   6.328,                                 732.793,
10/17/2015 4:00:00 AM ,   54000.000,                                   6.168,                                 733.002,
10/17/2015 4:30:00 AM ,   55800.000,                                   6.062,                                 732.941,
10/17/2015 5:00:00 AM ,   57600.000,                                   5.955,                                 733.161,
10/17/2015 5:30:00 AM ,   59400.000,                                   5.902,                                 733.271,
10/17/2015 6:00:00 AM ,   61200.000,                                   5.742,                                 733.842,
10/17/2015 6:30:00 AM ,   63000.000,                                   5.635,                                 733.781,
10/17/2015 7:00:00 AM ,   64800.000,                                   5.581,                                 733.971,
10/17/2015 7:30:00 AM ,   66600.000,                                   5.475,                                 734.071,
10/17/2015 8:00:00 AM ,   68400.000,                                   5.421,                                 734.261,
10/17/2015 8:30:00 AM ,   70200.000,                                   5.368,                                 734.372,
10/17/2015 9:00:00 AM ,   72000.000,                                   5.421,                                 734.503,
10/17/2015 9:30:00 AM ,   73800.000,                                   5.528,                                 734.806,
10/17/2015 10:00:00 AM,   75600.000,                                   5.635,                                 734.505,
10/17/2015 10:30:00 AM,   77400.000,                                   6.594,                                 734.820,
10/17/2015 11:00:00 AM,   79200.000,                                   8.550,                                 734.871,
10/17/2015 11:30:00 AM,   81000.000,                                  10.749,                                 734.675,
10/17/2015 12:00:00 PM,   82800.000,                                  13.746,                                 734.374,
10/17/2015 12:30:00 PM,   84600.000,                                   9.966,                                 734.135,
10/17/2015 1:00:00 PM ,   86400.000,                                   9.338,                                 734.076,
10/17/2015 1:30:00 PM ,   88200.000,                                  12.046,                                 733.525,
10/17/2015 2:00:00 PM ,   90000.000,                                   8.971,                                 733.311,
10/17/2015 2:30:00 PM ,   91800.000,                                   7.971,                                 733.095,
10/17/2015 3:00:00 PM ,   93600.000,                                   7.654,                                 732.867,
10/17/2015 3:30:00 PM ,   95400.000,                                   7.548,                                 732.361,
10/17/2015 4:00:00 PM ,   97200.000,                                   7.442,                                 732.500,
10/17/2015 4:30:00 PM ,   99000.000,                                   7.442,                                 732.379,
10/17/2015 5:00:00 PM ,  100800.000,                                   7.442,                                 732.500,
10/17/2015 5:30:00 PM ,  102600.000,                                   7.336,                                 732.599,
10/17/2015 6:00:00 PM ,  104400.000,                                   7.283,                                 732.306,
10/17/2015 6:30:00 PM ,  106200.000,                                   7.124,                                 732.353,
10/17/2015 7:00:00 PM ,  108000.000,                                   7.018,                                 732.291,
10/17/2015 7:30:00 PM ,  109800.000,                                   6.859,                                 732.218,
10/17/2015 8:00:00 PM ,  111600.000,                                   6.700,                                 732.829,
10/17/2015 8:30:00 PM ,  113400.000,                                   6.541,                                 732.595,
10/17/2015 9:00:00 PM ,  115200.000,                                   6.381,                                 732.764,
10/17/2015 9:30:00 PM ,  117000.000,                                   6.221,                                 732.812,
10/17/2015 10:00:00 PM,  118800.000,                                   6.062,                                 732.820,
10/17/2015 10:30:00 PM,  120600.000,                                   5.955,                                 732.879,
10/17/2015 11:00:00 PM,  122400.000,                                   5.848,                                 732.978,
10/17/2015 11:30:00 PM,  124200.000,                                   5.795,                                 732.887,
10/18/2015 12:00:00 AM,  126000.000,                                   5.688,                                 733.027,
10/18/2015 12:30:00 AM,  127800.000,                                   5.528,                                 732.995,
10/18/2015 1:00:00 AM ,  129600.000,                                   5.475,                                 733.024,
10/18/2015 1:30:00 AM ,  131400.000,                                   5.368,                                 733.124,
10/18/2015 2:00:00 AM ,  133200.000,                                   5.314,                                 733.194,
10/18/2015 2:30:00 AM ,  135000.000,                                   5.207,                                 733.052,
10/18/2015 3:00:00 AM ,  136800.000,                                   5.207,                                 733.173,
10/18/2015 3:30:00 AM ,  138600.000,                                   5.154,                                 733.122,
10/18/2015 4:00:00 AM ,  140400.000,                                   5.100,                                 733.232,
10/18/2015 4:30:00 AM ,  142200.000,                                   4.993,                                 733.091,
10/18/2015 5:00:00 AM ,  144000.000,                                   4.939,                                 733.000,
10/18/2015 5:30:00 AM ,  145800.000,                                   4.832,                                 733.019,
10/18/2015 6:00:00 AM ,  147600.000,                                   4.832,                                 733.180,
10/18/2015 6:30:00 AM ,  149400.000,                                   4.779,                                 733.049,
10/18/2015 7:00:00 AM ,  151200.000,                                   4.671,                                 733.028,
10/18/2015 7:30:00 AM ,  153000.000,                                   4.671,                                 732.867,
10/18/2015 8:00:00 AM ,  154800.000,                                   4.618,                                 732.857,
10/18/2015 8:30:00 AM ,  156600.000,                                   4.618,                                 732.656,
10/18/2015 9:00:00 AM ,  158400.000,                                   4.671,                                 732.425,
10/18/2015 9:30:00 AM ,  160200.000,                                   4.886,                                 732.386,
10/18/2015 10:00:00 AM,  162000.000,                                   5.100,                                 732.146,
10/18/2015 10:30:00 AM,  163800.000,                                   5.421,                                 732.008,
10/18/2015 11:00:00 AM,  165600.000,                                   5.742,                                 731.548,
10/18/2015 11:30:00 AM,  167400.000,                                   6.008,                                 731.360,
10/18/2015 12:00:00 PM,  169200.000,                                   6.275,                                 730.971,
10/18/2015 12:30:00 PM,  171000.000,                                   6.434,                                 730.360,
10/18/2015 1:00:00 PM ,  172800.000,                                   6.541,                                 729.818,
10/18/2015 1:30:00 PM ,  174600.000,                                   6.700,                                 729.287,
10/18/2015 2:00:00 PM ,  176400.000,                                   6.753,                                 728.291,
10/18/2015 2:30:00 PM ,  178200.000,                                   6.859,                                 728.152,
10/18/2015 3:00:00 PM ,  180000.000,                                   6.965,                                 727.530,
10/18/2015 3:30:00 PM ,  181800.000,                                   7.071,                                 726.948,
10/18/2015 4:00:00 PM ,  183600.000,                                   7.124,                                 726.315,
10/18/2015 4:30:00 PM ,  185400.000,                                   7.177,                                 726.044,
10/18/2015 5:00:00 PM ,  187200.000,                                   7.283,                                 725.462,
10/18/2015 5:30:00 PM ,  189000.000,                                   7.230,                                 725.008,
10/18/2015 6:00:00 PM ,  190800.000,                                   7.336,                                 724.910,
10/18/2015 6:30:00 PM ,  192600.000,                                   7.336,                                 724.427,
10/18/2015 7:00:00 PM ,  194400.000,                                   7.336,                                 724.064,
10/18/2015 7:30:00 PM ,  196200.000,                                   7.336,                                 723.702,
10/18/2015 8:00:00 PM ,  198000.000,                                   7.336,                                 723.421,
10/18/2015 8:30:00 PM ,  199800.000,                                   7.283,                                 722.967,
10/18/2015 9:00:00 PM ,  201600.000,                                   7.283,                                 722.806,
10/18/2015 9:30:00 PM ,  203400.000,                                   7.336,                                 722.495,
10/18/2015 10:00:00 PM,  205200.000,                                   7.230,                                 721.869,
10/18/2015 10:30:00 PM,  207000.000,                                   7.230,                                 721.587,
10/18/2015 11:00:00 PM,  208800.000,                                   7.230,                                 721.225,
10/18/2015 11:30:00 PM,  210600.000,                                   7.230,                                 720.541,
10/19/2015 12:00:00 AM,  212400.000,                                   7.230,                                 720.340,
10/19/2015 12:30:00 AM,  214200.000,                                   7.230,                                 720.259,
10/19/2015 1:00:00 AM ,  216000.000,                                   7.230,                                 719.817,
10/19/2015 1:30:00 AM ,  217800.000,                                   7.230,                                 719.978,
10/19/2015 2:00:00 AM ,  219600.000,                                   7.230,                                 719.495,
10/19/2015 2:30:00 AM ,  221400.000,                                   7.230,                                 719.495,
10/19/2015 3:00:00 AM ,  223200.000,                                   7.124,                                 719.312,
10/19/2015 3:30:00 AM ,  225000.000,                                   7.124,                                 718.789,
10/19/2015 4:00:00 AM ,  226800.000,                                   6.965,                                 718.716,
10/19/2015 4:30:00 AM ,  228600.000,                                   6.965,                                 718.596,
10/19/2015 5:00:00 AM ,  230400.000,                                   6.859,                                 718.293,
10/19/2015 5:30:00 AM ,  232200.000,                                   6.859,                                 718.373,
10/19/2015 6:00:00 AM ,  234000.000,                                   6.859,                                 718.453,
10/19/2015 6:30:00 AM ,  235800.000,                                   6.859,                                 718.252,
10/19/2015 7:00:00 AM ,  237600.000,                                   6.859,                                 718.252,
10/19/2015 7:30:00 AM ,  239400.000,                                   6.806,                                 718.403,
10/19/2015 8:00:00 AM ,  241200.000,                                   6.859,                                 718.172,
10/19/2015 8:30:00 AM ,  243000.000,                                   6.912,                                 718.303,
10/19/2015 9:00:00 AM ,  244800.000,                                   6.912,                                 718.102,
10/19/2015 9:30:00 AM ,  246600.000,                                   6.965,                                 718.234,
10/19/2015 10:00:00 AM,  248400.000,                                   7.018,                                 718.124,
10/19/2015 10:30:00 AM,  250200.000,                                   7.071,                                 718.295,
10/19/2015 11:00:00 AM,  252000.000,                                   7.177,                                 718.599,
10/19/2015 11:30:00 AM,  253800.000,                                   7.283,                                 718.540,
10/19/2015 12:00:00 PM,  255600.000,                                   7.336,                                 718.591,
10/19/2015 12:30:00 PM,  257400.000,                                   7.389,                                 718.763,
10/19/2015 1:00:00 PM ,  259200.000,                                   7.442,                                 719.015,
10/19/2015 1:30:00 PM ,  261000.000,                                   7.548,                                 718.715,
10/19/2015 2:00:00 PM ,  262800.000,                                   7.601,                                 718.565,
10/19/2015 2:30:00 PM ,  264600.000,                                   7.707,                                 718.265,
10/19/2015 3:00:00 PM ,  266400.000,                                   7.759,                                 718.397,
10/19/2015 3:30:00 PM ,  268200.000,                                   7.812,                                 719.011,
10/19/2015 4:00:00 PM ,  270000.000,                                   7.865,                                 719.022,
10/19/2015 4:30:00 PM ,  271800.000,                                   7.918,                                 719.033,
10/19/2015 5:00:00 PM ,  273600.000,                                   7.971,                                 719.125,
10/19/2015 5:30:00 PM ,  275400.000,                                   8.023,                                 719.579,
10/19/2015 6:00:00 PM ,  277200.000,                                   8.076,                                 719.710,
10/19/2015 6:30:00 PM ,  279000.000,                                   8.076,                                 719.871,
10/19/2015 7:00:00 PM ,  280800.000,                                   8.076,                                 720.274,
10/19/2015 7:30:00 PM ,  282600.000,                                   8.076,                                 720.556,
10/19/2015 8:00:00 PM ,  284400.000,                                   8.076,                                 720.475,
10/19/2015 8:30:00 PM ,  286200.000,                                   8.023,                                 720.947,
10/19/2015 9:00:00 PM ,  288000.000,                                   7.918,                                 721.126,
10/19/2015 9:30:00 PM ,  289800.000,                                   7.759,                                 721.536,
10/19/2015 10:00:00 PM,  291600.000,                                   7.654,                                 721.675,
10/19/2015 10:30:00 PM,  293400.000,                                   7.495,                                 722.326,
10/19/2015 11:00:00 PM,  295200.000,                                   7.389,                                 722.304,
10/19/2015 11:30:00 PM,  297000.000,                                   7.230,                                 722.393,
10/20/2015 12:00:00 AM,  298800.000,                                   7.124,                                 722.652,
10/20/2015 12:30:00 AM,  300600.000,                                   7.018,                                 722.711,
10/20/2015 1:00:00 AM ,  302400.000,                                   6.912,                                 723.011,
10/20/2015 1:30:00 AM ,  304200.000,                                   6.753,                                 722.858,
10/20/2015 2:00:00 AM ,  306000.000,                                   6.647,                                 723.119,
10/20/2015 2:30:00 AM ,  307800.000,                                   6.594,                                 723.671,
10/20/2015 3:00:00 AM ,  309600.000,                                   6.487,                                 723.448,
10/20/2015 3:30:00 AM ,  311400.000,                                   6.434,                                 723.800,
10/20/2015 4:00:00 AM ,  313200.000,                                   6.381,                                 724.433,
10/20/2015 4:30:00 AM ,  315000.000,                                   6.328,                                 724.422,
10/20/2015 5:00:00 AM ,  316800.000,                                   6.221,                                 724.763,
10/20/2015 5:30:00 AM ,  318600.000,                                   6.221,                                 725.005,
10/20/2015 6:00:00 AM ,  320400.000,                                   6.168,                                 725.517,
10/20/2015 6:30:00 AM ,  322200.000,                                   6.168,                                 725.638,
10/20/2015 7:00:00 AM ,  324000.000,                                   6.221,                                 725.608,
10/20/2015 7:30:00 AM ,  325800.000,                                   6.328,                                 725.831,
10/20/2015 8:00:00 AM ,  327600.000,                                   6.381,                                 726.284,
10/20/2015 8:30:00 AM ,  329400.000,                                   6.381,                                 726.204,
10/20/2015 9:00:00 AM ,  331200.000,                                   6.434,                                 726.617,
10/20/2015 9:30:00 AM ,  333000.000,                                   6.541,                                 726.477,
10/20/2015 10:00:00 AM,  334800.000,                                   6.647,                                 726.821,
10/20/2015 10:30:00 AM,  336600.000,                                   6.806,                                 726.974,
10/20/2015 11:00:00 AM,  338400.000,                                   6.965,                                 727.208,
10/20/2015 11:30:00 AM,  340200.000,                                   7.071,                                 727.149,
10/20/2015 12:00:00 PM,  342000.000,                                   7.177,                                 727.010,
10/20/2015 12:30:00 PM,  343800.000,                                   7.283,                                 727.032,
10/20/2015 1:00:00 PM ,  345600.000,                                   7.336,                                 727.043,
10/20/2015 1:30:00 PM ,  347400.000,                                   7.442,                                 726.703,
10/20/2015 2:00:00 PM ,  349200.000,                                   7.495,                                 726.513,
10/20/2015 2:30:00 PM ,  351000.000,                                   7.548,                                 726.403,
10/20/2015 3:00:00 PM ,  352800.000,                                   7.654,                                 726.264,
10/20/2015 3:30:00 PM ,  354600.000,                                   7.707,                                 726.154,
10/20/2015 4:00:00 PM ,  356400.000,                                   7.759,                                 726.125,
10/20/2015 4:30:00 PM ,  358200.000,                                   7.759,                                 726.286,
10/20/2015 5:00:00 PM ,  360000.000,                                   7.865,                                 726.308,
10/20/2015 5:30:00 PM ,  361800.000,                                   7.865,                                 726.469,
10/20/2015 6:00:00 PM ,  363600.000,                                   7.865,                                 726.308,
10/20/2015 6:30:00 PM ,  365400.000,                                   7.865,                                 726.429,
10/20/2015 7:00:00 PM ,  367200.000,                                   7.812,                                 726.056,
10/20/2015 7:30:00 PM ,  369000.000,                                   7.707,                                 726.476,
10/20/2015 8:00:00 PM ,  370800.000,                                   7.601,                                 726.253,
10/20/2015 8:30:00 PM ,  372600.000,                                   7.495,                                 726.271,
10/20/2015 9:00:00 PM ,  374400.000,                                   7.442,                                 726.139,
10/20/2015 9:30:00 PM ,  376200.000,                                   7.336,                                 725.594,
10/20/2015 10:00:00 PM,  378000.000,                                   7.283,                                 725.623,
10/20/2015 10:30:00 PM,  379800.000,                                   7.177,                                 725.521,
10/20/2015 11:00:00 PM,  381600.000,                                   7.177,                                 725.561,
10/20/2015 11:30:00 PM,  383400.000,                                   7.177,                                 725.400,
10/21/2015 12:00:00 AM,  385200.000,                                   7.071,                                 725.338,
10/21/2015 12:30:00 AM,  387000.000,                                   7.071,                                 724.332,
10/21/2015 1:00:00 AM ,  388800.000,                                   7.071,                                 724.171,
10/21/2015 1:30:00 AM ,  390600.000,                                   7.071,                                 723.970,
10/21/2015 2:00:00 AM ,  392400.000,                                   7.071,                                 723.889,
10/21/2015 2:30:00 AM ,  394200.000,                                   7.124,                                 723.860,
10/21/2015 3:00:00 AM ,  396000.000,                                   7.124,                                 723.980,
10/21/2015 3:30:00 AM ,  397800.000,                                   7.124,                                 722.934,
10/21/2015 4:00:00 AM ,  399600.000,                                   7.071,                                 723.285,
10/21/2015 4:30:00 AM ,  401400.000,                                   7.071,                                 722.843,
10/21/2015 5:00:00 AM ,  403200.000,                                   7.124,                                 722.894,
10/21/2015 5:30:00 AM ,  405000.000,                                   7.124,                                 722.652,
10/21/2015 6:00:00 AM ,  406800.000,                                   7.071,                                 722.722,
10/21/2015 6:30:00 AM ,  408600.000,                                   7.018,                                 722.228,
10/21/2015 7:00:00 AM ,  410400.000,                                   7.018,                                 722.228,
10/21/2015 7:30:00 AM ,  412200.000,                                   6.965,                                 722.056,
10/21/2015 8:00:00 AM ,  414000.000,                                   6.859,                                 721.512,
10/21/2015 8:30:00 AM ,  415800.000,                                   6.859,                                 721.552,
10/21/2015 9:00:00 AM ,  417600.000,                                   6.859,                                 721.673,
10/21/2015 9:30:00 AM ,  419400.000,                                   6.912,                                 721.683,
10/21/2015 10:00:00 AM,  421200.000,                                   6.912,                                 721.321,
10/21/2015 10:30:00 AM,  423000.000,                                   7.018,                                 721.584,
10/21/2015 11:00:00 AM,  424800.000,                                   7.071,                                 721.273,
10/21/2015 11:30:00 AM,  426600.000,                                   7.177,                                 721.536,
10/21/2015 12:00:00 PM,  428400.000,                                   7.177,                                 721.375,
10/21/2015 12:30:00 PM,  430200.000,                                   7.230,                                 721.708,
10/21/2015 1:00:00 PM ,  432000.000,                                   7.283,                                 722.081,
10/21/2015 1:30:00 PM ,  433800.000,                                   7.283,                                 722.363,
10/21/2015 2:00:00 PM ,  435600.000,                                   7.336,                                 722.897,
10/21/2015 2:30:00 PM ,  437400.000,                                   7.389,                                 723.150,
10/21/2015 3:00:00 PM ,  439200.000,                                   7.389,                                 723.230,
10/21/2015 3:30:00 PM ,  441000.000,                                   7.389,                                 723.874,
10/21/2015 4:00:00 PM ,  442800.000,                                   7.442,                                 724.207,
10/21/2015 4:30:00 PM ,  444600.000,                                   7.442,                                 724.610,
10/21/2015 5:00:00 PM ,  446400.000,                                   7.442,                                 724.972,
10/21/2015 5:30:00 PM ,  448200.000,                                   7.495,                                 725.063,
10/21/2015 6:00:00 PM ,  450000.000,                                   7.442,                                 725.777,
10/21/2015 6:30:00 PM ,  451800.000,                                   7.442,                                 726.179,
10/21/2015 7:00:00 PM ,  453600.000,                                   7.389,                                 726.289,
10/21/2015 7:30:00 PM ,  455400.000,                                   7.336,                                 726.278,
10/21/2015 8:00:00 PM ,  457200.000,                                   7.283,                                 726.388,
10/21/2015 8:30:00 PM ,  459000.000,                                   7.177,                                 726.326,
10/21/2015 9:00:00 PM ,  460800.000,                                   7.018,                                 726.293,
10/21/2015 9:30:00 PM ,  462600.000,                                   6.859,                                 726.140,
10/21/2015 10:00:00 PM,  464400.000,                                   6.647,                                 726.459,
10/21/2015 10:30:00 PM,  466200.000,                                   6.487,                                 726.547,
10/21/2015 11:00:00 PM,  468000.000,                                   6.328,                                 726.797,
10/21/2015 11:30:00 PM,  469800.000,                                   6.221,                                 726.654,
10/22/2015 12:00:00 AM,  471600.000,                                   6.115,                                 726.794,
10/22/2015 12:30:00 AM,  473400.000,                                   5.955,                                 726.682,
10/22/2015 1:00:00 AM ,  475200.000,                                   5.902,                                 726.751,
10/22/2015 1:30:00 AM ,  477000.000,                                   5.795,                                 727.012,
10/22/2015 2:00:00 AM ,  478800.000,                                   5.742,                                 726.921,
10/22/2015 2:30:00 AM ,  480600.000,                                   5.688,                                 727.111,
10/22/2015 3:00:00 AM ,  482400.000,                                   5.635,                                 727.302,
10/22/2015 3:30:00 AM ,  484200.000,                                   5.581,                                 727.533,
10/22/2015 4:00:00 AM ,  486000.000,                                   5.475,                                 727.592,
10/22/2015 4:30:00 AM ,  487800.000,                                   5.421,                                 728.024,
10/22/2015 5:00:00 AM ,  489600.000,                                   5.421,                                 728.346,
10/22/2015 5:30:00 AM ,  491400.000,                                   5.421,                                 728.306,
10/22/2015 6:00:00 AM ,  493200.000,                                   5.314,                                 728.768,
10/22/2015 6:30:00 AM ,  495000.000,                                   5.261,                                 728.918,
10/22/2015 7:00:00 AM ,  496800.000,                                   5.261,                                 728.918,
10/22/2015 7:30:00 AM ,  498600.000,                                   5.207,                                 728.908,
10/22/2015 8:00:00 AM ,  500400.000,                                   5.100,                                 729.652,
10/22/2015 8:30:00 AM ,  502200.000,                                   5.100,                                 730.014,
10/22/2015 9:00:00 AM ,  504000.000,                                   5.100,                                 730.174,
10/22/2015 9:30:00 AM ,  505800.000,                                   5.207,                                 730.718,
10/22/2015 10:00:00 AM,  507600.000,                                   5.368,                                 730.831,
10/22/2015 10:30:00 AM,  509400.000,                                   5.581,                                 730.712,
10/22/2015 11:00:00 AM,  511200.000,                                   5.902,                                 730.816,
10/22/2015 11:30:00 AM,  513000.000,                                   6.221,                                 731.041,
10/22/2015 12:00:00 PM,  514800.000,                                   6.434,                                 731.607,
10/22/2015 12:30:00 PM,  516600.000,                                   6.647,                                 731.128,
10/22/2015 1:00:00 PM ,  518400.000,                                   6.753,                                 731.109,
10/22/2015 1:30:00 PM ,  520200.000,                                   6.859,                                 730.688,
10/22/2015 2:00:00 PM ,  522000.000,                                   6.965,                                 730.911,
10/22/2015 2:30:00 PM ,  523800.000,                                   7.071,                                 730.531,
10/22/2015 3:00:00 PM ,  525600.000,                                   7.177,                                 730.391,
10/22/2015 3:30:00 PM ,  527400.000,                                   7.230,                                 730.644,
10/22/2015 4:00:00 PM ,  529200.000,                                   7.283,                                 730.293,
10/22/2015 4:30:00 PM ,  531000.000,                                   7.389,                                 730.315,
10/22/2015 5:00:00 PM ,  532800.000,                                   7.389,                                 730.436,
10/22/2015 5:30:00 PM ,  534600.000,                                   7.389,                                 730.436,
10/22/2015 6:00:00 PM ,  536400.000,                                   7.442,                                 730.527,
10/22/2015 6:30:00 PM ,  538200.000,                                   7.442,                                 730.366,
10/22/2015 7:00:00 PM ,  540000.000,                                   7.389,                                 730.395,
10/22/2015 7:30:00 PM ,  541800.000,                                   7.283,                                 730.454,
10/22/2015 8:00:00 PM ,  543600.000,                                   7.177,                                 730.633,
10/22/2015 8:30:00 PM ,  545400.000,                                   7.071,                                 730.852,
10/22/2015 9:00:00 PM ,  547200.000,                                   7.018,                                 730.761,
10/22/2015 9:30:00 PM ,  549000.000,                                   6.912,                                 731.021,
10/22/2015 10:00:00 PM,  550800.000,                                   6.806,                                 730.878,
10/22/2015 10:30:00 PM,  552600.000,                                   6.753,                                 730.706,
10/22/2015 11:00:00 PM,  554400.000,                                   6.647,                                 731.047,
10/22/2015 11:30:00 PM,  556200.000,                                   6.594,                                 730.996,
10/23/2015 12:00:00 AM,  558000.000,                                   6.487,                                 730.733,
10/23/2015 12:30:00 AM,  559800.000,                                   6.434,                                 730.440,
10/23/2015 1:00:00 AM ,  561600.000,                                   6.434,                                 730.521,
10/23/2015 1:30:00 AM ,  563400.000,                                   6.381,                                 730.550,
10/23/2015 2:00:00 AM ,  565200.000,                                   6.381,                                 730.228,
10/23/2015 2:30:00 AM ,  567000.000,                                   6.381,                                 729.906,
10/23/2015 3:00:00 AM ,  568800.000,                                   6.381,                                 729.383,
10/23/2015 3:30:00 AM ,  570600.000,                                   6.328,                                 728.929,
10/23/2015 4:00:00 AM ,  572400.000,                                   6.328,                                 728.567,
10/23/2015 4:30:00 AM ,  574200.000,                                   6.275,                                 728.838,
10/23/2015 5:00:00 AM ,  576000.000,                                   6.275,                                 728.717,
10/23/2015 5:30:00 AM ,  577800.000,                                   6.275,                                 728.436,
10/23/2015 6:00:00 AM ,  579600.000,                                   6.328,                                 728.527,
10/23/2015 6:30:00 AM ,  581400.000,                                   6.328,                                 728.084,
10/23/2015 7:00:00 AM ,  583200.000,                                   6.381,                                 727.974,
10/23/2015 7:30:00 AM ,  585000.000,                                   6.434,                                 727.542,
10/23/2015 8:00:00 AM ,  586800.000,                                   6.434,                                 727.140,
10/23/2015 8:30:00 AM ,  588600.000,                                   6.487,                                 726.909,
10/23/2015 9:00:00 AM ,  590400.000,                                   6.541,                                 726.880,
10/23/2015 9:30:00 AM ,  592200.000,                                   6.647,                                 726.539,
10/23/2015 10:00:00 AM,  594000.000,                                   6.647,                                 726.740,
10/23/2015 10:30:00 AM,  595800.000,                                   6.700,                                 726.389,
10/23/2015 11:00:00 AM,  597600.000,                                   6.753,                                 726.239,
10/23/2015 11:30:00 AM,  599400.000,                                   6.806,                                 725.525,
10/23/2015 12:00:00 PM,  601200.000,                                   6.806,                                 725.203,
10/23/2015 12:30:00 PM,  603000.000,                                   6.806,                                 724.519,
10/23/2015 1:00:00 PM ,  604800.000,                                   6.859,                                 724.288,
10/23/2015 1:30:00 PM ,  606600.000,                                   6.859,                                 723.363,
10/23/2015 2:00:00 PM ,  608400.000,                                   6.912,                                 723.011,
10/23/2015 2:30:00 PM ,  610200.000,                                   6.965,                                 722.499,
10/23/2015 3:00:00 PM ,  612000.000,                                   6.912,                                 721.522,
10/23/2015 3:30:00 PM ,  613800.000,                                   6.912,                                 721.402,
10/23/2015 4:00:00 PM ,  615600.000,                                   6.912,                                 721.201,
