TempProTimeB,TP_B_meanCAL_1,TP_B_meanCAL_2,TP_B_meanCAL_3,TP_B_meanCAL_4,TP_B_meanCAL_5,TP_B_meanCAL_6
06/01/2016 07:20,12.41142,13.11733,13.47233,13.72733,13.6665,13.58092
06/01/2016 07:30,12.41142,13.11733,13.44233,13.66733,13.6365,13.58092
06/01/2016 07:40,12.41142,13.11733,13.41233,13.66733,13.6365,13.58092
06/01/2016 07:50,12.41142,13.11733,13.41233,13.66733,13.6065,13.58092
06/01/2016 08:00,12.38142,13.08733,13.41233,13.66733,13.5765,13.58092
06/01/2016 08:10,12.41142,13.05733,13.41233,13.66733,13.5765,13.58092
06/01/2016 08:20,12.41142,13.05733,13.41233,13.66733,13.5765,13.58092
06/01/2016 08:30,12.35142,13.05733,13.38233,13.66733,13.5498333333333,13.67092
06/01/2016 08:40,12.38142,13.05733,13.38233,13.63733,13.5765,13.67092
06/01/2016 08:50,12.35142,13.05733,13.38233,13.63733,13.5765,13.67092
06/01/2016 09:00,12.35142,13.05733,13.38233,13.60733,13.5765,13.76092
06/01/2016 09:10,12.35142,13.05733,13.38233,13.57733,13.5765,13.76092
06/01/2016 09:20,12.35142,13.02733,13.32233,13.57733,13.5765,13.84092
06/01/2016 09:30,12.35142,13.02733,13.32233,13.57733,13.5765,13.84092
06/01/2016 09:40,12.35142,13.02733,13.32233,13.57733,13.5765,13.87092
06/01/2016 09:50,12.35142,13.02733,13.32233,13.57733,13.5765,13.90092
06/01/2016 10:00,12.35142,13.02733,13.32233,13.57733,13.6365,13.90092
06/01/2016 10:10,12.35142,12.96733,13.32233,13.57733,13.6365,13.96092
06/01/2016 10:20,12.35142,12.96733,13.32233,13.57733,13.6365,14.02092
06/01/2016 10:30,12.35142,12.96733,13.29233,13.57733,13.6665,14.10092
06/01/2016 10:40,12.35142,12.96733,13.29233,13.57733,13.6665,14.19092
06/01/2016 10:50,12.32142,12.96733,13.29233,13.57733,13.6665,14.28092
06/01/2016 11:00,12.32142,12.96733,13.29233,13.57733,13.7265,14.3342533333333
06/01/2016 11:10,12.35142,12.96733,13.29233,13.57733,13.7565,14.45092
06/01/2016 11:20,12.32142,12.96733,13.26233,13.5506633333333,13.7565,14.54092
06/01/2016 11:30,12.35142,12.93733,13.23233,13.5506633333333,13.7565,14.63092
06/01/2016 11:40,12.35142,12.93733,13.23233,13.57733,13.8365,14.71092
06/01/2016 11:50,12.32142,12.93733,13.23233,13.57733,13.8365,14.80092
06/01/2016 12:00,12.32142,12.93733,13.23233,13.57733,13.8965,14.9175866666667
06/01/2016 12:10,12.32142,12.93733,13.23233,13.57733,13.9265,15.06092
06/01/2016 12:20,12.29142,12.93733,13.23233,13.57733,13.9865,15.23092
06/01/2016 12:30,12.32142,12.90733,13.23233,13.57733,14.0165,15.32092
06/01/2016 12:40,12.32142,12.87733,13.23233,13.57733,14.0698333333333,15.40092
06/01/2016 12:50,12.29142,12.87733,13.23233,13.57733,14.0698333333333,15.49092
06/01/2016 13:00,12.26142,12.87733,13.23233,13.57733,14.1865,15.58092
06/01/2016 13:10,12.26142,12.87733,13.23233,13.63733,14.2165,15.66092
06/01/2016 13:20,12.26142,12.87733,13.23233,13.66733,14.2765,15.75092
06/01/2016 13:30,12.26142,12.87733,13.23233,13.66733,14.3565,15.84092
06/01/2016 13:40,12.26142,12.87733,13.23233,13.66733,14.3565,15.8942533333333
06/01/2016 13:50,12.26142,12.87733,13.23233,13.66733,14.4465,15.92092
