time,cw,cc,i,cw unscaled,cc unscaled,iunscaled
6/22/2016 21:45,-0.038921982,-0.03535791,-0.033280972,-0.12973994,-0.1178597,-0.110936573
6/22/2016 22:00,-0.039202899,-0.037236936,-0.034836989,-0.13067633,-0.12412312,-0.116123297
6/22/2016 22:15,-0.038921982,-0.036614173,-0.03432128,-0.12973994,-0.122047243,-0.114404267
6/22/2016 22:30,-0.03750771,-0.034101646,-0.032240664,-0.1250257,-0.113672153,-0.10746888
6/22/2016 22:45,-0.038355305,-0.039738726,-0.036908714,-0.127851017,-0.13246242,-0.123029047
6/22/2016 23:00,-0.038074387,-0.037591267,-0.035130409,-0.126914623,-0.125304223,-0.117101363
6/22/2016 23:15,-0.036945876,-0.037591267,-0.035130409,-0.12315292,-0.125304223,-0.117101363
6/22/2016 23:30,-0.039769576,-0.036614173,-0.03432128,-0.132565253,-0.122047243,-0.114404267
6/22/2016 23:45,-0.037914555,-0.037236936,-0.034836989,-0.12638185,-0.12412312,-0.116123297
6/23/2016 0:00,-0.039445069,-0.035980673,-0.03379668,-0.131483563,-0.119935577,-0.1126556
6/23/2016 0:15,-0.039445069,-0.039115963,-0.036393005,-0.131483563,-0.130386543,-0.121310017
6/23/2016 0:30,-0.038316557,-0.036614173,-0.03432128,-0.127721857,-0.122047243,-0.114404267
6/23/2016 0:45,-0.038476389,-0.039738726,-0.036908714,-0.12825463,-0.13246242,-0.123029047
6/23/2016 1:00,-0.039164152,-0.041263422,-0.03817131,-0.130547173,-0.13754474,-0.1272377
6/23/2016 1:15,-0.038316557,-0.034101646,-0.032240664,-0.127721857,-0.113672153,-0.10746888
6/23/2016 1:30,-0.039164152,-0.038128132,-0.035574985,-0.130547173,-0.127093773,-0.118583283
6/23/2016 1:45,-0.039730829,-0.035626342,-0.03350326,-0.132436097,-0.118754473,-0.111677533
6/23/2016 2:00,-0.036902285,-0.038128132,-0.035574985,-0.123007617,-0.127093773,-0.118583283
6/23/2016 2:15,-0.039445069,-0.039384395,-0.036615293,-0.131483563,-0.131281317,-0.122050977
6/23/2016 2:30,-0.039445069,-0.036882606,-0.034543568,-0.131483563,-0.12294202,-0.115145227
6/23/2016 2:45,-0.040292663,-0.037505369,-0.035059277,-0.134308877,-0.125017897,-0.116864257
6/23/2016 3:00,-0.038883235,-0.037505369,-0.035059277,-0.129610783,-0.125017897,-0.116864257
6/23/2016 3:15,-0.040011746,-0.037505369,-0.035059277,-0.133372487,-0.125017897,-0.116864257
6/23/2016 3:30,-0.038597474,-0.040007158,-0.037131002,-0.128658247,-0.133357193,-0.123770007
6/23/2016 3:45,-0.040011746,-0.040007158,-0.037131002,-0.133372487,-0.133357193,-0.123770007
6/23/2016 4:00,-0.038883235,-0.035003579,-0.032987552,-0.129610783,-0.116678597,-0.109958507
6/23/2016 4:15,-0.041140258,-0.037151038,-0.034765857,-0.137134193,-0.123836793,-0.11588619
6/23/2016 4:30,-0.040859341,-0.037591267,-0.035130409,-0.136197803,-0.125304223,-0.117101363
6/23/2016 4:45,-0.039566154,-0.03535791,-0.033280972,-0.13188718,-0.1178597,-0.110936573
6/23/2016 5:00,-0.040413748,-0.03535791,-0.033280972,-0.134712493,-0.1178597,-0.110936573
6/23/2016 5:15,-0.039285237,-0.033210451,-0.031502667,-0.13095079,-0.110701503,-0.10500889
6/23/2016 5:30,-0.042108937,-0.039470293,-0.036686426,-0.140363123,-0.131567643,-0.122288087
6/23/2016 5:45,-0.040980426,-0.039738726,-0.036908714,-0.13660142,-0.13246242,-0.123029047
6/23/2016 6:00,-0.039851914,-0.033833214,-0.032018376,-0.132839713,-0.11277738,-0.10672792
6/23/2016 6:15,-0.041101511,-0.036345741,-0.034098992,-0.137005037,-0.12115247,-0.113663307
6/23/2016 6:30,-0.040132831,-0.038224767,-0.035655009,-0.133776103,-0.12741589,-0.11885003
6/23/2016 6:45,-0.040132831,-0.038224767,-0.035655009,-0.133776103,-0.12741589,-0.11885003
6/23/2016 7:00,-0.042230022,-0.035712241,-0.033574392,-0.14076674,-0.119040803,-0.11191464
6/23/2016 7:15,-0.042230022,-0.034198282,-0.032320688,-0.14076674,-0.113994273,-0.107735627
6/23/2016 7:30,-0.039972999,-0.033564782,-0.031796088,-0.13324333,-0.111882607,-0.10598696
6/23/2016 7:45,-0.040820594,-0.031685755,-0.030240071,-0.136068647,-0.105619183,-0.100800237
6/23/2016 8:00,-0.040534833,-0.035003579,-0.032987552,-0.13511611,-0.116678597,-0.109958507
6/23/2016 8:15,-0.039406322,-0.036249105,-0.034018969,-0.131354407,-0.12083035,-0.113396563
6/23/2016 8:30,-0.039285237,-0.033747316,-0.031947244,-0.13095079,-0.112491053,-0.106490813
6/23/2016 8:45,-0.039406322,-0.034101646,-0.032240664,-0.131354407,-0.113672153,-0.10746888
6/23/2016 9:00,-0.042108937,-0.02972083,-0.028612922,-0.140363123,-0.099069433,-0.095376407
6/23/2016 9:15,-0.041261343,-0.02972083,-0.028612922,-0.13753781,-0.099069433,-0.095376407
6/23/2016 9:30,-0.040413748,-0.035089477,-0.033058684,-0.134712493,-0.116964923,-0.110195613
6/23/2016 9:45,-0.040578424,-0.030440229,-0.029208654,-0.135261413,-0.10146743,-0.09736218
6/23/2016 10:00,-0.042394697,-0.030708661,-0.029430943,-0.141315657,-0.102362203,-0.098103143
6/23/2016 10:15,-0.041547103,-0.028561203,-0.027652638,-0.138490343,-0.09520401,-0.09217546
6/23/2016 10:30,-0.041261343,-0.036077309,-0.033876704,-0.13753781,-0.120257697,-0.112922347
6/23/2016 10:45,-0.040578424,-0.032319256,-0.030764671,-0.135261413,-0.107730853,-0.102548903
6/23/2016 11:00,-0.040292663,-0.030171797,-0.028986366,-0.134308877,-0.100572657,-0.09662122
6/23/2016 11:15,-0.040534833,-0.028378669,-0.027501482,-0.13511611,-0.094595563,-0.091671607
6/23/2016 11:30,-0.040820594,-0.031245526,-0.029875519,-0.136068647,-0.104151753,-0.099585063
6/23/2016 11:45,-0.042230022,-0.0293665,-0.028319502,-0.14076674,-0.097888333,-0.09439834
6/23/2016 12:00,-0.040132831,-0.031245526,-0.029875519,-0.133776103,-0.104151753,-0.099585063
6/23/2016 12:15,-0.040413748,-0.031245526,-0.029875519,-0.134712493,-0.104151753,-0.099585063
6/23/2016 12:30,-0.039285237,-0.031868289,-0.030391227,-0.13095079,-0.10622763,-0.10130409
6/23/2016 12:45,-0.039285237,-0.030343593,-0.029128631,-0.13095079,-0.10114531,-0.097095437
6/23/2016 13:00,-0.040859341,-0.029001432,-0.02801719,-0.136197803,-0.09667144,-0.093390633
6/23/2016 13:15,-0.041547103,-0.027122405,-0.026461174,-0.138490343,-0.090408017,-0.088203913
6/23/2016 13:30,-0.039730829,-0.027755906,-0.026985774,-0.132436097,-0.092519687,-0.08995258
6/23/2016 13:45,-0.038883235,-0.028110236,-0.027279194,-0.129610783,-0.093700787,-0.090930647
6/23/2016 14:00,-0.042273613,-0.029989263,-0.02883521,-0.140912043,-0.09996421,-0.096117367
6/23/2016 14:15,-0.040578424,-0.033392985,-0.031653823,-0.135261413,-0.11130995,-0.105512743
6/23/2016 14:30,-0.039730829,-0.030612026,-0.029350919,-0.132436097,-0.102040087,-0.097836397
6/23/2016 14:45,-0.038316557,-0.02765927,-0.02690575,-0.127721857,-0.092197567,-0.089685833
6/23/2016 15:00,-0.040578424,-0.02765927,-0.02690575,-0.135261413,-0.092197567,-0.089685833
6/23/2016 15:15,-0.040578424,-0.028915533,-0.027946058,-0.135261413,-0.09638511,-0.093153527
6/23/2016 15:30,-0.040578424,-0.02972083,-0.028612922,-0.135261413,-0.099069433,-0.095376407
6/23/2016 15:45,-0.040578424,-0.025962777,-0.025500889,-0.135261413,-0.08654259,-0.085002963
6/23/2016 16:00,-0.040738256,-0.029098067,-0.028097214,-0.135794187,-0.096993557,-0.09365738
6/23/2016 16:15,-0.041019173,-0.029098067,-0.028097214,-0.136730577,-0.096993557,-0.09365738
6/23/2016 16:30,-0.041019173,-0.032673586,-0.031058091,-0.136730577,-0.108911953,-0.10352697
6/23/2016 16:45,-0.041019173,-0.028024338,-0.027208062,-0.136730577,-0.09341446,-0.09069354
6/23/2016 17:00,-0.040457339,-0.032673586,-0.031058091,-0.134857797,-0.108911953,-0.10352697
6/23/2016 17:15,-0.040617171,-0.032050823,-0.030542383,-0.13539057,-0.106836077,-0.101807943
6/23/2016 17:30,-0.040617171,-0.03079456,-0.029502075,-0.13539057,-0.102648533,-0.09834025
6/23/2016 17:45,-0.041183848,-0.032673586,-0.031058091,-0.137279493,-0.108911953,-0.10352697
6/23/2016 18:00,-0.040898088,-0.034198282,-0.032320688,-0.13632696,-0.113994273,-0.107735627
6/23/2016 18:15,-0.040898088,-0.027390838,-0.026683462,-0.13632696,-0.091302793,-0.088944873
6/23/2016 18:30,-0.040050493,-0.029269864,-0.028239478,-0.133501643,-0.097566213,-0.094131593
6/23/2016 18:45,-0.040496086,-0.031417323,-0.030017783,-0.134986953,-0.10472441,-0.100059277
6/23/2016 19:00,-0.04134368,-0.032673586,-0.031058091,-0.137812267,-0.108911953,-0.10352697
6/23/2016 19:15,-0.040617171,-0.029538296,-0.028461766,-0.13539057,-0.098460987,-0.094872553
6/23/2016 19:30,-0.041062763,-0.031782391,-0.030320095,-0.136875877,-0.105941303,-0.101066983
6/23/2016 19:45,-0.040215169,-0.031417323,-0.030017783,-0.134050563,-0.10472441,-0.100059277
6/23/2016 20:00,-0.041222595,-0.03392985,-0.0320984,-0.13740865,-0.1130995,-0.106994667
6/23/2016 20:15,-0.040094084,-0.031782391,-0.030320095,-0.133646947,-0.105941303,-0.101066983
6/23/2016 20:30,-0.04207019,-0.034552613,-0.032614108,-0.140233967,-0.115175377,-0.108713693
6/23/2016 20:45,-0.040941678,-0.03392985,-0.0320984,-0.13647226,-0.1130995,-0.106994667
6/23/2016 21:00,-0.040375001,-0.03392985,-0.0320984,-0.134583337,-0.1130995,-0.106994667
6/23/2016 21:15,-0.041222595,-0.03392985,-0.0320984,-0.13740865,-0.1130995,-0.106994667
6/23/2016 21:30,-0.040941678,-0.03392985,-0.0320984,-0.13647226,-0.1130995,-0.106994667
6/23/2016 21:45,-0.039081814,-0.032050823,-0.030542383,-0.130272713,-0.106836077,-0.101807943
6/23/2016 22:00,-0.038960729,-0.031685755,-0.030240071,-0.129869097,-0.105619183,-0.100800237
6/23/2016 22:15,-0.039929408,-0.033564782,-0.031796088,-0.133098027,-0.111882607,-0.10598696
6/23/2016 22:30,-0.040496086,-0.036077309,-0.033876704,-0.134986953,-0.120257697,-0.112922347
6/23/2016 22:45,-0.039081814,-0.034821045,-0.032836396,-0.130272713,-0.11607015,-0.109454653
6/23/2016 23:00,-0.039367574,-0.034198282,-0.032320688,-0.131225247,-0.113994273,-0.107735627
6/23/2016 23:15,-0.039081814,-0.03392985,-0.0320984,-0.130272713,-0.1130995,-0.106994667
6/23/2016 23:30,-0.041062763,-0.032050823,-0.030542383,-0.136875877,-0.106836077,-0.101807943
6/23/2016 23:45,-0.040215169,-0.037054402,-0.034685833,-0.134050563,-0.123514673,-0.115619443
6/24/2016 0:00,-0.040496086,-0.039566929,-0.036766449,-0.134986953,-0.131889763,-0.12255483
6/24/2016 0:15,-0.040215169,-0.036700072,-0.034392413,-0.134050563,-0.122333573,-0.114641377
6/24/2016 0:30,-0.040215169,-0.033478883,-0.031724956,-0.134050563,-0.111596277,-0.105749853
6/24/2016 0:45,-0.040215169,-0.037859699,-0.035352697,-0.134050563,-0.126198997,-0.117842323
6/24/2016 1:00,-0.041062763,-0.035980673,-0.03379668,-0.136875877,-0.119935577,-0.1126556
6/24/2016 1:15,-0.03851998,-0.039566929,-0.036766449,-0.128399933,-0.131889763,-0.12255483
6/24/2016 1:30,-0.039081814,-0.034552613,-0.032614108,-0.130272713,-0.115175377,-0.108713693
6/24/2016 1:45,-0.039081814,-0.0384932,-0.035877297,-0.130272713,-0.128310667,-0.11959099
6/24/2016 2:00,-0.041062763,-0.033478883,-0.031724956,-0.136875877,-0.111596277,-0.105749853
6/24/2016 2:15,-0.039648491,-0.038128132,-0.035574985,-0.132161637,-0.127093773,-0.118583283
6/24/2016 2:30,-0.040215169,-0.038128132,-0.035574985,-0.134050563,-0.127093773,-0.118583283
6/24/2016 2:45,-0.041062763,-0.037859699,-0.035352697,-0.136875877,-0.126198997,-0.117842323
6/24/2016 3:00,-0.039367574,-0.0384932,-0.035877297,-0.131225247,-0.128310667,-0.11959099
6/24/2016 3:15,-0.041624597,-0.037687903,-0.035210433,-0.138748657,-0.125626343,-0.11736811
6/24/2016 3:30,-0.042757952,-0.039566929,-0.036766449,-0.142526507,-0.131889763,-0.12255483
6/24/2016 3:45,-0.04134368,-0.037054402,-0.034685833,-0.137812267,-0.123514673,-0.115619443
6/24/2016 4:00,-0.040496086,-0.039201861,-0.036464138,-0.134986953,-0.13067287,-0.121547127
6/24/2016 4:15,-0.041624597,-0.035980673,-0.03379668,-0.138748657,-0.119935577,-0.1126556
6/24/2016 4:30,-0.041382428,-0.040007158,-0.037131002,-0.137941427,-0.133357193,-0.123770007
6/24/2016 4:45,-0.042515782,-0.041886185,-0.038687018,-0.141719273,-0.139620617,-0.128956727
6/24/2016 5:00,-0.041101511,-0.040007158,-0.037131002,-0.137005037,-0.133357193,-0.123770007
6/24/2016 5:15,-0.042515782,-0.037687903,-0.035210433,-0.141719273,-0.125626343,-0.11736811
6/24/2016 5:30,-0.040253916,-0.035540444,-0.033432128,-0.13417972,-0.118468147,-0.111440427
6/24/2016 5:45,-0.040534833,-0.036968504,-0.034614701,-0.13511611,-0.123228347,-0.115382337
6/24/2016 6:00,-0.042351107,-0.034466714,-0.032542976,-0.141170357,-0.114889047,-0.108476587
6/24/2016 6:15,-0.042230022,-0.034015748,-0.032169532,-0.14076674,-0.113385827,-0.107231773
6/24/2016 6:30,-0.042515782,-0.039652827,-0.036837582,-0.141719273,-0.13217609,-0.12279194
6/24/2016 6:45,-0.041910358,-0.037151038,-0.034765857,-0.139701193,-0.123836793,-0.11588619
6/24/2016 7:00,-0.042757952,-0.036882606,-0.034543568,-0.142526507,-0.12294202,-0.115145227
6/24/2016 7:15,-0.040777003,-0.038128132,-0.035574985,-0.135923343,-0.127093773,-0.118583283
6/24/2016 7:30,-0.040777003,-0.040372226,-0.037433314,-0.135923343,-0.134574087,-0.124777713
6/24/2016 7:45,-0.040777003,-0.0384932,-0.035877297,-0.135923343,-0.128310667,-0.11959099
6/24/2016 8:00,-0.042472192,-0.034821045,-0.032836396,-0.141573973,-0.11607015,-0.109454653
6/24/2016 8:15,-0.042472192,-0.036968504,-0.034614701,-0.141573973,-0.123228347,-0.115382337
6/24/2016 8:30,-0.042472192,-0.037236936,-0.034836989,-0.141573973,-0.12412312,-0.116123297
6/24/2016 8:45,-0.041062763,-0.032587688,-0.030986959,-0.136875877,-0.108625627,-0.103289863
6/24/2016 9:00,-0.040941678,-0.033564782,-0.031796088,-0.13647226,-0.111882607,-0.10598696
6/24/2016 9:15,-0.04207019,-0.033564782,-0.031796088,-0.140233967,-0.111882607,-0.10598696
6/24/2016 9:30,-0.040941678,-0.033564782,-0.031796088,-0.13647226,-0.111882607,-0.10598696
6/24/2016 9:45,-0.039406322,-0.036077309,-0.033876704,-0.131354407,-0.120257697,-0.112922347
6/24/2016 10:00,-0.041949105,-0.035626342,-0.03350326,-0.13983035,-0.118754473,-0.111677533
6/24/2016 10:15,-0.040820594,-0.036249105,-0.034018969,-0.136068647,-0.12083035,-0.113396563
6/24/2016 10:30,-0.040820594,-0.030977094,-0.029653231,-0.136068647,-0.10325698,-0.098844103
6/24/2016 10:45,-0.043077616,-0.031599857,-0.030168939,-0.143592053,-0.105332857,-0.10056313
6/24/2016 11:00,-0.043363377,-0.032405154,-0.030835803,-0.14454459,-0.10801718,-0.10278601
6/24/2016 11:15,-0.041547103,-0.036163207,-0.033947836,-0.138490343,-0.120544023,-0.113159453
6/24/2016 11:30,-0.04158585,-0.033027917,-0.031351512,-0.1386195,-0.110093057,-0.10450504
6/24/2016 11:45,-0.04158585,-0.035540444,-0.033432128,-0.1386195,-0.118468147,-0.111440427
6/24/2016 12:00,-0.04158585,-0.036517538,-0.034241257,-0.1386195,-0.121725127,-0.114137523
6/24/2016 12:15,-0.039609744,-0.028110236,-0.027279194,-0.13203248,-0.093700787,-0.090930647
6/24/2016 12:30,-0.041140258,-0.028732999,-0.027794902,-0.137134193,-0.095776663,-0.092649673
6/24/2016 12:45,-0.041140258,-0.031868289,-0.030391227,-0.137134193,-0.10622763,-0.10130409
6/24/2016 13:00,-0.040292663,-0.032491052,-0.030906935,-0.134308877,-0.108303507,-0.103023117
6/24/2016 13:15,-0.041426018,-0.033124553,-0.031431535,-0.138086727,-0.110415177,-0.104771783
6/24/2016 13:30,-0.041706935,-0.03222262,-0.030684647,-0.139023117,-0.107408733,-0.102282157
6/24/2016 13:45,-0.041140258,-0.030708661,-0.029430943,-0.137134193,-0.102362203,-0.098103143
6/24/2016 14:00,-0.040578424,-0.032136722,-0.030613515,-0.135261413,-0.107122407,-0.10204505
6/24/2016 14:15,-0.039043067,-0.034015748,-0.032169532,-0.130143557,-0.113385827,-0.107231773
6/24/2016 14:30,-0.040738256,-0.029989263,-0.02883521,-0.135794187,-0.09996421,-0.096117367
6/24/2016 14:45,-0.04158585,-0.029989263,-0.02883521,-0.1386195,-0.09996421,-0.096117367
6/24/2016 15:00,-0.040171578,-0.030343593,-0.029128631,-0.13390526,-0.10114531,-0.097095437
6/24/2016 15:15,-0.040336254,-0.029098067,-0.028097214,-0.13445418,-0.096993557,-0.09365738
6/24/2016 15:30,-0.041745682,-0.029098067,-0.028097214,-0.139152273,-0.096993557,-0.09365738
6/24/2016 15:45,-0.038074387,-0.030977094,-0.029653231,-0.126914623,-0.10325698,-0.098844103
6/24/2016 16:00,-0.038355305,-0.033478883,-0.031724956,-0.127851017,-0.111596277,-0.105749853
6/24/2016 16:15,-0.038921982,-0.030977094,-0.029653231,-0.12973994,-0.10325698,-0.098844103
6/24/2016 16:30,-0.039081814,-0.033833214,-0.032018376,-0.130272713,-0.11277738,-0.10672792
6/24/2016 16:45,-0.03827781,-0.032587688,-0.030986959,-0.1275927,-0.108625627,-0.103289863
6/24/2016 17:00,-0.039687239,-0.029806729,-0.028684055,-0.132290797,-0.099355763,-0.095613517
6/24/2016 17:15,-0.038156725,-0.032319256,-0.030764671,-0.127189083,-0.107730853,-0.102548903
6/24/2016 17:30,-0.039285237,-0.033564782,-0.031796088,-0.13095079,-0.111882607,-0.10598696
6/24/2016 17:45,-0.039285237,-0.034638511,-0.03268524,-0.13095079,-0.115461703,-0.1089508
6/24/2016 18:00,-0.039285237,-0.035003579,-0.032987552,-0.13095079,-0.116678597,-0.109958507
6/24/2016 18:15,-0.038558727,-0.036882606,-0.034543568,-0.12852909,-0.12294202,-0.115145227
6/24/2016 18:30,-0.038839644,-0.039384395,-0.036615293,-0.12946548,-0.131281317,-0.122050977
6/24/2016 18:45,-0.039125405,-0.036249105,-0.034018969,-0.130418017,-0.12083035,-0.113396563
6/24/2016 19:00,-0.039125405,-0.035894775,-0.033725548,-0.130418017,-0.11964925,-0.112418493
6/24/2016 19:15,-0.039125405,-0.036882606,-0.034543568,-0.130418017,-0.12294202,-0.115145227
6/24/2016 19:30,-0.041101511,-0.034370079,-0.032462952,-0.137005037,-0.11456693,-0.10820984
6/24/2016 19:45,-0.039972999,-0.040007158,-0.037131002,-0.13324333,-0.133357193,-0.123770007
6/24/2016 20:00,-0.041382428,-0.035980673,-0.03379668,-0.137941427,-0.119935577,-0.1126556
6/24/2016 20:15,-0.040820594,-0.035712241,-0.033574392,-0.136068647,-0.119040803,-0.11191464
6/24/2016 20:30,-0.039566154,-0.036345741,-0.034098992,-0.13188718,-0.12115247,-0.113663307
6/24/2016 20:45,-0.040699509,-0.036700072,-0.034392413,-0.13566503,-0.122333573,-0.114641377
6/24/2016 21:00,-0.041261343,-0.035894775,-0.033725548,-0.13753781,-0.11964925,-0.112418493
6/24/2016 21:15,-0.040413748,-0.036249105,-0.034018969,-0.134712493,-0.12083035,-0.113396563
6/24/2016 21:30,-0.040578424,-0.039201861,-0.036464138,-0.135261413,-0.13067287,-0.121547127
6/24/2016 21:45,-0.041426018,-0.039835361,-0.036988737,-0.138086727,-0.132784537,-0.12329579
6/24/2016 22:00,-0.043523209,-0.042337151,-0.039060462,-0.145077363,-0.141123837,-0.13020154
6/24/2016 22:15,-0.042108937,-0.039384395,-0.036615293,-0.140363123,-0.131281317,-0.122050977
6/24/2016 22:30,-0.040980426,-0.039738726,-0.036908714,-0.13660142,-0.13246242,-0.123029047
6/24/2016 22:45,-0.041426018,-0.037859699,-0.035352697,-0.138086727,-0.126198997,-0.117842323
6/24/2016 23:00,-0.040292663,-0.039470293,-0.036686426,-0.134308877,-0.131567643,-0.122288087
6/24/2016 23:15,-0.042835447,-0.042605583,-0.03928275,-0.142784823,-0.14201861,-0.1309425
6/24/2016 23:30,-0.042835447,-0.041714388,-0.038544754,-0.142784823,-0.13904796,-0.128482513
6/24/2016 23:45,-0.042835447,-0.038933429,-0.036241849,-0.142784823,-0.129778097,-0.120806163
6/25/2016 0:00,-0.042152528,-0.035808876,-0.033654416,-0.140508427,-0.11936292,-0.112181387
6/25/2016 0:15,-0.04158585,-0.040189692,-0.037282158,-0.1386195,-0.13396564,-0.12427386
6/25/2016 0:30,-0.04158585,-0.038933429,-0.036241849,-0.1386195,-0.129778097,-0.120806163
6/25/2016 0:45,-0.042714362,-0.042251253,-0.03898933,-0.142381207,-0.14083751,-0.129964433
6/25/2016 1:00,-0.042593277,-0.037322835,-0.034908121,-0.14197759,-0.12440945,-0.116360403
6/25/2016 1:15,-0.042879037,-0.043496779,-0.040020747,-0.142930123,-0.144989263,-0.13340249
6/25/2016 1:30,-0.044007549,-0.037236936,-0.034836989,-0.14669183,-0.12412312,-0.116123297
6/25/2016 1:45,-0.043159954,-0.041714388,-0.038544754,-0.143866513,-0.13904796,-0.128482513
6/25/2016 2:00,-0.042593277,-0.039298497,-0.036544161,-0.14197759,-0.13099499,-0.12181387
6/25/2016 2:15,-0.042593277,-0.042519685,-0.039211618,-0.14197759,-0.141732283,-0.130705393
6/25/2016 2:30,-0.043319786,-0.037859699,-0.035352697,-0.144399287,-0.126198997,-0.117842323
6/25/2016 2:45,-0.043886464,-0.040103794,-0.037211025,-0.146288213,-0.133679313,-0.12403675
6/25/2016 3:00,-0.044332056,-0.041445956,-0.038322466,-0.14777352,-0.138153187,-0.127741553
6/25/2016 3:15,-0.042956532,-0.040640659,-0.037655602,-0.14318844,-0.135468863,-0.125518673
6/25/2016 3:30,-0.041547103,-0.042691482,-0.039353883,-0.138490343,-0.14230494,-0.13117961
6/25/2016 3:45,-0.043523209,-0.037054402,-0.034685833,-0.145077363,-0.123514673,-0.115619443
6/25/2016 4:00,-0.043198701,-0.04448461,-0.040838767,-0.14399567,-0.148282033,-0.136129223
6/25/2016 4:15,-0.045179651,-0.041177523,-0.038100178,-0.150598837,-0.13725841,-0.127000593
6/25/2016 4:30,-0.042956532,-0.040458125,-0.037504446,-0.14318844,-0.134860417,-0.12501482
6/25/2016 4:45,-0.046346909,-0.041617752,-0.03846473,-0.154489697,-0.13872584,-0.128215767
6/25/2016 5:00,-0.043523209,-0.045107373,-0.041354475,-0.145077363,-0.15035791,-0.13784825
6/25/2016 5:15,-0.044089886,-0.042959914,-0.039576171,-0.146966287,-0.143199713,-0.13192057
6/25/2016 5:30,-0.043121207,-0.040275591,-0.03735329,-0.143737357,-0.13425197,-0.124510967
6/25/2016 5:45,-0.044695311,-0.041886185,-0.038687018,-0.14898437,-0.139620617,-0.128956727
6/25/2016 6:00,-0.043440871,-0.042251253,-0.03898933,-0.144802903,-0.14083751,-0.129964433
6/25/2016 6:15,-0.043726632,-0.04797423,-0.043728512,-0.14575544,-0.1599141,-0.145761707
6/25/2016 6:30,-0.044453141,-0.050035791,-0.045435685,-0.148177137,-0.16678597,-0.151452283
6/25/2016 6:45,-0.043484462,-0.048060129,-0.043799644,-0.144948207,-0.16020043,-0.145998813
6/25/2016 7:00,-0.044046296,-0.047437366,-0.043283936,-0.146820987,-0.158124553,-0.144279787
6/25/2016 7:15,-0.042351107,-0.047437366,-0.043283936,-0.141170357,-0.158124553,-0.144279787
6/25/2016 7:30,-0.044734058,-0.044398712,-0.040767635,-0.149113527,-0.147995707,-0.135892117
6/25/2016 7:45,-0.044332056,-0.041445956,-0.038322466,-0.14777352,-0.138153187,-0.127741553
6/25/2016 8:00,-0.043886464,-0.044935576,-0.041212211,-0.146288213,-0.149785253,-0.137374037
6/25/2016 8:15,-0.043440871,-0.04341088,-0.039949615,-0.144802903,-0.144702933,-0.133165383
6/25/2016 8:30,-0.045014975,-0.044838941,-0.041132187,-0.150049917,-0.149463137,-0.13710729
6/25/2016 8:45,-0.045014975,-0.043593414,-0.040100771,-0.150049917,-0.14531138,-0.133669237
6/25/2016 9:00,-0.043077616,-0.044398712,-0.040767635,-0.143592053,-0.147995707,-0.135892117
6/25/2016 9:15,-0.042593277,-0.042251253,-0.03898933,-0.14197759,-0.14083751,-0.129964433
6/25/2016 9:30,-0.03803564,-0.04198282,-0.038767042,-0.126785467,-0.139942733,-0.129223473
6/25/2016 9:45,-0.028871934,-0.040726557,-0.037726734,-0.09623978,-0.13575519,-0.12575578
6/25/2016 10:00,-0.024474129,-0.03884753,-0.036170717,-0.08158043,-0.129491767,-0.120569057
6/25/2016 10:15,-0.023219689,-0.042423049,-0.039131595,-0.077398963,-0.141410163,-0.13043865
6/25/2016 10:30,-0.02584481,-0.041800286,-0.038615886,-0.086149367,-0.139334287,-0.12871962
6/25/2016 10:45,-0.028508679,-0.03992126,-0.03705987,-0.09502893,-0.133070867,-0.1235329
6/25/2016 11:00,-0.029922951,-0.04305655,-0.039656194,-0.09974317,-0.143521833,-0.132187313
6/25/2016 11:15,-0.030770545,-0.039030064,-0.036321873,-0.102568483,-0.130100213,-0.12107291
6/25/2016 11:30,-0.033071159,-0.037687903,-0.035210433,-0.110237197,-0.125626343,-0.11736811
6/25/2016 11:45,-0.03444184,-0.03678597,-0.034463545,-0.114806133,-0.1226199,-0.114878483
6/25/2016 12:00,-0.035449266,-0.037151038,-0.034765857,-0.11816422,-0.123836793,-0.11588619
6/25/2016 12:15,-0.034887432,-0.034638511,-0.03268524,-0.11629144,-0.115461703,-0.1089508
6/25/2016 12:30,-0.035735027,-0.040812455,-0.037797866,-0.119116757,-0.136041517,-0.125992887
6/25/2016 12:45,-0.034645263,-0.035808876,-0.033654416,-0.11548421,-0.11936292,-0.112181387
6/25/2016 13:00,-0.036582621,-0.037773801,-0.035281565,-0.12194207,-0.12591267,-0.117605217
6/25/2016 13:15,-0.035047264,-0.039298497,-0.036544161,-0.116824213,-0.13099499,-0.12181387
6/25/2016 13:30,-0.03419967,-0.035626342,-0.03350326,-0.1139989,-0.118754473,-0.111677533
6/25/2016 13:45,-0.035328181,-0.040640659,-0.037655602,-0.117760603,-0.135468863,-0.125518673
6/25/2016 14:00,-0.035047264,-0.035712241,-0.033574392,-0.116824213,-0.119040803,-0.11191464
6/25/2016 14:15,-0.03419967,-0.040103794,-0.037211025,-0.1139989,-0.133679313,-0.12403675
6/25/2016 14:30,-0.035613942,-0.040189692,-0.037282158,-0.11871314,-0.13396564,-0.12427386
6/25/2016 14:45,-0.032102479,-0.042068719,-0.038838174,-0.107008263,-0.140229063,-0.12946058
6/25/2016 15:00,-0.033797668,-0.037151038,-0.034765857,-0.112658893,-0.123836793,-0.11588619
6/25/2016 15:15,-0.033390823,-0.03428418,-0.03239182,-0.111302743,-0.1142806,-0.107972733
