----------------------------------------------
PZ-CW TotHead [m]: 
    2016/08/07 05:30:00 430.301000 
    2016/08/07 05:45:00 430.303750 
    2016/08/07 06:00:00 430.302000 
    2016/08/07 06:15:00 430.302250 
    2016/08/07 06:30:00 430.302250 
    2016/08/07 06:45:00 430.302000 
    2016/08/07 07:00:00 430.302000 
    2016/08/07 07:15:00 430.302000 
    2016/08/07 07:30:00 430.302000 
    2016/08/07 07:45:00 430.302000 
    2016/08/07 08:00:00 430.300250 
    2016/08/07 08:15:00 430.302250 
    2016/08/07 08:30:00 430.298500 
    2016/08/07 08:45:00 430.300500 
    2016/08/07 09:00:00 430.300500 
    2016/08/07 09:15:00 430.298500 
    2016/08/07 09:30:00 430.299000 
    2016/08/07 09:45:00 430.297000 
    2016/08/07 10:00:00 430.293250 
    2016/08/07 10:15:00 430.291500 
    2016/08/07 10:30:00 430.291500 
    2016/08/07 10:45:00 430.293500 
    2016/08/07 11:00:00 430.288000 
    2016/08/07 11:15:00 430.289750 
    2016/08/07 11:30:00 430.288000 
    2016/08/07 11:45:00 430.288000 
    2016/08/07 12:00:00 430.284250 
    2016/08/07 12:15:00 430.282500 
    2016/08/07 12:30:00 430.282250 
    2016/08/07 12:45:00 430.277250 
    2016/08/07 13:00:00 430.277250 
    2016/08/07 13:15:00 430.277250 
    2016/08/07 13:30:00 430.277250 
    2016/08/07 13:45:00 430.271750 
    2016/08/07 14:00:00 430.271750 
    2016/08/07 14:15:00 430.271750 
    2016/08/07 14:30:00 430.266250 
    2016/08/07 14:45:00 430.266250 
    2016/08/07 15:00:00 430.264500 
    2016/08/07 15:15:00 430.262500 
    2016/08/07 15:30:00 430.259000 
    2016/08/07 15:45:00 430.259000 
    2016/08/07 16:00:00 430.253750 
    2016/08/07 16:15:00 430.250250 
    2016/08/07 16:30:00 430.246750 
    2016/08/07 16:45:00 430.249000 
    2016/08/07 17:00:00 430.240250 
    2016/08/07 17:15:00 430.240250 
    2016/08/07 17:30:00 430.238250 
    2016/08/07 17:45:00 430.231500 
    2016/08/07 18:00:00 430.228000 
    2016/08/07 18:15:00 430.228000 
    2016/08/07 18:30:00 430.228000 
    2016/08/07 18:45:00 430.224500 
    2016/08/07 19:00:00 430.226250 
    2016/08/07 19:15:00 430.229750 
    2016/08/07 19:30:00 430.225500 
    2016/08/07 19:45:00 430.221750 
    2016/08/07 20:00:00 430.221750 
    2016/08/07 20:15:00 430.225500 
    2016/08/07 20:30:00 430.223500 
    2016/08/07 20:45:00 430.220000 
    2016/08/07 21:00:00 430.225500 
    2016/08/07 21:15:00 430.230750 
    2016/08/07 21:30:00 430.229750 
    2016/08/07 21:45:00 430.233250 
    2016/08/07 22:00:00 430.229750 
    2016/08/07 22:15:00 430.229750 
    2016/08/07 22:30:00 430.228000 
    2016/08/07 22:45:00 430.235250 
    2016/08/07 23:00:00 430.237000 
    2016/08/07 23:15:00 430.237000 
    2016/08/07 23:30:00 430.242250 
    2016/08/07 23:45:00 430.243500 
    2016/08/08 00:00:00 430.247000 
    2016/08/08 00:15:00 430.249000 
    2016/08/08 00:30:00 430.249250 
    2016/08/08 00:45:00 430.247500 
    2016/08/08 01:00:00 430.249250 
    2016/08/08 01:15:00 430.256250 
    2016/08/08 01:30:00 430.257250 
    2016/08/08 01:45:00 430.257250 
    2016/08/08 02:00:00 430.259000 
    2016/08/08 02:15:00 430.259000 
    2016/08/08 02:30:00 430.262500 
    2016/08/08 02:45:00 430.266000 
    2016/08/08 03:00:00 430.267750 
    2016/08/08 03:15:00 430.269750 
    2016/08/08 03:30:00 430.269750 
    2016/08/08 03:45:00 430.269500 
    2016/08/08 04:00:00 430.273250 
    2016/08/08 04:15:00 430.271500 
    2016/08/08 04:30:00 430.273250 
    2016/08/08 04:45:00 430.271250 
    2016/08/08 05:00:00 430.269500 
    2016/08/08 05:15:00 430.272750 
    2016/08/08 05:30:00 430.269500 
    2016/08/08 05:45:00 430.265750 
    2016/08/08 06:00:00 430.267500 
    2016/08/08 06:15:00 430.263750 
    2016/08/08 06:30:00 430.260250 
    2016/08/08 06:45:00 430.262000 
    2016/08/08 07:00:00 430.258500 
    2016/08/08 07:15:00 430.262000 
    2016/08/08 07:30:00 430.258500 
    2016/08/08 07:45:00 430.258500 
    2016/08/08 08:00:00 430.251250 
    2016/08/08 08:15:00 430.247750 
    2016/08/08 08:30:00 430.251250 
    2016/08/08 08:45:00 430.249500 
    2016/08/08 09:00:00 430.249500 
    2016/08/08 09:15:00 430.253250 
    2016/08/08 09:30:00 430.251500 
    2016/08/08 09:45:00 430.249500 
    2016/08/08 10:00:00 430.251250 
    2016/08/08 10:15:00 430.244000 
    2016/08/08 10:30:00 430.244000 
    2016/08/08 10:45:00 430.240500 
    2016/08/08 11:00:00 430.240500 
    2016/08/08 11:15:00 430.238750 
    2016/08/08 11:30:00 430.236750 
    2016/08/08 11:45:00 430.235000 
    2016/08/08 12:00:00 430.235000 
    2016/08/08 12:15:00 430.231500 
    2016/08/08 12:30:00 430.231500 
    2016/08/08 12:45:00 430.227750 
    2016/08/08 13:00:00 430.226000 
    2016/08/08 13:15:00 430.222500 
    2016/08/08 13:30:00 430.218750 
    2016/08/08 13:45:00 430.215250 
    2016/08/08 14:00:00 430.217000 
    2016/08/08 14:15:00 430.213250 
    2016/08/08 14:30:00 430.216750 
    2016/08/08 14:45:00 430.213250 
    2016/08/08 15:00:00 430.213250 
    2016/08/08 15:15:00 430.211500 
    2016/08/08 15:30:00 430.207750 
    2016/08/08 15:45:00 430.207750 
    2016/08/08 16:00:00 430.204000 
    2016/08/08 16:15:00 430.204000 
    2016/08/08 16:30:00 430.202250 
    2016/08/08 16:45:00 430.198500 
    2016/08/08 17:00:00 430.195000 
    2016/08/08 17:15:00 430.196750 
    2016/08/08 17:30:00 430.195000 
    2016/08/08 17:45:00 430.189750 
    2016/08/08 18:00:00 430.191500 
    2016/08/08 18:15:00 430.188500 
    2016/08/08 18:30:00 430.186750 
    2016/08/08 18:45:00 430.183250 
    2016/08/08 19:00:00 430.180000 
    2016/08/08 19:15:00 430.181500 
    2016/08/08 19:30:00 430.180000 
    2016/08/08 19:45:00 430.183500 
    2016/08/08 20:00:00 430.183250 
    2016/08/08 20:15:00 430.181500 
    2016/08/08 20:30:00 430.186750 
    2016/08/08 20:45:00 430.185000 
    2016/08/08 21:00:00 430.188500 
    2016/08/08 21:15:00 430.185000 
    2016/08/08 21:30:00 430.188500 
    2016/08/08 21:45:00 430.188500 
    2016/08/08 22:00:00 430.188500 
    2016/08/08 22:15:00 430.190250 
    2016/08/08 22:30:00 430.189250 
    2016/08/08 22:45:00 430.187750 
    2016/08/08 23:00:00 430.189500 
    2016/08/08 23:15:00 430.193000 
    2016/08/08 23:30:00 430.189500 
    2016/08/08 23:45:00 430.189250 
    2016/08/09 00:00:00 430.193000 
    2016/08/09 00:15:00 430.196250 
    2016/08/09 00:30:00 430.192750 
    2016/08/09 00:45:00 430.191000 
    2016/08/09 01:00:00 430.199750 
    2016/08/09 01:15:00 430.201500 
    2016/08/09 01:30:00 430.203000 
    2016/08/09 01:45:00 430.208500 
    2016/08/09 02:00:00 430.205000 
    2016/08/09 02:15:00 430.212000 
    2016/08/09 02:30:00 430.210000 
    2016/08/09 02:45:00 430.206500 
    2016/08/09 03:00:00 430.206500 
    2016/08/09 03:15:00 430.210000 
    2016/08/09 03:30:00 430.206250 
    2016/08/09 03:45:00 430.211750 
    2016/08/09 04:00:00 430.209750 
    2016/08/09 04:15:00 430.213250 
    2016/08/09 04:30:00 430.211500 
    2016/08/09 04:45:00 430.215000 
    2016/08/09 05:00:00 430.216750 
    2016/08/09 05:15:00 430.222250 
    2016/08/09 05:30:00 430.222500 
    2016/08/09 05:45:00 430.218250 
    2016/08/09 06:00:00 430.213000 
    2016/08/09 06:15:00 430.214750 
    2016/08/09 06:30:00 430.218000 
    2016/08/09 06:45:00 430.218250 
    2016/08/09 07:00:00 430.218000 
    2016/08/09 07:15:00 430.214750 
    2016/08/09 07:30:00 430.215000 
    2016/08/09 07:45:00 430.218500 
    2016/08/09 08:00:00 430.222000 
    2016/08/09 08:15:00 430.225250 
    2016/08/09 08:30:00 430.225500 
    2016/08/09 08:45:00 430.228750 
    2016/08/09 09:00:00 430.228750 
    2016/08/09 09:15:00 430.225250 
    2016/08/09 09:30:00 430.225250 
    2016/08/09 09:45:00 430.230500 
    2016/08/09 10:00:00 430.232500 
    2016/08/09 10:15:00 430.227250 
    2016/08/09 10:30:00 430.232250 
    2016/08/09 10:45:00 430.232500 
    2016/08/09 11:00:00 430.229250 
    2016/08/09 11:15:00 430.234250 
    2016/08/09 11:30:00 430.229000 
    2016/08/09 11:45:00 430.235750 
    2016/08/09 12:00:00 430.237500 
    2016/08/09 12:15:00 430.238000 
    2016/08/09 12:30:00 430.242000 
    2016/08/09 12:45:00 430.245250 
    2016/08/09 13:00:00 430.243500 
    2016/08/09 13:15:00 430.247000 
    2016/08/09 13:30:00 430.243750 
    2016/08/09 13:45:00 430.243750 
    2016/08/09 14:00:00 430.245500 
    2016/08/09 14:15:00 430.243750 
    2016/08/09 14:30:00 430.242000 
    2016/08/09 14:45:00 430.241750 
    2016/08/09 15:00:00 430.245500 
    2016/08/09 15:15:00 430.250500 
    2016/08/09 15:30:00 430.246750 
    2016/08/09 15:45:00 430.247000 
    2016/08/09 16:00:00 430.249000 
    2016/08/09 16:15:00 430.250500 
    2016/08/09 16:30:00 430.248750 
    2016/08/09 16:45:00 430.245500 
    2016/08/09 17:00:00 430.245500 
    2016/08/09 17:15:00 430.243750 
    2016/08/09 17:30:00 430.248750 
    2016/08/09 17:45:00 430.243750 
    2016/08/09 18:00:00 430.243500 
    2016/08/09 18:15:00 430.243750 
    2016/08/09 18:30:00 430.250750 
    2016/08/09 18:45:00 430.252750 
    2016/08/09 19:00:00 430.251250 
    2016/08/09 19:15:00 430.249250 
    2016/08/09 19:30:00 430.251250 
    2016/08/09 19:45:00 430.249750 
    2016/08/09 20:00:00 430.249500 
    2016/08/09 20:15:00 430.251500 
    2016/08/09 20:30:00 430.251500 
    2016/08/09 20:45:00 430.253500 
    2016/08/09 21:00:00 430.258750 
    2016/08/09 21:15:00 430.259250 
    2016/08/09 21:30:00 430.259250 
    2016/08/09 21:45:00 430.259000 
    2016/08/09 22:00:00 430.252250 
    2016/08/09 22:15:00 430.254000 
    2016/08/09 22:30:00 430.257750 
    2016/08/09 22:45:00 430.259500 
    2016/08/09 23:00:00 430.265000 
    2016/08/09 23:15:00 430.266750 
    2016/08/09 23:30:00 430.266750 
    2016/08/09 23:45:00 430.274000 
    2016/08/10 00:00:00 430.270500 
    2016/08/10 00:15:00 430.272250 
    2016/08/10 00:30:00 430.272250 
    2016/08/10 00:45:00 430.275750 
    2016/08/10 01:00:00 430.282750 
    2016/08/10 01:15:00 430.281250 
    2016/08/10 01:30:00 430.277500 
    2016/08/10 01:45:00 430.274000 
    2016/08/10 02:00:00 430.284750 
    2016/08/10 02:15:00 430.284750 
    2016/08/10 02:30:00 430.284750 
    2016/08/10 02:45:00 430.288000 
    2016/08/10 03:00:00 430.286500 
    2016/08/10 03:15:00 430.286500 
    2016/08/10 03:30:00 430.281250 
    2016/08/10 03:45:00 430.275500 
    2016/08/10 04:00:00 430.281000 
    2016/08/10 04:15:00 430.284250 
    2016/08/10 04:30:00 430.286250 
    2016/08/10 04:45:00 430.295500 
    2016/08/10 05:00:00 430.297500 
    2016/08/10 05:15:00 430.290500 
    2016/08/10 05:30:00 430.292000 
    2016/08/10 05:45:00 430.286500 
    2016/08/10 06:00:00 430.284750 
    2016/08/10 06:15:00 430.284250 
    2016/08/10 06:30:00 430.268250 
    2016/08/10 06:45:00 430.280500 
    2016/08/10 07:00:00 430.282750 
    2016/08/10 07:15:00 430.279250 
    2016/08/10 07:30:00 430.284750 
    2016/08/10 07:45:00 430.290000 
    2016/08/10 08:00:00 430.292000 
    2016/08/10 08:15:00 430.288250 
    2016/08/10 08:30:00 430.290250 
    2016/08/10 08:45:00 430.299250 
    2016/08/10 09:00:00 430.290250 
    2016/08/10 09:15:00 430.281250 
    2016/08/10 09:30:00 430.270500 
    2016/08/10 09:45:00 430.259500 
    2016/08/10 10:00:00 430.257750 
    2016/08/10 10:15:00 430.251250 
    2016/08/10 10:30:00 430.251250 
    2016/08/10 10:45:00 430.258250 
    2016/08/10 11:00:00 430.265500 
    2016/08/10 11:15:00 430.255000 
    2016/08/10 11:30:00 430.258500 
    2016/08/10 11:45:00 430.258750 
    2016/08/10 12:00:00 430.262000 
    2016/08/10 12:15:00 430.273250 
    2016/08/10 12:30:00 430.276750 
    2016/08/10 12:45:00 430.276750 
    2016/08/10 13:00:00 430.274250 
    2016/08/10 13:15:00 430.269000 
    2016/08/10 13:30:00 430.263500 
    2016/08/10 13:45:00 430.256500 
    2016/08/10 14:00:00 430.245750 
    2016/08/10 14:15:00 430.240500 
    2016/08/10 14:30:00 430.242750 
    2016/08/10 14:45:00 430.242750 
    2016/08/10 15:00:00 430.243000 
    2016/08/10 15:15:00 430.242750 
    2016/08/10 15:30:00 430.244750 
    2016/08/10 15:45:00 430.253250 
    2016/08/10 16:00:00 430.243000 
    2016/08/10 16:15:00 430.241250 
    2016/08/10 16:30:00 430.235500 
    2016/08/10 16:45:00 430.224750 
    2016/08/10 17:00:00 430.216000 
    2016/08/10 17:15:00 430.205500 
    2016/08/10 17:30:00 430.212250 
    2016/08/10 17:45:00 430.208750 
    2016/08/10 18:00:00 430.205500 
    2016/08/10 18:15:00 430.207250 
    2016/08/10 18:30:00 430.223000 
    2016/08/10 18:45:00 430.228500 
    2016/08/10 19:00:00 430.245750 
    2016/08/10 19:15:00 430.237250 
    2016/08/10 19:30:00 430.245750 
    2016/08/10 19:45:00 430.254750 
    2016/08/10 20:00:00 430.256000 
    2016/08/10 20:15:00 430.249250 
    2016/08/10 20:30:00 430.251500 
    2016/08/10 20:45:00 430.255000 
    2016/08/10 21:00:00 430.251500 
    2016/08/10 21:15:00 430.247750 
    2016/08/10 21:30:00 430.232000 
    2016/08/10 21:45:00 430.230250 
    2016/08/10 22:00:00 430.235500 
    2016/08/10 22:15:00 430.241500 
    2016/08/10 22:30:00 430.243500 
    2016/08/10 22:45:00 430.245250 
    2016/08/10 23:00:00 430.247000 
    2016/08/10 23:15:00 430.247000 
    2016/08/10 23:30:00 430.247000 
    2016/08/10 23:45:00 430.237750 
    2016/08/11 00:00:00 430.237750 
    2016/08/11 00:15:00 430.236000 
    2016/08/11 00:30:00 430.239500 
    2016/08/11 00:45:00 430.241500 
    2016/08/11 01:00:00 430.234250 
    2016/08/11 01:15:00 430.234000 
    2016/08/11 01:30:00 430.234250 
    2016/08/11 01:45:00 430.244750 
    2016/08/11 02:00:00 430.253500 
    2016/08/11 02:15:00 430.251750 
    2016/08/11 02:30:00 430.251500 
    2016/08/11 02:45:00 430.248000 
    2016/08/11 03:00:00 430.249500 
    2016/08/11 03:15:00 430.251250 
    2016/08/11 03:30:00 430.253000 
    2016/08/11 03:45:00 430.248250 
    2016/08/11 04:00:00 430.253000 
    2016/08/11 04:15:00 430.245750 
    2016/08/11 04:30:00 430.245500 
    2016/08/11 04:45:00 430.252750 
    2016/08/11 05:00:00 430.251250 
    2016/08/11 05:15:00 430.242500 
    2016/08/11 05:30:00 430.249250 
    2016/08/11 05:45:00 430.251250 
    2016/08/11 06:00:00 430.245500 
    2016/08/11 06:15:00 430.236500 
    2016/08/11 06:30:00 430.236250 
    2016/08/11 06:45:00 430.245250 
    2016/08/11 07:00:00 430.241750 
    2016/08/11 07:15:00 430.242000 
    2016/08/11 07:30:00 430.240000 
    2016/08/11 07:45:00 430.238500 
    2016/08/11 08:00:00 430.236750 
    2016/08/11 08:15:00 430.231000 
    2016/08/11 08:30:00 430.229250 
    2016/08/11 08:45:00 430.225500 
    2016/08/11 09:00:00 430.232750 
    2016/08/11 09:15:00 430.238000 
    2016/08/11 09:30:00 430.247000 
    2016/08/11 09:45:00 430.243750 
    2016/08/11 10:00:00 430.240000 
    2016/08/11 10:15:00 430.243500 
    2016/08/11 10:30:00 430.243500 
    2016/08/11 10:45:00 430.243500 
    2016/08/11 11:00:00 430.240000 
    2016/08/11 11:15:00 430.245500 
    2016/08/11 11:30:00 430.247250 
    2016/08/11 11:45:00 430.252250 
    2016/08/11 12:00:00 430.250750 
    2016/08/11 12:15:00 430.252250 
    2016/08/11 12:30:00 430.250750 
    2016/08/11 12:45:00 430.250500 
    2016/08/11 13:00:00 430.247000 
    2016/08/11 13:15:00 430.247000 
    2016/08/11 13:30:00 430.250500 
    2016/08/11 13:45:00 430.254000 
    2016/08/11 14:00:00 430.255750 
    2016/08/11 14:15:00 430.246750 
    2016/08/11 14:30:00 430.250500 
    2016/08/11 14:45:00 430.257750 
    2016/08/11 15:00:00 430.255750 
    2016/08/11 15:15:00 430.259250 
    2016/08/11 15:30:00 430.264500 
    2016/08/11 15:45:00 430.264500 
    2016/08/11 16:00:00 430.266500 
    2016/08/11 16:15:00 430.269750 
    2016/08/11 16:30:00 430.268000 
    2016/08/11 16:45:00 430.268250 
    2016/08/11 17:00:00 430.266250 
    2016/08/11 17:15:00 430.267750 
    2016/08/11 17:30:00 430.269500 
    2016/08/11 17:45:00 430.274500 
    2016/08/11 18:00:00 430.272750 
    2016/08/11 18:15:00 430.274500 
    2016/08/11 18:30:00 430.269500 
    2016/08/11 18:45:00 430.268000 
    2016/08/11 19:00:00 430.264250 
    2016/08/11 19:15:00 430.264250 
    2016/08/11 19:30:00 430.260500 
    2016/08/11 19:45:00 430.263750 
    2016/08/11 20:00:00 430.265000 
    2016/08/11 20:15:00 430.261500 
    2016/08/11 20:30:00 430.257750 
    2016/08/11 20:45:00 430.257750 
    2016/08/11 21:00:00 430.256000 
    2016/08/11 21:15:00 430.254250 
    2016/08/11 21:30:00 430.254000 
    2016/08/11 21:45:00 430.259500 
    2016/08/11 22:00:00 430.259500 
    2016/08/11 22:15:00 430.259750 
    2016/08/11 22:30:00 430.265000 
    2016/08/11 22:45:00 430.263250 
    2016/08/11 23:00:00 430.261500 
    2016/08/11 23:15:00 430.263250 
    2016/08/11 23:30:00 430.259500 
    2016/08/11 23:45:00 430.257750 
    2016/08/12 00:00:00 430.257750 
    2016/08/12 00:15:00 430.257750 
    2016/08/12 00:30:00 430.263000 
    2016/08/12 00:45:00 430.257750 
    2016/08/12 01:00:00 430.264750 
    2016/08/12 01:15:00 430.259500 
    2016/08/12 01:30:00 430.259000 
    2016/08/12 01:45:00 430.260750 
    2016/08/12 02:00:00 430.260750 
    2016/08/12 02:15:00 430.262750 
    2016/08/12 02:30:00 430.257250 
    2016/08/12 02:45:00 430.253750 
    2016/08/12 03:00:00 430.252000 
    2016/08/12 03:15:00 430.255250 
    2016/08/12 03:30:00 430.253750 
    2016/08/12 03:45:00 430.259250 
    2016/08/12 04:00:00 430.259500 
    2016/08/12 04:15:00 430.256250 
    2016/08/12 04:30:00 430.259750 
    2016/08/12 04:45:00 430.257750 
    2016/08/12 05:00:00 430.257750 
    2016/08/12 05:15:00 430.259500 
    2016/08/12 05:30:00 430.264750 
    2016/08/12 05:45:00 430.259500 
    2016/08/12 06:00:00 430.259500 
    2016/08/12 06:15:00 430.259500 
    2016/08/12 06:30:00 430.259500 
    2016/08/12 06:45:00 430.261250 
    2016/08/12 07:00:00 430.259500 
    2016/08/12 07:15:00 430.261000 
    2016/08/12 07:30:00 430.257750 
    2016/08/12 07:45:00 430.254250 
    2016/08/12 08:00:00 430.256000 
    2016/08/12 08:15:00 430.254250 
    2016/08/12 08:30:00 430.259250 
    2016/08/12 08:45:00 430.265000 
    2016/08/12 09:00:00 430.261250 
    2016/08/12 09:15:00 430.263000 
    2016/08/12 09:30:00 430.267500 
    2016/08/12 09:45:00 430.266250 
    2016/08/12 10:00:00 430.264000 
    2016/08/12 10:15:00 430.258500 
    2016/08/12 10:30:00 430.260500 
    2016/08/12 10:45:00 430.260750 
    2016/08/12 11:00:00 430.256750 
    2016/08/12 11:15:00 430.255500 
    2016/08/12 11:30:00 430.251750 
    2016/08/12 11:45:00 430.255250 
    2016/08/12 12:00:00 430.259000 
    2016/08/12 12:15:00 430.253500 
    2016/08/12 12:30:00 430.253500 
    2016/08/12 12:45:00 430.253500 
    2016/08/12 13:00:00 430.250000 
    2016/08/12 13:15:00 430.250000 
    2016/08/12 13:30:00 430.251500 
    2016/08/12 13:45:00 430.250000 
    2016/08/12 14:00:00 430.253500 
    2016/08/12 14:15:00 430.249750 
    2016/08/12 14:30:00 430.246250 
    2016/08/12 14:45:00 430.247750 
    2016/08/12 15:00:00 430.249750 
    2016/08/12 15:15:00 430.248000 
    2016/08/12 15:30:00 430.253000 
    2016/08/12 15:45:00 430.253000 
    2016/08/12 16:00:00 430.248000 
    2016/08/12 16:15:00 430.246250 
    2016/08/12 16:30:00 430.248000 
    2016/08/12 16:45:00 430.249750 
    2016/08/12 17:00:00 430.246500 
    2016/08/12 17:15:00 430.246250 
    2016/08/12 17:30:00 430.241250 
    2016/08/12 17:45:00 430.238750 
    2016/08/12 18:00:00 430.237750 
    2016/08/12 18:15:00 430.241500 
    2016/08/12 18:30:00 430.238000 
    2016/08/12 18:45:00 430.237750 
    2016/08/12 19:00:00 430.237750 
    2016/08/12 19:15:00 430.239750 
    2016/08/12 19:30:00 430.241500 
    2016/08/12 19:45:00 430.236000 
    2016/08/12 20:00:00 430.234250 
    2016/08/12 20:15:00 430.230750 
    2016/08/12 20:30:00 430.229250 
    2016/08/12 20:45:00 430.231000 
    2016/08/12 21:00:00 430.231000 
    2016/08/12 21:15:00 430.229250 
    2016/08/12 21:30:00 430.229250 
    2016/08/12 21:45:00 430.233750 
    2016/08/12 22:00:00 430.233750 
    2016/08/12 22:15:00 430.239250 
    2016/08/12 22:30:00 430.235500 
    2016/08/12 22:45:00 430.237500 
    2016/08/12 23:00:00 430.239000 
    2016/08/12 23:15:00 430.239250 
    2016/08/12 23:30:00 430.237500 
    2016/08/12 23:45:00 430.241000 
    2016/08/13 00:00:00 430.239250 
    2016/08/13 00:15:00 430.234000 
    2016/08/13 00:30:00 430.232000 
    2016/08/13 00:45:00 430.232000 
    2016/08/13 01:00:00 430.230250 
    2016/08/13 01:15:00 430.239250 
    2016/08/13 01:30:00 430.239000 
    2016/08/13 01:45:00 430.233750 
    2016/08/13 02:00:00 430.237250 
    2016/08/13 02:15:00 430.237250 
    2016/08/13 02:30:00 430.234250 
    2016/08/13 02:45:00 430.237750 
    2016/08/13 03:00:00 430.234250 
    2016/08/13 03:15:00 430.234000 
    2016/08/13 03:30:00 430.234250 
    2016/08/13 03:45:00 430.236000 
    2016/08/13 04:00:00 430.234250 
    2016/08/13 04:15:00 430.233750 
    2016/08/13 04:30:00 430.235750 
    2016/08/13 04:45:00 430.234250 
    2016/08/13 05:00:00 430.237500 
    2016/08/13 05:15:00 430.236000 
    2016/08/13 05:30:00 430.239500 
    2016/08/13 05:45:00 430.239250 
    2016/08/13 06:00:00 430.237500 
    2016/08/13 06:15:00 430.236000 
    2016/08/13 06:30:00 430.235500 
    2016/08/13 06:45:00 430.235500 
    2016/08/13 07:00:00 430.230250 
    2016/08/13 07:15:00 430.236000 
    2016/08/13 07:30:00 430.232250 
    2016/08/13 07:45:00 430.235750 
    2016/08/13 08:00:00 430.230250 
    2016/08/13 08:15:00 430.230500 
    2016/08/13 08:30:00 430.232000 
    2016/08/13 08:45:00 430.232250 
    2016/08/13 09:00:00 430.237750 
    2016/08/13 09:15:00 430.233750 
    2016/08/13 09:30:00 430.237250 
    2016/08/13 09:45:00 430.239250 
    2016/08/13 10:00:00 430.239000 
    2016/08/13 10:15:00 430.244250 
    2016/08/13 10:30:00 430.239250 
    2016/08/13 10:45:00 430.243000 
    2016/08/13 11:00:00 430.246250 
    2016/08/13 11:15:00 430.248000 
    2016/08/13 11:30:00 430.251500 
    2016/08/13 11:45:00 430.253250 
    2016/08/13 12:00:00 430.251500 
    2016/08/13 12:15:00 430.249500 
    2016/08/13 12:30:00 430.249500 
    2016/08/13 12:45:00 430.251250 
    2016/08/13 13:00:00 430.251250 
    2016/08/13 13:15:00 430.251250 
    2016/08/13 13:30:00 430.249500 
    2016/08/13 13:45:00 430.249500 
    2016/08/13 14:00:00 430.249500 
    2016/08/13 14:15:00 430.249500 
    2016/08/13 14:30:00 430.247750 
    2016/08/13 14:45:00 430.242500 
    2016/08/13 15:00:00 430.247750 
    2016/08/13 15:15:00 430.249500 
    2016/08/13 15:30:00 430.247750 
    2016/08/13 15:45:00 430.248000 
    2016/08/13 16:00:00 430.249500 
    2016/08/13 16:15:00 430.246000 
    2016/08/13 16:30:00 430.244000 
    2016/08/13 16:45:00 430.242500 
    2016/08/13 17:00:00 430.241750 
    2016/08/13 17:15:00 430.240500 
    2016/08/13 17:30:00 430.242250 
    2016/08/13 17:45:00 430.234500 
    2016/08/13 18:00:00 430.238500 
    2016/08/13 18:15:00 430.238500 
    2016/08/13 18:30:00 430.238250 
    2016/08/13 18:45:00 430.241000 
    2016/08/13 19:00:00 430.246250 
    2016/08/13 19:15:00 430.243000 
    2016/08/13 19:30:00 430.245000 
    2016/08/13 19:45:00 430.243000 
    2016/08/13 20:00:00 430.245000 
    2016/08/13 20:15:00 430.245000 
    2016/08/13 20:30:00 430.248750 
    2016/08/13 20:45:00 430.250500 
    2016/08/13 21:00:00 430.250250 
    2016/08/13 21:15:00 430.248750 
    2016/08/13 21:30:00 430.252500 
    2016/08/13 21:45:00 430.254000 
    2016/08/13 22:00:00 430.254250 
    2016/08/13 22:15:00 430.250750 
    2016/08/13 22:30:00 430.250750 
    2016/08/13 22:45:00 430.252500 
    2016/08/13 23:00:00 430.254250 
    2016/08/13 23:15:00 430.259500 
    2016/08/13 23:30:00 430.261500 
    2016/08/13 23:45:00 430.265000 
    2016/08/14 00:00:00 430.266750 
    2016/08/14 00:15:00 430.261250 
    2016/08/14 00:30:00 430.263250 
    2016/08/14 00:45:00 430.268500 
    2016/08/14 01:00:00 430.267000 
    2016/08/14 01:15:00 430.268500 
    2016/08/14 01:30:00 430.272000 
    2016/08/14 01:45:00 430.270250 
    2016/08/14 02:00:00 430.270000 
    2016/08/14 02:15:00 430.270500 
    2016/08/14 02:30:00 430.270500 
    2016/08/14 02:45:00 430.268750 
    2016/08/14 03:00:00 430.270500 
    2016/08/14 03:15:00 430.270250 
    2016/08/14 03:30:00 430.274000 
    2016/08/14 03:45:00 430.275750 
    2016/08/14 04:00:00 430.275500 
    2016/08/14 04:15:00 430.277250 
    2016/08/14 04:30:00 430.275500 
    2016/08/14 04:45:00 430.280500 
    2016/08/14 05:00:00 430.281250 
    2016/08/14 05:15:00 430.282750 
    2016/08/14 05:30:00 430.280750 
    2016/08/14 05:45:00 430.282750 
    2016/08/14 06:00:00 430.281000 
    2016/08/14 06:15:00 430.279000 
    2016/08/14 06:30:00 430.279500 
    2016/08/14 06:45:00 430.277500 
    2016/08/14 07:00:00 430.281000 
    2016/08/14 07:15:00 430.277750 
    2016/08/14 07:30:00 430.279500 
    2016/08/14 07:45:00 430.277750 
    2016/08/14 08:00:00 430.281000 
    2016/08/14 08:15:00 430.279250 
    2016/08/14 08:30:00 430.279250 
    2016/08/14 08:45:00 430.279250 
    2016/08/14 09:00:00 430.277750 
    2016/08/14 09:15:00 430.281250 
    2016/08/14 09:30:00 430.279500 
    2016/08/14 09:45:00 430.276250 
    2016/08/14 10:00:00 430.276250 
    2016/08/14 10:15:00 430.279500 
    2016/08/14 10:30:00 430.274250 
    2016/08/14 10:45:00 430.279500 
    2016/08/14 11:00:00 430.281250 
    2016/08/14 11:15:00 430.279500 
    2016/08/14 11:30:00 430.277750 
    2016/08/14 11:45:00 430.279500 
