----------------------------------------------
PZ-CW TotHead [m]: 
    2016/06/21 01:15:00 430.590250 
    2016/06/21 01:30:00 430.593750 
    2016/06/21 01:45:00 430.593750 
    2016/06/21 02:00:00 430.592000 
    2016/06/21 02:15:00 430.595500 
    2016/06/21 02:30:00 430.593500 
    2016/06/21 02:45:00 430.591750 
    2016/06/21 03:00:00 430.593500 
    2016/06/21 03:15:00 430.591750 
    2016/06/21 03:30:00 430.593250 
    2016/06/21 03:45:00 430.596750 
    2016/06/21 04:00:00 430.593500 
    2016/06/21 04:15:00 430.589500 
    2016/06/21 04:30:00 430.591250 
    2016/06/21 04:45:00 430.587500 
    2016/06/21 05:00:00 430.585750 
    2016/06/21 05:15:00 430.586250 
    2016/06/21 05:30:00 430.586000 
    2016/06/21 05:45:00 430.584250 
    2016/06/21 06:00:00 430.584250 
    2016/06/21 06:15:00 430.582500 
    2016/06/21 06:30:00 430.580750 
    2016/06/21 06:45:00 430.577250 
    2016/06/21 07:00:00 430.573250 
    2016/06/21 07:15:00 430.575000 
    2016/06/21 07:30:00 430.573000 
    2016/06/21 07:45:00 430.571250 
    2016/06/21 08:00:00 430.569750 
    2016/06/21 08:15:00 430.567750 
    2016/06/21 08:30:00 430.568000 
    2016/06/21 08:45:00 430.567750 
    2016/06/21 09:00:00 430.562500 
    2016/06/21 09:15:00 430.564250 
    2016/06/21 09:30:00 430.562250 
    2016/06/21 09:45:00 430.562500 
    2016/06/21 10:00:00 430.562500 
    2016/06/21 10:15:00 430.560750 
    2016/06/21 10:30:00 430.562500 
    2016/06/21 10:45:00 430.560500 
    2016/06/21 11:00:00 430.560250 
    2016/06/21 11:15:00 430.560000 
    2016/06/21 11:30:00 430.561750 
    2016/06/21 11:45:00 430.563500 
    2016/06/21 12:00:00 430.563750 
    2016/06/21 12:15:00 430.560250 
    2016/06/21 12:30:00 430.563750 
    2016/06/21 12:45:00 430.563750 
    2016/06/21 13:00:00 430.562000 
    2016/06/21 13:15:00 430.558500 
    2016/06/21 13:30:00 430.558250 
    2016/06/21 13:45:00 430.556500 
    2016/06/21 14:00:00 430.558250 
    2016/06/21 14:15:00 430.556250 
    2016/06/21 14:30:00 430.558000 
    2016/06/21 14:45:00 430.557750 
    2016/06/21 15:00:00 430.551000 
    2016/06/21 15:15:00 430.549250 
    2016/06/21 15:30:00 430.548750 
    2016/06/21 15:45:00 430.547000 
    2016/06/21 16:00:00 430.545000 
    2016/06/21 16:15:00 430.545250 
    2016/06/21 16:30:00 430.541750 
    2016/06/21 16:45:00 430.540250 
    2016/06/21 17:00:00 430.539750 
    2016/06/21 17:15:00 430.538000 
    2016/06/21 17:30:00 430.536250 
    2016/06/21 17:45:00 430.532750 
    2016/06/21 18:00:00 430.533250 
    2016/06/21 18:15:00 430.533250 
    2016/06/21 18:30:00 430.535000 
    2016/06/21 18:45:00 430.536750 
    2016/06/21 19:00:00 430.534750 
    2016/06/21 19:15:00 430.533000 
    2016/06/21 19:30:00 430.533000 
    2016/06/21 19:45:00 430.536500 
    2016/06/21 20:00:00 430.536500 
    2016/06/21 20:15:00 430.534750 
    2016/06/21 20:30:00 430.536500 
    2016/06/21 20:45:00 430.534750 
    2016/06/21 21:00:00 430.536750 
    2016/06/21 21:15:00 430.540250 
    2016/06/21 21:30:00 430.538750 
    2016/06/21 21:45:00 430.540500 
    2016/06/21 22:00:00 430.542000 
    2016/06/21 22:15:00 430.540500 
    2016/06/21 22:30:00 430.543750 
    2016/06/21 22:45:00 430.544000 
    2016/06/21 23:00:00 430.544000 
    2016/06/21 23:15:00 430.546000 
    2016/06/21 23:30:00 430.549750 
    2016/06/21 23:45:00 430.549750 
    2016/06/22 00:00:00 430.553000 
    2016/06/22 00:15:00 430.552750 
    2016/06/22 00:30:00 430.555250 
    2016/06/22 00:45:00 430.549500 
    2016/06/22 01:00:00 430.551250 
    2016/06/22 01:15:00 430.551000 
    2016/06/22 01:30:00 430.558000 
    2016/06/22 01:45:00 430.559750 
    2016/06/22 02:00:00 430.563500 
    2016/06/22 02:15:00 430.565250 
    2016/06/22 02:30:00 430.563250 
    2016/06/22 02:45:00 430.561500 
    2016/06/22 03:00:00 430.557750 
    2016/06/22 03:15:00 430.561250 
    2016/06/22 03:30:00 430.554000 
    2016/06/22 03:45:00 430.557250 
    2016/06/22 04:00:00 430.559250 
    2016/06/22 04:15:00 430.560750 
    2016/06/22 04:30:00 430.562750 
    2016/06/22 04:45:00 430.568000 
    2016/06/22 05:00:00 430.569750 
    2016/06/22 05:15:00 430.566500 
    2016/06/22 05:30:00 430.564750 
    2016/06/22 05:45:00 430.566250 
    2016/06/22 06:00:00 430.562750 
    2016/06/22 06:15:00 430.559250 
    2016/06/22 06:30:00 430.555500 
    2016/06/22 06:45:00 430.557250 
    2016/06/22 07:00:00 430.554250 
    2016/06/22 07:15:00 430.550250 
    2016/06/22 07:30:00 430.552000 
    2016/06/22 07:45:00 430.544750 
    2016/06/22 08:00:00 430.543000 
    2016/06/22 08:15:00 430.542750 
    2016/06/22 08:30:00 430.539250 
    2016/06/22 08:45:00 430.537750 
    2016/06/22 09:00:00 430.534000 
    2016/06/22 09:15:00 430.532250 
    2016/06/22 09:30:00 430.534250 
    2016/06/22 09:45:00 430.532500 
    2016/06/22 10:00:00 430.534000 
    2016/06/22 10:15:00 430.539000 
    2016/06/22 10:30:00 430.538750 
    2016/06/22 10:45:00 430.538500 
    2016/06/22 11:00:00 430.537250 
    2016/06/22 11:15:00 430.533500 
    2016/06/22 11:30:00 430.530000 
    2016/06/22 11:45:00 430.537000 
    2016/06/22 12:00:00 430.535250 
    2016/06/22 12:15:00 430.537250 
    2016/06/22 12:30:00 430.534000 
    2016/06/22 12:45:00 430.539000 
    2016/06/22 13:00:00 430.533500 
    2016/06/22 13:15:00 430.528500 
    2016/06/22 13:30:00 430.528250 
    2016/06/22 13:45:00 430.519250 
    2016/06/22 14:00:00 430.514250 
    2016/06/22 14:15:00 430.515750 
    2016/06/22 14:30:00 430.517500 
    2016/06/22 14:45:00 430.510750 
    2016/06/22 15:00:00 430.512250 
    2016/06/22 15:15:00 430.512250 
    2016/06/22 15:30:00 430.514000 
    2016/06/22 15:45:00 430.510750 
    2016/06/22 16:00:00 430.508750 
    2016/06/22 16:15:00 430.506750 
    2016/06/22 16:30:00 430.503250 
    2016/06/22 16:45:00 430.503250 
    2016/06/22 17:00:00 430.503500 
    2016/06/22 17:15:00 430.503250 
    2016/06/22 17:30:00 430.496250 
    2016/06/22 17:45:00 430.498000 
    2016/06/22 18:00:00 430.494500 
    2016/06/22 18:15:00 430.489250 
    2016/06/22 18:30:00 430.492750 
    2016/06/22 18:45:00 430.492750 
    2016/06/22 19:00:00 430.491000 
    2016/06/22 19:15:00 430.492750 
    2016/06/22 19:30:00 430.487500 
    2016/06/22 19:45:00 430.495000 
    2016/06/22 20:00:00 430.500000 
    2016/06/22 20:15:00 430.500000 
    2016/06/22 20:30:00 430.500250 
    2016/06/22 20:45:00 430.501750 
    2016/06/22 21:00:00 430.502250 
    2016/06/22 21:15:00 430.501750 
    2016/06/22 21:30:00 430.498250 
    2016/06/22 21:45:00 430.498500 
    2016/06/22 22:00:00 430.505500 
    2016/06/22 22:15:00 430.507250 
    2016/06/22 22:30:00 430.503750 
    2016/06/22 22:45:00 430.505500 
    2016/06/22 23:00:00 430.507250 
    2016/06/22 23:15:00 430.510750 
    2016/06/22 23:30:00 430.509000 
    2016/06/22 23:45:00 430.514500 
    2016/06/23 00:00:00 430.521750 
    2016/06/23 00:15:00 430.527000 
    2016/06/23 00:30:00 430.525250 
    2016/06/23 00:45:00 430.523500 
    2016/06/23 01:00:00 430.530750 
    2016/06/23 01:15:00 430.534000 
    2016/06/23 01:30:00 430.534000 
    2016/06/23 01:45:00 430.537500 
    2016/06/23 02:00:00 430.537500 
    2016/06/23 02:15:00 430.537750 
    2016/06/23 02:30:00 430.541000 
    2016/06/23 02:45:00 430.541250 
    2016/06/23 03:00:00 430.542750 
    2016/06/23 03:15:00 430.544500 
    2016/06/23 03:30:00 430.544500 
    2016/06/23 03:45:00 430.544500 
    2016/06/23 04:00:00 430.544250 
    2016/06/23 04:15:00 430.549750 
    2016/06/23 04:30:00 430.544500 
    2016/06/23 04:45:00 430.546500 
    2016/06/23 05:00:00 430.541000 
    2016/06/23 05:15:00 430.541250 
    2016/06/23 05:30:00 430.539250 
    2016/06/23 05:45:00 430.539000 
    2016/06/23 06:00:00 430.539250 
    2016/06/23 06:15:00 430.537500 
    2016/06/23 06:30:00 430.535750 
    2016/06/23 06:45:00 430.542500 
    2016/06/23 07:00:00 430.543000 
    2016/06/23 07:15:00 430.539250 
    2016/06/23 07:30:00 430.539250 
    2016/06/23 07:45:00 430.541000 
    2016/06/23 08:00:00 430.541250 
    2016/06/23 08:15:00 430.539250 
    2016/06/23 08:30:00 430.537250 
    2016/06/23 08:45:00 430.539250 
    2016/06/23 09:00:00 430.537500 
    2016/06/23 09:15:00 430.532000 
    2016/06/23 09:30:00 430.528750 
    2016/06/23 09:45:00 430.526500 
    2016/06/23 10:00:00 430.530500 
    2016/06/23 10:15:00 430.528750 
    2016/06/23 10:30:00 430.526750 
    2016/06/23 10:45:00 430.526500 
    2016/06/23 11:00:00 430.523000 
    2016/06/23 11:15:00 430.523500 
    2016/06/23 11:30:00 430.523250 
    2016/06/23 11:45:00 430.521750 
    2016/06/23 12:00:00 430.516500 
    2016/06/23 12:15:00 430.514500 
    2016/06/23 12:30:00 430.514500 
    2016/06/23 12:45:00 430.512750 
    2016/06/23 13:00:00 430.509000 
    2016/06/23 13:15:00 430.509250 
    2016/06/23 13:30:00 430.507250 
    2016/06/23 13:45:00 430.502000 
    2016/06/23 14:00:00 430.500500 
    2016/06/23 14:15:00 430.498500 
    2016/06/23 14:30:00 430.495000 
    2016/06/23 14:45:00 430.493250 
    2016/06/23 15:00:00 430.491500 
    2016/06/23 15:15:00 430.489750 
    2016/06/23 15:30:00 430.488000 
    2016/06/23 15:45:00 430.486250 
    2016/06/23 16:00:00 430.482500 
    2016/06/23 16:15:00 430.482500 
    2016/06/23 16:30:00 430.479000 
    2016/06/23 16:45:00 430.475500 
    2016/06/23 17:00:00 430.472000 
    2016/06/23 17:15:00 430.468250 
    2016/06/23 17:30:00 430.463000 
    2016/06/23 17:45:00 430.461250 
    2016/06/23 18:00:00 430.459500 
    2016/06/23 18:15:00 430.454500 
    2016/06/23 18:30:00 430.451000 
    2016/06/23 18:45:00 430.450500 
    2016/06/23 19:00:00 430.454000 
    2016/06/23 19:15:00 430.452750 
    2016/06/23 19:30:00 430.448750 
    2016/06/23 19:45:00 430.447250 
    2016/06/23 20:00:00 430.447000 
    2016/06/23 20:15:00 430.448750 
    2016/06/23 20:30:00 430.448750 
    2016/06/23 20:45:00 430.450500 
    2016/06/23 21:00:00 430.448750 
    2016/06/23 21:15:00 430.448750 
    2016/06/23 21:30:00 430.450500 
    2016/06/23 21:45:00 430.452500 
    2016/06/23 22:00:00 430.448750 
    2016/06/23 22:15:00 430.450750 
    2016/06/23 22:30:00 430.450750 
    2016/06/23 22:45:00 430.452500 
    2016/06/23 23:00:00 430.451000 
    2016/06/23 23:15:00 430.452750 
    2016/06/23 23:30:00 430.457750 
    2016/06/23 23:45:00 430.456250 
    2016/06/24 00:00:00 430.456000 
    2016/06/24 00:15:00 430.456250 
    2016/06/24 00:30:00 430.454500 
    2016/06/24 00:45:00 430.452750 
    2016/06/24 01:00:00 430.456250 
    2016/06/24 01:15:00 430.459750 
    2016/06/24 01:30:00 430.465000 
    2016/06/24 01:45:00 430.468500 
    2016/06/24 02:00:00 430.470250 
    2016/06/24 02:15:00 430.473750 
    2016/06/24 02:30:00 430.473750 
    2016/06/24 02:45:00 430.477000 
    2016/06/24 03:00:00 430.475500 
    2016/06/24 03:15:00 430.477000 
    2016/06/24 03:30:00 430.477000 
    2016/06/24 03:45:00 430.480750 
    2016/06/24 04:00:00 430.480500 
    2016/06/24 04:15:00 430.477000 
    2016/06/24 04:30:00 430.478500 
    2016/06/24 04:45:00 430.480000 
    2016/06/24 05:00:00 430.480000 
    2016/06/24 05:15:00 430.481750 
    2016/06/24 05:30:00 430.480000 
    2016/06/24 05:45:00 430.476750 
    2016/06/24 06:00:00 430.478750 
    2016/06/24 06:15:00 430.474750 
    2016/06/24 06:30:00 430.474750 
    2016/06/24 06:45:00 430.473500 
    2016/06/24 07:00:00 430.473500 
    2016/06/24 07:15:00 430.471750 
    2016/06/24 07:30:00 430.469750 
    2016/06/24 07:45:00 430.471500 
    2016/06/24 08:00:00 430.473250 
    2016/06/24 08:15:00 430.470000 
    2016/06/24 08:30:00 430.475000 
    2016/06/24 08:45:00 430.469750 
    2016/06/24 09:00:00 430.467750 
    2016/06/24 09:15:00 430.466000 
    2016/06/24 09:30:00 430.466000 
    2016/06/24 09:45:00 430.462250 
    2016/06/24 10:00:00 430.457000 
    2016/06/24 10:15:00 430.455250 
    2016/06/24 10:30:00 430.451750 
    2016/06/24 10:45:00 430.453500 
    2016/06/24 11:00:00 430.450000 
    2016/06/24 11:15:00 430.446250 
    2016/06/24 11:30:00 430.445750 
    2016/06/24 11:45:00 430.445750 
    2016/06/24 12:00:00 430.445750 
    2016/06/24 12:15:00 430.442250 
    2016/06/24 12:30:00 430.442500 
    2016/06/24 12:45:00 430.442500 
    2016/06/24 13:00:00 430.437250 
    2016/06/24 13:15:00 430.439000 
    2016/06/24 13:30:00 430.435500 
    2016/06/24 13:45:00 430.433750 
    2016/06/24 14:00:00 430.435500 
    2016/06/24 14:15:00 430.431750 
    2016/06/24 14:30:00 430.431750 
    2016/06/24 14:45:00 430.429750 
    2016/06/24 15:00:00 430.424750 
    2016/06/24 15:15:00 430.422750 
    2016/06/24 15:30:00 430.424500 
    2016/06/24 15:45:00 430.421000 
    2016/06/24 16:00:00 430.419250 
    2016/06/24 16:15:00 430.414000 
    2016/06/24 16:30:00 430.410250 
    2016/06/24 16:45:00 430.406250 
    2016/06/24 17:00:00 430.401000 
    2016/06/24 17:15:00 430.393750 
    2016/06/24 17:30:00 430.392000 
    2016/06/24 17:45:00 430.388500 
    2016/06/24 18:00:00 430.388500 
    2016/06/24 18:15:00 430.387000 
    2016/06/24 18:30:00 430.383500 
    2016/06/24 18:45:00 430.385250 
    2016/06/24 19:00:00 430.389000 
    2016/06/24 19:15:00 430.389000 
    2016/06/24 19:30:00 430.389000 
    2016/06/24 19:45:00 430.389000 
    2016/06/24 20:00:00 430.392500 
    2016/06/24 20:15:00 430.390750 
    2016/06/24 20:30:00 430.388750 
    2016/06/24 20:45:00 430.390500 
    2016/06/24 21:00:00 430.388750 
    2016/06/24 21:15:00 430.383500 
    2016/06/24 21:30:00 430.385000 
    2016/06/24 21:45:00 430.383250 
    2016/06/24 22:00:00 430.388750 
    2016/06/24 22:15:00 430.385500 
    2016/06/24 22:30:00 430.389000 
    2016/06/24 22:45:00 430.387000 
    2016/06/24 23:00:00 430.387000 
    2016/06/24 23:15:00 430.388750 
    2016/06/24 23:30:00 430.394250 
    2016/06/24 23:45:00 430.396000 
    2016/06/25 00:00:00 430.397500 
    2016/06/25 00:15:00 430.392250 
    2016/06/25 00:30:00 430.390500 
    2016/06/25 00:45:00 430.390250 
    2016/06/25 01:00:00 430.391750 
    2016/06/25 01:15:00 430.397000 
    2016/06/25 01:30:00 430.397000 
    2016/06/25 01:45:00 430.398750 
    2016/06/25 02:00:00 430.397250 
    2016/06/25 02:15:00 430.400500 
    2016/06/25 02:30:00 430.403750 
    2016/06/25 02:45:00 430.402250 
    2016/06/25 03:00:00 430.401750 
    2016/06/25 03:15:00 430.397500 
    2016/06/25 03:30:00 430.394250 
    2016/06/25 03:45:00 430.399500 
    2016/06/25 04:00:00 430.400000 
    2016/06/25 04:15:00 430.398250 
    2016/06/25 04:30:00 430.390750 
    2016/06/25 04:45:00 430.387250 
    2016/06/25 05:00:00 430.385500 
    2016/06/25 05:15:00 430.389000 
    2016/06/25 05:30:00 430.383500 
    2016/06/25 05:45:00 430.381500 
    2016/06/25 06:00:00 430.376000 
    2016/06/25 06:15:00 430.369000 
    2016/06/25 06:30:00 430.367000 
    2016/06/25 06:45:00 430.365000 
    2016/06/25 07:00:00 430.365000 
    2016/06/25 07:15:00 430.361500 
    2016/06/25 07:30:00 430.367000 
    2016/06/25 07:45:00 430.370250 
    2016/06/25 08:00:00 430.379250 
    2016/06/25 08:15:00 430.372500 
    2016/06/25 08:30:00 430.368750 
    2016/06/25 08:45:00 430.367000 
    2016/06/25 09:00:00 430.354250 
    2016/06/25 09:15:00 430.381000 
    2016/06/25 09:30:00 430.397250 
    2016/06/25 09:45:00 430.391750 
    2016/06/25 10:00:00 430.392250 
    2016/06/25 10:15:00 430.400750 
    2016/06/25 10:30:00 430.404750 
    2016/06/25 10:45:00 430.413750 
    2016/06/25 11:00:00 430.410500 
    2016/06/25 11:15:00 430.415500 
    2016/06/25 11:30:00 430.413500 
    2016/06/25 11:45:00 430.415250 
    2016/06/25 12:00:00 430.413750 
    2016/06/25 12:15:00 430.418750 
    2016/06/25 12:30:00 430.419000 
    2016/06/25 12:45:00 430.416500 
    2016/06/25 13:00:00 430.416750 
    2016/06/25 13:15:00 430.413500 
    2016/06/25 13:30:00 430.415250 
    2016/06/25 13:45:00 430.422000 
    2016/06/25 14:00:00 430.425750 
    2016/06/25 14:15:00 430.422250 
    2016/06/25 14:30:00 430.422000 
    2016/06/25 14:45:00 430.418250 
    2016/06/25 15:00:00 430.423750 
    2016/06/25 15:15:00 430.423250 
    2016/06/25 15:30:00 430.425250 
    2016/06/25 15:45:00 430.430500 
    2016/06/25 16:00:00 430.432000 
    2016/06/25 16:15:00 430.433500 
    2016/06/25 16:30:00 430.424750 
    2016/06/25 16:45:00 430.419500 
    2016/06/25 17:00:00 430.423250 
    2016/06/25 17:15:00 430.414250 
    2016/06/25 17:30:00 430.413750 
    2016/06/25 17:45:00 430.417500 
    2016/06/25 18:00:00 430.412000 
    2016/06/25 18:15:00 430.424500 
    2016/06/25 18:30:00 430.407500 
    2016/06/25 18:45:00 430.397250 
    2016/06/25 19:00:00 430.399000 
    2016/06/25 19:15:00 430.414750 
    2016/06/25 19:30:00 430.416750 
    2016/06/25 19:45:00 430.425750 
    2016/06/25 20:00:00 430.425750 
    2016/06/25 20:15:00 430.431000 
    2016/06/25 20:30:00 430.436500 
    2016/06/25 20:45:00 430.438250 
    2016/06/25 21:00:00 430.445500 
    2016/06/25 21:15:00 430.447250 
    2016/06/25 21:30:00 430.445750 
    2016/06/25 21:45:00 430.445750 
    2016/06/25 22:00:00 430.443750 
    2016/06/25 22:15:00 430.445500 
    2016/06/25 22:30:00 430.451250 
    2016/06/25 22:45:00 430.449250 
    2016/06/25 23:00:00 430.451500 
    2016/06/25 23:15:00 430.454750 
    2016/06/25 23:30:00 430.456250 
    2016/06/25 23:45:00 430.461250 
    2016/06/26 00:00:00 430.464750 
    2016/06/26 00:15:00 430.465000 
    2016/06/26 00:30:00 430.471250 
    2016/06/26 00:45:00 430.476250 
    2016/06/26 01:00:00 430.481500 
    2016/06/26 01:15:00 430.481000 
    2016/06/26 01:30:00 430.482750 
    2016/06/26 01:45:00 430.489750 
    2016/06/26 02:00:00 430.488000 
    2016/06/26 02:15:00 430.477250 
    2016/06/26 02:30:00 430.481000 
    2016/06/26 02:45:00 430.486000 
    2016/06/26 03:00:00 430.484250 
    2016/06/26 03:15:00 430.494500 
    2016/06/26 03:30:00 430.490750 
    2016/06/26 03:45:00 430.485500 
    2016/06/26 04:00:00 430.485750 
    2016/06/26 04:15:00 430.492750 
    2016/06/26 04:30:00 430.485750 
    2016/06/26 04:45:00 430.479000 
    2016/06/26 05:00:00 430.481000 
    2016/06/26 05:15:00 430.479000 
    2016/06/26 05:30:00 430.478750 
    2016/06/26 05:45:00 430.475000 
    2016/06/26 06:00:00 430.475000 
    2016/06/26 06:15:00 430.469750 
    2016/06/26 06:30:00 430.475000 
    2016/06/26 06:45:00 430.475250 
    2016/06/26 07:00:00 430.477000 
    2016/06/26 07:15:00 430.477000 
    2016/06/26 07:30:00 430.475000 
    2016/06/26 07:45:00 430.473500 
    2016/06/26 08:00:00 430.474000 
    2016/06/26 08:15:00 430.470500 
    2016/06/26 08:30:00 430.468250 
    2016/06/26 08:45:00 430.464750 
    2016/06/26 09:00:00 430.463250 
    2016/06/26 09:15:00 430.461250 
    2016/06/26 09:30:00 430.461500 
    2016/06/26 09:45:00 430.459500 
    2016/06/26 10:00:00 430.456250 
    2016/06/26 10:15:00 430.457750 
    2016/06/26 10:30:00 430.456000 
    2016/06/26 10:45:00 430.455750 
    2016/06/26 11:00:00 430.455750 
    2016/06/26 11:15:00 430.459500 
    2016/06/26 11:30:00 430.459000 
    2016/06/26 11:45:00 430.459250 
    2016/06/26 12:00:00 430.457500 
    2016/06/26 12:15:00 430.457500 
    2016/06/26 12:30:00 430.462750 
    2016/06/26 12:45:00 430.461000 
    2016/06/26 13:00:00 430.458250 
    2016/06/26 13:15:00 430.453000 
    2016/06/26 13:30:00 430.448000 
    2016/06/26 13:45:00 430.447750 
    2016/06/26 14:00:00 430.446250 
    2016/06/26 14:15:00 430.444500 
    2016/06/26 14:30:00 430.446500 
    2016/06/26 14:45:00 430.443500 
    2016/06/26 15:00:00 430.443250 
    2016/06/26 15:15:00 430.446500 
    2016/06/26 15:30:00 430.446500 
    2016/06/26 15:45:00 430.441250 
    2016/06/26 16:00:00 430.437750 
    2016/06/26 16:15:00 430.434250 
    2016/06/26 16:30:00 430.436250 
    2016/06/26 16:45:00 430.429000 
    2016/06/26 17:00:00 430.427250 
    2016/06/26 17:15:00 430.430750 
    2016/06/26 17:30:00 430.430750 
    2016/06/26 17:45:00 430.436500 
    2016/06/26 18:00:00 430.443750 
    2016/06/26 18:15:00 430.443750 
    2016/06/26 18:30:00 430.446250 
    2016/06/26 18:45:00 430.443750 
    2016/06/26 19:00:00 430.445750 
    2016/06/26 19:15:00 430.445750 
    2016/06/26 19:30:00 430.449750 
    2016/06/26 19:45:00 430.453000 
    2016/06/26 20:00:00 430.451250 
    2016/06/26 20:15:00 430.451250 
    2016/06/26 20:30:00 430.455250 
    2016/06/26 20:45:00 430.458250 
    2016/06/26 21:00:00 430.458750 
    2016/06/26 21:15:00 430.458750 
    2016/06/26 21:30:00 430.460500 
    2016/06/26 21:45:00 430.467750 
    2016/06/26 22:00:00 430.467500 
    2016/06/26 22:15:00 430.472750 
    2016/06/26 22:30:00 430.472750 
    2016/06/26 22:45:00 430.471250 
    2016/06/26 23:00:00 430.476500 
    2016/06/26 23:15:00 430.478500 
    2016/06/26 23:30:00 430.482000 
    2016/06/26 23:45:00 430.480250 
    2016/06/27 00:00:00 430.478250 
    2016/06/27 00:15:00 430.480000 
    2016/06/27 00:30:00 430.482250 
    2016/06/27 00:45:00 430.484000 
    2016/06/27 01:00:00 430.485750 
    2016/06/27 01:15:00 430.485750 
    2016/06/27 01:30:00 430.487250 
    2016/06/27 01:45:00 430.487500 
    2016/06/27 02:00:00 430.489250 
    2016/06/27 02:15:00 430.486000 
    2016/06/27 02:30:00 430.486000 
    2016/06/27 02:45:00 430.492750 
    2016/06/27 03:00:00 430.484250 
    2016/06/27 03:15:00 430.482000 
    2016/06/27 03:30:00 430.482000 
    2016/06/27 03:45:00 430.482500 
    2016/06/27 04:00:00 430.483750 
    2016/06/27 04:15:00 430.484000 
    2016/06/27 04:30:00 430.489000 
    2016/06/27 04:45:00 430.484000 
    2016/06/27 05:00:00 430.484000 
    2016/06/27 05:15:00 430.487500 
    2016/06/27 05:30:00 430.486000 
    2016/06/27 05:45:00 430.484250 
    2016/06/27 06:00:00 430.484000 
    2016/06/27 06:15:00 430.486250 
    2016/06/27 06:30:00 430.487750 
    2016/06/27 06:45:00 430.486500 
    2016/06/27 07:00:00 430.490250 
    2016/06/27 07:15:00 430.490250 
    2016/06/27 07:30:00 430.493750 
    2016/06/27 07:45:00 430.495500 
    2016/06/27 08:00:00 430.494000 
    2016/06/27 08:15:00 430.495750 
    2016/06/27 08:30:00 430.495500 
    2016/06/27 08:45:00 430.497250 
    2016/06/27 09:00:00 430.494250 
    2016/06/27 09:15:00 430.499500 
    2016/06/27 09:30:00 430.497750 
    2016/06/27 09:45:00 430.497750 
    2016/06/27 10:00:00 430.498000 
    2016/06/27 10:15:00 430.496250 
    2016/06/27 10:30:00 430.498000 
    2016/06/27 10:45:00 430.499750 
    2016/06/27 11:00:00 430.499500 
    2016/06/27 11:15:00 430.501500 
    2016/06/27 11:30:00 430.504500 
    2016/06/27 11:45:00 430.501000 
    2016/06/27 12:00:00 430.504750 
    2016/06/27 12:15:00 430.501500 
    2016/06/27 12:30:00 430.501500 
    2016/06/27 12:45:00 430.506750 
    2016/06/27 13:00:00 430.505000 
    2016/06/27 13:15:00 430.504750 
    2016/06/27 13:30:00 430.503250 
    2016/06/27 13:45:00 430.503250 
    2016/06/27 14:00:00 430.501750 
    2016/06/27 14:15:00 430.501750 
    2016/06/27 14:30:00 430.498250 
    2016/06/27 14:45:00 430.501750 
    2016/06/27 15:00:00 430.499750 
    2016/06/27 15:15:00 430.498000 
    2016/06/27 15:30:00 430.493000 
    2016/06/27 15:45:00 430.491250 
    2016/06/27 16:00:00 430.491000 
    2016/06/27 16:15:00 430.485750 
    2016/06/27 16:30:00 430.486000 
    2016/06/27 16:45:00 430.480750 
    2016/06/27 17:00:00 430.478750 
    2016/06/27 17:15:00 430.477250 
    2016/06/27 17:30:00 430.475500 
    2016/06/27 17:45:00 430.475500 
    2016/06/27 18:00:00 430.473750 
    2016/06/27 18:15:00 430.472000 
    2016/06/27 18:30:00 430.467000 
    2016/06/27 18:45:00 430.466750 
    2016/06/27 19:00:00 430.463500 
    2016/06/27 19:15:00 430.463750 
    2016/06/27 19:30:00 430.465250 
    2016/06/27 19:45:00 430.460250 
    2016/06/27 20:00:00 430.462000 
    2016/06/27 20:15:00 430.460250 
    2016/06/27 20:30:00 430.460500 
    2016/06/27 20:45:00 430.458750 
    2016/06/27 21:00:00 430.460500 
    2016/06/27 21:15:00 430.456750 
    2016/06/27 21:30:00 430.457000 
    2016/06/27 21:45:00 430.457000 
    2016/06/27 22:00:00 430.459000 
    2016/06/27 22:15:00 430.456750 
    2016/06/27 22:30:00 430.459000 
    2016/06/27 22:45:00 430.460750 
    2016/06/27 23:00:00 430.459000 
    2016/06/27 23:15:00 430.460750 
    2016/06/27 23:30:00 430.457250 
    2016/06/27 23:45:00 430.459000 
    2016/06/28 00:00:00 430.455500 
    2016/06/28 00:15:00 430.459250 
    2016/06/28 00:30:00 430.455500 
    2016/06/28 00:45:00 430.459000 
    2016/06/28 01:00:00 430.459250 
    2016/06/28 01:15:00 430.459000 
    2016/06/28 01:30:00 430.453750 
    2016/06/28 01:45:00 430.457500 
    2016/06/28 02:00:00 430.457500 
    2016/06/28 02:15:00 430.457500 
    2016/06/28 02:30:00 430.455750 
    2016/06/28 02:45:00 430.454000 
    2016/06/28 03:00:00 430.452000 
    2016/06/28 03:15:00 430.453750 
    2016/06/28 03:30:00 430.452250 
    2016/06/28 03:45:00 430.455750 
    2016/06/28 04:00:00 430.455750 
    2016/06/28 04:15:00 430.457250 
    2016/06/28 04:30:00 430.453500 
    2016/06/28 04:45:00 430.451750 
    2016/06/28 05:00:00 430.451750 
    2016/06/28 05:15:00 430.451750 
    2016/06/28 05:30:00 430.450000 
    2016/06/28 05:45:00 430.450000 
    2016/06/28 06:00:00 430.452250 
    2016/06/28 06:15:00 430.453750 
    2016/06/28 06:30:00 430.450250 
    2016/06/28 06:45:00 430.450250 
    2016/06/28 07:00:00 430.446750 
    2016/06/28 07:15:00 430.446750 
    2016/06/28 07:30:00 430.450500 
