1497471477,26.7267,26.4595,26.8159,-273.1500,26.8159,26.7322,
1497471482,26.7267,26.4595,26.8159,-273.1500,26.8159,26.7267,
1497471484,26.7267,26.4595,26.8159,-273.1500,26.8159,26.7267,
1497471485,26.7267,26.4595,26.8159,-273.1500,26.8159,26.7267,
1497471495,26.7267,26.4595,26.8159,-273.1500,26.8159,26.7267,
1497471497,26.7267,26.4595,26.8159,-273.1500,26.8159,26.7267,
1497471498,26.7267,26.4595,26.8159,-273.1500,26.8159,26.7322,
1497471501,26.7267,26.4595,26.8159,-273.1500,26.8159,26.7267,
1497471503,26.7267,26.4595,26.8159,-273.1500,26.8159,26.7322,
1497471505,26.7267,26.4595,26.8159,-273.1500,26.8159,26.7267,
1497471507,26.7267,26.4595,26.8159,-273.1500,26.8159,26.7322,
1497471508,26.7267,26.4595,26.8159,-273.1500,26.8159,26.7322,
1497551707,25.5620,27.0838,25.3965,26.1208,25.4848,25.3965,
1497553464,27.1732,25.9546,-273.1500,27.2628,-273.1500,27.7115,
1497553466,27.1732,25.9934,-273.1500,27.2628,-273.1500,28.2524,
1497553467,27.1732,25.9934,-273.1500,27.2628,-273.1500,28.7961,
1497553468,27.1732,25.9989,-273.1500,27.2628,-273.1500,29.0692,
1497553469,27.1732,25.9713,-273.1500,27.2628,-273.1500,28.9041,
1497553470,27.1732,25.9546,-273.1500,27.2628,-273.1500,28.7053,
1497553475,27.1732,25.9269,-273.1500,27.2628,-273.1500,28.5239,
1497553476,27.1732,25.9269,-273.1500,27.2628,-273.1500,28.4446,
1497553477,27.1732,25.9269,-273.1500,27.2628,-273.1500,28.4333,
1497553478,27.1732,25.9269,-273.1500,27.2628,-273.1500,28.4333,
1497553479,27.1732,25.9269,-273.1500,27.2628,-273.1500,28.4276,
1497553480,27.1732,25.9269,-273.1500,27.2628,-273.1500,28.3428,
1497553481,27.1732,25.9269,-273.1500,27.2628,-273.1500,28.3428,
1497553482,27.1732,25.9269,-273.1500,27.2628,-273.1500,28.3428,
1497553483,27.1732,25.9269,-273.1500,27.2628,-273.1500,28.2637,
1497553484,27.1732,25.9269,-273.1500,27.2628,-273.1500,28.2524,
1497553485,27.1732,25.9269,-273.1500,27.2628,-273.1500,28.2524,
1497553486,27.1732,25.9269,-273.1500,161.1906,-273.1500,28.2524,
1497553487,27.1732,25.9269,-273.1500,259.2358,-273.1500,28.2524,
1497553488,27.1732,25.9269,-273.1500,260.7570,-273.1500,28.1620,
1497553489,27.1620,25.9269,-273.1500,257.7568,-273.1500,28.1620,
1497553490,27.1508,25.9269,-273.1500,221.0243,-273.1500,28.1620,
1497553491,27.1508,25.9269,-273.1500,233.3858,-273.1500,28.1620,
1497553492,27.1508,25.9269,-273.1500,204.4428,-273.1500,28.1620,
1497553493,27.1397,25.9269,-273.1500,188.0229,-273.1500,28.1056,
1497553494,27.1061,25.9269,-273.1500,191.4084,-273.1500,28.0717,
1497553495,27.0894,25.9269,-273.1500,201.4271,-273.1500,28.0717,
1497553540,27.0838,25.9269,-273.1500,169.6914,-273.1500,28.0717,
1497553542,27.0838,25.9269,-273.1500,170.4059,-273.1500,28.8871,
1497553543,27.0838,25.9269,-273.1500,163.3567,-273.1500,29.2516,
1497553544,27.0838,25.9269,-273.1500,151.3869,-273.1500,29.4344,
1497553545,27.0838,25.9269,-273.1500,148.9246,-273.1500,29.6176,
1497553546,27.0838,25.9269,-273.1500,151.2377,-273.1500,29.7093,
1497553547,27.0838,25.9269,-273.1500,143.9335,-273.1500,29.8011,
1497553548,27.0838,25.9269,-273.1500,137.6064,-273.1500,29.4401,
1497553549,27.0838,25.9269,-273.1500,134.0442,-273.1500,29.3430,
1497553550,27.0838,25.9269,-273.1500,126.1924,-273.1500,29.2516,
1497553551,27.0838,25.9269,-273.1500,122.8656,-273.1500,29.2516,
1497553552,27.0838,25.9269,-273.1500,123.5626,-273.1500,29.1888,
1497553553,27.0838,25.9269,-273.1500,118.7051,-273.1500,29.1603,
1497553554,27.0838,25.9269,-273.1500,122.0469,-273.1500,29.1603,
1497553555,27.0838,25.9269,-273.1500,250.8911,29.0692,29.0805,
1497553556,27.0838,25.9269,-273.1500,304.1037,-273.1500,29.0692,
1497553557,27.0838,25.9269,-273.1500,346.0215,-273.1500,29.0692,
1497553558,27.0838,25.9269,-273.1500,27.5318,29.2516,29.0692,
1497553559,27.0838,25.9269,-273.1500,27.4420,29.3430,29.0692,
1497553560,27.0838,25.9269,-273.1500,27.4420,29.4344,29.0692,
1497553561,27.0838,25.9269,-273.1500,27.4420,29.4687,29.0578,
1497553562,27.0838,25.9269,-273.1500,27.4420,29.5259,28.9781,
1497553563,27.0838,25.9269,-273.1500,27.4420,29.5660,29.0122,
1497553564,27.0838,25.9269,-273.1500,27.4420,29.6176,29.0521,
1497553565,27.0838,25.9269,-273.1500,27.4420,29.6176,29.0634,
1497553566,27.0838,25.9657,-273.1500,27.4420,29.4344,28.9781,
1497553567,27.0838,26.0045,-273.1500,27.4420,29.2516,28.9781,
1497553568,27.0894,26.0100,-273.1500,28.0266,29.1603,28.9781,
1497553569,27.1061,26.0100,-273.1500,28.4333,29.0692,28.8871,
1497553570,27.0950,25.9823,-273.1500,28.6146,28.9781,28.8871,
