1497985018,24.8681,24.8076,24.7802,24.6923,24.8681,24.7802,
1497985019,24.8681,24.7911,24.7802,24.6923,24.8681,24.7802,
1497985020,24.8681,24.7911,24.7802,24.6923,24.8681,24.7802,
1497985021,24.8681,24.7911,24.7802,24.6923,24.8681,24.7802,
1497985022,24.8681,24.8131,24.7802,24.6923,24.8681,24.7802,
1498079700,22.0769,20.1763,17.2494,16.3823,16.2151,15.5350,
1498080600,21.6386,18.8847,16.0425,15.0051,14.8318,14.1374,
1498081500,21.2117,18.5405,15.8213,14.7451,14.5716,13.9635,
1498082400,20.8663,18.3684,15.7835,14.6584,14.4849,13.8764,
1498083300,20.6020,18.1963,15.7835,14.6584,14.4849,13.7894,
1498084200,20.2625,18.1102,15.7835,14.6584,14.3980,13.7894,
1498085100,20.0040,18.0242,15.7835,14.6584,14.3980,13.7894,
1498086000,19.8317,17.9381,15.8051,14.6584,14.3980,13.7894,
1498086900,19.6217,17.9381,15.8698,14.6584,14.3980,13.7894,
1498087800,19.4872,17.8521,15.8698,14.6584,14.3980,13.7186,
1498088700,19.3150,17.7821,15.8698,14.7451,14.3980,13.7023,
1498089600,19.1429,17.7660,15.8752,14.7451,14.3980,13.7023,
1498090500,19.0084,17.6799,15.9562,14.7451,14.3980,13.7023,
1498091400,18.8847,17.6799,15.9562,14.7451,14.3980,13.7023,
1498092300,18.7126,17.5938,15.9562,14.7505,14.3980,13.7023,
1498093200,18.5405,17.5938,15.9562,14.8318,14.3980,13.7023,
1498094100,18.3684,17.5078,15.9562,14.8318,14.3980,13.6859,
1498095000,18.2823,17.4216,15.9562,14.8318,14.3980,13.6151,
1498095900,18.1102,17.4216,15.9994,14.8318,14.3980,13.6151,
1498096800,17.9973,17.3355,16.0425,14.9184,14.4849,13.6151,
1498097700,17.8521,17.3355,16.0425,14.9184,14.4849,13.6151,
1498098600,17.6799,17.2494,16.0425,14.9184,14.4849,13.6151,
1498099500,17.5078,17.1633,16.0425,14.9184,14.4849,13.6151,
1498100400,17.3355,17.1633,16.0425,14.9238,14.4849,13.6151,
1498101300,17.1633,17.0772,16.0425,15.0051,14.4849,13.6151,
1498102200,17.1633,16.9910,16.0425,15.0051,14.4849,13.5552,
1498103100,16.9910,16.9910,16.0425,15.0051,14.4849,13.5280,
1498104000,16.8187,16.9049,16.0210,15.0051,14.4849,13.5280,
1498104900,16.7325,16.8187,15.9562,15.0051,14.4849,13.5280,
1498105800,16.5601,16.7325,15.9562,15.0051,14.5554,13.5280,
1498106700,16.4739,16.7325,15.9562,15.0051,14.5716,13.5280,
1498107600,16.3877,16.6464,15.9562,15.0051,14.5716,13.5280,
1498108500,16.3014,16.5601,15.9562,15.0213,14.5716,13.5280,
