1495740362,32.22,82.67,83.69,41.02,61.35,35.71,32.22,82.67,83.69,41.02,61.35,35.71,32.32,82.67,83.69,41.02,61.35,35.71,
1495740363,32.22,82.67,83.69,40.91,61.17,35.71,32.32,82.67,83.69,41.02,61.35,35.71,32.32,82.67,83.69,41.02,61.17,35.71,
1495812600,12.04,79.79,79.79,24.52,50.42,12.65,12.13,79.79,79.79,24.52,50.42,12.65,12.13,79.79,79.79,24.52,50.42,12.65,
1495813200,11.86,79.79,79.79,24.17,50.55,12.65,11.95,79.79,79.79,24.34,50.55,12.65,11.95,79.79,79.79,24.25,50.55,12.65,
1495813800,11.77,79.79,79.79,24.17,50.42,12.74,11.86,79.79,79.79,24.25,50.55,12.74,11.95,79.79,79.79,24.25,50.42,12.74,
1495814400,11.77,79.79,79.79,23.99,50.55,12.83,11.95,79.79,79.79,24.17,50.42,12.83,11.95,79.79,79.79,24.08,50.55,12.83,
1495815000,11.77,79.79,79.79,24.08,50.55,12.92,11.95,79.79,79.79,24.08,50.55,12.92,11.95,79.79,79.79,24.25,50.55,12.92,
1495815600,11.77,79.79,79.79,23.99,50.55,13.00,11.86,79.79,79.79,24.17,50.55,13.00,11.95,79.79,79.79,24.25,50.55,13.00,
1495816200,11.86,79.79,79.79,24.08,50.55,13.00,11.86,79.79,79.79,24.17,50.55,13.09,11.95,79.79,79.79,24.17,50.55,13.09,
1495816800,11.77,79.79,79.79,23.99,50.42,13.09,11.86,79.79,79.79,24.25,50.42,13.09,11.95,79.79,79.79,24.17,50.55,13.09,
1495817400,11.77,79.79,79.79,23.90,50.42,13.18,11.86,79.79,79.79,24.08,50.55,13.18,11.95,79.79,79.79,24.17,50.55,13.18,
1495818000,11.77,79.79,79.79,23.99,50.55,13.27,11.86,79.79,79.79,24.17,50.55,13.27,11.86,79.79,79.79,24.25,50.55,13.27,
1495818600,11.77,79.79,79.79,24.08,50.55,13.27,11.86,79.79,79.79,24.08,50.55,13.35,11.86,79.79,79.79,24.17,50.55,13.35,
1495819200,11.77,79.79,79.79,23.99,50.55,13.44,11.86,79.79,79.79,24.25,50.55,13.44,11.86,79.79,79.79,24.25,50.55,13.44,
1495819800,11.77,79.79,79.79,24.17,50.55,13.53,11.86,79.79,79.79,24.17,50.55,13.62,11.86,79.79,79.79,24.25,50.55,13.53,
1495820400,11.77,79.79,79.79,24.08,50.55,13.70,11.86,79.79,79.79,24.17,50.55,13.70,11.86,79.79,79.79,24.17,50.55,13.70,
1495821000,11.86,79.79,79.79,24.08,50.55,13.79,11.86,79.79,79.79,24.17,50.55,13.79,11.86,79.79,79.79,24.25,50.55,13.88,
