1.4646e+09,12.761,14.017,14.802,15.631,17.217,19.631
1.4646e+09,12.701,14.017,14.802,15.631,17.27,19.658
1.4646e+09,12.671,13.987,14.802,15.657,17.297,19.711
1.4646e+09,12.671,13.987,14.802,15.657,17.297,19.771
1.4646e+09,12.671,13.987,14.802,15.657,17.357,19.801
1.4646e+09,12.641,13.927,14.802,15.657,17.387,19.801
1.4646e+09,12.611,13.987,14.802,15.717,17.387,19.854
1.4646e+09,12.611,13.927,14.802,15.747,17.467,19.881
1.4646e+09,12.611,13.957,14.802,15.747,17.467,19.971
1.4646e+09,12.611,13.927,14.862,15.747,17.526,20.001
1.4646e+09,12.611,13.957,14.862,15.807,17.557,20.061
1.4646e+09,12.611,13.957,14.892,15.837,17.557,20.061
1.4646e+09,12.611,13.987,14.892,15.837,17.647,20.061
1.4646e+09,12.611,13.987,14.892,15.891,17.647,20.088
1.4646e+09,12.611,13.987,14.892,15.917,17.673,20.114
1.4646e+09,12.611,13.987,14.946,15.917,17.727,20.141
1.4646e+09,12.581,13.987,14.946,15.917,17.727,20.114
1.4646e+09,12.581,13.987,14.972,15.977,17.787,20.114
1.4646e+09,12.581,14.017,14.972,16.007,17.817,20.088
1.4646e+09,12.581,14.017,14.972,16.007,17.817,20.114
1.4646e+09,12.581,14.017,14.972,16.067,17.843,20.088
1.4646e+09,12.581,14.017,15.032,16.097,17.87,20.061
1.4646e+09,12.581,14.017,15.002,16.097,17.897,20.061
1.4646e+09,12.581,14.017,15.062,16.097,17.897,20.031
1.4646e+09,12.581,14.044,15.062,16.151,17.897,19.971
1.4646e+09,12.581,14.071,15.062,16.177,17.897,19.971
1.4646e+09,12.581,14.071,15.089,16.177,17.956,19.911
1.4646e+09,12.581,14.097,15.116,16.207,17.986,19.881
1.4646e+09,12.551,14.097,15.142,16.237,17.986,19.828
1.4646e+09,12.581,14.097,15.142,16.267,17.986,19.771
1.4646e+09,12.581,14.097,15.142,16.267,17.986,19.711
1.4646e+09,12.581,14.097,15.142,16.267,17.956,19.684
1.4646e+09,12.581,14.097,15.202,16.294,17.986,19.631
1.4646e+09,12.581,14.127,15.232,16.321,17.986,19.601
1.4646e+09,12.581,14.157,15.232,16.347,17.986,19.541
1.4646e+09,12.581,14.157,15.232,16.347,17.986,19.451
1.4646e+09,12.581,14.187,15.232,16.347,17.956,19.424
1.4646e+09,12.611,14.187,15.262,16.347,17.956,19.371
1.4646e+09,12.581,14.187,15.292,16.347,17.956,19.341
1.4646e+09,12.581,14.187,15.292,16.377,17.897,19.281
1.4646e+09,12.611,14.187,15.322,16.407,17.897,19.228
1.4646e+09,12.581,14.187,15.322,16.437,17.897,19.201
1.4646e+09,12.581,14.217,15.322,16.437,17.897,19.111
1.4646e+09,12.611,14.247,15.322,16.437,17.897,19.051
1.4647e+09,12.611,14.277,15.349,16.437,17.897,19.021
1.4647e+09,12.611,14.247,15.376,16.437,17.87,18.941
1.4647e+09,12.611,14.277,15.376,16.437,17.817,18.881
1.4647e+09,12.611,14.277,15.402,16.437,17.817,18.851
1.4647e+09,12.611,14.277,15.402,16.437,17.787,18.761
1.4647e+09,12.611,14.277,15.402,16.437,17.787,18.681
1.4647e+09,12.611,14.277,15.402,16.437,17.727,18.591
1.4647e+09,12.611,14.331,15.402,16.437,17.727,18.538
1.4647e+09,12.611,14.331,15.402,16.437,17.727,18.481
1.4647e+09,12.611,14.331,15.462,16.437,17.673,18.391
1.4647e+09,12.611,14.357,15.462,16.437,17.647,18.331
1.4647e+09,12.611,14.357,15.462,16.437,17.647,18.251
1.4647e+09,12.611,14.357,15.492,16.437,17.616,18.161
1.4647e+09,12.611,14.357,15.492,16.437,17.557,18.081
1.4647e+09,12.611,14.357,15.492,16.437,17.557,17.991
1.4647e+09,12.641,14.357,15.492,16.437,17.526,17.901
1.4647e+09,12.671,14.357,15.492,16.437,17.467,17.821
1.4647e+09,12.671,14.387,15.492,16.437,17.467,17.761
1.4647e+09,12.671,14.417,15.492,16.437,17.387,17.678
1.4647e+09,12.671,14.417,15.492,16.407,17.387,17.591
1.4647e+09,12.671,14.417,15.492,16.407,17.327,17.501
1.4647e+09,12.671,14.447,15.492,16.347,17.297,17.444
1.4647e+09,12.671,14.447,15.492,16.347,17.27,17.361
1.4647e+09,12.701,14.447,15.492,16.347,17.217,17.274
1.4647e+09,12.671,14.447,15.492,16.347,17.187,17.191
1.4647e+09,12.671,14.447,15.492,16.347,17.127,17.101
1.4647e+09,12.701,14.447,15.492,16.321,17.096,17.041
1.4647e+09,12.701,14.447,15.492,16.294,17.037,16.961
1.4647e+09,12.671,14.447,15.492,16.267,17.01,16.871
1.4647e+09,12.701,14.447,15.492,16.267,16.956,16.781
1.4647e+09,12.701,14.447,15.492,16.267,16.926,16.728
1.4647e+09,12.701,14.447,15.492,16.267,16.866,16.641
1.4647e+09,12.701,14.447,15.492,16.237,16.866,16.584
1.4647e+09,12.701,14.447,15.462,16.177,16.776,16.531
1.4647e+09,12.701,14.477,15.492,16.177,16.776,16.441
1.4647e+09,12.701,14.507,15.492,16.177,16.697,16.351
1.4647e+09,12.701,14.507,15.492,16.151,16.697,16.271
1.4647e+09,12.701,14.507,15.492,16.124,16.607,16.271
1.4647e+09,12.731,14.507,15.492,16.097,16.607,16.181
1.4647e+09,12.731,14.507,15.462,16.097,16.526,16.101
1.4647e+09,12.731,14.507,15.462,16.097,16.526,16.071
1.4647e+09,12.731,14.507,15.462,16.007,16.436,16.011
1.4647e+09,12.761,14.507,15.432,16.007,16.407,15.951
1.4647e+09,12.761,14.507,15.402,16.007,16.346,15.921
