Specific discharge calculated as: THETA    *  SAT   *    VZ (from the obsPoints.out file). NaN may mean q is variable through the column, an unrealistic numerical result of the model.
5/31/2016 13:30:36,1.90836798E-33
5/31/2016 13:31:52,1.90831392E-33
5/31/2016 13:34:16,1.93064886E-33
5/31/2016 13:37:09,1.93054176E-33
5/31/2016 13:40:36,1.93039488E-33
5/31/2016 13:41:52,1.93034388E-33
5/31/2016 13:44:16,1.93023576E-33
5/31/2016 13:47:09,1.93011336E-33
5/31/2016 13:50:36,1.92997056E-33
5/31/2016 13:51:52,1.92992058E-33
5/31/2016 13:54:16,1.90742448E-33
5/31/2016 13:57:09,1.90730208E-33
5/31/2016 14:00:36,1.90716948E-33
5/31/2016 14:01:52,1.90712664E-33
5/31/2016 14:04:16,1.90700832E-33
5/31/2016 14:07:09,1.90689204E-33
5/31/2016 14:10:36,1.90675944E-33
5/31/2016 14:11:52,1.90671048E-33
5/31/2016 14:14:16,1.90658196E-33
5/31/2016 14:17:09,1.90645548E-33
5/31/2016 14:20:36,1.90631472E-33
5/31/2016 14:21:52,1.90626066E-33
5/31/2016 14:24:16,1.90614642E-33
5/31/2016 14:27:09,1.90601382E-33
5/31/2016 14:30:36,1.90586592E-33
5/31/2016 14:31:52,1.9058139E-33
5/31/2016 14:34:16,1.95054192E-33
5/31/2016 14:37:09,1.9504287E-33
5/31/2016 14:40:36,1.95028386E-33
5/31/2016 14:41:52,1.95023388E-33
5/31/2016 14:44:16,1.9725423E-33
5/31/2016 14:47:09,1.97243214E-33
5/31/2016 14:50:36,1.97229852E-33
5/31/2016 14:51:52,1.97225262E-33
5/31/2016 14:54:16,1.994559E-33
5/31/2016 14:57:09,1.99444986E-33
5/31/2016 15:00:36,1.99432134E-33
5/31/2016 15:01:52,1.99427748E-33
5/31/2016 15:04:16,1.99422546E-33
5/31/2016 15:07:09,1.99411632E-33
5/31/2016 15:10:36,1.99398882E-33
5/31/2016 15:11:52,1.99395006E-33
5/31/2016 15:14:16,1.97145498E-33
5/31/2016 15:17:09,1.97134278E-33
5/31/2016 15:20:36,1.97122446E-33
5/31/2016 15:21:52,1.9711806E-33
5/31/2016 15:24:16,1.99349106E-33
5/31/2016 15:27:09,1.99339314E-33
5/31/2016 15:30:36,1.9932585E-33
5/31/2016 15:31:52,1.99321872E-33
5/31/2016 15:34:16,1.99301472E-33
5/31/2016 15:37:09,1.99295658E-33
5/31/2016 15:40:36,1.99283418E-33
5/31/2016 15:41:52,1.99278114E-33
5/31/2016 15:44:16,1.97029014E-33
5/31/2016 15:47:09,1.970181E-33
5/31/2016 15:50:36,1.97006064E-33
5/31/2016 15:51:52,1.97001372E-33
5/31/2016 15:54:16,1.92516738E-33
5/31/2016 15:57:09,1.92506436E-33
5/31/2016 16:00:36,1.92494808E-33
5/31/2016 16:01:52,1.92490728E-33
5/31/2016 16:04:16,1.92486138E-33
5/31/2016 16:07:09,1.92476856E-33
5/31/2016 16:10:36,1.92465534E-33
5/31/2016 16:11:52,1.92462066E-33
5/31/2016 16:14:16,1.9245615E-33
5/31/2016 16:17:09,1.92447072E-33
5/31/2016 16:20:36,1.92436668E-33
5/31/2016 16:21:52,1.924332E-33
5/31/2016 16:24:16,1.96896924E-33
5/31/2016 16:27:09,1.96886724E-33
5/31/2016 16:30:36,1.96877748E-33
5/31/2016 16:31:52,1.96873464E-33
5/31/2016 16:34:16,1.96861938E-33
5/31/2016 16:37:09,1.96854594E-33
5/31/2016 16:40:36,1.96843578E-33
5/31/2016 16:41:52,1.96839396E-33
5/31/2016 16:44:16,1.94599272E-33
5/31/2016 16:47:09,1.94589582E-33
5/31/2016 16:50:36,1.94578668E-33
5/31/2016 16:51:52,1.94575404E-33
5/31/2016 16:54:16,1.99033824E-33
5/31/2016 16:57:09,1.99022706E-33
5/31/2016 17:00:36,1.99012914E-33
5/31/2016 17:01:52,1.99007814E-33
5/31/2016 17:04:16,1.99000776E-33
5/31/2016 17:07:09,1.98991494E-33
5/31/2016 17:10:36,1.98980172E-33
5/31/2016 17:11:52,1.98976296E-33
5/31/2016 17:14:16,1.967325E-33
5/31/2016 17:17:09,1.96721994E-33
5/31/2016 17:20:36,1.96712304E-33
5/31/2016 17:21:52,1.96708632E-33
5/31/2016 17:24:16,1.94464938E-33
5/31/2016 17:27:09,1.94454534E-33
5/31/2016 17:30:36,1.94444742E-33
5/31/2016 17:31:52,1.94440662E-33
5/31/2016 17:34:16,1.92199212E-33
5/31/2016 17:37:09,1.9218942E-33
5/31/2016 17:40:36,1.92179016E-33
5/31/2016 17:41:52,1.92175242E-33
5/31/2016 17:44:16,1.92168E-33
5/31/2016 17:47:09,1.92159534E-33
5/31/2016 17:50:36,1.92149334E-33
5/31/2016 17:51:52,1.9214556E-33
5/31/2016 17:54:16,1.96606326E-33
5/31/2016 17:57:09,1.96598268E-33
5/31/2016 18:00:36,1.96587966E-33
5/31/2016 18:01:52,1.96584396E-33
5/31/2016 18:04:16,1.94343252E-33
5/31/2016 18:07:09,1.94332848E-33
5/31/2016 18:10:36,1.94322138E-33
5/31/2016 18:11:52,1.94318262E-33
5/31/2016 18:14:16,1.92079362E-33
5/31/2016 18:17:09,1.92070284E-33
5/31/2016 18:20:36,1.92060696E-33
5/31/2016 18:21:52,1.92057126E-33
5/31/2016 18:24:16,1.92048558E-33
5/31/2016 18:27:09,1.92038664E-33
5/31/2016 18:30:36,1.92027648E-33
5/31/2016 18:31:52,1.9202367E-33
5/31/2016 18:34:16,1.92014184E-33
5/31/2016 18:37:09,1.9200327E-33
5/31/2016 18:40:36,1.9199154E-33
5/31/2016 18:41:52,1.91987052E-33
5/31/2016 18:44:16,1.91978892E-33
5/31/2016 18:47:09,1.919691E-33
5/31/2016 18:50:36,1.91958084E-33
5/31/2016 18:51:52,1.91953698E-33
5/31/2016 18:54:16,1.9194615E-33
5/31/2016 18:57:09,1.91937276E-33
5/31/2016 19:00:36,1.91926668E-33
5/31/2016 19:01:52,1.9192269E-33
5/31/2016 19:04:16,1.94146188E-33
5/31/2016 19:07:09,1.94138232E-33
5/31/2016 19:10:36,1.9412793E-33
5/31/2016 19:11:52,1.94124258E-33
5/31/2016 19:14:16,1.94117118E-33
5/31/2016 19:17:09,1.9410855E-33
5/31/2016 19:20:36,1.94098452E-33
5/31/2016 19:21:52,1.9409478E-33
5/31/2016 19:24:16,1.8962667E-33
5/31/2016 19:27:09,1.89618E-33
5/31/2016 19:30:36,1.8960831E-33
5/31/2016 19:31:52,1.89604944E-33
5/31/2016 19:34:16,1.89596988E-33
5/31/2016 19:37:09,1.89587808E-33
5/31/2016 19:40:36,1.895772E-33
5/31/2016 19:41:52,1.89573528E-33
5/31/2016 19:44:16,1.9179366E-33
5/31/2016 19:47:09,1.91785704E-33
5/31/2016 19:50:36,1.9177326E-33
5/31/2016 19:51:52,1.91769078E-33
5/31/2016 19:54:16,1.93985028E-33
5/31/2016 19:57:09,1.93975338E-33
5/31/2016 20:00:36,1.93962996E-33
5/31/2016 20:01:52,1.93957488E-33
5/31/2016 20:04:16,1.93950756E-33
5/31/2016 20:07:09,1.93940556E-33
5/31/2016 20:10:36,1.93928622E-33
5/31/2016 20:11:52,1.93924338E-33
5/31/2016 20:14:16,1.9391832E-33
5/31/2016 20:17:09,1.93909038E-33
5/31/2016 20:20:36,1.93898226E-33
5/31/2016 20:21:52,1.93894452E-33
5/31/2016 20:24:16,1.93887108E-33
5/31/2016 20:27:09,1.93878642E-33
5/31/2016 20:30:36,1.93868136E-33
5/31/2016 20:31:52,1.93864566E-33
5/31/2016 20:34:16,1.91625462E-33
5/31/2016 20:37:09,1.91614752E-33
5/31/2016 20:40:36,1.91603634E-33
5/31/2016 20:41:52,1.91599044E-33
5/31/2016 20:44:16,1.89359838E-33
5/31/2016 20:47:09,1.89346782E-33
5/31/2016 20:50:36,1.89333522E-33
5/31/2016 20:51:52,1.8932832E-33
5/31/2016 20:54:16,1.9377246E-33
5/31/2016 20:57:09,1.9376328E-33
5/31/2016 21:00:36,1.93748796E-33
5/31/2016 21:01:52,1.93743696E-33
5/31/2016 21:04:16,1.95961176E-33
5/31/2016 21:07:09,1.95952302E-33
5/31/2016 21:10:36,1.95939756E-33
5/31/2016 21:11:52,1.95935166E-33
5/31/2016 21:14:16,1.93701468E-33
5/31/2016 21:17:09,1.93690962E-33
5/31/2016 21:20:36,1.9367964E-33
5/31/2016 21:21:52,1.93675356E-33
5/31/2016 21:24:16,1.93666278E-33
5/31/2016 21:27:09,1.9365567E-33
5/31/2016 21:30:36,1.93643736E-33
5/31/2016 21:31:52,1.93639248E-33
5/31/2016 21:34:16,1.91403306E-33
5/31/2016 21:37:09,1.91390046E-33
5/31/2016 21:40:36,1.91376582E-33
5/31/2016 21:41:52,1.9137138E-33
5/31/2016 21:44:16,1.91361384E-33
5/31/2016 21:47:09,1.91350164E-33
5/31/2016 21:50:36,1.91337312E-33
5/31/2016 21:51:52,1.91332314E-33
5/31/2016 21:54:16,1.93547244E-33
5/31/2016 21:57:09,1.93538676E-33
5/31/2016 22:00:36,1.93526334E-33
5/31/2016 22:01:52,1.93521744E-33
5/31/2016 22:04:16,1.91288862E-33
5/31/2016 22:07:09,1.91277234E-33
5/31/2016 22:10:36,1.91264994E-33
5/31/2016 22:11:52,1.91260506E-33
5/31/2016 22:14:16,1.8680025E-33
5/31/2016 22:17:09,1.86788214E-33
5/31/2016 22:20:36,1.86775566E-33
5/31/2016 22:21:52,1.86770466E-33
5/31/2016 22:24:16,1.91207772E-33
5/31/2016 22:27:09,1.91198592E-33
5/31/2016 22:30:36,1.9118319E-33
5/31/2016 22:31:52,1.91178192E-33
5/31/2016 22:34:16,1.95608256E-33
5/31/2016 22:37:09,1.95596934E-33
5/31/2016 22:40:36,1.95585E-33
5/31/2016 22:41:52,1.95579084E-33
5/31/2016 22:44:16,1.97788098E-33
5/31/2016 22:47:09,1.97777184E-33
5/31/2016 22:50:36,1.97764128E-33
5/31/2016 22:51:52,1.97758722E-33
5/31/2016 22:54:16,1.88859528E-33
5/31/2016 22:57:09,1.88846064E-33
5/31/2016 23:00:36,1.88831682E-33
5/31/2016 23:01:52,1.88826072E-33
5/31/2016 23:04:16,1.93261032E-33
5/31/2016 23:07:09,1.93246956E-33
5/31/2016 23:10:36,1.9323186E-33
5/31/2016 23:11:52,1.93226556E-33
5/31/2016 23:14:16,1.9987614E-33
5/31/2016 23:17:09,1.99865532E-33
5/31/2016 23:20:36,1.99851048E-33
5/31/2016 23:21:52,1.99845336E-33
5/31/2016 23:24:16,1.9761429E-33
5/31/2016 23:27:09,1.97602152E-33
5/31/2016 23:30:36,1.97588688E-33
5/31/2016 23:31:52,1.9758318E-33
5/31/2016 23:34:16,1.93133328E-33
5/31/2016 23:37:09,1.9312068E-33
5/31/2016 23:40:36,1.93106808E-33
5/31/2016 23:41:52,1.93101606E-33
5/31/2016 23:44:16,1.8865359E-33
5/31/2016 23:47:09,1.88641758E-33
5/31/2016 23:50:36,1.88628702E-33
5/31/2016 23:51:52,1.88623806E-33
5/31/2016 23:54:16,1.88612382E-33
5/31/2016 23:57:09,1.8859953E-33
6/1/2016 0:00:36,1.88585148E-33
6/1/2016 0:01:52,1.88579844E-33
6/1/2016 0:04:16,1.88569338E-33
6/1/2016 0:07:09,1.885572E-33
6/1/2016 0:10:36,1.88543226E-33
6/1/2016 0:11:52,1.88538024E-33
6/1/2016 0:14:16,1.90745712E-33
6/1/2016 0:17:09,1.90736226E-33
6/1/2016 0:20:36,1.9072266E-33
6/1/2016 0:21:52,1.90717866E-33
6/1/2016 0:24:16,1.95142218E-33
6/1/2016 0:27:09,1.95131712E-33
6/1/2016 0:30:36,1.9511733E-33
6/1/2016 0:31:52,1.95112332E-33
6/1/2016 0:34:16,1.92886386E-33
6/1/2016 0:37:09,1.92874146E-33
6/1/2016 0:40:36,1.9286109E-33
6/1/2016 0:41:52,1.92856092E-33
6/1/2016 0:44:16,1.8841083E-33
6/1/2016 0:47:09,1.88396652E-33
6/1/2016 0:50:36,1.88381658E-33
6/1/2016 0:51:52,1.88376048E-33
6/1/2016 0:54:16,1.86151122E-33
6/1/2016 0:57:09,1.86138576E-33
6/1/2016 1:00:36,1.86125214E-33
6/1/2016 1:01:52,1.86120216E-33
6/1/2016 1:04:16,1.8611175E-33
6/1/2016 1:07:09,1.86101652E-33
6/1/2016 1:10:36,1.86089208E-33
6/1/2016 1:11:52,1.86084822E-33
6/1/2016 1:14:16,1.86070338E-33
6/1/2016 1:17:09,1.86063096E-33
6/1/2016 1:20:36,1.86051162E-33
6/1/2016 1:21:52,1.8604647E-33
6/1/2016 1:24:16,1.86037086E-33
6/1/2016 1:27:09,1.86024234E-33
6/1/2016 1:30:36,1.86010464E-33
6/1/2016 1:31:52,1.86005466E-33
6/1/2016 1:34:16,1.85995572E-33
6/1/2016 1:37:09,1.85982312E-33
6/1/2016 1:40:36,1.85968236E-33
6/1/2016 1:41:52,1.85963034E-33
6/1/2016 1:44:16,1.8595008E-33
6/1/2016 1:47:09,1.85938656E-33
6/1/2016 1:50:36,1.85925192E-33
6/1/2016 1:51:52,1.85919888E-33
6/1/2016 1:54:16,1.92547848E-33
6/1/2016 1:57:09,1.92537342E-33
6/1/2016 2:00:36,1.92523878E-33
6/1/2016 2:01:52,1.92518778E-33
6/1/2016 2:04:16,1.88084634E-33
6/1/2016 2:07:09,1.8807321E-33
6/1/2016 2:10:36,1.8806046E-33
6/1/2016 2:11:52,1.88055666E-33
6/1/2016 2:14:16,1.8362142E-33
6/1/2016 2:17:09,1.83609486E-33
6/1/2016 2:20:36,1.83596532E-33
6/1/2016 2:21:52,1.8359184E-33
6/1/2016 2:24:16,1.8358113E-33
6/1/2016 2:27:09,1.83569094E-33
6/1/2016 2:30:36,1.83555528E-33
6/1/2016 2:31:52,1.83550428E-33
6/1/2016 2:34:16,1.92384546E-33
6/1/2016 2:37:09,1.92371796E-33
6/1/2016 2:40:36,1.92357108E-33
6/1/2016 2:41:52,1.92351702E-33
6/1/2016 2:44:16,1.98973032E-33
6/1/2016 2:47:09,1.98962322E-33
6/1/2016 2:50:36,1.98947124E-33
6/1/2016 2:51:52,1.9894182E-33
6/1/2016 2:54:16,1.87880838E-33
6/1/2016 2:57:09,1.87869414E-33
6/1/2016 3:00:36,1.87856766E-33
6/1/2016 3:01:52,1.87851972E-33
6/1/2016 3:04:16,1.90052214E-33
6/1/2016 3:07:09,1.90042422E-33
6/1/2016 3:10:36,1.90029978E-33
6/1/2016 3:11:52,1.90025592E-33
6/1/2016 3:14:16,1.94434134E-33
6/1/2016 3:17:09,1.94423526E-33
6/1/2016 3:20:36,1.94409858E-33
6/1/2016 3:21:52,1.94404962E-33
6/1/2016 3:24:16,1.94389458E-33
6/1/2016 3:27:09,1.94380686E-33
6/1/2016 3:30:36,1.94367732E-33
6/1/2016 3:31:52,1.9436253E-33
6/1/2016 3:34:16,1.94346006E-33
6/1/2016 3:37:09,1.94332746E-33
6/1/2016 3:40:36,1.94317854E-33
6/1/2016 3:41:52,1.9431153E-33
6/1/2016 3:44:16,1.92095376E-33
6/1/2016 3:47:09,1.92081402E-33
6/1/2016 3:50:36,1.92066306E-33
6/1/2016 3:51:52,1.92061002E-33
6/1/2016 3:54:16,1.94256144E-33
6/1/2016 3:57:09,1.94245332E-33
6/1/2016 4:00:36,1.94231868E-33
6/1/2016 4:01:52,1.9422636E-33
6/1/2016 4:04:16,1.94214018E-33
6/1/2016 4:07:09,1.9420392E-33
6/1/2016 4:10:36,1.94190558E-33
6/1/2016 4:11:52,1.94185254E-33
6/1/2016 4:14:16,1.91970426E-33
6/1/2016 4:17:09,1.91958492E-33
6/1/2016 4:20:36,1.91945436E-33
6/1/2016 4:21:52,1.91940642E-33
6/1/2016 4:24:16,1.96343268E-33
6/1/2016 4:27:09,1.9633317E-33
6/1/2016 4:30:36,1.96320318E-33
6/1/2016 4:31:52,1.96315524E-33
6/1/2016 4:34:16,1.94100492E-33
6/1/2016 4:37:09,1.94087844E-33
6/1/2016 4:40:36,1.9407438E-33
6/1/2016 4:41:52,1.94069586E-33
6/1/2016 4:44:16,1.874454E-33
6/1/2016 4:47:09,1.87433568E-33
6/1/2016 4:50:36,1.87420818E-33
6/1/2016 4:51:52,1.87416024E-33
6/1/2016 4:54:16,1.87406232E-33
6/1/2016 4:57:09,1.8739491E-33
6/1/2016 5:00:36,1.87381752E-33
6/1/2016 5:01:52,1.87376754E-33
6/1/2016 5:04:16,1.93978296E-33
6/1/2016 5:07:09,1.9396779E-33
6/1/2016 5:10:36,1.9395249E-33
6/1/2016 5:11:52,1.93947084E-33
6/1/2016 5:14:16,2.00547606E-33
6/1/2016 5:17:09,2.00537304E-33
6/1/2016 5:20:36,2.00522718E-33
6/1/2016 5:21:52,2.00517414E-33
6/1/2016 5:24:16,2.02710516E-33
6/1/2016 5:27:09,2.02700214E-33
6/1/2016 5:30:36,2.02686546E-33
6/1/2016 5:31:52,2.02681752E-33
6/1/2016 5:34:16,1.98267294E-33
6/1/2016 5:37:09,1.9825587E-33
6/1/2016 5:40:36,1.9824312E-33
6/1/2016 5:41:52,1.98238734E-33
6/1/2016 5:44:16,1.938255E-33
6/1/2016 5:47:09,1.93814688E-33
6/1/2016 5:50:36,1.9380255E-33
6/1/2016 5:51:52,1.93798266E-33
6/1/2016 5:54:16,1.95989736E-33
6/1/2016 5:57:09,1.95979944E-33
6/1/2016 6:00:36,1.9596648E-33
6/1/2016 6:01:52,1.95961686E-33
6/1/2016 6:04:16,1.91549676E-33
6/1/2016 6:07:09,1.91538456E-33
6/1/2016 6:10:36,1.91526012E-33
6/1/2016 6:11:52,1.91521626E-33
6/1/2016 6:14:16,1.89310266E-33
6/1/2016 6:17:09,1.892967E-33
6/1/2016 6:20:36,1.89283032E-33
6/1/2016 6:21:52,1.89278136E-33
6/1/2016 6:24:16,1.95870702E-33
6/1/2016 6:27:09,1.95861012E-33
6/1/2016 6:30:36,1.95847956E-33
6/1/2016 6:31:52,1.95843264E-33
6/1/2016 6:34:16,1.95834798E-33
6/1/2016 6:37:09,1.95825414E-33
6/1/2016 6:40:36,1.9581348E-33
6/1/2016 6:41:52,1.95809196E-33
6/1/2016 6:44:16,1.9359702E-33
6/1/2016 6:47:09,1.93584882E-33
6/1/2016 6:50:36,1.93572234E-33
6/1/2016 6:51:52,1.93567032E-33
6/1/2016 6:54:16,1.913571E-33
6/1/2016 6:57:09,1.9134537E-33
6/1/2016 7:00:36,1.91332416E-33
6/1/2016 7:01:52,1.9132752E-33
6/1/2016 7:04:16,1.86924996E-33
6/1/2016 7:07:09,1.86914082E-33
6/1/2016 7:10:36,1.86902148E-33
6/1/2016 7:11:52,1.8689817E-33
6/1/2016 7:14:16,1.86886542E-33
6/1/2016 7:17:09,1.86879096E-33
6/1/2016 7:20:36,1.86867978E-33
6/1/2016 7:21:52,1.86863694E-33
6/1/2016 7:24:16,1.91250204E-33
6/1/2016 7:27:09,1.91240412E-33
6/1/2016 7:30:36,1.91229498E-33
6/1/2016 7:31:52,1.91225214E-33
6/1/2016 7:34:16,1.95612234E-33
6/1/2016 7:37:09,1.95603054E-33
6/1/2016 7:40:36,1.95591426E-33
6/1/2016 7:41:52,1.95587244E-33
6/1/2016 7:44:16,1.97775858E-33
6/1/2016 7:47:09,1.97766984E-33
6/1/2016 7:50:36,1.9775556E-33
6/1/2016 7:51:52,1.9775148E-33
6/1/2016 7:54:16,1.95543996E-33
6/1/2016 7:57:09,1.9553247E-33
6/1/2016 8:00:36,1.95522576E-33
6/1/2016 8:01:52,1.95517578E-33
6/1/2016 8:04:16,1.9551156E-33
6/1/2016 8:07:09,1.95502074E-33
6/1/2016 8:10:36,1.95490548E-33
6/1/2016 8:11:52,1.95486774E-33
6/1/2016 8:14:16,1.95480858E-33
6/1/2016 8:17:09,1.95471678E-33
6/1/2016 8:20:36,1.95460968E-33
6/1/2016 8:21:52,1.95457296E-33
6/1/2016 8:24:16,1.8886065E-33
6/1/2016 8:27:09,1.88849634E-33
6/1/2016 8:30:36,1.88846676E-33
6/1/2016 8:31:52,1.88843412E-33
6/1/2016 8:34:16,1.86644394E-33
6/1/2016 8:37:09,1.86635928E-33
6/1/2016 8:40:36,1.866294E-33
6/1/2016 8:41:52,1.86626952E-33
6/1/2016 8:44:16,1.84424568E-33
6/1/2016 8:47:09,1.84415796E-33
6/1/2016 8:50:36,1.84408452E-33
6/1/2016 8:51:52,1.84405392E-33
6/1/2016 8:54:16,1.86595944E-33
6/1/2016 8:57:09,1.86593292E-33
6/1/2016 9:00:36,1.86587172E-33
6/1/2016 9:01:52,1.86585132E-33
6/1/2016 9:04:16,1.88776398E-33
6/1/2016 9:07:09,1.88772624E-33
6/1/2016 9:10:36,1.88766402E-33
6/1/2016 9:11:52,1.88764464E-33
6/1/2016 9:14:16,1.93153014E-33
6/1/2016 9:17:09,1.9315077E-33
6/1/2016 9:20:36,1.93146588E-33
6/1/2016 9:21:52,1.93145364E-33
6/1/2016 9:24:16,1.90949406E-33
6/1/2016 9:27:09,1.90943694E-33
6/1/2016 9:30:36,1.90940736E-33
6/1/2016 9:31:52,1.90939614E-33
6/1/2016 9:34:16,1.90937166E-33
6/1/2016 9:37:09,1.90934106E-33
6/1/2016 9:40:36,1.90929618E-33
6/1/2016 9:41:52,1.90928292E-33
6/1/2016 9:44:16,1.9092666E-33
6/1/2016 9:47:09,1.90924416E-33
6/1/2016 9:50:36,1.90920642E-33
6/1/2016 9:51:52,1.90919316E-33
6/1/2016 9:54:16,1.9530501E-33
6/1/2016 9:57:09,1.95302256E-33
6/1/2016 10:00:36,1.95297972E-33
6/1/2016 10:01:52,1.95296646E-33
6/1/2016 10:04:16,1.95296034E-33
6/1/2016 10:07:09,1.95294708E-33
6/1/2016 10:10:36,1.95291648E-33
6/1/2016 10:11:52,1.9529073E-33
6/1/2016 10:14:16,1.93099158E-33
6/1/2016 10:17:09,1.93098444E-33
6/1/2016 10:20:36,1.93097118E-33
6/1/2016 10:21:52,1.93097118E-33
6/1/2016 10:24:16,1.95293892E-33
6/1/2016 10:27:09,1.95296952E-33
6/1/2016 10:30:36,1.95297972E-33
6/1/2016 10:31:52,1.9529889E-33
6/1/2016 10:34:16,1.90914012E-33
6/1/2016 10:37:09,1.90919316E-33
6/1/2016 10:40:36,1.90922376E-33
6/1/2016 10:41:52,1.90924212E-33
6/1/2016 10:44:16,1.84342152E-33
6/1/2016 10:47:09,1.8434868E-33
6/1/2016 10:50:36,1.84353372E-33
6/1/2016 10:51:52,1.84355106E-33
6/1/2016 10:54:16,1.8216333E-33
6/1/2016 10:57:09,1.82169042E-33
6/1/2016 11:00:36,1.82172714E-33
6/1/2016 11:01:52,1.8217455E-33
6/1/2016 11:04:16,1.79992158E-33
6/1/2016 11:07:09,1.79997666E-33
6/1/2016 11:10:36,1.80003888E-33
6/1/2016 11:11:52,1.8000705E-33
6/1/2016 11:14:16,1.82208516E-33
6/1/2016 11:17:09,1.8221841E-33
6/1/2016 11:20:36,1.8222657E-33
6/1/2016 11:21:52,1.82230242E-33
6/1/2016 11:24:16,1.91023968E-33
6/1/2016 11:27:09,1.91034474E-33
6/1/2016 11:30:36,1.91043144E-33
6/1/2016 11:31:52,1.91047938E-33
6/1/2016 11:34:16,1.93255116E-33
6/1/2016 11:37:09,1.9326654E-33
6/1/2016 11:40:36,1.93277352E-33
6/1/2016 11:41:52,1.93282044E-33
6/1/2016 11:44:16,1.91090778E-33
6/1/2016 11:47:09,1.91105058E-33
6/1/2016 11:50:36,1.91116482E-33
6/1/2016 11:51:52,1.9112097E-33
6/1/2016 11:54:16,1.91131986E-33
6/1/2016 11:57:09,1.91145144E-33
6/1/2016 12:00:36,1.91157996E-33
6/1/2016 12:01:52,1.91163198E-33
6/1/2016 12:04:16,1.88979888E-33
6/1/2016 12:07:09,1.8899682E-33
6/1/2016 12:10:36,1.8901212E-33
6/1/2016 12:11:52,1.89018648E-33
6/1/2016 12:14:16,1.8683034E-33
6/1/2016 12:17:09,1.86854106E-33
6/1/2016 12:20:36,1.86872466E-33
