,0,0.05,0.1,0.15,0.2,0.3
5/31/2016 10:01:52,15.08,15.39,15.31,14.74,14.02,12.67
5/31/2016 10:04:16,15.069,15.3682,15.2874,14.7294,14.0196,12.671
5/31/2016 10:07:09,15.069,15.3533,15.2697,14.7237,14.0194,12.671
5/31/2016 10:10:36,15.069,15.3446,15.2579,14.721,14.0199,12.671
5/31/2016 10:11:52,15.069,15.341,15.2535,14.7194,14.0201,12.671
5/31/2016 10:14:16,15.061,15.3359,15.2469,14.7176,14.0204,12.692
5/31/2016 10:17:09,15.061,15.33,15.2393,14.7153,14.0208,12.692
5/31/2016 10:20:36,15.061,15.3234,15.231,14.7128,14.0211,12.692
5/31/2016 10:21:52,15.061,15.3211,15.2281,14.7119,14.0212,12.692
5/31/2016 10:24:16,15.061,15.3168,15.2228,14.7101,14.0214,12.681
5/31/2016 10:27:09,15.061,15.3117,15.2166,14.708,14.0216,12.681
5/31/2016 10:30:36,15.061,15.3057,15.2094,14.7055,14.0217,12.681
5/31/2016 10:31:52,15.061,15.3035,15.2068,14.7046,14.0217,12.681
5/31/2016 10:34:16,15.061,15.2995,15.202,14.7028,14.0217,12.671
5/31/2016 10:37:09,15.061,15.2946,15.1963,14.7006,14.0217,12.671
5/31/2016 10:40:36,15.061,15.2889,15.1896,14.698,14.0217,12.671
5/31/2016 10:41:52,15.061,15.2868,15.1872,14.697,14.0216,12.671
5/31/2016 10:44:16,15.061,15.2829,15.1827,14.6951,14.0215,12.671
5/31/2016 10:47:09,15.061,15.2783,15.1773,14.6929,14.0214,12.671
5/31/2016 10:50:36,15.061,15.2728,15.1709,14.6902,14.0212,12.671
5/31/2016 10:51:52,15.061,15.2708,15.1686,14.6891,14.0211,12.671
5/31/2016 10:54:16,15.061,15.267,15.1643,14.6872,14.021,12.692
5/31/2016 10:57:09,15.061,15.2625,15.1591,14.6849,14.0207,12.692
5/31/2016 11:00:36,15.061,15.2572,15.153,14.6821,14.0204,12.692
5/31/2016 11:01:52,15.061,15.2553,15.1508,14.681,14.0203,12.692
5/31/2016 11:04:16,15.061,15.2517,15.1466,14.6791,14.0201,12.701
5/31/2016 11:07:09,15.061,15.2474,15.1416,14.6767,14.0198,12.701
5/31/2016 11:10:36,15.061,15.2423,15.1357,14.6738,14.0194,12.701
5/31/2016 11:11:52,15.061,15.2405,15.1336,14.6728,14.0192,12.701
5/31/2016 11:14:16,15.061,15.237,15.1296,14.6708,14.0189,12.681
5/31/2016 11:17:09,15.061,15.2329,15.1248,14.6684,14.0185,12.681
5/31/2016 11:20:36,15.061,15.228,15.1191,14.6655,14.018,12.681
5/31/2016 11:21:52,15.061,15.2262,15.117,14.6644,14.0178,12.681
5/31/2016 11:24:16,15.061,15.2229,15.1132,14.6624,14.0174,12.671
5/31/2016 11:27:09,15.061,15.2189,15.1085,14.6599,14.017,12.671
5/31/2016 11:30:36,15.061,15.2142,15.103,14.657,14.0164,12.671
5/31/2016 11:31:52,15.061,15.2125,15.101,14.6559,14.0162,12.671
5/31/2016 11:34:16,15.061,15.2094,15.0972,14.6539,14.0158,12.671
5/31/2016 11:37:09,15.061,15.2056,15.0927,14.6514,14.0152,12.671
5/31/2016 11:40:36,15.061,15.2011,15.0874,14.6484,14.0146,12.671
5/31/2016 11:41:52,15.061,15.1994,15.0855,14.6474,14.0143,12.671
5/31/2016 11:44:16,15.061,15.1964,15.0818,14.6453,14.0138,12.692
5/31/2016 11:47:09,15.061,15.1927,15.0775,14.6428,14.0133,12.692
5/31/2016 11:50:36,15.061,15.1884,15.0723,14.6399,14.0125,12.692
5/31/2016 11:51:52,15.061,15.1868,15.0704,14.6388,14.0123,12.692
5/31/2016 11:54:16,15.04,15.1839,15.0669,14.6367,14.0117,12.681
5/31/2016 11:57:09,15.04,15.1804,15.0627,14.6342,14.0111,12.681
5/31/2016 12:00:36,15.04,15.1762,15.0576,14.6312,14.0103,12.681
5/31/2016 12:01:52,15.04,15.1747,15.0558,14.6302,14.01,12.681
5/31/2016 12:04:16,15.01,15.1718,15.0524,14.6281,14.0094,12.671
5/31/2016 12:07:09,15.01,15.1683,15.0483,14.6256,14.0087,12.671
5/31/2016 12:10:36,15.01,15.1642,15.0434,14.6226,14.0078,12.671
5/31/2016 12:11:52,15.01,15.1626,15.0416,14.6215,14.0075,12.671
5/31/2016 12:14:16,14.98,15.1597,15.0383,14.6195,14.0069,12.671
5/31/2016 12:17:09,14.98,15.1561,15.0343,14.617,14.0061,12.671
5/31/2016 12:20:36,14.98,15.1518,15.0296,14.614,14.0052,12.671
5/31/2016 12:21:52,14.98,15.1502,15.0278,14.6129,14.0048,12.671
5/31/2016 12:24:16,14.971,15.1471,15.0246,14.6109,14.0042,12.692
5/31/2016 12:27:09,14.971,15.1433,15.0207,14.6084,14.0034,12.692
5/31/2016 12:30:36,14.971,15.1387,15.0161,14.6054,14.0024,12.692
5/31/2016 12:31:52,14.971,15.137,15.0144,14.6044,14.002,12.692
5/31/2016 12:34:16,14.971,15.1337,15.0113,14.6023,14.0013,12.681
5/31/2016 12:37:09,14.971,15.1298,15.0075,14.5998,14.0004,12.681
5/31/2016 12:40:36,14.971,15.1251,15.003,14.5969,13.9994,12.681
5/31/2016 12:41:52,14.971,15.1234,15.0013,14.5958,13.999,12.681
5/31/2016 12:44:16,14.953,15.1201,14.9982,14.5938,13.9982,12.671
5/31/2016 12:47:09,14.953,15.1162,14.9945,14.5913,13.9973,12.671
5/31/2016 12:50:36,14.953,15.1116,14.9901,14.5884,13.9962,12.671
5/31/2016 12:51:52,14.953,15.1099,14.9884,14.5873,13.9958,12.671
5/31/2016 12:54:16,14.926,15.1067,14.9854,14.5853,13.9951,12.671
5/31/2016 12:57:09,14.926,15.1028,14.9817,14.5828,13.9941,12.671
5/31/2016 13:00:36,14.926,15.0982,14.9774,14.5799,13.993,12.671
5/31/2016 13:01:52,14.926,15.0965,14.9758,14.5788,13.9925,12.671
5/31/2016 13:04:16,14.899,15.0933,14.9728,14.5768,13.9917,12.671
5/31/2016 13:07:09,14.899,15.0894,14.9692,14.5744,13.9908,12.671
5/31/2016 13:10:36,14.899,15.0847,14.9649,14.5715,13.9896,12.671
5/31/2016 13:11:52,14.899,15.083,14.9633,14.5704,13.9891,12.671
5/31/2016 13:14:16,14.891,15.0796,14.9603,14.5684,13.9883,12.671
5/31/2016 13:17:09,14.891,15.0756,14.9568,14.566,13.9873,12.671
5/31/2016 13:20:36,14.891,15.0708,14.9525,14.5631,13.986,12.671
5/31/2016 13:21:52,14.891,15.069,14.951,14.562,13.9856,12.671
5/31/2016 13:24:16,14.85,15.0656,14.948,14.56,13.9847,12.671
5/31/2016 13:27:09,14.85,15.0615,14.9445,14.5576,13.9837,12.671
5/31/2016 13:30:36,14.85,15.0566,14.9403,14.5547,13.9824,12.671
5/31/2016 13:31:52,14.85,15.0548,14.9388,14.5537,13.9819,12.671
5/31/2016 13:34:16,14.831,15.0513,14.9359,14.5517,13.981,12.671
5/31/2016 13:37:09,14.831,15.0471,14.9324,14.5493,13.98,12.671
5/31/2016 13:40:36,14.831,15.0421,14.9282,14.5464,13.9787,12.671
5/31/2016 13:41:52,14.831,15.0402,14.9267,14.5454,13.9782,12.671
5/31/2016 13:44:16,14.81,15.0366,14.9238,14.5434,13.9772,12.671
5/31/2016 13:47:09,14.81,15.0323,14.9203,14.541,13.9761,12.671
5/31/2016 13:50:36,14.81,15.0271,14.9162,14.5381,13.9748,12.671
5/31/2016 13:51:52,14.81,15.0252,14.9147,14.5371,13.9743,12.671
5/31/2016 13:54:16,14.801,15.0215,14.9118,14.5351,13.9734,12.692
5/31/2016 13:57:09,14.801,15.0171,14.9083,14.5327,13.9722,12.692
5/31/2016 14:00:36,14.801,15.0118,14.9042,14.5299,13.9708,12.692
5/31/2016 14:01:52,14.801,15.0099,14.9027,14.5289,13.9703,12.692
5/31/2016 14:04:16,14.78,15.0062,14.8998,14.5269,13.9694,12.681
5/31/2016 14:07:09,14.78,15.0018,14.8964,14.5245,13.9682,12.681
5/31/2016 14:10:36,14.78,14.9965,14.8923,14.5217,13.9668,12.681
5/31/2016 14:11:52,14.78,14.9946,14.8908,14.5207,13.9663,12.681
5/31/2016 14:14:16,14.75,14.991,14.8879,14.5187,13.9653,12.671
5/31/2016 14:17:09,14.75,14.9866,14.8845,14.5163,13.9641,12.671
5/31/2016 14:20:36,14.75,14.9814,14.8804,14.5135,13.9627,12.671
5/31/2016 14:21:52,14.75,14.9794,14.8789,14.5125,13.9621,12.671
5/31/2016 14:24:16,14.72,14.9758,14.876,14.5105,13.9611,12.671
5/31/2016 14:27:09,14.72,14.9714,14.8726,14.5082,13.9599,12.671
5/31/2016 14:30:36,14.72,14.9661,14.8685,14.5054,13.9585,12.671
5/31/2016 14:31:52,14.72,14.9641,14.867,14.5043,13.958,12.671
5/31/2016 14:34:16,14.711,14.9603,14.8641,14.5024,13.9569,12.671
5/31/2016 14:37:09,14.711,14.9558,14.8607,14.5,13.9557,12.671
5/31/2016 14:40:36,14.711,14.9504,14.8566,14.4972,13.9543,12.671
5/31/2016 14:41:52,14.711,14.9484,14.8551,14.4962,13.9537,12.671
5/31/2016 14:44:16,14.711,14.9446,14.8522,14.4942,13.9527,12.671
5/31/2016 14:47:09,14.711,14.94,14.8488,14.4919,13.9515,12.671
5/31/2016 14:50:36,14.711,14.9346,14.8447,14.4891,13.95,12.671
5/31/2016 14:51:52,14.711,14.9326,14.8432,14.4881,13.9494,12.671
5/31/2016 14:54:16,14.711,14.9289,14.8403,14.4861,13.9484,12.671
5/31/2016 14:57:09,14.711,14.9244,14.8369,14.4838,13.9472,12.671
5/31/2016 15:00:36,14.711,14.9191,14.8328,14.481,13.9457,12.671
5/31/2016 15:01:52,14.711,14.9172,14.8313,14.4799,13.9451,12.671
5/31/2016 15:04:16,14.711,14.9137,14.8284,14.478,13.9441,12.692
5/31/2016 15:07:09,14.711,14.9094,14.825,14.4756,13.9428,12.692
5/31/2016 15:10:36,14.711,14.9044,14.8208,14.4728,13.9413,12.692
5/31/2016 15:11:52,14.711,14.9026,14.8193,14.4718,13.9407,12.692
5/31/2016 15:14:16,14.711,14.8992,14.8165,14.4699,13.9397,12.681
5/31/2016 15:17:09,14.711,14.8952,14.8131,14.4675,13.9384,12.681
5/31/2016 15:20:36,14.711,14.8905,14.8089,14.4647,13.9368,12.681
5/31/2016 15:21:52,14.711,14.8887,14.8074,14.4637,13.9363,12.681
5/31/2016 15:24:16,14.693,14.8856,14.8046,14.4618,13.9352,12.692
5/31/2016 15:27:09,14.693,14.8818,14.8012,14.4594,13.9339,12.692
5/31/2016 15:30:36,14.693,14.8773,14.7971,14.4566,13.9324,12.692
5/31/2016 15:31:52,14.693,14.8757,14.7956,14.4556,13.9318,12.692
5/31/2016 15:34:16,14.684,14.8726,14.7927,14.4536,13.9307,12.66
5/31/2016 15:37:09,14.684,14.869,14.7893,14.4513,13.9294,12.66
5/31/2016 15:40:36,14.684,14.8646,14.7853,14.4485,13.9278,12.66
5/31/2016 15:41:52,14.684,14.863,14.7838,14.4475,13.9273,12.66
5/31/2016 15:44:16,14.703,14.86,14.781,14.4455,13.9262,12.641
5/31/2016 15:47:09,14.703,14.8564,14.7776,14.4432,13.9248,12.641
5/31/2016 15:50:36,14.703,14.8522,14.7736,14.4404,13.9233,12.641
5/31/2016 15:51:52,14.703,14.8506,14.7721,14.4393,13.9227,12.641
5/31/2016 15:54:16,14.711,14.8477,14.7693,14.4374,13.9216,12.641
5/31/2016 15:57:09,14.711,14.8443,14.766,14.435,13.9203,12.641
5/31/2016 16:00:36,14.711,14.8403,14.762,14.4322,13.9187,12.641
5/31/2016 16:01:52,14.711,14.8389,14.7605,14.4312,13.9181,12.641
5/31/2016 16:04:16,14.711,14.8362,14.7578,14.4293,13.917,12.662
5/31/2016 16:07:09,14.711,14.8331,14.7545,14.4269,13.9157,12.662
