Specific discharge calculated as: THETA    *  SAT   *    VZ (from the obsPoints.out file). NaN may mean q is variable through the column, an unrealistic numerical result of the model.
5/31/2016 13:41:52,2.03948796E-33
5/31/2016 13:44:16,2.0393727E-33
5/31/2016 13:47:09,2.03924214E-33
5/31/2016 13:50:36,2.03909322E-33
5/31/2016 13:51:52,2.03903916E-33
5/31/2016 13:54:16,2.0152701E-33
5/31/2016 13:57:09,2.01514362E-33
5/31/2016 14:00:36,2.01500184E-33
5/31/2016 14:01:52,2.01495798E-33
5/31/2016 14:04:16,2.0148315E-33
5/31/2016 14:07:09,2.01470808E-33
5/31/2016 14:10:36,2.01456732E-33
5/31/2016 14:11:52,2.01451632E-33
5/31/2016 14:14:16,2.01438066E-33
5/31/2016 14:17:09,2.01424806E-33
5/31/2016 14:20:36,2.01409914E-33
5/31/2016 14:21:52,2.01404202E-33
5/31/2016 14:24:16,2.01392166E-33
5/31/2016 14:27:09,2.01378192E-33
5/31/2016 14:30:36,2.01362586E-33
5/31/2016 14:31:52,2.01356976E-33
5/31/2016 14:34:16,2.06082738E-33
5/31/2016 14:37:09,2.060706E-33
5/31/2016 14:40:36,2.06055402E-33
5/31/2016 14:41:52,2.06050098E-33
5/31/2016 14:44:16,2.08407114E-33
5/31/2016 14:47:09,2.08395486E-33
5/31/2016 14:50:36,2.0838141E-33
5/31/2016 14:51:52,2.08376514E-33
5/31/2016 14:54:16,2.10733428E-33
5/31/2016 14:57:09,2.107218E-33
5/31/2016 15:00:36,2.10708336E-33
5/31/2016 15:01:52,2.10703644E-33
5/31/2016 15:04:16,2.10698136E-33
5/31/2016 15:07:09,2.10686508E-33
5/31/2016 15:10:36,2.10673044E-33
5/31/2016 15:11:52,2.10669066E-33
5/31/2016 15:14:16,2.08292364E-33
5/31/2016 15:17:09,2.0828043E-33
5/31/2016 15:20:36,2.08267884E-33
5/31/2016 15:21:52,2.08263294E-33
5/31/2016 15:24:16,2.10620616E-33
5/31/2016 15:27:09,2.1061011E-33
5/31/2016 15:30:36,2.10596034E-33
5/31/2016 15:31:52,2.10591852E-33
5/31/2016 15:34:16,2.10570024E-33
5/31/2016 15:37:09,2.10564108E-33
5/31/2016 15:40:36,2.10551052E-33
5/31/2016 15:41:52,2.10545442E-33
5/31/2016 15:44:16,2.0816925E-33
5/31/2016 15:47:09,2.08157724E-33
5/31/2016 15:50:36,2.08144872E-33
5/31/2016 15:51:52,2.08139874E-33
5/31/2016 15:54:16,2.0340177E-33
5/31/2016 15:57:09,2.03390958E-33
5/31/2016 16:00:36,2.03378616E-33
5/31/2016 16:01:52,2.0337423E-33
5/31/2016 16:04:16,2.03369436E-33
5/31/2016 16:07:09,2.0335944E-33
5/31/2016 16:10:36,2.03347506E-33
5/31/2016 16:11:52,2.03343936E-33
5/31/2016 16:14:16,2.03337612E-33
5/31/2016 16:17:09,2.03328228E-33
5/31/2016 16:20:36,2.0331711E-33
5/31/2016 16:21:52,2.0331354E-33
5/31/2016 16:24:16,2.08029612E-33
5/31/2016 16:27:09,2.08018902E-33
5/31/2016 16:30:36,2.08009314E-33
5/31/2016 16:31:52,2.08004928E-33
5/31/2016 16:34:16,2.0799279E-33
5/31/2016 16:37:09,2.07984936E-33
5/31/2016 16:40:36,2.07973206E-33
5/31/2016 16:41:52,2.0796882E-33
5/31/2016 16:44:16,2.05602114E-33
5/31/2016 16:47:09,2.05591914E-33
5/31/2016 16:50:36,2.05580286E-33
5/31/2016 16:51:52,2.0557692E-33
5/31/2016 16:54:16,2.10287382E-33
5/31/2016 16:57:09,2.1027555E-33
5/31/2016 17:00:36,2.10265146E-33
5/31/2016 17:01:52,2.10259944E-33
5/31/2016 17:04:16,2.10252396E-33
5/31/2016 17:07:09,2.10242604E-33
5/31/2016 17:10:36,2.10230772E-33
5/31/2016 17:11:52,2.10226692E-33
5/31/2016 17:14:16,2.07855804E-33
5/31/2016 17:17:09,2.0784489E-33
5/31/2016 17:20:36,2.07834588E-33
5/31/2016 17:21:52,2.07830712E-33
5/31/2016 17:24:16,2.0546013E-33
5/31/2016 17:27:09,2.05449216E-33
5/31/2016 17:30:36,2.05438812E-33
5/31/2016 17:31:52,2.05434426E-33
5/31/2016 17:34:16,2.03066394E-33
5/31/2016 17:37:09,2.0305599E-33
5/31/2016 17:40:36,2.03044974E-33
5/31/2016 17:41:52,2.03040996E-33
5/31/2016 17:44:16,2.03033448E-33
5/31/2016 17:47:09,2.0302437E-33
5/31/2016 17:50:36,2.03013558E-33
5/31/2016 17:51:52,2.03009682E-33
5/31/2016 17:54:16,2.0772249E-33
5/31/2016 17:57:09,2.07714024E-33
5/31/2016 18:00:36,2.07703416E-33
5/31/2016 18:01:52,2.0769954E-33
5/31/2016 18:04:16,2.05331406E-33
5/31/2016 18:07:09,2.05320798E-33
5/31/2016 18:10:36,2.05309374E-33
5/31/2016 18:11:52,2.0530509E-33
5/31/2016 18:14:16,2.02939608E-33
5/31/2016 18:17:09,2.0293002E-33
5/31/2016 18:20:36,2.0291982E-33
5/31/2016 18:21:52,2.0291625E-33
5/31/2016 18:24:16,2.02906968E-33
5/31/2016 18:27:09,2.0289687E-33
5/31/2016 18:30:36,2.0288514E-33
5/31/2016 18:31:52,2.02880856E-33
5/31/2016 18:34:16,2.02870758E-33
5/31/2016 18:37:09,2.02859538E-33
5/31/2016 18:40:36,2.0284689E-33
5/31/2016 18:41:52,2.02842198E-33
5/31/2016 18:44:16,2.02833426E-33
5/31/2016 18:47:09,2.02823328E-33
5/31/2016 18:50:36,2.02811394E-33
5/31/2016 18:51:52,2.02807008E-33
5/31/2016 18:54:16,2.02799154E-33
5/31/2016 18:57:09,2.02789566E-33
5/31/2016 19:00:36,2.02778448E-33
5/31/2016 19:01:52,2.02774368E-33
5/31/2016 19:04:16,2.05123428E-33
5/31/2016 19:07:09,2.05115064E-33
5/31/2016 19:10:36,2.05104048E-33
5/31/2016 19:11:52,2.05100172E-33
5/31/2016 19:14:16,2.05092624E-33
5/31/2016 19:17:09,2.05083648E-33
5/31/2016 19:20:36,2.0507304E-33
5/31/2016 19:21:52,2.05069062E-33
5/31/2016 19:24:16,2.003484E-33
5/31/2016 19:27:09,2.0033922E-33
5/31/2016 19:30:36,2.00328918E-33
5/31/2016 19:31:52,2.00325348E-33
5/31/2016 19:34:16,2.0031678E-33
5/31/2016 19:37:09,2.0030709E-33
5/31/2016 19:40:36,2.00296074E-33
5/31/2016 19:41:52,2.00292198E-33
5/31/2016 19:44:16,2.0263779E-33
5/31/2016 19:47:09,2.02629426E-33
5/31/2016 19:50:36,2.0261637E-33
5/31/2016 19:51:52,2.02611678E-33
5/31/2016 19:54:16,2.04953088E-33
5/31/2016 19:57:09,2.04942888E-33
5/31/2016 20:00:36,2.04929628E-33
5/31/2016 20:01:52,2.0492412E-33
5/31/2016 20:04:16,2.04916878E-33
5/31/2016 20:07:09,2.04905964E-33
5/31/2016 20:10:36,2.04893418E-33
5/31/2016 20:11:52,2.0488893E-33
5/31/2016 20:14:16,2.04882606E-33
5/31/2016 20:17:09,2.04872814E-33
5/31/2016 20:20:36,2.04861492E-33
5/31/2016 20:21:52,2.04857412E-33
5/31/2016 20:24:16,2.04849762E-33
5/31/2016 20:27:09,2.04840582E-33
5/31/2016 20:30:36,2.04829668E-33
5/31/2016 20:31:52,2.04825996E-33
5/31/2016 20:34:16,2.02460208E-33
5/31/2016 20:37:09,2.02448682E-33
5/31/2016 20:40:36,2.02437054E-33
5/31/2016 20:41:52,2.02432362E-33
5/31/2016 20:44:16,2.00066268E-33
5/31/2016 20:47:09,2.000526E-33
5/31/2016 20:50:36,2.00038728E-33
5/31/2016 20:51:52,2.00033118E-33
5/31/2016 20:54:16,2.04728586E-33
5/31/2016 20:57:09,2.04718896E-33
5/31/2016 21:00:36,2.04703698E-33
5/31/2016 21:01:52,2.04698088E-33
5/31/2016 21:04:16,2.07041028E-33
5/31/2016 21:07:09,2.07031644E-33
5/31/2016 21:10:36,2.07018384E-33
5/31/2016 21:11:52,2.07013488E-33
5/31/2016 21:14:16,2.04653514E-33
5/31/2016 21:17:09,2.04642498E-33
5/31/2016 21:20:36,2.0463036E-33
5/31/2016 21:21:52,2.04625974E-33
5/31/2016 21:24:16,2.04616284E-33
5/31/2016 21:27:09,2.0460537E-33
5/31/2016 21:30:36,2.04592518E-33
5/31/2016 21:31:52,2.04587826E-33
5/31/2016 21:34:16,2.02225404E-33
5/31/2016 21:37:09,2.02211226E-33
5/31/2016 21:40:36,2.02197048E-33
5/31/2016 21:41:52,2.02191642E-33
5/31/2016 21:44:16,2.02181034E-33
5/31/2016 21:47:09,2.02169202E-33
5/31/2016 21:50:36,2.02155534E-33
5/31/2016 21:51:52,2.02150434E-33
5/31/2016 21:54:16,2.04490722E-33
5/31/2016 21:57:09,2.0448144E-33
5/31/2016 22:00:36,2.04468384E-33
5/31/2016 22:01:52,2.0446359E-33
5/31/2016 22:04:16,2.02104432E-33
5/31/2016 22:07:09,2.02092192E-33
5/31/2016 22:10:36,2.0207934E-33
5/31/2016 22:11:52,2.02074546E-33
5/31/2016 22:14:16,1.97362146E-33
5/31/2016 22:17:09,1.97349294E-33
5/31/2016 22:20:36,1.97336136E-33
5/31/2016 22:21:52,1.97330628E-33
5/31/2016 22:24:16,2.02018752E-33
5/31/2016 22:27:09,2.02009164E-33
5/31/2016 22:30:36,2.01992844E-33
5/31/2016 22:31:52,2.0198754E-33
5/31/2016 22:34:16,2.06668218E-33
5/31/2016 22:37:09,2.0665608E-33
5/31/2016 22:40:36,2.06643432E-33
5/31/2016 22:41:52,2.06637312E-33
5/31/2016 22:44:16,2.08971276E-33
5/31/2016 22:47:09,2.08959546E-33
5/31/2016 22:50:36,2.0894598E-33
5/31/2016 22:51:52,2.08940064E-33
5/31/2016 22:54:16,1.99537908E-33
5/31/2016 22:57:09,1.99523628E-33
5/31/2016 23:00:36,1.9950843E-33
5/31/2016 23:01:52,1.99502616E-33
5/31/2016 23:04:16,2.04187986E-33
5/31/2016 23:07:09,2.04173298E-33
5/31/2016 23:10:36,2.04157488E-33
5/31/2016 23:11:52,2.04151674E-33
5/31/2016 23:14:16,2.11177434E-33
5/31/2016 23:17:09,2.11166112E-33
5/31/2016 23:20:36,2.1115071E-33
5/31/2016 23:21:52,2.1114459E-33
5/31/2016 23:24:16,2.08787676E-33
5/31/2016 23:27:09,2.08774722E-33
5/31/2016 23:30:36,2.0876034E-33
5/31/2016 23:31:52,2.0875473E-33
5/31/2016 23:34:16,2.04053448E-33
5/31/2016 23:37:09,2.04039882E-33
5/31/2016 23:40:36,2.04025296E-33
5/31/2016 23:41:52,2.04019686E-33
5/31/2016 23:44:16,1.99320138E-33
5/31/2016 23:47:09,1.99307592E-33
5/31/2016 23:50:36,1.99293924E-33
5/31/2016 23:51:52,1.99288722E-33
5/31/2016 23:54:16,1.99276686E-33
5/31/2016 23:57:09,1.99263018E-33
6/1/2016 0:00:36,1.99248024E-33
6/1/2016 0:01:52,1.99242312E-33
6/1/2016 0:04:16,1.9923099E-33
6/1/2016 0:07:09,1.9921824E-33
6/1/2016 0:10:36,1.99203654E-33
6/1/2016 0:11:52,1.99198146E-33
6/1/2016 0:14:16,2.01530478E-33
6/1/2016 0:17:09,2.01520482E-33
6/1/2016 0:20:36,2.01506406E-33
6/1/2016 0:21:52,2.01501306E-33
6/1/2016 0:24:16,2.06175762E-33
6/1/2016 0:27:09,2.06164542E-33
6/1/2016 0:30:36,2.06149548E-33
6/1/2016 0:31:52,2.06144142E-33
6/1/2016 0:34:16,2.03792226E-33
6/1/2016 0:37:09,2.03779578E-33
6/1/2016 0:40:36,2.03765502E-33
6/1/2016 0:41:52,2.03760402E-33
6/1/2016 0:44:16,1.9906371E-33
6/1/2016 0:47:09,1.99048818E-33
6/1/2016 0:50:36,1.99032804E-33
6/1/2016 0:51:52,1.9902699E-33
6/1/2016 0:54:16,1.96676298E-33
6/1/2016 0:57:09,1.96663038E-33
6/1/2016 1:00:36,1.9664886E-33
6/1/2016 1:01:52,1.96643454E-33
6/1/2016 1:04:16,1.96634682E-33
6/1/2016 1:07:09,1.96623972E-33
6/1/2016 1:10:36,1.9661112E-33
6/1/2016 1:11:52,1.96606224E-33
6/1/2016 1:14:16,1.96590924E-33
6/1/2016 1:17:09,1.96583172E-33
6/1/2016 1:20:36,1.96570728E-33
6/1/2016 1:21:52,1.9656573E-33
6/1/2016 1:24:16,1.96555836E-33
6/1/2016 1:27:09,1.9654227E-33
6/1/2016 1:30:36,1.96527684E-33
6/1/2016 1:31:52,1.96522482E-33
6/1/2016 1:34:16,1.96511874E-33
6/1/2016 1:37:09,1.96498002E-33
6/1/2016 1:40:36,1.9648311E-33
6/1/2016 1:41:52,1.964775E-33
6/1/2016 1:44:16,1.96464036E-33
6/1/2016 1:47:09,1.96451898E-33
6/1/2016 1:50:36,1.9643772E-33
6/1/2016 1:51:52,1.96432008E-33
6/1/2016 1:54:16,2.03434716E-33
6/1/2016 1:57:09,2.03423496E-33
6/1/2016 2:00:36,2.0340942E-33
6/1/2016 2:01:52,2.03403912E-33
6/1/2016 2:04:16,1.98719154E-33
6/1/2016 2:07:09,1.98706914E-33
6/1/2016 2:10:36,1.9869345E-33
6/1/2016 2:11:52,1.98688452E-33
6/1/2016 2:14:16,1.94003592E-33
6/1/2016 2:17:09,1.93991046E-33
6/1/2016 2:20:36,1.93977174E-33
6/1/2016 2:21:52,1.93972176E-33
6/1/2016 2:24:16,1.93960956E-33
6/1/2016 2:27:09,1.93948308E-33
6/1/2016 2:30:36,1.93934028E-33
6/1/2016 2:31:52,1.93928622E-33
6/1/2016 2:34:16,2.03262234E-33
6/1/2016 2:37:09,2.03248566E-33
6/1/2016 2:40:36,2.03233062E-33
6/1/2016 2:41:52,2.03227452E-33
6/1/2016 2:44:16,2.1022302E-33
6/1/2016 2:47:09,2.10211698E-33
6/1/2016 2:50:36,2.10195786E-33
6/1/2016 2:51:52,2.10190074E-33
6/1/2016 2:54:16,1.98503934E-33
6/1/2016 2:57:09,1.98491898E-33
6/1/2016 3:00:36,1.9847823E-33
6/1/2016 3:01:52,1.98473232E-33
6/1/2016 3:04:16,2.00797914E-33
6/1/2016 3:07:09,2.0078751E-33
6/1/2016 3:10:36,2.00774454E-33
6/1/2016 3:11:52,2.00769762E-33
6/1/2016 3:14:16,2.05427592E-33
6/1/2016 3:17:09,2.05416372E-33
6/1/2016 3:20:36,2.0540199E-33
6/1/2016 3:21:52,2.05396992E-33
6/1/2016 3:24:16,2.05380366E-33
6/1/2016 3:27:09,2.05371186E-33
6/1/2016 3:30:36,2.05357518E-33
6/1/2016 3:31:52,2.05351806E-33
6/1/2016 3:34:16,2.05334364E-33
6/1/2016 3:37:09,2.05320594E-33
6/1/2016 3:40:36,2.05304784E-33
6/1/2016 3:41:52,2.05298154E-33
6/1/2016 3:44:16,2.02956744E-33
6/1/2016 3:47:09,2.02941852E-33
6/1/2016 3:50:36,2.0292594E-33
6/1/2016 3:51:52,2.0292033E-33
6/1/2016 3:54:16,2.05239504E-33
6/1/2016 3:57:09,2.05228182E-33
6/1/2016 4:00:36,2.052138E-33
6/1/2016 4:01:52,2.0520819E-33
6/1/2016 4:04:16,2.05195032E-33
6/1/2016 4:07:09,2.05184424E-33
6/1/2016 4:10:36,2.05170246E-33
6/1/2016 4:11:52,2.05164738E-33
6/1/2016 4:14:16,2.02824654E-33
6/1/2016 4:17:09,2.02811904E-33
6/1/2016 4:20:36,2.02798134E-33
6/1/2016 4:21:52,2.02793034E-33
6/1/2016 4:24:16,2.07444744E-33
6/1/2016 4:27:09,2.07433932E-33
6/1/2016 4:30:36,2.07420366E-33
6/1/2016 4:31:52,2.0741547E-33
6/1/2016 4:34:16,2.0507508E-33
6/1/2016 4:37:09,2.05061718E-33
6/1/2016 4:40:36,2.05047642E-33
6/1/2016 4:41:52,2.0504244E-33
6/1/2016 4:44:16,1.9804371E-33
6/1/2016 4:47:09,1.98031164E-33
6/1/2016 4:50:36,1.98017802E-33
6/1/2016 4:51:52,1.98012804E-33
6/1/2016 4:54:16,1.980024E-33
6/1/2016 4:57:09,1.97990262E-33
6/1/2016 5:00:36,1.97976492E-33
6/1/2016 5:01:52,1.97971494E-33
6/1/2016 5:04:16,2.04945948E-33
6/1/2016 5:07:09,2.04934932E-33
6/1/2016 5:10:36,2.04918714E-33
6/1/2016 5:11:52,2.04913104E-33
6/1/2016 5:14:16,2.11886844E-33
6/1/2016 5:17:09,2.1187593E-33
6/1/2016 5:20:36,2.11860324E-33
6/1/2016 5:21:52,2.11854816E-33
6/1/2016 5:24:16,2.1417195E-33
6/1/2016 5:27:09,2.14161036E-33
6/1/2016 5:30:36,2.14146654E-33
6/1/2016 5:31:52,2.14141452E-33
6/1/2016 5:34:16,2.09477502E-33
6/1/2016 5:37:09,2.09465568E-33
6/1/2016 5:40:36,2.09452002E-33
6/1/2016 5:41:52,2.0944731E-33
6/1/2016 5:44:16,2.04784584E-33
6/1/2016 5:47:09,2.0477316E-33
6/1/2016 5:50:36,2.0476041E-33
6/1/2016 5:51:52,2.0475582E-33
6/1/2016 5:54:16,2.0707122E-33
6/1/2016 5:57:09,2.07060816E-33
6/1/2016 6:00:36,2.07046638E-33
6/1/2016 6:01:52,2.07041538E-33
6/1/2016 6:04:16,2.02380036E-33
6/1/2016 6:07:09,2.02368204E-33
6/1/2016 6:10:36,2.02354944E-33
6/1/2016 6:11:52,2.02350456E-33
6/1/2016 6:14:16,2.00014044E-33
6/1/2016 6:17:09,1.99999662E-33
6/1/2016 6:20:36,1.9998528E-33
6/1/2016 6:21:52,1.99979976E-33
6/1/2016 6:24:16,2.06945454E-33
6/1/2016 6:27:09,2.06935254E-33
6/1/2016 6:30:36,2.06921484E-33
6/1/2016 6:31:52,2.06916486E-33
6/1/2016 6:34:16,2.06907408E-33
6/1/2016 6:37:09,2.06897514E-33
6/1/2016 6:40:36,2.0688507E-33
6/1/2016 6:41:52,2.0688048E-33
6/1/2016 6:44:16,2.0454315E-33
6/1/2016 6:47:09,2.04530298E-33
6/1/2016 6:50:36,2.04517038E-33
6/1/2016 6:51:52,2.0451153E-33
6/1/2016 6:54:16,2.0217675E-33
6/1/2016 6:57:09,2.02164E-33
6/1/2016 7:00:36,2.02150638E-33
6/1/2016 7:01:52,2.02145334E-33
6/1/2016 7:04:16,1.97493828E-33
6/1/2016 7:07:09,1.97482302E-33
6/1/2016 7:10:36,1.97469654E-33
6/1/2016 7:11:52,1.97465778E-33
6/1/2016 7:14:16,1.97453334E-33
6/1/2016 7:17:09,1.9744548E-33
6/1/2016 7:20:36,1.97433648E-33
6/1/2016 7:21:52,1.9742916E-33
6/1/2016 7:24:16,2.02063734E-33
6/1/2016 7:27:09,2.02053432E-33
6/1/2016 7:30:36,2.02042008E-33
6/1/2016 7:31:52,2.02037214E-33
6/1/2016 7:34:16,2.066724E-33
6/1/2016 7:37:09,2.0666271E-33
6/1/2016 7:40:36,2.0665047E-33
6/1/2016 7:41:52,2.06645982E-33
6/1/2016 7:44:16,2.08958322E-33
6/1/2016 7:47:09,2.08948938E-33
6/1/2016 7:50:36,2.08936902E-33
6/1/2016 7:51:52,2.08932516E-33
6/1/2016 7:54:16,2.06600184E-33
6/1/2016 7:57:09,2.06588046E-33
6/1/2016 8:00:36,2.0657754E-33
6/1/2016 8:01:52,2.06572338E-33
6/1/2016 8:04:16,2.06565912E-33
6/1/2016 8:07:09,2.06556018E-33
6/1/2016 8:10:36,2.0654388E-33
6/1/2016 8:11:52,2.065398E-33
6/1/2016 8:14:16,2.06533272E-33
6/1/2016 8:17:09,2.06523786E-33
6/1/2016 8:20:36,2.06512464E-33
6/1/2016 8:21:52,2.0650869E-33
6/1/2016 8:24:16,1.99538928E-33
6/1/2016 8:27:09,1.99527504E-33
6/1/2016 8:30:36,1.99524342E-33
6/1/2016 8:31:52,1.99520772E-33
6/1/2016 8:34:16,1.97197416E-33
6/1/2016 8:37:09,1.97188542E-33
6/1/2016 8:40:36,1.97181504E-33
6/1/2016 8:41:52,1.97179056E-33
6/1/2016 8:44:16,1.94852028E-33
6/1/2016 8:47:09,1.9484295E-33
6/1/2016 8:50:36,1.94835096E-33
6/1/2016 8:51:52,1.9483173E-33
6/1/2016 8:54:16,1.97146212E-33
6/1/2016 8:57:09,1.9714356E-33
6/1/2016 9:00:36,1.97137032E-33
6/1/2016 9:01:52,1.9713489E-33
6/1/2016 9:04:16,1.99449882E-33
6/1/2016 9:07:09,1.99445904E-33
6/1/2016 9:10:36,1.99439478E-33
6/1/2016 9:11:52,1.99437642E-33
6/1/2016 9:14:16,2.04074052E-33
6/1/2016 9:17:09,2.04071808E-33
6/1/2016 9:20:36,2.0406732E-33
6/1/2016 9:21:52,2.04065892E-33
6/1/2016 9:24:16,2.01746004E-33
6/1/2016 9:27:09,2.0173968E-33
6/1/2016 9:30:36,2.01736722E-33
6/1/2016 9:31:52,2.01735396E-33
6/1/2016 9:34:16,2.01732846E-33
6/1/2016 9:37:09,2.01729582E-33
6/1/2016 9:40:36,2.0172489E-33
6/1/2016 9:41:52,2.01723564E-33
6/1/2016 9:44:16,2.0172183E-33
6/1/2016 9:47:09,2.01719382E-33
6/1/2016 9:50:36,2.01715506E-33
6/1/2016 9:51:52,2.01714078E-33
6/1/2016 9:54:16,2.06347632E-33
6/1/2016 9:57:09,2.06344878E-33
6/1/2016 10:00:36,2.0634039E-33
6/1/2016 10:01:52,2.06338758E-33
6/1/2016 10:04:16,2.06338044E-33
6/1/2016 10:07:09,2.06336718E-33
6/1/2016 10:10:36,2.0633376E-33
6/1/2016 10:11:52,2.06332536E-33
6/1/2016 10:14:16,2.04016932E-33
6/1/2016 10:17:09,2.04016524E-33
6/1/2016 10:20:36,2.04014994E-33
6/1/2016 10:21:52,2.04014994E-33
6/1/2016 10:24:16,2.06336004E-33
6/1/2016 10:27:09,2.06339166E-33
6/1/2016 10:30:36,2.06340288E-33
6/1/2016 10:31:52,2.06341206E-33
6/1/2016 10:34:16,2.01708468E-33
6/1/2016 10:37:09,2.0171418E-33
6/1/2016 10:40:36,2.01717342E-33
6/1/2016 10:41:52,2.01719178E-33
6/1/2016 10:44:16,1.94765124E-33
6/1/2016 10:47:09,1.94771856E-33
6/1/2016 10:50:36,1.94776854E-33
6/1/2016 10:51:52,1.9477869E-33
6/1/2016 10:54:16,1.92462984E-33
6/1/2016 10:57:09,1.92469104E-33
6/1/2016 11:00:36,1.9247298E-33
6/1/2016 11:01:52,1.9247502E-33
6/1/2016 11:04:16,1.90169106E-33
6/1/2016 11:07:09,1.9017492E-33
6/1/2016 11:10:36,1.9018155E-33
6/1/2016 11:11:52,1.90184916E-33
6/1/2016 11:14:16,1.9251072E-33
6/1/2016 11:17:09,1.92521124E-33
6/1/2016 11:20:36,1.92529896E-33
6/1/2016 11:21:52,1.92533568E-33
6/1/2016 11:24:16,2.01824646E-33
6/1/2016 11:27:09,2.01835662E-33
6/1/2016 11:30:36,2.01845148E-33
6/1/2016 11:31:52,2.01849942E-33
6/1/2016 11:34:16,2.0418207E-33
6/1/2016 11:37:09,2.04194004E-33
6/1/2016 11:40:36,2.04205428E-33
6/1/2016 11:41:52,2.04210426E-33
6/1/2016 11:44:16,2.0189523E-33
6/1/2016 11:47:09,2.01910122E-33
6/1/2016 11:50:36,2.01922362E-33
6/1/2016 11:51:52,2.01927156E-33
6/1/2016 11:54:16,2.01938784E-33
6/1/2016 11:57:09,2.01952656E-33
6/1/2016 12:00:36,2.01966324E-33
6/1/2016 12:01:52,2.0197173E-33
6/1/2016 12:04:16,1.99665E-33
6/1/2016 12:07:09,1.9968285E-33
6/1/2016 12:10:36,1.99698966E-33
6/1/2016 12:11:52,1.99706004E-33
6/1/2016 12:14:16,1.97393766E-33
6/1/2016 12:17:09,1.9741896E-33
