----------------------------------------------
PZ-In TotHead [m]: 
    2016/06/12 14:30:00 428.481550 
    2016/06/12 14:40:00 428.482550 
    2016/06/12 14:50:00 428.481217 
    2016/06/12 15:00:00 428.483050 
    2016/06/12 15:10:00 428.484800 
    2016/06/12 15:20:00 428.484133 
    2016/06/12 15:30:00 428.485300 
    2016/06/12 15:40:00 428.483717 
    2016/06/12 15:50:00 428.483800 
    2016/06/12 16:00:00 428.482050 
    2016/06/12 16:10:00 428.481217 
    2016/06/12 16:20:00 428.476550 
    2016/06/12 16:30:00 428.480050 
    2016/06/12 16:40:00 428.480717 
    2016/06/12 16:50:00 428.478967 
    2016/06/12 17:00:00 428.478550 
    2016/06/12 17:10:00 428.479717 
    2016/06/12 17:20:00 428.481467 
    2016/06/12 17:30:00 428.480300 
    2016/06/12 17:40:00 428.480300 
    2016/06/12 17:50:00 428.479717 
    2016/06/12 18:00:00 428.485550 
    2016/06/12 18:10:00 428.474467 
    2016/06/12 18:20:00 428.490133 
    2016/06/12 18:30:00 428.483550 
    2016/06/12 18:40:00 428.488967 
    2016/06/12 18:50:00 428.486467 
    2016/06/12 19:00:00 428.487300 
    2016/06/12 19:10:00 428.493133 
    2016/06/12 19:20:00 428.490800 
    2016/06/12 19:30:00 428.492550 
    2016/06/12 19:40:00 428.492550 
    2016/06/12 19:50:00 428.490717 
    2016/06/12 20:00:00 428.495800 
    2016/06/12 20:10:00 428.484133 
    2016/06/12 20:20:00 428.492883 
    2016/06/12 20:30:00 428.506300 
    2016/06/12 20:40:00 428.512883 
    2016/06/12 20:50:00 428.511133 
    2016/06/12 21:00:00 428.513300 
    2016/06/12 21:10:00 428.506883 
    2016/06/12 21:20:00 428.516883 
    2016/06/12 21:30:00 428.515050 
    2016/06/12 21:40:00 428.515050 
    2016/06/12 21:50:00 428.517383 
    2016/06/12 22:00:00 428.529050 
    2016/06/12 22:10:00 428.531383 
    2016/06/12 22:20:00 428.536383 
    2016/06/12 22:30:00 428.539300 
    2016/06/12 22:40:00 428.538967 
    2016/06/12 22:50:00 428.544883 
    2016/06/12 23:00:00 428.545300 
    2016/06/12 23:10:00 428.544133 
    2016/06/12 23:20:00 428.550467 
    2016/06/12 23:30:00 428.548550 
    2016/06/12 23:40:00 428.545800 
    2016/06/12 23:50:00 428.556883 
    2016/06/13 00:00:00 428.555550 
    2016/06/13 00:10:00 428.552800 
    2016/06/13 00:20:00 428.556383 
    2016/06/13 00:30:00 428.559050 
    2016/06/13 00:40:00 428.556133 
    2016/06/13 00:50:00 428.559050 
    2016/06/13 01:00:00 428.559050 
    2016/06/13 01:10:00 428.556717 
    2016/06/13 01:20:00 428.561383 
    2016/06/13 01:30:00 428.562550 
    2016/06/13 01:40:00 428.560217 
    2016/06/13 01:50:00 428.561383 
    2016/06/13 02:00:00 428.562550 
    2016/06/13 02:10:00 428.557883 
    2016/06/13 02:20:00 428.563133 
    2016/06/13 02:30:00 428.560800 
    2016/06/13 02:40:00 428.566050 
    2016/06/13 02:50:00 428.561467 
    2016/06/13 03:00:00 428.560300 
    2016/06/13 03:10:00 428.556217 
    2016/06/13 03:20:00 428.560300 
    2016/06/13 03:30:00 428.560300 
    2016/06/13 03:40:00 428.560300 
    2016/06/13 03:50:00 428.564967 
    2016/06/13 04:00:00 428.560300 
    2016/06/13 04:10:00 428.559133 
    2016/06/13 04:20:00 428.557383 
    2016/06/13 04:30:00 428.559050 
    2016/06/13 04:40:00 428.559800 
    2016/06/13 04:50:00 428.559883 
    2016/06/13 05:00:00 428.559050 
    2016/06/13 05:10:00 428.557967 
    2016/06/13 05:20:00 428.557967 
    2016/06/13 05:30:00 428.556800 
    2016/06/13 05:40:00 428.557883 
    2016/06/13 05:50:00 428.556717 
    2016/06/13 06:00:00 428.557300 
    2016/06/13 06:10:00 428.557383 
    2016/06/13 06:20:00 428.556800 
    2016/06/13 06:30:00 428.555050 
    2016/06/13 06:40:00 428.556217 
    2016/06/13 06:50:00 428.556217 
    2016/06/13 07:00:00 428.556800 
    2016/06/13 07:10:00 428.554467 
    2016/06/13 07:20:00 428.553883 
    2016/06/13 07:30:00 428.556800 
    2016/06/13 07:40:00 428.555050 
    2016/06/13 07:50:00 428.556800 
    2016/06/13 08:00:00 428.555050 
    2016/06/13 08:10:00 428.550967 
    2016/06/13 08:20:00 428.552717 
    2016/06/13 08:30:00 428.555050 
    2016/06/13 08:40:00 428.555633 
    2016/06/13 08:50:00 428.552717 
    2016/06/13 09:00:00 428.553300 
    2016/06/13 09:10:00 428.552717 
    2016/06/13 09:20:00 428.550967 
    2016/06/13 09:30:00 428.549800 
    2016/06/13 09:40:00 428.552550 
    2016/06/13 09:50:00 428.549550 
    2016/06/13 10:00:00 428.546300 
    2016/06/13 10:10:00 428.548550 
    2016/06/13 10:20:00 428.548550 
    2016/06/13 10:30:00 428.548550 
    2016/06/13 10:40:00 428.547550 
    2016/06/13 10:50:00 428.546967 
    2016/06/13 11:00:00 428.543300 
    2016/06/13 11:10:00 428.545633 
    2016/06/13 11:20:00 428.546800 
    2016/06/13 11:30:00 428.546800 
    2016/06/13 11:40:00 428.545050 
    2016/06/13 11:50:00 428.545633 
    2016/06/13 12:00:00 428.543300 
    2016/06/13 12:10:00 428.543300 
    2016/06/13 12:20:00 428.542133 
    2016/06/13 12:30:00 428.541550 
    2016/06/13 12:40:00 428.539800 
    2016/06/13 12:50:00 428.538133 
    2016/06/13 13:00:00 428.538300 
    2016/06/13 13:10:00 428.538300 
    2016/06/13 13:20:00 428.538800 
    2016/06/13 13:30:00 428.538050 
    2016/06/13 13:40:00 428.538050 
    2016/06/13 13:50:00 428.540467 
    2016/06/13 14:00:00 428.540050 
    2016/06/13 14:10:00 428.537133 
    2016/06/13 14:20:00 428.536550 
    2016/06/13 14:30:00 428.538300 
    2016/06/13 14:40:00 428.536967 
    2016/06/13 14:50:00 428.538133 
    2016/06/13 15:00:00 428.536550 
    2016/06/13 15:10:00 428.537717 
    2016/06/13 15:20:00 428.538800 
    2016/06/13 15:30:00 428.539800 
    2016/06/13 15:40:00 428.538050 
    2016/06/13 15:50:00 428.537550 
    2016/06/13 16:00:00 428.537050 
    2016/06/13 16:10:00 428.535300 
    2016/06/13 16:20:00 428.535883 
    2016/06/13 16:30:00 428.535300 
    2016/06/13 16:40:00 428.536467 
    2016/06/13 16:50:00 428.533550 
    2016/06/13 17:00:00 428.533550 
    2016/06/13 17:10:00 428.536550 
    2016/06/13 17:20:00 428.535883 
    2016/06/13 17:30:00 428.538050 
    2016/06/13 17:40:00 428.539217 
    2016/06/13 17:50:00 428.538050 
    2016/06/13 18:00:00 428.538050 
    2016/06/13 18:10:00 428.537050 
    2016/06/13 18:20:00 428.537050 
    2016/06/13 18:30:00 428.538050 
    2016/06/13 18:40:00 428.538383 
    2016/06/13 18:50:00 428.537300 
    2016/06/13 19:00:00 428.540050 
    2016/06/13 19:10:00 428.538300 
    2016/06/13 19:20:00 428.538300 
    2016/06/13 19:30:00 428.538300 
    2016/06/13 19:40:00 428.536550 
    2016/06/13 19:50:00 428.537717 
    2016/06/13 20:00:00 428.534800 
    2016/06/13 20:10:00 428.538300 
    2016/06/13 20:20:00 428.539467 
    2016/06/13 20:30:00 428.538300 
    2016/06/13 20:40:00 428.540050 
    2016/06/13 20:50:00 428.540050 
    2016/06/13 21:00:00 428.539800 
    2016/06/13 21:10:00 428.539800 
    2016/06/13 21:20:00 428.539800 
    2016/06/13 21:30:00 428.541550 
    2016/06/13 21:40:00 428.541717 
    2016/06/13 21:50:00 428.539550 
    2016/06/13 22:00:00 428.542800 
    2016/06/13 22:10:00 428.539800 
    2016/06/13 22:20:00 428.540383 
    2016/06/13 22:30:00 428.543300 
    2016/06/13 22:40:00 428.540967 
    2016/06/13 22:50:00 428.540967 
    2016/06/13 23:00:00 428.541550 
    2016/06/13 23:10:00 428.541550 
    2016/06/13 23:20:00 428.541550 
    2016/06/13 23:30:00 428.541550 
    2016/06/13 23:40:00 428.542133 
    2016/06/13 23:50:00 428.541467 
    2016/06/14 00:00:00 428.543300 
    2016/06/14 00:10:00 428.541467 
    2016/06/14 00:20:00 428.542050 
    2016/06/14 00:30:00 428.542050 
    2016/06/14 00:40:00 428.542633 
    2016/06/14 00:50:00 428.542633 
    2016/06/14 01:00:00 428.542050 
    2016/06/14 01:10:00 428.542050 
    2016/06/14 01:20:00 428.540883 
    2016/06/14 01:30:00 428.540300 
    2016/06/14 01:40:00 428.540883 
    2016/06/14 01:50:00 428.544967 
    2016/06/14 02:00:00 428.545550 
    2016/06/14 02:10:00 428.546800 
    2016/06/14 02:20:00 428.544550 
    2016/06/14 02:30:00 428.543550 
    2016/06/14 02:40:00 428.544550 
    2016/06/14 02:50:00 428.545633 
    2016/06/14 03:00:00 428.546800 
    2016/06/14 03:10:00 428.543883 
    2016/06/14 03:20:00 428.542800 
    2016/06/14 03:30:00 428.543550 
    2016/06/14 03:40:00 428.545133 
    2016/06/14 03:50:00 428.544550 
    2016/06/14 04:00:00 428.543550 
    2016/06/14 04:10:00 428.544133 
    2016/06/14 04:20:00 428.545217 
    2016/06/14 04:30:00 428.545050 
    2016/06/14 04:40:00 428.546383 
    2016/06/14 04:50:00 428.546467 
    2016/06/14 05:00:00 428.545300 
    2016/06/14 05:10:00 428.544550 
    2016/06/14 05:20:00 428.545133 
    2016/06/14 05:30:00 428.545300 
    2016/06/14 05:40:00 428.544717 
    2016/06/14 05:50:00 428.547050 
    2016/06/14 06:00:00 428.547050 
    2016/06/14 06:10:00 428.547633 
    2016/06/14 06:20:00 428.545217 
    2016/06/14 06:30:00 428.545050 
    2016/06/14 06:40:00 428.547383 
    2016/06/14 06:50:00 428.547967 
    2016/06/14 07:00:00 428.546800 
    2016/06/14 07:10:00 428.547383 
    2016/06/14 07:20:00 428.547383 
    2016/06/14 07:30:00 428.546800 
    2016/06/14 07:40:00 428.546800 
    2016/06/14 07:50:00 428.545050 
    2016/06/14 08:00:00 428.545050 
    2016/06/14 08:10:00 428.545217 
    2016/06/14 08:20:00 428.546967 
    2016/06/14 08:30:00 428.545050 
    2016/06/14 08:40:00 428.546217 
    2016/06/14 08:50:00 428.544550 
    2016/06/14 09:00:00 428.543550 
    2016/06/14 09:10:00 428.542967 
    2016/06/14 09:20:00 428.538800 
    2016/06/14 09:30:00 428.541800 
    2016/06/14 09:40:00 428.542133 
    2016/06/14 09:50:00 428.540967 
    2016/06/14 10:00:00 428.538800 
    2016/06/14 10:10:00 428.541800 
    2016/06/14 10:20:00 428.540467 
    2016/06/14 10:30:00 428.540300 
    2016/06/14 10:40:00 428.538133 
    2016/06/14 10:50:00 428.540550 
    2016/06/14 11:00:00 428.540550 
    2016/06/14 11:10:00 428.537633 
    2016/06/14 11:20:00 428.535300 
    2016/06/14 11:30:00 428.537050 
    2016/06/14 11:40:00 428.539967 
    2016/06/14 11:50:00 428.537050 
    2016/06/14 12:00:00 428.535300 
    2016/06/14 12:10:00 428.535883 
    2016/06/14 12:20:00 428.538217 
    2016/06/14 12:30:00 428.537050 
    2016/06/14 12:40:00 428.539467 
    2016/06/14 12:50:00 428.534800 
    2016/06/14 13:00:00 428.532050 
    2016/06/14 13:10:00 428.533717 
    2016/06/14 13:20:00 428.534717 
    2016/06/14 13:30:00 428.537050 
    2016/06/14 13:40:00 428.538883 
    2016/06/14 13:50:00 428.537800 
    2016/06/14 14:00:00 428.536800 
    2016/06/14 14:10:00 428.537800 
    2016/06/14 14:20:00 428.537717 
    2016/06/14 14:30:00 428.536550 
    2016/06/14 14:40:00 428.537717 
    2016/06/14 14:50:00 428.538883 
    2016/06/14 15:00:00 428.540050 
    2016/06/14 15:10:00 428.541217 
    2016/06/14 15:20:00 428.540133 
    2016/06/14 15:30:00 428.542050 
    2016/06/14 15:40:00 428.542050 
    2016/06/14 15:50:00 428.539133 
    2016/06/14 16:00:00 428.542050 
    2016/06/14 16:10:00 428.542467 
    2016/06/14 16:20:00 428.540717 
    2016/06/14 16:30:00 428.542050 
    2016/06/14 16:40:00 428.540883 
    2016/06/14 16:50:00 428.541967 
    2016/06/14 17:00:00 428.540300 
    2016/06/14 17:10:00 428.540967 
    2016/06/14 17:20:00 428.538967 
    2016/06/14 17:30:00 428.542300 
    2016/06/14 17:40:00 428.542300 
    2016/06/14 17:50:00 428.542883 
    2016/06/14 18:00:00 428.542050 
    2016/06/14 18:10:00 428.545633 
    2016/06/14 18:20:00 428.547300 
    2016/06/14 18:30:00 428.547300 
    2016/06/14 18:40:00 428.546800 
    2016/06/14 18:50:00 428.547217 
    2016/06/14 19:00:00 428.548300 
    2016/06/14 19:10:00 428.549717 
    2016/06/14 19:20:00 428.548717 
    2016/06/14 19:30:00 428.547550 
    2016/06/14 19:40:00 428.550967 
    2016/06/14 19:50:00 428.551383 
    2016/06/14 20:00:00 428.552050 
    2016/06/14 20:10:00 428.550800 
    2016/06/14 20:20:00 428.549717 
    2016/06/14 20:30:00 428.552050 
    2016/06/14 20:40:00 428.552050 
    2016/06/14 20:50:00 428.554883 
    2016/06/14 21:00:00 428.555300 
    2016/06/14 21:10:00 428.554883 
    2016/06/14 21:20:00 428.554383 
    2016/06/14 21:30:00 428.555550 
    2016/06/14 21:40:00 428.554217 
    2016/06/14 21:50:00 428.555383 
    2016/06/14 22:00:00 428.553800 
    2016/06/14 22:10:00 428.554967 
    2016/06/14 22:20:00 428.555550 
    2016/06/14 22:30:00 428.555550 
    2016/06/14 22:40:00 428.556133 
    2016/06/14 22:50:00 428.552633 
    2016/06/14 23:00:00 428.554300 
    2016/06/14 23:10:00 428.553883 
    2016/06/14 23:20:00 428.555800 
    2016/06/14 23:30:00 428.556300 
    2016/06/14 23:40:00 428.556300 
    2016/06/14 23:50:00 428.555133 
    2016/06/15 00:00:00 428.556300 
    2016/06/15 00:10:00 428.556883 
    2016/06/15 00:20:00 428.557467 
    2016/06/15 00:30:00 428.557550 
    2016/06/15 00:40:00 428.560883 
    2016/06/15 00:50:00 428.561717 
    2016/06/15 01:00:00 428.563300 
    2016/06/15 01:10:00 428.565133 
    2016/06/15 01:20:00 428.567967 
    2016/06/15 01:30:00 428.571800 
    2016/06/15 01:40:00 428.573550 
    2016/06/15 01:50:00 428.576550 
    2016/06/15 02:00:00 428.579050 
    2016/06/15 02:10:00 428.582717 
    2016/06/15 02:20:00 428.585050 
    2016/06/15 02:30:00 428.587800 
    2016/06/15 02:40:00 428.590717 
    2016/06/15 02:50:00 428.591300 
    2016/06/15 03:00:00 428.591300 
    2016/06/15 03:10:00 428.593633 
    2016/06/15 03:20:00 428.595383 
    2016/06/15 03:30:00 428.594800 
    2016/06/15 03:40:00 428.594633 
    2016/06/15 03:50:00 428.595383 
    2016/06/15 04:00:00 428.598300 
    2016/06/15 04:10:00 428.597300 
    2016/06/15 04:20:00 428.599050 
    2016/06/15 04:30:00 428.600050 
    2016/06/15 04:40:00 428.601300 
    2016/06/15 04:50:00 428.603467 
    2016/06/15 05:00:00 428.601300 
    2016/06/15 05:10:00 428.603050 
    2016/06/15 05:20:00 428.600800 
    2016/06/15 05:30:00 428.603300 
    2016/06/15 05:40:00 428.603383 
    2016/06/15 05:50:00 428.603383 
    2016/06/15 06:00:00 428.605300 
    2016/06/15 06:10:00 428.603383 
    2016/06/15 06:20:00 428.605633 
    2016/06/15 06:30:00 428.606800 
    2016/06/15 06:40:00 428.602717 
    2016/06/15 06:50:00 428.603217 
    2016/06/15 07:00:00 428.604800 
    2016/06/15 07:10:00 428.606550 
    2016/06/15 07:20:00 428.604883 
    2016/06/15 07:30:00 428.606800 
    2016/06/15 07:40:00 428.608383 
    2016/06/15 07:50:00 428.607300 
    2016/06/15 08:00:00 428.607050 
    2016/06/15 08:10:00 428.607883 
    2016/06/15 08:20:00 428.608383 
    2016/06/15 08:30:00 428.610300 
    2016/06/15 08:40:00 428.607967 
    2016/06/15 08:50:00 428.608550 
    2016/06/15 09:00:00 428.610300 
    2016/06/15 09:10:00 428.609133 
    2016/06/15 09:20:00 428.609133 
    2016/06/15 09:30:00 428.610300 
    2016/06/15 09:40:00 428.610883 
    2016/06/15 09:50:00 428.608550 
    2016/06/15 10:00:00 428.609050 
    2016/06/15 10:10:00 428.611300 
    2016/06/15 10:20:00 428.610050 
    2016/06/15 10:30:00 428.609050 
    2016/06/15 10:40:00 428.609050 
    2016/06/15 10:50:00 428.609633 
    2016/06/15 11:00:00 428.607300 
    2016/06/15 11:10:00 428.608300 
    2016/06/15 11:20:00 428.610550 
    2016/06/15 11:30:00 428.612300 
    2016/06/15 11:40:00 428.608383 
    2016/06/15 11:50:00 428.612050 
    2016/06/15 12:00:00 428.613800 
    2016/06/15 12:10:00 428.615550 
    2016/06/15 12:20:00 428.619050 
    2016/06/15 12:30:00 428.622550 
    2016/06/15 12:40:00 428.622967 
    2016/06/15 12:50:00 428.625383 
    2016/06/15 13:00:00 428.629550 
    2016/06/15 13:10:00 428.630717 
    2016/06/15 13:20:00 428.629550 
    2016/06/15 13:30:00 428.631300 
    2016/06/15 13:40:00 428.633800 
    2016/06/15 13:50:00 428.635050 
    2016/06/15 14:00:00 428.636800 
    2016/06/15 14:10:00 428.637217 
    2016/06/15 14:20:00 428.641300 
    2016/06/15 14:30:00 428.640300 
    2016/06/15 14:40:00 428.643633 
    2016/06/15 14:50:00 428.645300 
    2016/06/15 15:00:00 428.647050 
    2016/06/15 15:10:00 428.648217 
    2016/06/15 15:20:00 428.648217 
    2016/06/15 15:30:00 428.648800 
    2016/06/15 15:40:00 428.648633 
    2016/06/15 15:50:00 428.651800 
    2016/06/15 16:00:00 428.650050 
    2016/06/15 16:10:00 428.652550 
    2016/06/15 16:20:00 428.653717 
    2016/06/15 16:30:00 428.655300 
    2016/06/15 16:40:00 428.656883 
    2016/06/15 16:50:00 428.658633 
    2016/06/15 17:00:00 428.657550 
    2016/06/15 17:10:00 428.656800 
    2016/06/15 17:20:00 428.658633 
    2016/06/15 17:30:00 428.657800 
    2016/06/15 17:40:00 428.660800 
    2016/06/15 17:50:00 428.659633 
    2016/06/15 18:00:00 428.659050 
    2016/06/15 18:10:00 428.659050 
    2016/06/15 18:20:00 428.661300 
    2016/06/15 18:30:00 428.660550 
    2016/06/15 18:40:00 428.660717 
    2016/06/15 18:50:00 428.664217 
    2016/06/15 19:00:00 428.665800 
    2016/06/15 19:10:00 428.665383 
    2016/06/15 19:20:00 428.665883 
    2016/06/15 19:30:00 428.667300 
    2016/06/15 19:40:00 428.669217 
    2016/06/15 19:50:00 428.666967 
    2016/06/15 20:00:00 428.667550 
    2016/06/15 20:10:00 428.670050 
    2016/06/15 20:20:00 428.669967 
    2016/06/15 20:30:00 428.670800 
    2016/06/15 20:40:00 428.670383 
    2016/06/15 20:50:00 428.671633 
    2016/06/15 21:00:00 428.671050 
    2016/06/15 21:10:00 428.674550 
    2016/06/15 21:20:00 428.673967 
    2016/06/15 21:30:00 428.674550 
    2016/06/15 21:40:00 428.674550 
    2016/06/15 21:50:00 428.675133 
    2016/06/15 22:00:00 428.674550 
    2016/06/15 22:10:00 428.675717 
    2016/06/15 22:20:00 428.675133 
    2016/06/15 22:30:00 428.678050 
    2016/06/15 22:40:00 428.678633 
    2016/06/15 22:50:00 428.677467 
    2016/06/15 23:00:00 428.678050 
    2016/06/15 23:10:00 428.678633 
    2016/06/15 23:20:00 428.680300 
    2016/06/15 23:30:00 428.680550 
    2016/06/15 23:40:00 428.682300 
    2016/06/15 23:50:00 428.682300 
    2016/06/16 00:00:00 428.682300 
    2016/06/16 00:10:00 428.682300 
    2016/06/16 00:20:00 428.683550 
    2016/06/16 00:30:00 428.682550 
    2016/06/16 00:40:00 428.682550 
    2016/06/16 00:50:00 428.685383 
    2016/06/16 01:00:00 428.685800 
    2016/06/16 01:10:00 428.686133 
    2016/06/16 01:20:00 428.686217 
    2016/06/16 01:30:00 428.686800 
    2016/06/16 01:40:00 428.686633 
    2016/06/16 01:50:00 428.684800 
    2016/06/16 02:00:00 428.690050 
    2016/06/16 02:10:00 428.688883 
    2016/06/16 02:20:00 428.691717 
    2016/06/16 02:30:00 428.689800 
    2016/06/16 02:40:00 428.690550 
    2016/06/16 02:50:00 428.690550 
    2016/06/16 03:00:00 428.693300 
    2016/06/16 03:10:00 428.692633 
    2016/06/16 03:20:00 428.689217 
    2016/06/16 03:30:00 428.690550 
    2016/06/16 03:40:00 428.691550 
    2016/06/16 03:50:00 428.693217 
    2016/06/16 04:00:00 428.693800 
    2016/06/16 04:10:00 428.691467 
    2016/06/16 04:20:00 428.693883 
    2016/06/16 04:30:00 428.693550 
    2016/06/16 04:40:00 428.692717 
    2016/06/16 04:50:00 428.695717 
    2016/06/16 05:00:00 428.695300 
    2016/06/16 05:10:00 428.694133 
    2016/06/16 05:20:00 428.692967 
    2016/06/16 05:30:00 428.693550 
    2016/06/16 05:40:00 428.695133 
    2016/06/16 05:50:00 428.696300 
    2016/06/16 06:00:00 428.693550 
    2016/06/16 06:10:00 428.695133 
    2016/06/16 06:20:00 428.696217 
    2016/06/16 06:30:00 428.695050 
    2016/06/16 06:40:00 428.695633 
    2016/06/16 06:50:00 428.696217 
    2016/06/16 07:00:00 428.695050 
    2016/06/16 07:10:00 428.695633 
    2016/06/16 07:20:00 428.694467 
    2016/06/16 07:30:00 428.693300 
    2016/06/16 07:40:00 428.695050 
    2016/06/16 07:50:00 428.695633 
    2016/06/16 08:00:00 428.695050 
    2016/06/16 08:10:00 428.693300 
    2016/06/16 08:20:00 428.693300 
    2016/06/16 08:30:00 428.691550 
    2016/06/16 08:40:00 428.697967 
    2016/06/16 08:50:00 428.695050 
    2016/06/16 09:00:00 428.690800 
    2016/06/16 09:10:00 428.689633 
    2016/06/16 09:20:00 428.689133 
    2016/06/16 09:30:00 428.692800 
    2016/06/16 09:40:00 428.690883 
    2016/06/16 09:50:00 428.691467 
    2016/06/16 10:00:00 428.691050 
    2016/06/16 10:10:00 428.690633 
    2016/06/16 10:20:00 428.689967 
    2016/06/16 10:30:00 428.689800 
    2016/06/16 10:40:00 428.691717 
    2016/06/16 10:50:00 428.693550 
    2016/06/16 11:00:00 428.690050 
    2016/06/16 11:10:00 428.691800 
    2016/06/16 11:20:00 428.690633 
    2016/06/16 11:30:00 428.692300 
    2016/06/16 11:40:00 428.694133 
    2016/06/16 11:50:00 428.691133 
    2016/06/16 12:00:00 428.690550 
    2016/06/16 12:10:00 428.689383 
    2016/06/16 12:20:00 428.690550 
    2016/06/16 12:30:00 428.690550 
    2016/06/16 12:40:00 428.689967 
    2016/06/16 12:50:00 428.690550 
    2016/06/16 13:00:00 428.690050 
    2016/06/16 13:10:00 428.692967 
    2016/06/16 13:20:00 428.692467 
    2016/06/16 13:30:00 428.693800 
    2016/06/16 13:40:00 428.693800 
    2016/06/16 13:50:00 428.693217 
    2016/06/16 14:00:00 428.695550 
    2016/06/16 14:10:00 428.695133 
    2016/06/16 14:20:00 428.699800 
    2016/06/16 14:30:00 428.702550 
    2016/06/16 14:40:00 428.705467 
    2016/06/16 14:50:00 428.707217 
    2016/06/16 15:00:00 428.711300 
    2016/06/16 15:10:00 428.708383 
    2016/06/16 15:20:00 428.707050 
    2016/06/16 15:30:00 428.703550 
    2016/06/16 15:40:00 428.701967 
    2016/06/16 15:50:00 428.706633 
    2016/06/16 16:00:00 428.710550 
    2016/06/16 16:10:00 428.711717 
    2016/06/16 16:20:00 428.713467 
    2016/06/16 16:30:00 428.718300 
    2016/06/16 16:40:00 428.717550 
    2016/06/16 16:50:00 428.719550 
    2016/06/16 17:00:00 428.718550 
    2016/06/16 17:10:00 428.718550 
    2016/06/16 17:20:00 428.719133 
    2016/06/16 17:30:00 428.722050 
    2016/06/16 17:40:00 428.723050 
    2016/06/16 17:50:00 428.723467 
    2016/06/16 18:00:00 428.723550 
    2016/06/16 18:10:00 428.721300 
    2016/06/16 18:20:00 428.721883 
    2016/06/16 18:30:00 428.720550 
    2016/06/16 18:40:00 428.723883 
    2016/06/16 18:50:00 428.724467 
    2016/06/16 19:00:00 428.725800 
    2016/06/16 19:10:00 428.724633 
    2016/06/16 19:20:00 428.726383 
    2016/06/16 19:30:00 428.727550 
    2016/06/16 19:40:00 428.725633 
    2016/06/16 19:50:00 428.727217 
    2016/06/16 20:00:00 428.727300 
    2016/06/16 20:10:00 428.728467 
    2016/06/16 20:20:00 428.729050 
    2016/06/16 20:30:00 428.728050 
    2016/06/16 20:40:00 428.731967 
    2016/06/16 20:50:00 428.733050 
    2016/06/16 21:00:00 428.731300 
    2016/06/16 21:10:00 428.728383 
    2016/06/16 21:20:00 428.732050 
    2016/06/16 21:30:00 428.727300 
    2016/06/16 21:40:00 428.729133 
    2016/06/16 21:50:00 428.731467 
    2016/06/16 22:00:00 428.729050 
    2016/06/16 22:10:00 428.729050 
    2016/06/16 22:20:00 428.730717 
    2016/06/16 22:30:00 428.732300 
    2016/06/16 22:40:00 428.730550 
    2016/06/16 22:50:00 428.731550 
    2016/06/16 23:00:00 428.731550 
    2016/06/16 23:10:00 428.729217 
    2016/06/16 23:20:00 428.732133 
    2016/06/16 23:30:00 428.731550 
    2016/06/16 23:40:00 428.733300 
    2016/06/16 23:50:00 428.732717 
    2016/06/17 00:00:00 428.729800 
    2016/06/17 00:10:00 428.729800 
    2016/06/17 00:20:00 428.731550 
    2016/06/17 00:30:00 428.729800 
    2016/06/17 00:40:00 428.730967 
    2016/06/17 00:50:00 428.730967 
    2016/06/17 01:00:00 428.731550 
    2016/06/17 01:10:00 428.732133 
    2016/06/17 01:20:00 428.731717 
    2016/06/17 01:30:00 428.730550 
    2016/06/17 01:40:00 428.729383 
    2016/06/17 01:50:00 428.731717 
    2016/06/17 02:00:00 428.730550 
    2016/06/17 02:10:00 428.733383 
    2016/06/17 02:20:00 428.731050 
    2016/06/17 02:30:00 428.731050 
    2016/06/17 02:40:00 428.732800 
    2016/06/17 02:50:00 428.731550 
    2016/06/17 03:00:00 428.731550 
    2016/06/17 03:10:00 428.732717 
    2016/06/17 03:20:00 428.735050 
    2016/06/17 03:30:00 428.732300 
    2016/06/17 03:40:00 428.731133 
    2016/06/17 03:50:00 428.730550 
    2016/06/17 04:00:00 428.732300 
    2016/06/17 04:10:00 428.734467 
    2016/06/17 04:20:00 428.736217 
    2016/06/17 04:30:00 428.733300 
    2016/06/17 04:40:00 428.733300 
    2016/06/17 04:50:00 428.735633 
    2016/06/17 05:00:00 428.735050 
    2016/06/17 05:10:00 428.735633 
    2016/06/17 05:20:00 428.735050 
    2016/06/17 05:30:00 428.736800 
    2016/06/17 05:40:00 428.737967 
    2016/06/17 05:50:00 428.739133 
    2016/06/17 06:00:00 428.736800 
    2016/06/17 06:10:00 428.735217 
    2016/06/17 06:20:00 428.733467 
    2016/06/17 06:30:00 428.734050 
    2016/06/17 06:40:00 428.736883 
    2016/06/17 06:50:00 428.735133 
    2016/06/17 07:00:00 428.735050 
    2016/06/17 07:10:00 428.735050 
    2016/06/17 07:20:00 428.733300 
    2016/06/17 07:30:00 428.729800 
    2016/06/17 07:40:00 428.728800 
    2016/06/17 07:50:00 428.729967 
    2016/06/17 08:00:00 428.728800 
    2016/06/17 08:10:00 428.730383 
    2016/06/17 08:20:00 428.730383 
    2016/06/17 08:30:00 428.728050 
    2016/06/17 08:40:00 428.730383 
    2016/06/17 08:50:00 428.730967 
    2016/06/17 09:00:00 428.729800 
    2016/06/17 09:10:00 428.730383 
    2016/06/17 09:20:00 428.731133 
    2016/06/17 09:30:00 428.732300 
    2016/06/17 09:40:00 428.729800 
    2016/06/17 09:50:00 428.730133 
    2016/06/17 10:00:00 428.728300 
    2016/06/17 10:10:00 428.729467 
    2016/06/17 10:20:00 428.728467 
    2016/06/17 10:30:00 428.726550 
    2016/06/17 10:40:00 428.726383 
