----------------------------------------------
PZ-Bank TotHead [m]: 
    2016/06/16 16:00:00 429.080670 
    2016/06/16 16:15:00 429.082420 
    2016/06/16 16:30:00 429.085920 
    2016/06/16 16:45:00 429.083590 
    2016/06/16 17:00:00 429.084420 
    2016/06/16 17:15:00 429.082090 
    2016/06/16 17:30:00 429.086170 
    2016/06/16 17:45:00 429.085340 
    2016/06/16 18:00:00 429.083590 
    2016/06/16 18:15:00 429.082090 
    2016/06/16 18:30:00 429.082420 
    2016/06/16 18:45:00 429.082170 
    2016/06/16 19:00:00 429.084170 
    2016/06/16 19:15:00 429.084170 
    2016/06/16 19:30:00 429.085920 
    2016/06/16 19:45:00 429.085670 
    2016/06/16 20:00:00 429.083920 
    2016/06/16 20:15:00 429.085670 
    2016/06/16 20:30:00 429.085920 
    2016/06/16 20:45:00 429.087420 
    2016/06/16 21:00:00 429.085670 
    2016/06/16 21:15:00 429.083920 
    2016/06/16 21:30:00 429.085670 
    2016/06/16 21:45:00 429.085670 
    2016/06/16 22:00:00 429.082170 
    2016/06/16 22:15:00 429.085670 
    2016/06/16 22:30:00 429.085420 
    2016/06/16 22:45:00 429.086000 
    2016/06/16 23:00:00 429.083670 
    2016/06/16 23:15:00 429.084250 
    2016/06/16 23:30:00 429.084250 
    2016/06/16 23:45:00 429.084250 
    2016/06/17 00:00:00 429.084250 
    2016/06/17 00:15:00 429.086000 
    2016/06/17 00:30:00 429.082500 
    2016/06/17 00:45:00 429.084250 
    2016/06/17 01:00:00 429.084250 
    2016/06/17 01:15:00 429.084840 
    2016/06/17 01:30:00 429.084840 
    2016/06/17 01:45:00 429.084840 
    2016/06/17 02:00:00 429.086590 
    2016/06/17 02:15:00 429.081340 
    2016/06/17 02:30:00 429.083090 
    2016/06/17 02:45:00 429.083090 
    2016/06/17 03:00:00 429.084840 
    2016/06/17 03:15:00 429.084840 
    2016/06/17 03:30:00 429.088340 
    2016/06/17 03:45:00 429.083090 
    2016/06/17 04:00:00 429.086590 
    2016/06/17 04:15:00 429.088340 
    2016/06/17 04:30:00 429.086590 
    2016/06/17 04:45:00 429.084250 
    2016/06/17 05:00:00 429.088340 
    2016/06/17 05:15:00 429.088340 
    2016/06/17 05:30:00 429.086590 
    2016/06/17 05:45:00 429.090090 
    2016/06/17 06:00:00 429.084840 
    2016/06/17 06:15:00 429.083090 
    2016/06/17 06:30:00 429.084840 
    2016/06/17 06:45:00 429.088340 
    2016/06/17 07:00:00 429.086590 
    2016/06/17 07:15:00 429.083090 
    2016/06/17 07:30:00 429.081340 
    2016/06/17 07:45:00 429.081340 
    2016/06/17 08:00:00 429.078420 
    2016/06/17 08:15:00 429.078420 
    2016/06/17 08:30:00 429.076090 
    2016/06/17 08:45:00 429.076670 
    2016/06/17 09:00:00 429.076670 
    2016/06/17 09:15:00 429.073170 
    2016/06/17 09:30:00 429.077840 
    2016/06/17 09:45:00 429.076340 
    2016/06/17 10:00:00 429.074590 
    2016/06/17 10:15:00 429.076340 
    2016/06/17 10:30:00 429.074590 
    2016/06/17 10:45:00 429.072590 
    2016/06/17 11:00:00 429.071090 
    2016/06/17 11:15:00 429.068170 
    2016/06/17 11:30:00 429.068500 
    2016/06/17 11:45:00 429.066750 
    2016/06/17 12:00:00 429.065000 
    2016/06/17 12:15:00 429.065590 
    2016/06/17 12:30:00 429.069670 
    2016/06/17 12:45:00 429.064420 
    2016/06/17 13:00:00 429.067340 
    2016/06/17 13:15:00 429.070840 
    2016/06/17 13:30:00 429.068500 
    2016/06/17 13:45:00 429.066750 
    2016/06/17 14:00:00 429.065000 
    2016/06/17 14:15:00 429.065000 
    2016/06/17 14:30:00 429.064420 
    2016/06/17 14:45:00 429.064420 
    2016/06/17 15:00:00 429.067340 
    2016/06/17 15:15:00 429.065840 
    2016/06/17 15:30:00 429.067000 
    2016/06/17 15:45:00 429.068170 
    2016/06/17 16:00:00 429.065250 
    2016/06/17 16:15:00 429.065250 
    2016/06/17 16:30:00 429.063500 
    2016/06/17 16:45:00 429.060000 
    2016/06/17 17:00:00 429.063500 
    2016/06/17 17:15:00 429.059420 
    2016/06/17 17:30:00 429.059420 
    2016/06/17 17:45:00 429.059420 
    2016/06/17 18:00:00 429.059420 
    2016/06/17 18:15:00 429.059420 
    2016/06/17 18:30:00 429.061170 
    2016/06/17 18:45:00 429.058250 
    2016/06/17 19:00:00 429.058250 
    2016/06/17 19:15:00 429.056500 
    2016/06/17 19:30:00 429.058250 
    2016/06/17 19:45:00 429.058250 
    2016/06/17 20:00:00 429.065000 
    2016/06/17 20:15:00 429.065250 
    2016/06/17 20:30:00 429.063500 
    2016/06/17 20:45:00 429.068750 
    2016/06/17 21:00:00 429.068750 
    2016/06/17 21:15:00 429.065840 
    2016/06/17 21:30:00 429.069090 
    2016/06/17 21:45:00 429.069090 
    2016/06/17 22:00:00 429.069090 
    2016/06/17 22:15:00 429.069670 
    2016/06/17 22:30:00 429.071420 
    2016/06/17 22:45:00 429.073170 
    2016/06/17 23:00:00 429.070840 
    2016/06/17 23:15:00 429.072590 
    2016/06/17 23:30:00 429.076090 
    2016/06/17 23:45:00 429.074340 
    2016/06/18 00:00:00 429.072590 
    2016/06/18 00:15:00 429.074920 
    2016/06/18 00:30:00 429.071420 
    2016/06/18 00:45:00 429.074670 
    2016/06/18 01:00:00 429.073170 
    2016/06/18 01:15:00 429.073170 
    2016/06/18 01:30:00 429.073170 
    2016/06/18 01:45:00 429.077250 
    2016/06/18 02:00:00 429.075500 
    2016/06/18 02:15:00 429.075500 
    2016/06/18 02:30:00 429.078750 
    2016/06/18 02:45:00 429.072000 
    2016/06/18 03:00:00 429.073750 
    2016/06/18 03:15:00 429.077840 
    2016/06/18 03:30:00 429.077840 
    2016/06/18 03:45:00 429.077840 
    2016/06/18 04:00:00 429.079340 
    2016/06/18 04:15:00 429.081340 
    2016/06/18 04:30:00 429.079590 
    2016/06/18 04:45:00 429.081090 
    2016/06/18 05:00:00 429.079340 
    2016/06/18 05:15:00 429.081670 
    2016/06/18 05:30:00 429.081920 
    2016/06/18 05:45:00 429.079920 
    2016/06/18 06:00:00 429.082250 
    2016/06/18 06:15:00 429.080170 
    2016/06/18 06:30:00 429.086000 
    2016/06/18 06:45:00 429.078750 
    2016/06/18 07:00:00 429.077000 
    2016/06/18 07:15:00 429.079340 
    2016/06/18 07:30:00 429.075500 
    2016/06/18 07:45:00 429.077250 
    2016/06/18 08:00:00 429.071750 
    2016/06/18 08:15:00 429.072000 
    2016/06/18 08:30:00 429.070250 
    2016/06/18 08:45:00 429.072000 
    2016/06/18 09:00:00 429.068500 
    2016/06/18 09:15:00 429.072000 
    2016/06/18 09:30:00 429.068500 
    2016/06/18 09:45:00 429.066170 
    2016/06/18 10:00:00 429.066170 
    2016/06/18 10:15:00 429.067920 
    2016/06/18 10:30:00 429.066170 
    2016/06/18 10:45:00 429.066170 
    2016/06/18 11:00:00 429.066170 
    2016/06/18 11:15:00 429.067920 
    2016/06/18 11:30:00 429.066170 
    2016/06/18 11:45:00 429.064420 
    2016/06/18 12:00:00 429.062670 
    2016/06/18 12:15:00 429.064420 
    2016/06/18 12:30:00 429.064420 
    2016/06/18 12:45:00 429.066170 
    2016/06/18 13:00:00 429.060920 
    2016/06/18 13:15:00 429.062670 
    2016/06/18 13:30:00 429.062670 
    2016/06/18 13:45:00 429.062090 
    2016/06/18 14:00:00 429.058590 
    2016/06/18 14:15:00 429.060340 
    2016/06/18 14:30:00 429.062340 
    2016/06/18 14:45:00 429.064090 
    2016/06/18 15:00:00 429.069340 
    2016/06/18 15:15:00 429.069340 
    2016/06/18 15:30:00 429.069340 
    2016/06/18 15:45:00 429.072590 
    2016/06/18 16:00:00 429.072250 
    2016/06/18 16:15:00 429.074000 
    2016/06/18 16:30:00 429.075750 
    2016/06/18 16:45:00 429.069920 
    2016/06/18 17:00:00 429.071670 
    2016/06/18 17:15:00 429.073420 
    2016/06/18 17:30:00 429.073420 
    2016/06/18 17:45:00 429.076920 
    2016/06/18 18:00:00 429.076920 
    2016/06/18 18:15:00 429.078420 
    2016/06/18 18:30:00 429.078670 
    2016/06/18 18:45:00 429.082170 
    2016/06/18 19:00:00 429.080420 
    2016/06/18 19:15:00 429.078670 
    2016/06/18 19:30:00 429.083920 
    2016/06/18 19:45:00 429.082170 
    2016/06/18 20:00:00 429.085670 
    2016/06/18 20:15:00 429.082170 
    2016/06/18 20:30:00 429.082170 
    2016/06/18 20:45:00 429.083920 
    2016/06/18 21:00:00 429.085670 
    2016/06/18 21:15:00 429.087420 
    2016/06/18 21:30:00 429.087420 
    2016/06/18 21:45:00 429.086250 
    2016/06/18 22:00:00 429.085670 
    2016/06/18 22:15:00 429.086000 
    2016/06/18 22:30:00 429.086000 
    2016/06/18 22:45:00 429.086000 
    2016/06/18 23:00:00 429.086250 
    2016/06/18 23:15:00 429.091250 
    2016/06/18 23:30:00 429.089500 
    2016/06/18 23:45:00 429.084250 
    2016/06/19 00:00:00 429.087750 
    2016/06/19 00:15:00 429.087750 
    2016/06/19 00:30:00 429.091250 
    2016/06/19 00:45:00 429.087750 
    2016/06/19 01:00:00 429.087170 
    2016/06/19 01:15:00 429.087750 
    2016/06/19 01:30:00 429.087750 
    2016/06/19 01:45:00 429.087420 
    2016/06/19 02:00:00 429.090670 
    2016/06/19 02:15:00 429.089170 
    2016/06/19 02:30:00 429.088920 
    2016/06/19 02:45:00 429.087420 
    2016/06/19 03:00:00 429.088920 
    2016/06/19 03:15:00 429.088920 
    2016/06/19 03:30:00 429.088920 
    2016/06/19 03:45:00 429.088920 
    2016/06/19 04:00:00 429.088920 
    2016/06/19 04:15:00 429.088920 
    2016/06/19 04:30:00 429.090670 
    2016/06/19 04:45:00 429.090090 
    2016/06/19 05:00:00 429.090090 
    2016/06/19 05:15:00 429.089500 
    2016/06/19 05:30:00 429.089500 
    2016/06/19 05:45:00 429.090090 
    2016/06/19 06:00:00 429.088340 
    2016/06/19 06:15:00 429.089500 
    2016/06/19 06:30:00 429.090090 
    2016/06/19 06:45:00 429.090090 
    2016/06/19 07:00:00 429.089500 
    2016/06/19 07:15:00 429.086250 
    2016/06/19 07:30:00 429.086250 
    2016/06/19 07:45:00 429.088000 
    2016/06/19 08:00:00 429.083340 
    2016/06/19 08:15:00 429.083090 
    2016/06/19 08:30:00 429.079250 
    2016/06/19 08:45:00 429.082500 
    2016/06/19 09:00:00 429.082750 
    2016/06/19 09:15:00 429.080420 
    2016/06/19 09:30:00 429.078670 
    2016/06/19 09:45:00 429.078670 
    2016/06/19 10:00:00 429.078340 
    2016/06/19 10:15:00 429.076590 
    2016/06/19 10:30:00 429.076000 
    2016/06/19 10:45:00 429.075670 
    2016/06/19 11:00:00 429.077170 
    2016/06/19 11:15:00 429.074840 
    2016/06/19 11:30:00 429.076590 
    2016/06/19 11:45:00 429.076590 
    2016/06/19 12:00:00 429.073340 
    2016/06/19 12:15:00 429.071000 
    2016/06/19 12:30:00 429.071000 
    2016/06/19 12:45:00 429.067170 
    2016/06/19 13:00:00 429.069500 
    2016/06/19 13:15:00 429.068920 
    2016/06/19 13:30:00 429.068920 
    2016/06/19 13:45:00 429.070670 
    2016/06/19 14:00:00 429.070670 
    2016/06/19 14:15:00 429.066590 
    2016/06/19 14:30:00 429.070340 
    2016/06/19 14:45:00 429.065090 
    2016/06/19 15:00:00 429.071840 
    2016/06/19 15:15:00 429.073840 
    2016/06/19 15:30:00 429.073840 
    2016/06/19 15:45:00 429.075340 
    2016/06/19 16:00:00 429.076840 
    2016/06/19 16:15:00 429.075340 
    2016/06/19 16:30:00 429.078590 
    2016/06/19 16:45:00 429.076840 
    2016/06/19 17:00:00 429.073000 
    2016/06/19 17:15:00 429.073000 
    2016/06/19 17:30:00 429.073000 
    2016/06/19 17:45:00 429.071920 
    2016/06/19 18:00:00 429.070670 
    2016/06/19 18:15:00 429.073590 
    2016/06/19 18:30:00 429.076750 
    2016/06/19 18:45:00 429.077090 
    2016/06/19 19:00:00 429.078590 
    2016/06/19 19:15:00 429.080590 
    2016/06/19 19:30:00 429.088750 
    2016/06/19 19:45:00 429.106000 
    2016/06/19 20:00:00 429.115340 
    2016/06/19 20:15:00 429.119670 
    2016/06/19 20:30:00 429.122000 
    2016/06/19 20:45:00 429.125000 
    2016/06/19 21:00:00 429.116500 
    2016/06/19 21:15:00 429.118840 
    2016/06/19 21:30:00 429.124420 
    2016/06/19 21:45:00 429.126420 
    2016/06/19 22:00:00 429.126170 
    2016/06/19 22:15:00 429.126170 
    2016/06/19 22:30:00 429.126750 
    2016/06/19 22:45:00 429.125250 
    2016/06/19 23:00:00 429.126500 
    2016/06/19 23:15:00 429.125000 
    2016/06/19 23:30:00 429.127000 
    2016/06/19 23:45:00 429.126500 
    2016/06/20 00:00:00 429.126750 
    2016/06/20 00:15:00 429.126500 
    2016/06/20 00:30:00 429.127090 
    2016/06/20 00:45:00 429.122090 
    2016/06/20 01:00:00 429.123590 
    2016/06/20 01:15:00 429.122090 
    2016/06/20 01:30:00 429.121840 
    2016/06/20 01:45:00 429.123590 
    2016/06/20 02:00:00 429.121590 
    2016/06/20 02:15:00 429.121590 
    2016/06/20 02:30:00 429.120090 
    2016/06/20 02:45:00 429.120090 
    2016/06/20 03:00:00 429.120090 
    2016/06/20 03:15:00 429.118340 
    2016/06/20 03:30:00 429.118920 
    2016/06/20 03:45:00 429.118920 
    2016/06/20 04:00:00 429.116920 
    2016/06/20 04:15:00 429.115420 
    2016/06/20 04:30:00 429.120420 
    2016/06/20 04:45:00 429.116920 
    2016/06/20 05:00:00 429.117170 
    2016/06/20 05:15:00 429.117170 
    2016/06/20 05:30:00 429.116920 
    2016/06/20 05:45:00 429.115670 
    2016/06/20 06:00:00 429.114250 
    2016/06/20 06:15:00 429.112500 
    2016/06/20 06:30:00 429.116000 
    2016/06/20 06:45:00 429.114840 
    2016/06/20 07:00:00 429.120090 
    2016/06/20 07:15:00 429.090340 
    2016/06/20 07:30:00 429.102000 
    2016/06/20 07:45:00 429.107250 
    2016/06/20 08:00:00 429.107590 
    2016/06/20 08:15:00 429.106090 
    2016/06/20 08:30:00 429.105840 
    2016/06/20 08:45:00 429.104340 
    2016/06/20 09:00:00 429.100590 
    2016/06/20 09:15:00 429.100840 
    2016/06/20 09:30:00 429.098840 
    2016/06/20 09:45:00 429.099420 
    2016/06/20 10:00:00 429.101170 
    2016/06/20 10:15:00 429.095920 
    2016/06/20 10:30:00 429.096170 
    2016/06/20 10:45:00 429.094170 
    2016/06/20 11:00:00 429.095920 
    2016/06/20 11:15:00 429.090920 
    2016/06/20 11:30:00 429.090920 
    2016/06/20 11:45:00 429.089170 
    2016/06/20 12:00:00 429.089170 
    2016/06/20 12:15:00 429.094170 
    2016/06/20 12:30:00 429.090920 
    2016/06/20 12:45:00 429.089170 
    2016/06/20 13:00:00 429.087420 
    2016/06/20 13:15:00 429.089170 
    2016/06/20 13:30:00 429.089420 
    2016/06/20 13:45:00 429.089420 
    2016/06/20 14:00:00 429.091170 
    2016/06/20 14:15:00 429.096420 
    2016/06/20 14:30:00 429.101670 
    2016/06/20 14:45:00 429.101670 
    2016/06/20 15:00:00 429.101670 
    2016/06/20 15:15:00 429.101670 
    2016/06/20 15:30:00 429.092340 
    2016/06/20 15:45:00 429.094090 
    2016/06/20 16:00:00 429.097590 
    2016/06/20 16:15:00 429.099340 
    2016/06/20 16:30:00 429.102840 
    2016/06/20 16:45:00 429.099340 
    2016/06/20 17:00:00 429.097000 
    2016/06/20 17:15:00 429.102590 
    2016/06/20 17:30:00 429.097000 
    2016/06/20 17:45:00 429.096750 
    2016/06/20 18:00:00 429.097000 
    2016/06/20 18:15:00 429.098500 
    2016/06/20 18:30:00 429.098500 
    2016/06/20 18:45:00 429.094670 
    2016/06/20 19:00:00 429.096750 
    2016/06/20 19:15:00 429.096170 
    2016/06/20 19:30:00 429.095000 
    2016/06/20 19:45:00 429.090920 
    2016/06/20 20:00:00 429.093500 
    2016/06/20 20:15:00 429.089750 
    2016/06/20 20:30:00 429.089750 
    2016/06/20 20:45:00 429.087420 
    2016/06/20 21:00:00 429.089170 
    2016/06/20 21:15:00 429.089170 
    2016/06/20 21:30:00 429.087420 
    2016/06/20 21:45:00 429.085420 
    2016/06/20 22:00:00 429.087170 
    2016/06/20 22:15:00 429.087750 
    2016/06/20 22:30:00 429.085420 
    2016/06/20 22:45:00 429.085420 
    2016/06/20 23:00:00 429.083670 
    2016/06/20 23:15:00 429.085670 
    2016/06/20 23:30:00 429.087170 
    2016/06/20 23:45:00 429.083670 
    2016/06/21 00:00:00 429.087420 
    2016/06/21 00:15:00 429.085420 
    2016/06/21 00:30:00 429.089170 
    2016/06/21 00:45:00 429.087420 
    2016/06/21 01:00:00 429.087420 
    2016/06/21 01:15:00 429.090920 
    2016/06/21 01:30:00 429.090920 
    2016/06/21 01:45:00 429.092420 
    2016/06/21 02:00:00 429.090670 
    2016/06/21 02:15:00 429.090670 
    2016/06/21 02:30:00 429.092420 
    2016/06/21 02:45:00 429.092420 
    2016/06/21 03:00:00 429.092420 
    2016/06/21 03:15:00 429.090670 
    2016/06/21 03:30:00 429.092420 
    2016/06/21 03:45:00 429.092420 
    2016/06/21 04:00:00 429.087420 
    2016/06/21 04:15:00 429.088920 
    2016/06/21 04:30:00 429.088920 
    2016/06/21 04:45:00 429.088340 
    2016/06/21 05:00:00 429.086590 
    2016/06/21 05:15:00 429.088340 
    2016/06/21 05:30:00 429.088090 
    2016/06/21 05:45:00 429.084840 
    2016/06/21 06:00:00 429.084840 
    2016/06/21 06:15:00 429.086590 
    2016/06/21 06:30:00 429.086590 
    2016/06/21 06:45:00 429.080500 
    2016/06/21 07:00:00 429.080750 
    2016/06/21 07:15:00 429.075500 
    2016/06/21 07:30:00 429.072250 
    2016/06/21 07:45:00 429.075500 
    2016/06/21 08:00:00 429.073750 
    2016/06/21 08:15:00 429.072000 
    2016/06/21 08:30:00 429.072250 
    2016/06/21 08:45:00 429.068170 
    2016/06/21 09:00:00 429.068170 
    2016/06/21 09:15:00 429.066420 
    2016/06/21 09:30:00 429.064670 
    2016/06/21 09:45:00 429.066420 
    2016/06/21 10:00:00 429.062920 
    2016/06/21 10:15:00 429.062340 
    2016/06/21 10:30:00 429.064090 
    2016/06/21 10:45:00 429.062340 
    2016/06/21 11:00:00 429.060590 
    2016/06/21 11:15:00 429.058840 
    2016/06/21 11:30:00 429.057090 
    2016/06/21 11:45:00 429.053590 
    2016/06/21 12:00:00 429.057090 
    2016/06/21 12:15:00 429.053840 
    2016/06/21 12:30:00 429.057340 
    2016/06/21 12:45:00 429.054750 
    2016/06/21 13:00:00 429.051500 
    2016/06/21 13:15:00 429.053000 
    2016/06/21 13:30:00 429.053250 
    2016/06/21 13:45:00 429.051500 
    2016/06/21 14:00:00 429.049420 
    2016/06/21 14:15:00 429.051750 
    2016/06/21 14:30:00 429.049420 
    2016/06/21 14:45:00 429.050920 
    2016/06/21 15:00:00 429.050920 
    2016/06/21 15:15:00 429.047920 
    2016/06/21 15:30:00 429.047670 
    2016/06/21 15:45:00 429.047670 
    2016/06/21 16:00:00 429.049420 
    2016/06/21 16:15:00 429.055840 
    2016/06/21 16:30:00 429.057590 
    2016/06/21 16:45:00 429.057590 
    2016/06/21 17:00:00 429.057590 
    2016/06/21 17:15:00 429.062840 
    2016/06/21 17:30:00 429.061090 
    2016/06/21 17:45:00 429.061090 
    2016/06/21 18:00:00 429.058750 
    2016/06/21 18:15:00 429.057000 
    2016/06/21 18:30:00 429.060840 
    2016/06/21 18:45:00 429.058500 
    2016/06/21 19:00:00 429.058500 
    2016/06/21 19:15:00 429.061090 
    2016/06/21 19:30:00 429.060250 
    2016/06/21 19:45:00 429.060250 
    2016/06/21 20:00:00 429.056750 
    2016/06/21 20:15:00 429.059090 
    2016/06/21 20:30:00 429.060590 
    2016/06/21 20:45:00 429.058840 
    2016/06/21 21:00:00 429.057090 
    2016/06/21 21:15:00 429.058840 
    2016/06/21 21:30:00 429.056840 
    2016/06/21 21:45:00 429.055590 
    2016/06/21 22:00:00 429.055340 
    2016/06/21 22:15:00 429.057090 
    2016/06/21 22:30:00 429.057670 
    2016/06/21 22:45:00 429.057670 
    2016/06/21 23:00:00 429.057420 
    2016/06/21 23:15:00 429.055670 
    2016/06/21 23:30:00 429.054170 
    2016/06/21 23:45:00 429.055670 
    2016/06/22 00:00:00 429.053920 
    2016/06/22 00:15:00 429.054170 
    2016/06/22 00:30:00 429.054170 
    2016/06/22 00:45:00 429.053920 
    2016/06/22 01:00:00 429.053920 
    2016/06/22 01:15:00 429.055670 
    2016/06/22 01:30:00 429.057170 
    2016/06/22 01:45:00 429.052420 
    2016/06/22 02:00:00 429.052170 
    2016/06/22 02:15:00 429.053920 
    2016/06/22 02:30:00 429.053920 
    2016/06/22 02:45:00 429.052170 
    2016/06/22 03:00:00 429.051590 
    2016/06/22 03:15:00 429.050670 
    2016/06/22 03:30:00 429.051590 
    2016/06/22 03:45:00 429.051590 
    2016/06/22 04:00:00 429.050090 
    2016/06/22 04:15:00 429.049840 
    2016/06/22 04:30:00 429.053920 
    2016/06/22 04:45:00 429.048920 
    2016/06/22 05:00:00 429.050420 
    2016/06/22 05:15:00 429.050420 
    2016/06/22 05:30:00 429.047170 
    2016/06/22 05:45:00 429.050420 
    2016/06/22 06:00:00 429.050420 
    2016/06/22 06:15:00 429.052170 
    2016/06/22 06:30:00 429.048920 
    2016/06/22 06:45:00 429.048670 
    2016/06/22 07:00:00 429.046920 
    2016/06/22 07:15:00 429.046920 
    2016/06/22 07:30:00 429.046920 
    2016/06/22 07:45:00 429.044840 
    2016/06/22 08:00:00 429.042840 
    2016/06/22 08:15:00 429.039590 
    2016/06/22 08:30:00 429.036090 
    2016/06/22 08:45:00 429.036090 
    2016/06/22 09:00:00 429.034340 
    2016/06/22 09:15:00 429.034340 
    2016/06/22 09:30:00 429.032590 
    2016/06/22 09:45:00 429.034340 
    2016/06/22 10:00:00 429.032590 
    2016/06/22 10:15:00 429.029090 
    2016/06/22 10:30:00 429.029340 
    2016/06/22 10:45:00 429.026750 
    2016/06/22 11:00:00 429.029090 
    2016/06/22 11:15:00 429.027340 
    2016/06/22 11:30:00 429.025590 
    2016/06/22 11:45:00 429.021750 
    2016/06/22 12:00:00 429.021500 
    2016/06/22 12:15:00 429.021500 
    2016/06/22 12:30:00 429.019420 
    2016/06/22 12:45:00 429.022920 
    2016/06/22 13:00:00 429.021170 
    2016/06/22 13:15:00 429.019420 
    2016/06/22 13:30:00 429.017670 
    2016/06/22 13:45:00 429.017670 
    2016/06/22 14:00:00 429.017090 
    2016/06/22 14:15:00 429.017090 
    2016/06/22 14:30:00 429.017090 
    2016/06/22 14:45:00 429.022920 
    2016/06/22 15:00:00 429.020590 
    2016/06/22 15:15:00 429.022340 
    2016/06/22 15:30:00 429.026670 
    2016/06/22 15:45:00 429.024340 
    2016/06/22 16:00:00 429.027590 
    2016/06/22 16:15:00 429.027590 
    2016/06/22 16:30:00 429.027590 
    2016/06/22 16:45:00 429.029340 
    2016/06/22 17:00:00 429.027250 
    2016/06/22 17:15:00 429.032840 
    2016/06/22 17:30:00 429.029000 
    2016/06/22 17:45:00 429.028750 
    2016/06/22 18:00:00 429.028750 
    2016/06/22 18:15:00 429.027000 
    2016/06/22 18:30:00 429.030500 
    2016/06/22 18:45:00 429.032000 
    2016/06/22 19:00:00 429.030500 
    2016/06/22 19:15:00 429.028750 
    2016/06/22 19:30:00 429.028750 
    2016/06/22 19:45:00 429.029090 
    2016/06/22 20:00:00 429.031090 
    2016/06/22 20:15:00 429.029670 
    2016/06/22 20:30:00 429.029420 
    2016/06/22 20:45:00 429.031420 
    2016/06/22 21:00:00 429.032920 
    2016/06/22 21:15:00 429.031420 
    2016/06/22 21:30:00 429.032920 
    2016/06/22 21:45:00 429.033170 
    2016/06/22 22:00:00 429.035250 
    2016/06/22 22:15:00 429.038750 
    2016/06/22 22:30:00 429.042250 
    2016/06/22 22:45:00 429.040750 
    2016/06/22 23:00:00 429.041090 
    2016/06/22 23:15:00 429.042840 
    2016/06/22 23:30:00 429.044590 
    2016/06/22 23:45:00 429.046590 
    2016/06/23 00:00:00 429.046920 
    2016/06/23 00:15:00 429.041340 
    2016/06/23 00:30:00 429.045170 
    2016/06/23 00:45:00 429.045420 
    2016/06/23 01:00:00 429.045420 
    2016/06/23 01:15:00 429.045170 
    2016/06/23 01:30:00 429.045170 
    2016/06/23 01:45:00 429.041670 
    2016/06/23 02:00:00 429.043420 
    2016/06/23 02:15:00 429.044920 
    2016/06/23 02:30:00 429.041670 
    2016/06/23 02:45:00 429.040170 
    2016/06/23 03:00:00 429.039920 
    2016/06/23 03:15:00 429.041670 
    2016/06/23 03:30:00 429.041670 
    2016/06/23 03:45:00 429.041670 
    2016/06/23 04:00:00 429.039920 
    2016/06/23 04:15:00 429.038170 
    2016/06/23 04:30:00 429.040500 
    2016/06/23 04:45:00 429.039000 
    2016/06/23 05:00:00 429.038750 
    2016/06/23 05:15:00 429.038750 
    2016/06/23 05:30:00 429.037000 
    2016/06/23 05:45:00 429.037000 
    2016/06/23 06:00:00 429.037000 
    2016/06/23 06:15:00 429.034090 
    2016/06/23 06:30:00 429.034090 
    2016/06/23 06:45:00 429.033500 
    2016/06/23 07:00:00 429.041090 
    2016/06/23 07:15:00 429.034090 
    2016/06/23 07:30:00 429.034090 
    2016/06/23 07:45:00 429.019500 
    2016/06/23 08:00:00 429.027090 
    2016/06/23 08:15:00 429.025340 
    2016/06/23 08:30:00 429.023590 
    2016/06/23 08:45:00 429.023590 
    2016/06/23 09:00:00 429.018590 
    2016/06/23 09:15:00 429.016840 
    2016/06/23 09:30:00 429.016590 
    2016/06/23 09:45:00 429.020090 
    2016/06/23 10:00:00 429.016840 
    2016/06/23 10:15:00 429.016590 
    2016/06/23 10:30:00 429.015090 
    2016/06/23 10:45:00 429.013340 
    2016/06/23 11:00:00 429.013340 
    2016/06/23 11:15:00 429.011590 
    2016/06/23 11:30:00 429.012750 
    2016/06/23 11:45:00 429.009250 
    2016/06/23 12:00:00 429.007500 
    2016/06/23 12:15:00 429.009250 
    2016/06/23 12:30:00 429.009250 
    2016/06/23 12:45:00 429.007500 
    2016/06/23 13:00:00 429.003420 
    2016/06/23 13:15:00 428.999920 
    2016/06/23 13:30:00 428.999920 
    2016/06/23 13:45:00 429.003670 
    2016/06/23 14:00:00 429.001920 
    2016/06/23 14:15:00 429.003420 
    2016/06/23 14:30:00 429.003670 
    2016/06/23 14:45:00 429.003420 
    2016/06/23 15:00:00 429.001340 
    2016/06/23 15:15:00 428.997840 
    2016/06/23 15:30:00 428.996090 
    2016/06/23 15:45:00 428.996090 
    2016/06/23 16:00:00 429.003090 
    2016/06/23 16:15:00 429.004840 
    2016/06/23 16:30:00 429.006590 
    2016/06/23 16:45:00 429.006590 
    2016/06/23 17:00:00 429.009500 
    2016/06/23 17:15:00 429.007750 
    2016/06/23 17:30:00 429.009250 
    2016/06/23 17:45:00 429.009500 
    2016/06/23 18:00:00 429.009250 
    2016/06/23 18:15:00 429.007500 
    2016/06/23 18:30:00 429.009500 
    2016/06/23 18:45:00 429.006920 
    2016/06/23 19:00:00 429.006920 
    2016/06/23 19:15:00 429.007170 
    2016/06/23 19:30:00 429.008670 
    2016/06/23 19:45:00 429.006920 
    2016/06/23 20:00:00 429.008670 
    2016/06/23 20:15:00 429.008670 
    2016/06/23 20:30:00 429.009500 
    2016/06/23 20:45:00 429.007750 
    2016/06/23 21:00:00 429.009250 
    2016/06/23 21:15:00 429.009250 
    2016/06/23 21:30:00 429.007500 
    2016/06/23 21:45:00 429.005750 
    2016/06/23 22:00:00 429.005750 
    2016/06/23 22:15:00 429.005500 
