----------------------------------------------
PZ-In TotHead [m]: 
    2016/06/19 14:15:00 428.615250 
    2016/06/19 14:30:00 428.612917 
    2016/06/19 14:45:00 428.610333 
    2016/06/19 15:00:00 428.609250 
    2016/06/19 15:15:00 428.612167 
    2016/06/19 15:30:00 428.610250 
    2016/06/19 15:45:00 428.611250 
    2016/06/19 16:00:00 428.611250 
    2016/06/19 16:15:00 428.610750 
    2016/06/19 16:30:00 428.607750 
    2016/06/19 16:45:00 428.604250 
    2016/06/19 17:00:00 428.602833 
    2016/06/19 17:15:00 428.600250 
    2016/06/19 17:30:00 428.599667 
    2016/06/19 17:45:00 428.596500 
    2016/06/19 18:00:00 428.593750 
    2016/06/19 18:15:00 428.586500 
    2016/06/19 18:30:00 428.576333 
    2016/06/19 18:45:00 428.578500 
    2016/06/19 19:00:00 428.584667 
    2016/06/19 19:15:00 428.589000 
    2016/06/19 19:30:00 428.604000 
    2016/06/19 19:45:00 428.599750 
    2016/06/19 20:00:00 428.605250 
    2016/06/19 20:15:00 428.609000 
    2016/06/19 20:30:00 428.616583 
    2016/06/19 20:45:00 428.620500 
    2016/06/19 21:00:00 428.622000 
    2016/06/19 21:15:00 428.625750 
    2016/06/19 21:30:00 428.633250 
    2016/06/19 21:45:00 428.634500 
    2016/06/19 22:00:00 428.638250 
    2016/06/19 22:15:00 428.639417 
    2016/06/19 22:30:00 428.640250 
    2016/06/19 22:45:00 428.643250 
    2016/06/19 23:00:00 428.645417 
    2016/06/19 23:15:00 428.644250 
    2016/06/19 23:30:00 428.647500 
    2016/06/19 23:45:00 428.644250 
    2016/06/20 00:00:00 428.651250 
    2016/06/20 00:15:00 428.651250 
    2016/06/20 00:30:00 428.653750 
    2016/06/20 00:45:00 428.654250 
    2016/06/20 01:00:00 428.653667 
    2016/06/20 01:15:00 428.656750 
    2016/06/20 01:30:00 428.655500 
    2016/06/20 01:45:00 428.650000 
    2016/06/20 02:00:00 428.648833 
    2016/06/20 02:15:00 428.649500 
    2016/06/20 02:30:00 428.643917 
    2016/06/20 02:45:00 428.643417 
    2016/06/20 03:00:00 428.644250 
    2016/06/20 03:15:00 428.645500 
    2016/06/20 03:30:00 428.646000 
    2016/06/20 03:45:00 428.648000 
    2016/06/20 04:00:00 428.647333 
    2016/06/20 04:15:00 428.649167 
    2016/06/20 04:30:00 428.656000 
    2016/06/20 04:45:00 428.651667 
    2016/06/20 05:00:00 428.651750 
    2016/06/20 05:15:00 428.653750 
    2016/06/20 05:30:00 428.656083 
    2016/06/20 05:45:00 428.660333 
    2016/06/20 06:00:00 428.663250 
    2016/06/20 06:15:00 428.662500 
    2016/06/20 06:30:00 428.663833 
    2016/06/20 06:45:00 428.668750 
    2016/06/20 07:00:00 428.668583 
    2016/06/20 07:15:00 428.671417 
    2016/06/20 07:30:00 428.673750 
    2016/06/20 07:45:00 428.675000 
    2016/06/20 08:00:00 428.675750 
    2016/06/20 08:15:00 428.676750 
    2016/06/20 08:30:00 428.674750 
    2016/06/20 08:45:00 428.676083 
    2016/06/20 09:00:00 428.677750 
    2016/06/20 09:15:00 428.679833 
    2016/06/20 09:30:00 428.681000 
    2016/06/20 09:45:00 428.679750 
    2016/06/20 10:00:00 428.682833 
    2016/06/20 10:15:00 428.686000 
    2016/06/20 10:30:00 428.683000 
    2016/06/20 10:45:00 428.682833 
    2016/06/20 11:00:00 428.681417 
    2016/06/20 11:15:00 428.684500 
    2016/06/20 11:30:00 428.689583 
    2016/06/20 11:45:00 428.690167 
    2016/06/20 12:00:00 428.696000 
    2016/06/20 12:15:00 428.700750 
    2016/06/20 12:30:00 428.703583 
    2016/06/20 12:45:00 428.705750 
    2016/06/20 13:00:00 428.709917 
    2016/06/20 13:15:00 428.712500 
    2016/06/20 13:30:00 428.716250 
    2016/06/20 13:45:00 428.713833 
    2016/06/20 14:00:00 428.716917 
    2016/06/20 14:15:00 428.712250 
    2016/06/20 14:30:00 428.708083 
    2016/06/20 14:45:00 428.708667 
    2016/06/20 15:00:00 428.705000 
    2016/06/20 15:15:00 428.698333 
    2016/06/20 15:30:00 428.700333 
    2016/06/20 15:45:00 428.697000 
    2016/06/20 16:00:00 428.694000 
    2016/06/20 16:15:00 428.690250 
    2016/06/20 16:30:00 428.688250 
    2016/06/20 16:45:00 428.686667 
    2016/06/20 17:00:00 428.681667 
    2016/06/20 17:15:00 428.679500 
    2016/06/20 17:30:00 428.676417 
    2016/06/20 17:45:00 428.676500 
    2016/06/20 18:00:00 428.672250 
    2016/06/20 18:15:00 428.671667 
    2016/06/20 18:30:00 428.664750 
    2016/06/20 18:45:00 428.666750 
    2016/06/20 19:00:00 428.664583 
    2016/06/20 19:15:00 428.664667 
    2016/06/20 19:30:00 428.664000 
    2016/06/20 19:45:00 428.664000 
    2016/06/20 20:00:00 428.662167 
    2016/06/20 20:15:00 428.660000 
    2016/06/20 20:30:00 428.659833 
    2016/06/20 20:45:00 428.656250 
    2016/06/20 21:00:00 428.656250 
    2016/06/20 21:15:00 428.655083 
    2016/06/20 21:30:00 428.653750 
    2016/06/20 21:45:00 428.655750 
    2016/06/20 22:00:00 428.654917 
    2016/06/20 22:15:00 428.655000 
    2016/06/20 22:30:00 428.656750 
    2016/06/20 22:45:00 428.656083 
    2016/06/20 23:00:00 428.658417 
    2016/06/20 23:15:00 428.662500 
    2016/06/20 23:30:00 428.663667 
    2016/06/20 23:45:00 428.665750 
    2016/06/21 00:00:00 428.666500 
    2016/06/21 00:15:00 428.667167 
    2016/06/21 00:30:00 428.669417 
    2016/06/21 00:45:00 428.671750 
    2016/06/21 01:00:00 428.676083 
    2016/06/21 01:15:00 428.676750 
    2016/06/21 01:30:00 428.677000 
    2016/06/21 01:45:00 428.678000 
    2016/06/21 02:00:00 428.677917 
    2016/06/21 02:15:00 428.676750 
    2016/06/21 02:30:00 428.675417 
    2016/06/21 02:45:00 428.672833 
    2016/06/21 03:00:00 428.674500 
    2016/06/21 03:15:00 428.673917 
    2016/06/21 03:30:00 428.672583 
    2016/06/21 03:45:00 428.671250 
    2016/06/21 04:00:00 428.673000 
    2016/06/21 04:15:00 428.669833 
    2016/06/21 04:30:00 428.670500 
    2016/06/21 04:45:00 428.673167 
    2016/06/21 05:00:00 428.671167 
    2016/06/21 05:15:00 428.669000 
    2016/06/21 05:30:00 428.669333 
    2016/06/21 05:45:00 428.669667 
    2016/06/21 06:00:00 428.669500 
    2016/06/21 06:15:00 428.666917 
    2016/06/21 06:30:00 428.666417 
    2016/06/21 06:45:00 428.667750 
    2016/06/21 07:00:00 428.663500 
    2016/06/21 07:15:00 428.662333 
    2016/06/21 07:30:00 428.658750 
    2016/06/21 07:45:00 428.663583 
    2016/06/21 08:00:00 428.665250 
    2016/06/21 08:15:00 428.660250 
    2016/06/21 08:30:00 428.658500 
    2016/06/21 08:45:00 428.661167 
    2016/06/21 09:00:00 428.660750 
    2016/06/21 09:15:00 428.656167 
    2016/06/21 09:30:00 428.655917 
    2016/06/21 09:45:00 428.653000 
    2016/06/21 10:00:00 428.655167 
    2016/06/21 10:15:00 428.651083 
    2016/06/21 10:30:00 428.654250 
    2016/06/21 10:45:00 428.652250 
    2016/06/21 11:00:00 428.654667 
    2016/06/21 11:15:00 428.653250 
    2016/06/21 11:30:00 428.653250 
    2016/06/21 11:45:00 428.654333 
    2016/06/21 12:00:00 428.656500 
    2016/06/21 12:15:00 428.654083 
    2016/06/21 12:30:00 428.655333 
    2016/06/21 12:45:00 428.654750 
    2016/06/21 13:00:00 428.649667 
    2016/06/21 13:15:00 428.649833 
    2016/06/21 13:30:00 428.646250 
    2016/06/21 13:45:00 428.645417 
    2016/06/21 14:00:00 428.644250 
    2016/06/21 14:15:00 428.644250 
    2016/06/21 14:30:00 428.644583 
    2016/06/21 14:45:00 428.644583 
    2016/06/21 15:00:00 428.645750 
    2016/06/21 15:15:00 428.643333 
    2016/06/21 15:30:00 428.644000 
    2016/06/21 15:45:00 428.640250 
    2016/06/21 16:00:00 428.642000 
    2016/06/21 16:15:00 428.642583 
    2016/06/21 16:30:00 428.642000 
    2016/06/21 16:45:00 428.642333 
    2016/06/21 17:00:00 428.642917 
    2016/06/21 17:15:00 428.638250 
    2016/06/21 17:30:00 428.639583 
    2016/06/21 17:45:00 428.640167 
    2016/06/21 18:00:00 428.641500 
    2016/06/21 18:15:00 428.644833 
    2016/06/21 18:30:00 428.645917 
    2016/06/21 18:45:00 428.644750 
    2016/06/21 19:00:00 428.644750 
    2016/06/21 19:15:00 428.646000 
    2016/06/21 19:30:00 428.647750 
    2016/06/21 19:45:00 428.647917 
    2016/06/21 20:00:00 428.650250 
    2016/06/21 20:15:00 428.649500 
    2016/06/21 20:30:00 428.652417 
    2016/06/21 20:45:00 428.655000 
    2016/06/21 21:00:00 428.656750 
    2016/06/21 21:15:00 428.660833 
    2016/06/21 21:30:00 428.662583 
    2016/06/21 21:45:00 428.667500 
    2016/06/21 22:00:00 428.667333 
    2016/06/21 22:15:00 428.666083 
    2016/06/21 22:30:00 428.669000 
    2016/06/21 22:45:00 428.668000 
    2016/06/21 23:00:00 428.670000 
    2016/06/21 23:15:00 428.669000 
    2016/06/21 23:30:00 428.670750 
    2016/06/21 23:45:00 428.669667 
    2016/06/22 00:00:00 428.669500 
    2016/06/22 00:15:00 428.667750 
    2016/06/22 00:30:00 428.671000 
    2016/06/22 00:45:00 428.666250 
    2016/06/22 01:00:00 428.660333 
    2016/06/22 01:15:00 428.658583 
    2016/06/22 01:30:00 428.660500 
    2016/06/22 01:45:00 428.658583 
    2016/06/22 02:00:00 428.662833 
    2016/06/22 02:15:00 428.664000 
    2016/06/22 02:30:00 428.654917 
    2016/06/22 02:45:00 428.651917 
    2016/06/22 03:00:00 428.646000 
    2016/06/22 03:15:00 428.649750 
    2016/06/22 03:30:00 428.640583 
    2016/06/22 03:45:00 428.644500 
    2016/06/22 04:00:00 428.644333 
    2016/06/22 04:15:00 428.645000 
    2016/06/22 04:30:00 428.648750 
    2016/06/22 04:45:00 428.651333 
    2016/06/22 05:00:00 428.650083 
    2016/06/22 05:15:00 428.650250 
    2016/06/22 05:30:00 428.648917 
    2016/06/22 05:45:00 428.647750 
    2016/06/22 06:00:00 428.647750 
    2016/06/22 06:15:00 428.643583 
    2016/06/22 06:30:00 428.641833 
    2016/06/22 06:45:00 428.643000 
    2016/06/22 07:00:00 428.641833 
    2016/06/22 07:15:00 428.639250 
    2016/06/22 07:30:00 428.638500 
    2016/06/22 07:45:00 428.635750 
    2016/06/22 08:00:00 428.634000 
    2016/06/22 08:15:00 428.633000 
    2016/06/22 08:30:00 428.631000 
    2016/06/22 08:45:00 428.631583 
    2016/06/22 09:00:00 428.632500 
    2016/06/22 09:15:00 428.633500 
    2016/06/22 09:30:00 428.632250 
    2016/06/22 09:45:00 428.634000 
    2016/06/22 10:00:00 428.630083 
    2016/06/22 10:15:00 428.630750 
    2016/06/22 10:30:00 428.630750 
    2016/06/22 10:45:00 428.630750 
    2016/06/22 11:00:00 428.631000 
    2016/06/22 11:15:00 428.629250 
    2016/06/22 11:30:00 428.627917 
    2016/06/22 11:45:00 428.627333 
    2016/06/22 12:00:00 428.623750 
    2016/06/22 12:15:00 428.621417 
    2016/06/22 12:30:00 428.620250 
    2016/06/22 12:45:00 428.616500 
    2016/06/22 13:00:00 428.613500 
    2016/06/22 13:15:00 428.611250 
    2016/06/22 13:30:00 428.609250 
    2016/06/22 13:45:00 428.606167 
    2016/06/22 14:00:00 428.603250 
    2016/06/22 14:15:00 428.602250 
    2016/06/22 14:30:00 428.600083 
    2016/06/22 14:45:00 428.602000 
    2016/06/22 15:00:00 428.598250 
    2016/06/22 15:15:00 428.597667 
    2016/06/22 15:30:00 428.595917 
    2016/06/22 15:45:00 428.593000 
    2016/06/22 16:00:00 428.590833 
    2016/06/22 16:15:00 428.589000 
    2016/06/22 16:30:00 428.583500 
    2016/06/22 16:45:00 428.580500 
    2016/06/22 17:00:00 428.578167 
    2016/06/22 17:15:00 428.578000 
    2016/06/22 17:30:00 428.574083 
    2016/06/22 17:45:00 428.572583 
    2016/06/22 18:00:00 428.569250 
    2016/06/22 18:15:00 428.566500 
    2016/06/22 18:30:00 428.570333 
    2016/06/22 18:45:00 428.569500 
    2016/06/22 19:00:00 428.563750 
    2016/06/22 19:15:00 428.566333 
    2016/06/22 19:30:00 428.564000 
    2016/06/22 19:45:00 428.571500 
    2016/06/22 20:00:00 428.570250 
    2016/06/22 20:15:00 428.570500 
    2016/06/22 20:30:00 428.570667 
    2016/06/22 20:45:00 428.570667 
    2016/06/22 21:00:00 428.574250 
    2016/06/22 21:15:00 428.571333 
    2016/06/22 21:30:00 428.564333 
    2016/06/22 21:45:00 428.566000 
    2016/06/22 22:00:00 428.569917 
    2016/06/22 22:15:00 428.569417 
    2016/06/22 22:30:00 428.568250 
    2016/06/22 22:45:00 428.569000 
    2016/06/22 23:00:00 428.568917 
    2016/06/22 23:15:00 428.571750 
    2016/06/22 23:30:00 428.567583 
    2016/06/22 23:45:00 428.569833 
    2016/06/23 00:00:00 428.573250 
    2016/06/23 00:15:00 428.573250 
    2016/06/23 00:30:00 428.572667 
    2016/06/23 00:45:00 428.571500 
    2016/06/23 01:00:00 428.573250 
    2016/06/23 01:15:00 428.570333 
    2016/06/23 01:30:00 428.568000 
    2016/06/23 01:45:00 428.565667 
    2016/06/23 02:00:00 428.565083 
    2016/06/23 02:15:00 428.566250 
    2016/06/23 02:30:00 428.563083 
    2016/06/23 02:45:00 428.561917 
    2016/06/23 03:00:00 428.562750 
    2016/06/23 03:15:00 428.561583 
    2016/06/23 03:30:00 428.563250 
    2016/06/23 03:45:00 428.564250 
    2016/06/23 04:00:00 428.562500 
    2016/06/23 04:15:00 428.562500 
    2016/06/23 04:30:00 428.566250 
    2016/06/23 04:45:00 428.564250 
    2016/06/23 05:00:00 428.565750 
    2016/06/23 05:15:00 428.566500 
    2016/06/23 05:30:00 428.564750 
    2016/06/23 05:45:00 428.569333 
    2016/06/23 06:00:00 428.571500 
    2016/06/23 06:15:00 428.568333 
    2016/06/23 06:30:00 428.566167 
    2016/06/23 06:45:00 428.565000 
    2016/06/23 07:00:00 428.564833 
    2016/06/23 07:15:00 428.564750 
    2016/06/23 07:30:00 428.564750 
    2016/06/23 07:45:00 428.565583 
    2016/06/23 08:00:00 428.565917 
    2016/06/23 08:15:00 428.567750 
    2016/06/23 08:30:00 428.566750 
    2016/06/23 08:45:00 428.564750 
    2016/06/23 09:00:00 428.565750 
    2016/06/23 09:15:00 428.566583 
    2016/06/23 09:30:00 428.561167 
    2016/06/23 09:45:00 428.559000 
    2016/06/23 10:00:00 428.561750 
    2016/06/23 10:15:00 428.561667 
    2016/06/23 10:30:00 428.558750 
    2016/06/23 10:45:00 428.554417 
    2016/06/23 11:00:00 428.553333 
    2016/06/23 11:15:00 428.551750 
    2016/06/23 11:30:00 428.551167 
    2016/06/23 11:45:00 428.547667 
    2016/06/23 12:00:00 428.545500 
    2016/06/23 12:15:00 428.542333 
    2016/06/23 12:30:00 428.539417 
    2016/06/23 12:45:00 428.538250 
    2016/06/23 13:00:00 428.536083 
    2016/06/23 13:15:00 428.531750 
    2016/06/23 13:30:00 428.532750 
    2016/06/23 13:45:00 428.530583 
    2016/06/23 14:00:00 428.529917 
    2016/06/23 14:15:00 428.527000 
    2016/06/23 14:30:00 428.523833 
    2016/06/23 14:45:00 428.523917 
    2016/06/23 15:00:00 428.520750 
    2016/06/23 15:15:00 428.517833 
    2016/06/23 15:30:00 428.518417 
    2016/06/23 15:45:00 428.517250 
    2016/06/23 16:00:00 428.515500 
    2016/06/23 16:15:00 428.512333 
    2016/06/23 16:30:00 428.507000 
    2016/06/23 16:45:00 428.505250 
    2016/06/23 17:00:00 428.503500 
    2016/06/23 17:15:00 428.498000 
    2016/06/23 17:30:00 428.499167 
    2016/06/23 17:45:00 428.500000 
    2016/06/23 18:00:00 428.492750 
    2016/06/23 18:15:00 428.488833 
    2016/06/23 18:30:00 428.488333 
    2016/06/23 18:45:00 428.486750 
    2016/06/23 19:00:00 428.485583 
    2016/06/23 19:15:00 428.486167 
    2016/06/23 19:30:00 428.487500 
    2016/06/23 19:45:00 428.486333 
    2016/06/23 20:00:00 428.486667 
    2016/06/23 20:15:00 428.484500 
    2016/06/23 20:30:00 428.486667 
    2016/06/23 20:45:00 428.488500 
    2016/06/23 21:00:00 428.488500 
    2016/06/23 21:15:00 428.488500 
    2016/06/23 21:30:00 428.491083 
    2016/06/23 21:45:00 428.490000 
    2016/06/23 22:00:00 428.488833 
    2016/06/23 22:15:00 428.490833 
    2016/06/23 22:30:00 428.492000 
    2016/06/23 22:45:00 428.490833 
    2016/06/23 23:00:00 428.488250 
    2016/06/23 23:15:00 428.490250 
    2016/06/23 23:30:00 428.491417 
    2016/06/23 23:45:00 428.490000 
    2016/06/24 00:00:00 428.492000 
    2016/06/24 00:15:00 428.493167 
    2016/06/24 00:30:00 428.494417 
    2016/06/24 00:45:00 428.495750 
    2016/06/24 01:00:00 428.495750 
    2016/06/24 01:15:00 428.498667 
    2016/06/24 01:30:00 428.499500 
    2016/06/24 01:45:00 428.502583 
    2016/06/24 02:00:00 428.505500 
    2016/06/24 02:15:00 428.510000 
    2016/06/24 02:30:00 428.509417 
    2016/06/24 02:45:00 428.509167 
    2016/06/24 03:00:00 428.511500 
    2016/06/24 03:15:00 428.510333 
    2016/06/24 03:30:00 428.508000 
    2016/06/24 03:45:00 428.506500 
    2016/06/24 04:00:00 428.503667 
    2016/06/24 04:15:00 428.506583 
    2016/06/24 04:30:00 428.512250 
    2016/06/24 04:45:00 428.514417 
    2016/06/24 05:00:00 428.514417 
    2016/06/24 05:15:00 428.517500 
    2016/06/24 05:30:00 428.517500 
    2016/06/24 05:45:00 428.519000 
    2016/06/24 06:00:00 428.518000 
    2016/06/24 06:15:00 428.516000 
    2016/06/24 06:30:00 428.514833 
    2016/06/24 06:45:00 428.517000 
    2016/06/24 07:00:00 428.518000 
    2016/06/24 07:15:00 428.519667 
    2016/06/24 07:30:00 428.520500 
    2016/06/24 07:45:00 428.516500 
    2016/06/24 08:00:00 428.519083 
    2016/06/24 08:15:00 428.517750 
    2016/06/24 08:30:00 428.517583 
    2016/06/24 08:45:00 428.515417 
    2016/06/24 09:00:00 428.513000 
    2016/06/24 09:15:00 428.510833 
    2016/06/24 09:30:00 428.509083 
    2016/06/24 09:45:00 428.509250 
    2016/06/24 10:00:00 428.507333 
    2016/06/24 10:15:00 428.506667 
    2016/06/24 10:30:00 428.503500 
    2016/06/24 10:45:00 428.501167 
    2016/06/24 11:00:00 428.501000 
    2016/06/24 11:15:00 428.500000 
    2016/06/24 11:30:00 428.496417 
    2016/06/24 11:45:00 428.499500 
    2016/06/24 12:00:00 428.499750 
    2016/06/24 12:15:00 428.496583 
    2016/06/24 12:30:00 428.492250 
    2016/06/24 12:45:00 428.492250 
    2016/06/24 13:00:00 428.491083 
    2016/06/24 13:15:00 428.489917 
    2016/06/24 13:30:00 428.486000 
    2016/06/24 13:45:00 428.486000 
    2016/06/24 14:00:00 428.483917 
    2016/06/24 14:15:00 428.483750 
    2016/06/24 14:30:00 428.477500 
    2016/06/24 14:45:00 428.475750 
    2016/06/24 15:00:00 428.474000 
    2016/06/24 15:15:00 428.471667 
    2016/06/24 15:30:00 428.469083 
    2016/06/24 15:45:00 428.466500 
    2016/06/24 16:00:00 428.466500 
    2016/06/24 16:15:00 428.465917 
    2016/06/24 16:30:00 428.463000 
    2016/06/24 16:45:00 428.463000 
    2016/06/24 17:00:00 428.455750 
    2016/06/24 17:15:00 428.448500 
    2016/06/24 17:30:00 428.448667 
    2016/06/24 17:45:00 428.448667 
    2016/06/24 18:00:00 428.443750 
    2016/06/24 18:15:00 428.442583 
    2016/06/24 18:30:00 428.439417 
    2016/06/24 18:45:00 428.436500 
    2016/06/24 19:00:00 428.435333 
    2016/06/24 19:15:00 428.435917 
    2016/06/24 19:30:00 428.433000 
    2016/06/24 19:45:00 428.431833 
    2016/06/24 20:00:00 428.429250 
    2016/06/24 20:15:00 428.427500 
    2016/06/24 20:30:00 428.423750 
    2016/06/24 20:45:00 428.423750 
    2016/06/24 21:00:00 428.423750 
    2016/06/24 21:15:00 428.425917 
    2016/06/24 21:30:00 428.422750 
    2016/06/24 21:45:00 428.422750 
    2016/06/24 22:00:00 428.423333 
    2016/06/24 22:15:00 428.424500 
    2016/06/24 22:30:00 428.430000 
    2016/06/24 22:45:00 428.429167 
    2016/06/24 23:00:00 428.427417 
    2016/06/24 23:15:00 428.426250 
    2016/06/24 23:30:00 428.422500 
    2016/06/24 23:45:00 428.421083 
    2016/06/25 00:00:00 428.420500 
    2016/06/25 00:15:00 428.417333 
    2016/06/25 00:30:00 428.416000 
    2016/06/25 00:45:00 428.414000 
    2016/06/25 01:00:00 428.416167 
    2016/06/25 01:15:00 428.415583 
    2016/06/25 01:30:00 428.413250 
    2016/06/25 01:45:00 428.408167 
    2016/06/25 02:00:00 428.404417 
    2016/06/25 02:15:00 428.401500 
    2016/06/25 02:30:00 428.401833 
    2016/06/25 02:45:00 428.401833 
    2016/06/25 03:00:00 428.394000 
    2016/06/25 03:15:00 428.390250 
    2016/06/25 03:30:00 428.386750 
    2016/06/25 03:45:00 428.385000 
    2016/06/25 04:00:00 428.385000 
    2016/06/25 04:15:00 428.379917 
    2016/06/25 04:30:00 428.367750 
    2016/06/25 04:45:00 428.360083 
    2016/06/25 05:00:00 428.360083 
    2016/06/25 05:15:00 428.366000 
    2016/06/25 05:30:00 428.359083 
    2016/06/25 05:45:00 428.350417 
    2016/06/25 06:00:00 428.343750 
    2016/06/25 06:15:00 428.338833 
    2016/06/25 06:30:00 428.334833 
    2016/06/25 06:45:00 428.338750 
    2016/06/25 07:00:00 428.340250 
    2016/06/25 07:15:00 428.342083 
    2016/06/25 07:30:00 428.350750 
    2016/06/25 07:45:00 428.352917 
    2016/06/25 08:00:00 428.362167 
    2016/06/25 08:15:00 428.354500 
    2016/06/25 08:30:00 428.347083 
    2016/06/25 08:45:00 428.339833 
    2016/06/25 09:00:00 428.323500 
    2016/06/25 09:15:00 428.343667 
    2016/06/25 09:30:00 428.360833 
    2016/06/25 09:45:00 428.374750 
    2016/06/25 10:00:00 428.386583 
    2016/06/25 10:15:00 428.391750 
    2016/06/25 10:30:00 428.388250 
    2016/06/25 10:45:00 428.384167 
    2016/06/25 11:00:00 428.373167 
    2016/06/25 11:15:00 428.369250 
    2016/06/25 11:30:00 428.362000 
    2016/06/25 11:45:00 428.358833 
    2016/06/25 12:00:00 428.360750 
    2016/06/25 12:15:00 428.364833 
    2016/06/25 12:30:00 428.367917 
    2016/06/25 12:45:00 428.368250 
    2016/06/25 13:00:00 428.364500 
    2016/06/25 13:15:00 428.361583 
    2016/06/25 13:30:00 428.359250 
    2016/06/25 13:45:00 428.364333 
    2016/06/25 14:00:00 428.364333 
    2016/06/25 14:15:00 428.365500 
    2016/06/25 14:30:00 428.367833 
    2016/06/25 14:45:00 428.368750 
    2016/06/25 15:00:00 428.371000 
    2016/06/25 15:15:00 428.369750 
    2016/06/25 15:30:00 428.370167 
    2016/06/25 15:45:00 428.376000 
    2016/06/25 16:00:00 428.389917 
    2016/06/25 16:15:00 428.389333 
    2016/06/25 16:30:00 428.374250 
    2016/06/25 16:45:00 428.380917 
    2016/06/25 17:00:00 428.390333 
    2016/06/25 17:15:00 428.388000 
    2016/06/25 17:30:00 428.376417 
    2016/06/25 17:45:00 428.377583 
    2016/06/25 18:00:00 428.369500 
    2016/06/25 18:15:00 428.372417 
    2016/06/25 18:30:00 428.378333 
    2016/06/25 18:45:00 428.381500 
    2016/06/25 19:00:00 428.374000 
    2016/06/25 19:15:00 428.388000 
    2016/06/25 19:30:00 428.391750 
    2016/06/25 19:45:00 428.392333 
    2016/06/25 20:00:00 428.394333 
    2016/06/25 20:15:00 428.395500 
    2016/06/25 20:30:00 428.393750 
    2016/06/25 20:45:00 428.390833 
    2016/06/25 21:00:00 428.392250 
    2016/06/25 21:15:00 428.392250 
    2016/06/25 21:30:00 428.392833 
    2016/06/25 21:45:00 428.394000 
    2016/06/25 22:00:00 428.395167 
    2016/06/25 22:15:00 428.397250 
    2016/06/25 22:30:00 428.400000 
    2016/06/25 22:45:00 428.400167 
    2016/06/25 23:00:00 428.404000 
    2016/06/25 23:15:00 428.406000 
    2016/06/25 23:30:00 428.408917 
    2016/06/25 23:45:00 428.414250 
    2016/06/26 00:00:00 428.412250 
    2016/06/26 00:15:00 428.408750 
    2016/06/26 00:30:00 428.406917 
    2016/06/26 00:45:00 428.408750 
    2016/06/26 01:00:00 428.407583 
    2016/06/26 01:15:00 428.407000 
    2016/06/26 01:30:00 428.403250 
    2016/06/26 01:45:00 428.398917 
    2016/06/26 02:00:00 428.396000 
    2016/06/26 02:15:00 428.391250 
    2016/06/26 02:30:00 428.393583 
    2016/06/26 02:45:00 428.394750 
    2016/06/26 03:00:00 428.393000 
    2016/06/26 03:15:00 428.393333 
    2016/06/26 03:30:00 428.394333 
    2016/06/26 03:45:00 428.395500 
    2016/06/26 04:00:00 428.398083 
    2016/06/26 04:15:00 428.398667 
    2016/06/26 04:30:00 428.399250 
    2016/06/26 04:45:00 428.401250 
    2016/06/26 05:00:00 428.396917 
    2016/06/26 05:15:00 428.394250 
    2016/06/26 05:30:00 428.393250 
    2016/06/26 05:45:00 428.393083 
    2016/06/26 06:00:00 428.395000 
    2016/06/26 06:15:00 428.395000 
    2016/06/26 06:30:00 428.397583 
    2016/06/26 06:45:00 428.395250 
    2016/06/26 07:00:00 428.397833 
    2016/06/26 07:15:00 428.396083 
    2016/06/26 07:30:00 428.393750 
    2016/06/26 07:45:00 428.394750 
    2016/06/26 08:00:00 428.394667 
    2016/06/26 08:15:00 428.392500 
    2016/06/26 08:30:00 428.390333 
    2016/06/26 08:45:00 428.388667 
    2016/06/26 09:00:00 428.387500 
    2016/06/26 09:15:00 428.386917 
    2016/06/26 09:30:00 428.385917 
    2016/06/26 09:45:00 428.383000 
    2016/06/26 10:00:00 428.381000 
    2016/06/26 10:15:00 428.380333 
    2016/06/26 10:30:00 428.384250 
    2016/06/26 10:45:00 428.383250 
    2016/06/26 11:00:00 428.381583 
    2016/06/26 11:15:00 428.377500 
    2016/06/26 11:30:00 428.378500 
    2016/06/26 11:45:00 428.374083 
    2016/06/26 12:00:00 428.371750 
    2016/06/26 12:15:00 428.369417 
    2016/06/26 12:30:00 428.366750 
    2016/06/26 12:45:00 428.363000 
    2016/06/26 13:00:00 428.357750 
    2016/06/26 13:15:00 428.357667 
    2016/06/26 13:30:00 428.354750 
    2016/06/26 13:45:00 428.353917 
    2016/06/26 14:00:00 428.355750 
    2016/06/26 14:15:00 428.355000 
    2016/06/26 14:30:00 428.351917 
    2016/06/26 14:45:00 428.349500 
    2016/06/26 15:00:00 428.347750 
    2016/06/26 15:15:00 428.347333 
    2016/06/26 15:30:00 428.348250 
    2016/06/26 15:45:00 428.345250 
    2016/06/26 16:00:00 428.344083 
    2016/06/26 16:15:00 428.341083 
    2016/06/26 16:30:00 428.341500 
    2016/06/26 16:45:00 428.337917 
    2016/06/26 17:00:00 428.339417 
    2016/06/26 17:15:00 428.338250 
    2016/06/26 17:30:00 428.337250 
    2016/06/26 17:45:00 428.348500 
    2016/06/26 18:00:00 428.354000 
    2016/06/26 18:15:00 428.360917 
    2016/06/26 18:30:00 428.363250 
    2016/06/26 18:45:00 428.363250 
    2016/06/26 19:00:00 428.365583 
    2016/06/26 19:15:00 428.367333 
    2016/06/26 19:30:00 428.372250 
    2016/06/26 19:45:00 428.376000 
    2016/06/26 20:00:00 428.374417 
    2016/06/26 20:15:00 428.373250 
    2016/06/26 20:30:00 428.374417 
