----------------------------------------------
SG-1_1st_Position TotHead [m]: 
    2016/06/01 14:30:00 428.582920 
    2016/06/01 14:45:00 428.582580 
    2016/06/01 15:00:00 428.587250 
    2016/06/01 15:15:00 428.589000 
    2016/06/01 15:30:00 428.587250 
    2016/06/01 15:45:00 428.585500 
    2016/06/01 16:00:00 428.592500 
    2016/06/01 16:15:00 428.594250 
    2016/06/01 16:30:00 428.597750 
    2016/06/01 16:45:00 428.598920 
    2016/06/01 17:00:00 428.605330 
    2016/06/01 17:15:00 428.609750 
    2016/06/01 17:30:00 428.609420 
    2016/06/01 17:45:00 428.615000 
    2016/06/01 18:00:00 428.613500 
    2016/06/01 18:15:00 428.615830 
    2016/06/01 18:30:00 428.622830 
    2016/06/01 18:45:00 428.618170 
    2016/06/01 19:00:00 428.624000 
    2016/06/01 19:15:00 428.624580 
    2016/06/01 19:30:00 428.627500 
    2016/06/01 19:45:00 428.627500 
    2016/06/01 20:00:00 428.628080 
    2016/06/01 20:15:00 428.630170 
    2016/06/01 20:30:00 428.633080 
    2016/06/01 20:45:00 428.631580 
    2016/06/01 21:00:00 428.630170 
    2016/06/01 21:15:00 428.629920 
    2016/06/01 21:30:00 428.630500 
    2016/06/01 21:45:00 428.631330 
    2016/06/01 22:00:00 428.633420 
    2016/06/01 22:15:00 428.634250 
    2016/06/01 22:30:00 428.632250 
    2016/06/01 22:45:00 428.633080 
    2016/06/01 23:00:00 428.631330 
    2016/06/01 23:15:00 428.631920 
    2016/06/01 23:30:00 428.629330 
    2016/06/01 23:45:00 428.630170 
    2016/06/02 00:00:00 428.630170 
    2016/06/02 00:15:00 428.629580 
    2016/06/02 00:30:00 428.628420 
    2016/06/02 00:45:00 428.631670 
    2016/06/02 01:00:00 428.625500 
    2016/06/02 01:15:00 428.624330 
    2016/06/02 01:30:00 428.624080 
    2016/06/02 01:45:00 428.621750 
    2016/06/02 02:00:00 428.623830 
    2016/06/02 02:15:00 428.621170 
    2016/06/02 02:30:00 428.623750 
    2016/06/02 02:45:00 428.623750 
    2016/06/02 03:00:00 428.621170 
    2016/06/02 03:15:00 428.622000 
    2016/06/02 03:30:00 428.616750 
    2016/06/02 03:45:00 428.618500 
    2016/06/02 04:00:00 428.616750 
    2016/06/02 04:15:00 428.616170 
    2016/06/02 04:30:00 428.617330 
    2016/06/02 04:45:00 428.619420 
    2016/06/02 05:00:00 428.614170 
    2016/06/02 05:15:00 428.615920 
    2016/06/02 05:30:00 428.615000 
    2016/06/02 05:45:00 428.611500 
    2016/06/02 06:00:00 428.617080 
    2016/06/02 06:15:00 428.613580 
    2016/06/02 06:30:00 428.611830 
    2016/06/02 06:45:00 428.610920 
    2016/06/02 07:00:00 428.614750 
    2016/06/02 07:15:00 428.607420 
    2016/06/02 07:30:00 428.612670 
    2016/06/02 07:45:00 428.610080 
    2016/06/02 08:00:00 428.608000 
    2016/06/02 08:15:00 428.608330 
    2016/06/02 08:30:00 428.607170 
    2016/06/02 08:45:00 428.606580 
    2016/06/02 09:00:00 428.604500 
    2016/06/02 09:15:00 428.604500 
    2016/06/02 09:30:00 428.597250 
    2016/06/02 09:45:00 428.597250 
    2016/06/02 10:00:00 428.600750 
    2016/06/02 10:15:00 428.599000 
    2016/06/02 10:30:00 428.597250 
    2016/06/02 10:45:00 428.598080 
    2016/06/02 11:00:00 428.597250 
    2016/06/02 11:15:00 428.592580 
    2016/06/02 11:30:00 428.593750 
    2016/06/02 11:45:00 428.596080 
    2016/06/02 12:00:00 428.593750 
    2016/06/02 12:15:00 428.597830 
    2016/06/02 12:30:00 428.593750 
    2016/06/02 12:45:00 428.595170 
    2016/06/02 13:00:00 428.596670 
    2016/06/02 13:15:00 428.594330 
    2016/06/02 13:30:00 428.593750 
    2016/06/02 13:45:00 428.594330 
    2016/06/02 14:00:00 428.588750 
    2016/06/02 14:15:00 428.592000 
    2016/06/02 14:30:00 428.588500 
    2016/06/02 14:45:00 428.587920 
    2016/06/02 15:00:00 428.588750 
    2016/06/02 15:15:00 428.588170 
    2016/06/02 15:30:00 428.589080 
    2016/06/02 15:45:00 428.592000 
    2016/06/02 16:00:00 428.589670 
    2016/06/02 16:15:00 428.586420 
    2016/06/02 16:30:00 428.586420 
    2016/06/02 16:45:00 428.588500 
    2016/06/02 17:00:00 428.585000 
    2016/06/02 17:15:00 428.585830 
    2016/06/02 17:30:00 428.587580 
    2016/06/02 17:45:00 428.585250 
    2016/06/02 18:00:00 428.586750 
    2016/06/02 18:15:00 428.588500 
    2016/06/02 18:30:00 428.587000 
    2016/06/02 18:45:00 428.589080 
    2016/06/02 19:00:00 428.590250 
    2016/06/02 19:15:00 428.589670 
    2016/06/02 19:30:00 428.587330 
    2016/06/02 19:45:00 428.587330 
    2016/06/02 20:00:00 428.588500 
    2016/06/02 20:15:00 428.590500 
    2016/06/02 20:30:00 428.587920 
    2016/06/02 20:45:00 428.592000 
    2016/06/02 21:00:00 428.592000 
    2016/06/02 21:15:00 428.592000 
    2016/06/02 21:30:00 428.592330 
    2016/06/02 21:45:00 428.591420 
    2016/06/02 22:00:00 428.590830 
    2016/06/02 22:15:00 428.590000 
    2016/06/02 22:30:00 428.592580 
    2016/06/02 22:45:00 428.587920 
    2016/06/02 23:00:00 428.592000 
    2016/06/02 23:15:00 428.589080 
    2016/06/02 23:30:00 428.586750 
    2016/06/02 23:45:00 428.588830 
    2016/06/03 00:00:00 428.587920 
    2016/06/03 00:15:00 428.586500 
    2016/06/03 00:30:00 428.584750 
    2016/06/03 00:45:00 428.588250 
    2016/06/03 01:00:00 428.585000 
    2016/06/03 01:15:00 428.583250 
    2016/06/03 01:30:00 428.585580 
    2016/06/03 01:45:00 428.580330 
    2016/06/03 02:00:00 428.583580 
    2016/06/03 02:15:00 428.582420 
    2016/06/03 02:30:00 428.582080 
    2016/06/03 02:45:00 428.582080 
    2016/06/03 03:00:00 428.583830 
    2016/06/03 03:15:00 428.582670 
    2016/06/03 03:30:00 428.580920 
    2016/06/03 03:45:00 428.583250 
    2016/06/03 04:00:00 428.578000 
    2016/06/03 04:15:00 428.581500 
    2016/06/03 04:30:00 428.573670 
    2016/06/03 04:45:00 428.580330 
    2016/06/03 05:00:00 428.578330 
    2016/06/03 05:15:00 428.575080 
    2016/06/03 05:30:00 428.577170 
    2016/06/03 05:45:00 428.576000 
    2016/06/03 06:00:00 428.579750 
    2016/06/03 06:15:00 428.577420 
    2016/06/03 06:30:00 428.572750 
    2016/06/03 06:45:00 428.571000 
    2016/06/03 07:00:00 428.571000 
    2016/06/03 07:15:00 428.569250 
    2016/06/03 07:30:00 428.567500 
    2016/06/03 07:45:00 428.565170 
    2016/06/03 08:00:00 428.565170 
    2016/06/03 08:15:00 428.561670 
    2016/06/03 08:30:00 428.565170 
    2016/06/03 08:45:00 428.562830 
    2016/06/03 09:00:00 428.564580 
    2016/06/03 09:15:00 428.565750 
    2016/06/03 09:30:00 428.561920 
    2016/06/03 09:45:00 428.566920 
    2016/06/03 10:00:00 428.563080 
    2016/06/03 10:15:00 428.565420 
    2016/06/03 10:30:00 428.566330 
    2016/06/03 10:45:00 428.568080 
    2016/06/03 11:00:00 428.565420 
    2016/06/03 11:15:00 428.570080 
    2016/06/03 11:30:00 428.567170 
    2016/06/03 11:45:00 428.572750 
    2016/06/03 12:00:00 428.568920 
    2016/06/03 12:15:00 428.568920 
    2016/06/03 12:30:00 428.567170 
    2016/06/03 12:45:00 428.568670 
    2016/06/03 13:00:00 428.569500 
    2016/06/03 13:15:00 428.570080 
    2016/06/03 13:30:00 428.572170 
    2016/06/03 13:45:00 428.568920 
    2016/06/03 14:00:00 428.570670 
    2016/06/03 14:15:00 428.571580 
    2016/06/03 14:30:00 428.572170 
    2016/06/03 14:45:00 428.573330 
    2016/06/03 15:00:00 428.571250 
    2016/06/03 15:15:00 428.571580 
    2016/06/03 15:30:00 428.572420 
    2016/06/03 15:45:00 428.575330 
    2016/06/03 16:00:00 428.576500 
    2016/06/03 16:15:00 428.573000 
    2016/06/03 16:30:00 428.571830 
    2016/06/03 16:45:00 428.570080 
    2016/06/03 17:00:00 428.574750 
    2016/06/03 17:15:00 428.573000 
    2016/06/03 17:30:00 428.579750 
    2016/06/03 17:45:00 428.578250 
    2016/06/03 18:00:00 428.582080 
    2016/06/03 18:15:00 428.582580 
    2016/06/03 18:30:00 428.584080 
    2016/06/03 18:45:00 428.585000 
    2016/06/03 19:00:00 428.589080 
    2016/06/03 19:15:00 428.591670 
    2016/06/03 19:30:00 428.588500 
    2016/06/03 19:45:00 428.591080 
    2016/06/03 20:00:00 428.590250 
    2016/06/03 20:15:00 428.596920 
    2016/06/03 20:30:00 428.596670 
    2016/06/03 20:45:00 428.596330 
    2016/06/03 21:00:00 428.600420 
    2016/06/03 21:15:00 428.603670 
    2016/06/03 21:30:00 428.601580 
    2016/06/03 21:45:00 428.599830 
    2016/06/03 22:00:00 428.602830 
    2016/06/03 22:15:00 428.604830 
    2016/06/03 22:30:00 428.609500 
    2016/06/03 22:45:00 428.603330 
    2016/06/03 23:00:00 428.608920 
    2016/06/03 23:15:00 428.606580 
    2016/06/03 23:30:00 428.606000 
    2016/06/03 23:45:00 428.609500 
    2016/06/04 00:00:00 428.610330 
    2016/06/04 00:15:00 428.606830 
    2016/06/04 00:30:00 428.609250 
    2016/06/04 00:45:00 428.612080 
    2016/06/04 01:00:00 428.611250 
    2016/06/04 01:15:00 428.610670 
    2016/06/04 01:30:00 428.609170 
    2016/06/04 01:45:00 428.611250 
    2016/06/04 02:00:00 428.610330 
    2016/06/04 02:15:00 428.616170 
    2016/06/04 02:30:00 428.614170 
    2016/06/04 02:45:00 428.612670 
    2016/06/04 03:00:00 428.615000 
    2016/06/04 03:15:00 428.618830 
    2016/06/04 03:30:00 428.620580 
    2016/06/04 03:45:00 428.615670 
    2016/06/04 04:00:00 428.620580 
    2016/06/04 04:15:00 428.621170 
    2016/06/04 04:30:00 428.620000 
    2016/06/04 04:45:00 428.619670 
    2016/06/04 05:00:00 428.621170 
    2016/06/04 05:15:00 428.619080 
    2016/06/04 05:30:00 428.621750 
    2016/06/04 05:45:00 428.621170 
    2016/06/04 06:00:00 428.621750 
    2016/06/04 06:15:00 428.624080 
    2016/06/04 06:30:00 428.618500 
    2016/06/04 06:45:00 428.621750 
    2016/06/04 07:00:00 428.622920 
    2016/06/04 07:15:00 428.618830 
    2016/06/04 07:30:00 428.618830 
    2016/06/04 07:45:00 428.621420 
    2016/06/04 08:00:00 428.622920 
    2016/06/04 08:15:00 428.621170 
    2016/06/04 08:30:00 428.619080 
    2016/06/04 08:45:00 428.619080 
    2016/06/04 09:00:00 428.622580 
    2016/06/04 09:15:00 428.618830 
    2016/06/04 09:30:00 428.621170 
    2016/06/04 09:45:00 428.615920 
    2016/06/04 10:00:00 428.615000 
    2016/06/04 10:15:00 428.616500 
    2016/06/04 10:30:00 428.614750 
    2016/06/04 10:45:00 428.615920 
    2016/06/04 11:00:00 428.614420 
    2016/06/04 11:15:00 428.615580 
    2016/06/04 11:30:00 428.619670 
    2016/06/04 11:45:00 428.615580 
    2016/06/04 12:00:00 428.619420 
    2016/06/04 12:15:00 428.617670 
    2016/06/04 12:30:00 428.612080 
    2016/06/04 12:45:00 428.615920 
    2016/06/04 13:00:00 428.617080 
    2016/06/04 13:15:00 428.610330 
    2016/06/04 13:30:00 428.615920 
    2016/06/04 13:45:00 428.612080 
    2016/06/04 14:00:00 428.613250 
    2016/06/04 14:15:00 428.611500 
    2016/06/04 14:30:00 428.610670 
    2016/06/04 14:45:00 428.612420 
    2016/06/04 15:00:00 428.610920 
    2016/06/04 15:15:00 428.609170 
    2016/06/04 15:30:00 428.609750 
    2016/06/04 15:45:00 428.610670 
    2016/06/04 16:00:00 428.606830 
    2016/06/04 16:15:00 428.611750 
    2016/06/04 16:30:00 428.609170 
    2016/06/04 16:45:00 428.604500 
    2016/06/04 17:00:00 428.612420 
    2016/06/04 17:15:00 428.612670 
    2016/06/04 17:30:00 428.611500 
    2016/06/04 17:45:00 428.610920 
    2016/06/04 18:00:00 428.613000 
    2016/06/04 18:15:00 428.610080 
    2016/06/04 18:30:00 428.610670 
    2016/06/04 18:45:00 428.610080 
    2016/06/04 19:00:00 428.613830 
    2016/06/04 19:15:00 428.613830 
    2016/06/04 19:30:00 428.609750 
    2016/06/04 19:45:00 428.612420 
    2016/06/04 20:00:00 428.614170 
    2016/06/04 20:15:00 428.614420 
    2016/06/04 20:30:00 428.615920 
    2016/06/04 20:45:00 428.609170 
    2016/06/04 21:00:00 428.611830 
    2016/06/04 21:15:00 428.610920 
    2016/06/04 21:30:00 428.611830 
    2016/06/04 21:45:00 428.611830 
    2016/06/04 22:00:00 428.614170 
    2016/06/04 22:15:00 428.613830 
    2016/06/04 22:30:00 428.611830 
    2016/06/04 22:45:00 428.613000 
    2016/06/04 23:00:00 428.610670 
    2016/06/04 23:15:00 428.611830 
    2016/06/04 23:30:00 428.617670 
    2016/06/04 23:45:00 428.613830 
    2016/06/05 00:00:00 428.613830 
    2016/06/05 00:15:00 428.615330 
    2016/06/05 00:30:00 428.618500 
    2016/06/05 00:45:00 428.616750 
    2016/06/05 01:00:00 428.616500 
    2016/06/05 01:15:00 428.614170 
    2016/06/05 01:30:00 428.613830 
    2016/06/05 01:45:00 428.616170 
    2016/06/05 02:00:00 428.610330 
    2016/06/05 02:15:00 428.613830 
    2016/06/05 02:30:00 428.612080 
    2016/06/05 02:45:00 428.613500 
    2016/06/05 03:00:00 428.615250 
    2016/06/05 03:15:00 428.613250 
    2016/06/05 03:30:00 428.613250 
    2016/06/05 03:45:00 428.611500 
    2016/06/05 04:00:00 428.613830 
    2016/06/05 04:15:00 428.615000 
    2016/06/05 04:30:00 428.611500 
    2016/06/05 04:45:00 428.612080 
    2016/06/05 05:00:00 428.609750 
    2016/06/05 05:15:00 428.612080 
    2016/06/05 05:30:00 428.610330 
    2016/06/05 05:45:00 428.612080 
    2016/06/05 06:00:00 428.613830 
    2016/06/05 06:15:00 428.611500 
    2016/06/05 06:30:00 428.611500 
    2016/06/05 06:45:00 428.608580 
    2016/06/05 07:00:00 428.610920 
    2016/06/05 07:15:00 428.608580 
    2016/06/05 07:30:00 428.604750 
    2016/06/05 07:45:00 428.606250 
    2016/06/05 08:00:00 428.603920 
    2016/06/05 08:15:00 428.605920 
    2016/06/05 08:30:00 428.600670 
    2016/06/05 08:45:00 428.603920 
    2016/06/05 09:00:00 428.601830 
    2016/06/05 09:15:00 428.601830 
    2016/06/05 09:30:00 428.600670 
    2016/06/05 09:45:00 428.599830 
    2016/06/05 10:00:00 428.602420 
    2016/06/05 10:15:00 428.601500 
    2016/06/05 10:30:00 428.600330 
    2016/06/05 10:45:00 428.599500 
    2016/06/05 11:00:00 428.600330 
    2016/06/05 11:15:00 428.597750 
    2016/06/05 11:30:00 428.598580 
    2016/06/05 11:45:00 428.604170 
    2016/06/05 12:00:00 428.612080 
    2016/06/05 12:15:00 428.611420 
    2016/06/05 12:30:00 428.607670 
    2016/06/05 12:45:00 428.601830 
    2016/06/05 13:00:00 428.606170 
    2016/06/05 13:15:00 428.602080 
    2016/06/05 13:30:00 428.604670 
    2016/06/05 13:45:00 428.604330 
    2016/06/05 14:00:00 428.606080 
    2016/06/05 14:15:00 428.606080 
    2016/06/05 14:30:00 428.605500 
    2016/06/05 14:45:00 428.602580 
    2016/06/05 15:00:00 428.608420 
    2016/06/05 15:15:00 428.607830 
    2016/06/05 15:30:00 428.613420 
    2016/06/05 15:45:00 428.616000 
    2016/06/05 16:00:00 428.618670 
    2016/06/05 16:15:00 428.616330 
    2016/06/05 16:30:00 428.617250 
    2016/06/05 16:45:00 428.617830 
    2016/06/05 17:00:00 428.614080 
    2016/06/05 17:15:00 428.610830 
    2016/06/05 17:30:00 428.614080 
    2016/06/05 17:45:00 428.612330 
    2016/06/05 18:00:00 428.614330 
    2016/06/05 18:15:00 428.613250 
    2016/06/05 18:30:00 428.615830 
    2016/06/05 18:45:00 428.614080 
    2016/06/05 19:00:00 428.616420 
    2016/06/05 19:15:00 428.615250 
    2016/06/05 19:30:00 428.614080 
    2016/06/05 19:45:00 428.617580 
    2016/06/05 20:00:00 428.617830 
    2016/06/05 20:15:00 428.621670 
    2016/06/05 20:30:00 428.620250 
    2016/06/05 20:45:00 428.616170 
    2016/06/05 21:00:00 428.617000 
    2016/06/05 21:15:00 428.616080 
    2016/06/05 21:30:00 428.619330 
    2016/06/05 21:45:00 428.615580 
    2016/06/05 22:00:00 428.621670 
    2016/06/05 22:15:00 428.617330 
    2016/06/05 22:30:00 428.617000 
    2016/06/05 22:45:00 428.619080 
    2016/06/05 23:00:00 428.621420 
    2016/06/05 23:15:00 428.617330 
    2016/06/05 23:30:00 428.619920 
    2016/06/05 23:45:00 428.619920 
    2016/06/06 00:00:00 428.622250 
    2016/06/06 00:15:00 428.622000 
    2016/06/06 00:30:00 428.620830 
    2016/06/06 00:45:00 428.619080 
    2016/06/06 01:00:00 428.620830 
    2016/06/06 01:15:00 428.620250 
    2016/06/06 01:30:00 428.619670 
    2016/06/06 01:45:00 428.617920 
    2016/06/06 02:00:00 428.616420 
    2016/06/06 02:15:00 428.614670 
    2016/06/06 02:30:00 428.615920 
    2016/06/06 02:45:00 428.612080 
    2016/06/06 03:00:00 428.616750 
    2016/06/06 03:15:00 428.614170 
    2016/06/06 03:30:00 428.615920 
    2016/06/06 03:45:00 428.610330 
    2016/06/06 04:00:00 428.618250 
    2016/06/06 04:15:00 428.619330 
    2016/06/06 04:30:00 428.618750 
    2016/06/06 04:45:00 428.614170 
    2016/06/06 05:00:00 428.614420 
    2016/06/06 05:15:00 428.619080 
    2016/06/06 05:30:00 428.614420 
    2016/06/06 05:45:00 428.615830 
    2016/06/06 06:00:00 428.618250 
    2016/06/06 06:15:00 428.617330 
    2016/06/06 06:30:00 428.617920 
    2016/06/06 06:45:00 428.618170 
    2016/06/06 07:00:00 428.611170 
    2016/06/06 07:15:00 428.619080 
    2016/06/06 07:30:00 428.615000 
    2016/06/06 07:45:00 428.615000 
    2016/06/06 08:00:00 428.615250 
    2016/06/06 08:15:00 428.617330 
    2016/06/06 08:30:00 428.620250 
    2016/06/06 08:45:00 428.616750 
    2016/06/06 09:00:00 428.610580 
    2016/06/06 09:15:00 428.614080 
    2016/06/06 09:30:00 428.614670 
    2016/06/06 09:45:00 428.611170 
    2016/06/06 10:00:00 428.612920 
    2016/06/06 10:15:00 428.613250 
    2016/06/06 10:30:00 428.612330 
    2016/06/06 10:45:00 428.610330 
    2016/06/06 11:00:00 428.609420 
    2016/06/06 11:15:00 428.607670 
    2016/06/06 11:30:00 428.608830 
    2016/06/06 11:45:00 428.608500 
    2016/06/06 12:00:00 428.603830 
    2016/06/06 12:15:00 428.608580 
    2016/06/06 12:30:00 428.610250 
    2016/06/06 12:45:00 428.606500 
    2016/06/06 13:00:00 428.603580 
    2016/06/06 13:15:00 428.606170 
    2016/06/06 13:30:00 428.608250 
    2016/06/06 13:45:00 428.608580 
    2016/06/06 14:00:00 428.609170 
    2016/06/06 14:15:00 428.613830 
    2016/06/06 14:30:00 428.610000 
    2016/06/06 14:45:00 428.610920 
    2016/06/06 15:00:00 428.609750 
    2016/06/06 15:15:00 428.606500 
    2016/06/06 15:30:00 428.607670 
    2016/06/06 15:45:00 428.607080 
    2016/06/06 16:00:00 428.607670 
    2016/06/06 16:15:00 428.613830 
    2016/06/06 16:30:00 428.607670 
    2016/06/06 16:45:00 428.609750 
    2016/06/06 17:00:00 428.612080 
    2016/06/06 17:15:00 428.611830 
    2016/06/06 17:30:00 428.614750 
    2016/06/06 17:45:00 428.614750 
    2016/06/06 18:00:00 428.613830 
    2016/06/06 18:15:00 428.610330 
    2016/06/06 18:30:00 428.612670 
    2016/06/06 18:45:00 428.612670 
    2016/06/06 19:00:00 428.614750 
    2016/06/06 19:15:00 428.616170 
    2016/06/06 19:30:00 428.613580 
    2016/06/06 19:45:00 428.615000 
    2016/06/06 20:00:00 428.613250 
    2016/06/06 20:15:00 428.617080 
    2016/06/06 20:30:00 428.615580 
    2016/06/06 20:45:00 428.618000 
    2016/06/06 21:00:00 428.613330 
    2016/06/06 21:15:00 428.610330 
    2016/06/06 21:30:00 428.615330 
    2016/06/06 21:45:00 428.614170 
    2016/06/06 22:00:00 428.610920 
    2016/06/06 22:15:00 428.615920 
    2016/06/06 22:30:00 428.616250 
    2016/06/06 22:45:00 428.616830 
    2016/06/06 23:00:00 428.613250 
    2016/06/06 23:15:00 428.614420 
    2016/06/06 23:30:00 428.610920 
    2016/06/06 23:45:00 428.614750 
    2016/06/07 00:00:00 428.613830 
    2016/06/07 00:15:00 428.617080 
    2016/06/07 00:30:00 428.618830 
    2016/06/07 00:45:00 428.616170 
    2016/06/07 01:00:00 428.619170 
    2016/06/07 01:15:00 428.617080 
    2016/06/07 01:30:00 428.616170 
    2016/06/07 01:45:00 428.613580 
    2016/06/07 02:00:00 428.615920 
    2016/06/07 02:15:00 428.614170 
    2016/06/07 02:30:00 428.614750 
    2016/06/07 02:45:00 428.613000 
    2016/06/07 03:00:00 428.613000 
    2016/06/07 03:15:00 428.616830 
    2016/06/07 03:30:00 428.610920 
    2016/06/07 03:45:00 428.613580 
    2016/06/07 04:00:00 428.613580 
    2016/06/07 04:15:00 428.613330 
    2016/06/07 04:30:00 428.614170 
    2016/06/07 04:45:00 428.613920 
    2016/06/07 05:00:00 428.609750 
    2016/06/07 05:15:00 428.611250 
    2016/06/07 05:30:00 428.611250 
    2016/06/07 05:45:00 428.612420 
    2016/06/07 06:00:00 428.614500 
    2016/06/07 06:15:00 428.614500 
    2016/06/07 06:30:00 428.609500 
    2016/06/07 06:45:00 428.606580 
    2016/06/07 07:00:00 428.606580 
    2016/06/07 07:15:00 428.604830 
    2016/06/07 07:30:00 428.607170 
    2016/06/07 07:45:00 428.605420 
    2016/06/07 08:00:00 428.603080 
    2016/06/07 08:15:00 428.606580 
    2016/06/07 08:30:00 428.599000 
    2016/06/07 08:45:00 428.599580 
    2016/06/07 09:00:00 428.601330 
    2016/06/07 09:15:00 428.597250 
    2016/06/07 09:30:00 428.597250 
    2016/06/07 09:45:00 428.598420 
    2016/06/07 10:00:00 428.599000 
    2016/06/07 10:15:00 428.600170 
    2016/06/07 10:30:00 428.597250 
    2016/06/07 10:45:00 428.601580 
    2016/06/07 11:00:00 428.601000 
    2016/06/07 11:15:00 428.599250 
    2016/06/07 11:30:00 428.599830 
    2016/06/07 11:45:00 428.598670 
    2016/06/07 12:00:00 428.598080 
    2016/06/07 12:15:00 428.601920 
    2016/06/07 12:30:00 428.598080 
    2016/06/07 12:45:00 428.599830 
    2016/06/07 13:00:00 428.602750 
    2016/06/07 13:15:00 428.598670 
    2016/06/07 13:30:00 428.597170 
    2016/06/07 13:45:00 428.597500 
    2016/06/07 14:00:00 428.602670 
    2016/06/07 14:15:00 428.601830 
    2016/06/07 14:30:00 428.610000 
    2016/06/07 14:45:00 428.606500 
    2016/06/07 15:00:00 428.602420 
