----------------------------------------------
PZ-E TotHead [m]: 
    2016/06/11 03:10:00 428.495917 
    2016/06/11 03:20:00 428.498417 
    2016/06/11 03:30:00 428.498250 
    2016/06/11 03:40:00 428.496250 
    2016/06/11 03:50:00 428.495583 
    2016/06/11 04:00:00 428.495000 
    2016/06/11 04:10:00 428.495667 
    2016/06/11 04:20:00 428.496083 
    2016/06/11 04:30:00 428.494500 
    2016/06/11 04:40:00 428.491500 
    2016/06/11 04:50:00 428.496417 
    2016/06/11 05:00:00 428.498250 
    2016/06/11 05:10:00 428.496083 
    2016/06/11 05:20:00 428.495000 
    2016/06/11 05:30:00 428.495250 
    2016/06/11 05:40:00 428.496417 
    2016/06/11 05:50:00 428.496000 
    2016/06/11 06:00:00 428.493500 
    2016/06/11 06:10:00 428.492917 
    2016/06/11 06:20:00 428.491167 
    2016/06/11 06:30:00 428.492000 
    2016/06/11 06:40:00 428.489250 
    2016/06/11 06:50:00 428.487000 
    2016/06/11 07:00:00 428.483500 
    2016/06/11 07:10:00 428.483333 
    2016/06/11 07:20:00 428.483500 
    2016/06/11 07:30:00 428.483750 
    2016/06/11 07:40:00 428.483583 
    2016/06/11 07:50:00 428.483667 
    2016/06/11 08:00:00 428.482500 
    2016/06/11 08:10:00 428.481333 
    2016/06/11 08:20:00 428.478750 
    2016/06/11 08:30:00 428.478750 
    2016/06/11 08:40:00 428.477833 
    2016/06/11 08:50:00 428.478750 
    2016/06/11 09:00:00 428.479000 
    2016/06/11 09:10:00 428.475250 
    2016/06/11 09:20:00 428.478417 
    2016/06/11 09:30:00 428.475250 
    2016/06/11 09:40:00 428.476250 
    2016/06/11 09:50:00 428.478000 
    2016/06/11 10:00:00 428.480750 
    2016/06/11 10:10:00 428.478083 
    2016/06/11 10:20:00 428.475000 
    2016/06/11 10:30:00 428.475750 
    2016/06/11 10:40:00 428.474833 
    2016/06/11 10:50:00 428.476833 
    2016/06/11 11:00:00 428.476250 
    2016/06/11 11:10:00 428.478833 
    2016/06/11 11:20:00 428.477917 
    2016/06/11 11:30:00 428.477750 
    2016/06/11 11:40:00 428.477417 
    2016/06/11 11:50:00 428.478333 
    2016/06/11 12:00:00 428.482500 
    2016/06/11 12:10:00 428.482917 
    2016/06/11 12:20:00 428.479917 
    2016/06/11 12:30:00 428.480500 
    2016/06/11 12:40:00 428.478167 
    2016/06/11 12:50:00 428.478167 
    2016/06/11 13:00:00 428.479250 
    2016/06/11 13:10:00 428.479250 
    2016/06/11 13:20:00 428.482750 
    2016/06/11 13:30:00 428.479250 
    2016/06/11 13:40:00 428.484083 
    2016/06/11 13:50:00 428.482667 
    2016/06/11 14:00:00 428.482750 
    2016/06/11 14:10:00 428.482167 
    2016/06/11 14:20:00 428.479583 
    2016/06/11 14:30:00 428.482750 
    2016/06/11 14:40:00 428.481167 
    2016/06/11 14:50:00 428.483167 
    2016/06/11 15:00:00 428.485000 
    2016/06/11 15:10:00 428.482083 
    2016/06/11 15:20:00 428.485000 
    2016/06/11 15:30:00 428.483250 
    2016/06/11 15:40:00 428.486167 
    2016/06/11 15:50:00 428.487667 
    2016/06/11 16:00:00 428.489000 
    2016/06/11 16:10:00 428.491750 
    2016/06/11 16:20:00 428.492250 
    2016/06/11 16:30:00 428.493750 
    2016/06/11 16:40:00 428.491083 
    2016/06/11 16:50:00 428.490500 
    2016/06/11 17:00:00 428.494000 
    2016/06/11 17:10:00 428.494000 
    2016/06/11 17:20:00 428.495417 
    2016/06/11 17:30:00 428.497750 
    2016/06/11 17:40:00 428.496333 
    2016/06/11 17:50:00 428.496583 
    2016/06/11 18:00:00 428.496000 
    2016/06/11 18:10:00 428.497167 
    2016/06/11 18:20:00 428.499750 
    2016/06/11 18:30:00 428.497750 
    2016/06/11 18:40:00 428.498583 
    2016/06/11 18:50:00 428.498583 
    2016/06/11 19:00:00 428.498250 
    2016/06/11 19:10:00 428.498250 
    2016/06/11 19:20:00 428.497583 
    2016/06/11 19:30:00 428.498000 
    2016/06/11 19:40:00 428.498167 
    2016/06/11 19:50:00 428.496500 
    2016/06/11 20:00:00 428.500250 
    2016/06/11 20:10:00 428.502083 
    2016/06/11 20:20:00 428.500333 
    2016/06/11 20:30:00 428.498750 
    2016/06/11 20:40:00 428.495417 
    2016/06/11 20:50:00 428.494167 
    2016/06/11 21:00:00 428.498500 
    2016/06/11 21:10:00 428.496417 
    2016/06/11 21:20:00 428.496417 
    2016/06/11 21:30:00 428.497000 
    2016/06/11 21:40:00 428.498750 
    2016/06/11 21:50:00 428.497833 
    2016/06/11 22:00:00 428.493500 
    2016/06/11 22:10:00 428.494500 
    2016/06/11 22:20:00 428.499667 
    2016/06/11 22:30:00 428.495500 
    2016/06/11 22:40:00 428.494583 
    2016/06/11 22:50:00 428.493667 
    2016/06/11 23:00:00 428.495500 
    2016/06/11 23:10:00 428.495500 
    2016/06/11 23:20:00 428.492333 
    2016/06/11 23:30:00 428.492000 
    2016/06/11 23:40:00 428.494000 
    2016/06/11 23:50:00 428.493833 
    2016/06/12 00:00:00 428.492250 
    2016/06/12 00:10:00 428.492000 
    2016/06/12 00:20:00 428.494833 
    2016/06/12 00:30:00 428.490750 
    2016/06/12 00:40:00 428.494667 
    2016/06/12 00:50:00 428.491750 
    2016/06/12 01:00:00 428.492750 
    2016/06/12 01:10:00 428.492750 
    2016/06/12 01:20:00 428.493000 
    2016/06/12 01:30:00 428.492500 
    2016/06/12 01:40:00 428.492417 
    2016/06/12 01:50:00 428.491250 
    2016/06/12 02:00:00 428.492250 
    2016/06/12 02:10:00 428.491083 
    2016/06/12 02:20:00 428.492833 
    2016/06/12 02:30:00 428.495750 
    2016/06/12 02:40:00 428.490667 
    2016/06/12 02:50:00 428.492083 
    2016/06/12 03:00:00 428.489000 
    2016/06/12 03:10:00 428.491333 
    2016/06/12 03:20:00 428.490750 
    2016/06/12 03:30:00 428.490500 
    2016/06/12 03:40:00 428.487750 
    2016/06/12 03:50:00 428.487833 
    2016/06/12 04:00:00 428.490750 
    2016/06/12 04:10:00 428.490167 
    2016/06/12 04:20:00 428.490667 
    2016/06/12 04:30:00 428.492250 
    2016/06/12 04:40:00 428.491917 
    2016/06/12 04:50:00 428.491417 
    2016/06/12 05:00:00 428.489250 
    2016/06/12 05:10:00 428.489833 
    2016/06/12 05:20:00 428.489167 
    2016/06/12 05:30:00 428.489000 
    2016/06/12 05:40:00 428.490417 
    2016/06/12 05:50:00 428.489500 
    2016/06/12 06:00:00 428.489250 
    2016/06/12 06:10:00 428.488667 
    2016/06/12 06:20:00 428.492750 
    2016/06/12 06:30:00 428.489250 
    2016/06/12 06:40:00 428.492750 
    2016/06/12 06:50:00 428.493000 
    2016/06/12 07:00:00 428.491000 
    2016/06/12 07:10:00 428.486917 
    2016/06/12 07:20:00 428.486333 
    2016/06/12 07:30:00 428.485500 
    2016/06/12 07:40:00 428.485500 
    2016/06/12 07:50:00 428.488667 
    2016/06/12 08:00:00 428.484000 
    2016/06/12 08:10:00 428.483417 
    2016/06/12 08:20:00 428.481583 
    2016/06/12 08:30:00 428.483000 
    2016/06/12 08:40:00 428.481583 
    2016/06/12 08:50:00 428.481833 
    2016/06/12 09:00:00 428.479500 
    2016/06/12 09:10:00 428.479833 
    2016/06/12 09:20:00 428.482417 
    2016/06/12 09:30:00 428.479500 
    2016/06/12 09:40:00 428.478333 
    2016/06/12 09:50:00 428.476583 
    2016/06/12 10:00:00 428.477750 
    2016/06/12 10:10:00 428.479750 
    2016/06/12 10:20:00 428.480333 
    2016/06/12 10:30:00 428.477750 
    2016/06/12 10:40:00 428.479500 
    2016/06/12 10:50:00 428.478000 
    2016/06/12 11:00:00 428.476500 
    2016/06/12 11:10:00 428.477083 
    2016/06/12 11:20:00 428.480833 
    2016/06/12 11:30:00 428.480000 
    2016/06/12 11:40:00 428.479750 
    2016/06/12 11:50:00 428.478333 
    2016/06/12 12:00:00 428.483250 
    2016/06/12 12:10:00 428.485250 
    2016/06/12 12:20:00 428.480333 
    2016/06/12 12:30:00 428.483250 
    2016/06/12 12:40:00 428.480917 
    2016/06/12 12:50:00 428.481833 
    2016/06/12 13:00:00 428.484750 
    2016/06/12 13:10:00 428.476833 
    2016/06/12 13:20:00 428.495750 
    2016/06/12 13:30:00 428.491250 
    2016/06/12 13:40:00 428.494750 
    2016/06/12 13:50:00 428.488417 
    2016/06/12 14:00:00 428.487500 
    2016/06/12 14:10:00 428.482333 
    2016/06/12 14:20:00 428.481167 
    2016/06/12 14:30:00 428.485500 
    2016/06/12 14:40:00 428.486750 
    2016/06/12 14:50:00 428.484917 
    2016/06/12 15:00:00 428.487000 
    2016/06/12 15:10:00 428.488500 
    2016/06/12 15:20:00 428.487333 
    2016/06/12 15:30:00 428.486500 
    2016/06/12 15:40:00 428.482917 
    2016/06/12 15:50:00 428.481250 
    2016/06/12 16:00:00 428.482750 
    2016/06/12 16:10:00 428.480167 
    2016/06/12 16:20:00 428.480500 
    2016/06/12 16:30:00 428.480500 
    2016/06/12 16:40:00 428.482667 
    2016/06/12 16:50:00 428.480917 
    2016/06/12 17:00:00 428.482250 
    2016/06/12 17:10:00 428.483417 
    2016/06/12 17:20:00 428.485167 
    2016/06/12 17:30:00 428.483750 
    2016/06/12 17:40:00 428.485250 
    2016/06/12 17:50:00 428.482667 
    2016/06/12 18:00:00 428.488750 
    2016/06/12 18:10:00 428.477917 
    2016/06/12 18:20:00 428.493583 
    2016/06/12 18:30:00 428.489000 
    2016/06/12 18:40:00 428.494417 
    2016/06/12 18:50:00 428.485917 
    2016/06/12 19:00:00 428.489500 
    2016/06/12 19:10:00 428.495333 
    2016/06/12 19:20:00 428.487500 
    2016/06/12 19:30:00 428.490750 
    2016/06/12 19:40:00 428.488750 
    2016/06/12 19:50:00 428.484917 
    2016/06/12 20:00:00 428.487500 
    2016/06/12 20:10:00 428.475333 
    2016/06/12 20:20:00 428.480333 
    2016/06/12 20:30:00 428.486750 
    2016/06/12 20:40:00 428.493333 
    2016/06/12 20:50:00 428.488333 
    2016/06/12 21:00:00 428.489750 
    2016/06/12 21:10:00 428.481333 
    2016/06/12 21:20:00 428.492333 
    2016/06/12 21:30:00 428.489750 
    2016/06/12 21:40:00 428.487750 
    2016/06/12 21:50:00 428.484833 
    2016/06/12 22:00:00 428.495250 
    2016/06/12 22:10:00 428.497833 
    2016/06/12 22:20:00 428.497833 
    2016/06/12 22:30:00 428.500750 
    2016/06/12 22:40:00 428.499917 
    2016/06/12 22:50:00 428.506083 
    2016/06/12 23:00:00 428.507500 
    2016/06/12 23:10:00 428.506083 
    2016/06/12 23:20:00 428.512667 
    2016/06/12 23:30:00 428.514250 
    2016/06/12 23:40:00 428.511000 
    2016/06/12 23:50:00 428.522583 
    2016/06/13 00:00:00 428.519250 
    2016/06/13 00:10:00 428.518250 
    2016/06/13 00:20:00 428.521833 
    2016/06/13 00:30:00 428.521250 
    2016/06/13 00:40:00 428.521833 
    2016/06/13 00:50:00 428.524750 
    2016/06/13 01:00:00 428.526500 
    2016/06/13 01:10:00 428.524167 
    2016/06/13 01:20:00 428.529083 
    2016/06/13 01:30:00 428.528500 
    2016/06/13 01:40:00 428.527667 
    2016/06/13 01:50:00 428.529083 
    2016/06/13 02:00:00 428.528500 
    2016/06/13 02:10:00 428.527083 
    2016/06/13 02:20:00 428.532583 
    2016/06/13 02:30:00 428.532000 
    2016/06/13 02:40:00 428.535500 
    2016/06/13 02:50:00 428.533167 
    2016/06/13 03:00:00 428.533500 
    2016/06/13 03:10:00 428.529167 
    2016/06/13 03:20:00 428.531750 
    2016/06/13 03:30:00 428.531500 
    2016/06/13 03:40:00 428.533250 
    2016/06/13 03:50:00 428.534667 
    2016/06/13 04:00:00 428.531750 
    2016/06/13 04:10:00 428.530333 
    2016/06/13 04:20:00 428.528583 
    2016/06/13 04:30:00 428.531750 
    2016/06/13 04:40:00 428.532500 
    2016/06/13 04:50:00 428.531333 
    2016/06/13 05:00:00 428.535500 
    2016/06/13 05:10:00 428.534917 
    2016/06/13 05:20:00 428.531417 
    2016/06/13 05:30:00 428.530250 
    2016/06/13 05:40:00 428.534583 
    2016/06/13 05:50:00 428.531667 
    2016/06/13 06:00:00 428.530500 
    2016/06/13 06:10:00 428.531333 
    2016/06/13 06:20:00 428.532500 
    2016/06/13 06:30:00 428.530500 
    2016/06/13 06:40:00 428.529917 
    2016/06/13 06:50:00 428.533417 
    2016/06/13 07:00:00 428.532000 
    2016/06/13 07:10:00 428.529917 
    2016/06/13 07:20:00 428.529333 
    2016/06/13 07:30:00 428.534000 
    2016/06/13 07:40:00 428.528500 
    2016/06/13 07:50:00 428.530500 
    2016/06/13 08:00:00 428.530250 
    2016/06/13 08:10:00 428.526167 
    2016/06/13 08:20:00 428.529917 
    2016/06/13 08:30:00 428.530500 
    2016/06/13 08:40:00 428.529333 
    2016/06/13 08:50:00 428.527917 
    2016/06/13 09:00:00 428.528750 
    2016/06/13 09:10:00 428.527917 
    2016/06/13 09:20:00 428.524167 
    2016/06/13 09:30:00 428.523250 
    2016/06/13 09:40:00 428.526000 
    2016/06/13 09:50:00 428.526000 
    2016/06/13 10:00:00 428.523000 
    2016/06/13 10:10:00 428.524750 
    2016/06/13 10:20:00 428.523250 
    2016/06/13 10:30:00 428.523250 
    2016/06/13 10:40:00 428.522250 
    2016/06/13 10:50:00 428.519917 
    2016/06/13 11:00:00 428.519750 
    2016/06/13 11:10:00 428.520083 
    2016/06/13 11:20:00 428.519500 
    2016/06/13 11:30:00 428.521250 
    2016/06/13 11:40:00 428.521250 
    2016/06/13 11:50:00 428.520083 
    2016/06/13 12:00:00 428.516000 
    2016/06/13 12:10:00 428.519750 
    2016/06/13 12:20:00 428.518333 
    2016/06/13 12:30:00 428.517750 
    2016/06/13 12:40:00 428.517500 
    2016/06/13 12:50:00 428.515833 
    2016/06/13 13:00:00 428.514250 
    2016/06/13 13:10:00 428.512250 
    2016/06/13 13:20:00 428.514500 
    2016/06/13 13:30:00 428.515500 
    2016/06/13 13:40:00 428.517500 
    2016/06/13 13:50:00 428.514417 
    2016/06/13 14:00:00 428.515750 
    2016/06/13 14:10:00 428.516583 
    2016/06/13 14:20:00 428.514000 
    2016/06/13 14:30:00 428.514000 
    2016/06/13 14:40:00 428.514667 
    2016/06/13 14:50:00 428.514083 
    2016/06/13 15:00:00 428.517750 
    2016/06/13 15:10:00 428.515417 
    2016/06/13 15:20:00 428.516250 
    2016/06/13 15:30:00 428.515500 
    2016/06/13 15:40:00 428.515500 
    2016/06/13 15:50:00 428.513250 
    2016/06/13 16:00:00 428.514000 
    2016/06/13 16:10:00 428.516000 
    2016/06/13 16:20:00 428.518333 
    2016/06/13 16:30:00 428.515750 
    2016/06/13 16:40:00 428.516917 
    2016/06/13 16:50:00 428.513750 
    2016/06/13 17:00:00 428.512000 
    2016/06/13 17:10:00 428.515500 
    2016/06/13 17:20:00 428.515083 
    2016/06/13 17:30:00 428.517000 
    2016/06/13 17:40:00 428.518167 
    2016/06/13 17:50:00 428.516750 
    2016/06/13 18:00:00 428.516750 
    2016/06/13 18:10:00 428.516000 
    2016/06/13 18:20:00 428.516000 
    2016/06/13 18:30:00 428.516750 
    2016/06/13 18:40:00 428.517083 
    2016/06/13 18:50:00 428.516000 
    2016/06/13 19:00:00 428.517250 
    2016/06/13 19:10:00 428.520750 
    2016/06/13 19:20:00 428.517250 
    2016/06/13 19:30:00 428.517000 
    2016/06/13 19:40:00 428.517250 
    2016/06/13 19:50:00 428.516667 
    2016/06/13 20:00:00 428.515500 
    2016/06/13 20:10:00 428.519000 
    2016/06/13 20:20:00 428.519917 
    2016/06/13 20:30:00 428.519000 
    2016/06/13 20:40:00 428.520500 
    2016/06/13 20:50:00 428.520750 
    2016/06/13 21:00:00 428.520500 
    2016/06/13 21:10:00 428.520500 
    2016/06/13 21:20:00 428.522500 
    2016/06/13 21:30:00 428.524500 
    2016/06/13 21:40:00 428.524667 
    2016/06/13 21:50:00 428.522250 
    2016/06/13 22:00:00 428.524250 
    2016/06/13 22:10:00 428.520750 
    2016/06/13 22:20:00 428.523333 
    2016/06/13 22:30:00 428.524500 
    2016/06/13 22:40:00 428.524167 
    2016/06/13 22:50:00 428.522417 
    2016/06/13 23:00:00 428.523000 
    2016/06/13 23:10:00 428.523000 
    2016/06/13 23:20:00 428.523000 
    2016/06/13 23:30:00 428.525000 
    2016/06/13 23:40:00 428.521833 
    2016/06/13 23:50:00 428.522417 
    2016/06/14 00:00:00 428.522750 
    2016/06/14 00:10:00 428.524167 
    2016/06/14 00:20:00 428.524750 
    2016/06/14 00:30:00 428.525000 
    2016/06/14 00:40:00 428.525583 
    2016/06/14 00:50:00 428.523583 
    2016/06/14 01:00:00 428.526500 
    2016/06/14 01:10:00 428.522750 
    2016/06/14 01:20:00 428.523333 
    2016/06/14 01:30:00 428.524500 
    2016/06/14 01:40:00 428.525083 
    2016/06/14 01:50:00 428.527167 
    2016/06/14 02:00:00 428.527750 
    2016/06/14 02:10:00 428.529750 
    2016/06/14 02:20:00 428.527250 
    2016/06/14 02:30:00 428.524500 
    2016/06/14 02:40:00 428.527500 
    2016/06/14 02:50:00 428.526833 
    2016/06/14 03:00:00 428.526250 
    2016/06/14 03:10:00 428.526833 
    2016/06/14 03:20:00 428.525750 
    2016/06/14 03:30:00 428.526250 
    2016/06/14 03:40:00 428.526083 
    2016/06/14 03:50:00 428.527250 
    2016/06/14 04:00:00 428.524500 
    2016/06/14 04:10:00 428.525083 
    2016/06/14 04:20:00 428.529667 
    2016/06/14 04:30:00 428.529500 
    2016/06/14 04:40:00 428.529083 
    2016/06/14 04:50:00 428.530917 
    2016/06/14 05:00:00 428.526000 
    2016/06/14 05:10:00 428.527250 
    2016/06/14 05:20:00 428.529583 
    2016/06/14 05:30:00 428.526000 
    2016/06/14 05:40:00 428.527167 
    2016/06/14 05:50:00 428.527750 
    2016/06/14 06:00:00 428.527750 
    2016/06/14 06:10:00 428.530333 
    2016/06/14 06:20:00 428.525917 
    2016/06/14 06:30:00 428.527750 
    2016/06/14 06:40:00 428.530083 
    2016/06/14 06:50:00 428.529167 
    2016/06/14 07:00:00 428.529750 
    2016/06/14 07:10:00 428.528583 
    2016/06/14 07:20:00 428.528583 
    2016/06/14 07:30:00 428.529750 
    2016/06/14 07:40:00 428.526000 
    2016/06/14 07:50:00 428.527750 
    2016/06/14 08:00:00 428.527750 
    2016/06/14 08:10:00 428.524417 
    2016/06/14 08:20:00 428.526417 
    2016/06/14 08:30:00 428.527750 
    2016/06/14 08:40:00 428.527167 
    2016/06/14 08:50:00 428.529000 
    2016/06/14 09:00:00 428.524500 
    2016/06/14 09:10:00 428.525667 
    2016/06/14 09:20:00 428.522250 
    2016/06/14 09:30:00 428.524250 
    2016/06/14 09:40:00 428.522083 
    2016/06/14 09:50:00 428.522667 
    2016/06/14 10:00:00 428.524000 
    2016/06/14 10:10:00 428.526000 
    2016/06/14 10:20:00 428.522167 
    2016/06/14 10:30:00 428.522000 
    2016/06/14 10:40:00 428.518333 
    2016/06/14 10:50:00 428.524250 
    2016/06/14 11:00:00 428.522500 
    2016/06/14 11:10:00 428.523083 
    2016/06/14 11:20:00 428.519250 
    2016/06/14 11:30:00 428.520750 
    2016/06/14 11:40:00 428.525667 
    2016/06/14 11:50:00 428.524250 
    2016/06/14 12:00:00 428.519000 
    2016/06/14 12:10:00 428.521083 
    2016/06/14 12:20:00 428.521667 
    2016/06/14 12:30:00 428.523750 
    2016/06/14 12:40:00 428.521417 
    2016/06/14 12:50:00 428.521500 
    2016/06/14 13:00:00 428.520500 
    2016/06/14 13:10:00 428.521167 
    2016/06/14 13:20:00 428.521417 
    2016/06/14 13:30:00 428.520250 
    2016/06/14 13:40:00 428.524333 
    2016/06/14 13:50:00 428.525000 
    2016/06/14 14:00:00 428.522000 
    2016/06/14 14:10:00 428.523000 
    2016/06/14 14:20:00 428.523167 
    2016/06/14 14:30:00 428.522000 
    2016/06/14 14:40:00 428.524667 
    2016/06/14 14:50:00 428.526083 
    2016/06/14 15:00:00 428.525500 
    2016/06/14 15:10:00 428.526417 
    2016/06/14 15:20:00 428.525083 
    2016/06/14 15:30:00 428.530750 
    2016/06/14 15:40:00 428.528750 
    2016/06/14 15:50:00 428.525833 
    2016/06/14 16:00:00 428.530750 
    2016/06/14 16:10:00 428.528917 
    2016/06/14 16:20:00 428.527167 
    2016/06/14 16:30:00 428.528250 
    2016/06/14 16:40:00 428.527083 
    2016/06/14 16:50:00 428.528167 
    2016/06/14 17:00:00 428.526000 
    2016/06/14 17:10:00 428.527167 
    2016/06/14 17:20:00 428.526417 
    2016/06/14 17:30:00 428.529750 
    2016/06/14 17:40:00 428.531500 
    2016/06/14 17:50:00 428.530333 
    2016/06/14 18:00:00 428.530250 
    2016/06/14 18:10:00 428.533333 
    2016/06/14 18:20:00 428.534750 
    2016/06/14 18:30:00 428.536500 
    2016/06/14 18:40:00 428.535000 
    2016/06/14 18:50:00 428.534417 
    2016/06/14 19:00:00 428.536000 
    2016/06/14 19:10:00 428.535167 
    2016/06/14 19:20:00 428.535917 
    2016/06/14 19:30:00 428.536750 
    2016/06/14 19:40:00 428.538917 
    2016/06/14 19:50:00 428.538583 
    2016/06/14 20:00:00 428.538000 
    2016/06/14 20:10:00 428.539750 
    2016/06/14 20:20:00 428.537667 
    2016/06/14 20:30:00 428.539500 
    2016/06/14 20:40:00 428.541500 
    2016/06/14 20:50:00 428.542583 
    2016/06/14 21:00:00 428.539250 
    2016/06/14 21:10:00 428.542333 
    2016/06/14 21:20:00 428.541833 
    2016/06/14 21:30:00 428.539250 
    2016/06/14 21:40:00 428.541667 
    2016/06/14 21:50:00 428.542833 
    2016/06/14 22:00:00 428.541250 
    2016/06/14 22:10:00 428.542167 
    2016/06/14 22:20:00 428.543000 
    2016/06/14 22:30:00 428.541000 
    2016/06/14 22:40:00 428.543583 
    2016/06/14 22:50:00 428.541333 
    2016/06/14 23:00:00 428.540750 
    2016/06/14 23:10:00 428.541833 
    2016/06/14 23:20:00 428.544750 
    2016/06/14 23:30:00 428.542750 
    2016/06/14 23:40:00 428.544250 
    2016/06/14 23:50:00 428.541583 
    2016/06/15 00:00:00 428.542500 
    2016/06/15 00:10:00 428.544833 
    2016/06/15 00:20:00 428.545667 
    2016/06/15 00:30:00 428.544250 
    2016/06/15 00:40:00 428.547833 
    2016/06/15 00:50:00 428.548167 
    2016/06/15 01:00:00 428.551500 
    2016/06/15 01:10:00 428.552833 
    2016/06/15 01:20:00 428.557667 
    2016/06/15 01:30:00 428.558250 
    2016/06/15 01:40:00 428.558250 
    2016/06/15 01:50:00 428.561500 
    2016/06/15 02:00:00 428.562000 
    2016/06/15 02:10:00 428.567667 
    2016/06/15 02:20:00 428.568500 
    2016/06/15 02:30:00 428.569500 
    2016/06/15 02:40:00 428.572417 
    2016/06/15 02:50:00 428.569500 
    2016/06/15 03:00:00 428.569500 
    2016/06/15 03:10:00 428.573333 
    2016/06/15 03:20:00 428.571583 
    2016/06/15 03:30:00 428.574500 
    2016/06/15 03:40:00 428.574583 
    2016/06/15 03:50:00 428.578583 
    2016/06/15 04:00:00 428.579750 
    2016/06/15 04:10:00 428.577000 
    2016/06/15 04:20:00 428.580750 
    2016/06/15 04:30:00 428.583500 
    2016/06/15 04:40:00 428.581500 
    2016/06/15 04:50:00 428.584167 
    2016/06/15 05:00:00 428.582250 
    2016/06/15 05:10:00 428.582500 
    2016/06/15 05:20:00 428.583500 
    2016/06/15 05:30:00 428.584250 
    2016/06/15 05:40:00 428.584083 
    2016/06/15 05:50:00 428.585833 
    2016/06/15 06:00:00 428.589750 
    2016/06/15 06:10:00 428.587833 
    2016/06/15 06:20:00 428.588583 
    2016/06/15 06:30:00 428.593250 
    2016/06/15 06:40:00 428.590917 
    2016/06/15 06:50:00 428.591667 
    2016/06/15 07:00:00 428.591250 
    2016/06/15 07:10:00 428.589750 
    2016/06/15 07:20:00 428.595083 
    2016/06/15 07:30:00 428.593500 
    2016/06/15 07:40:00 428.595083 
    2016/06/15 07:50:00 428.594000 
    2016/06/15 08:00:00 428.592000 
    2016/06/15 08:10:00 428.594833 
    2016/06/15 08:20:00 428.597333 
    2016/06/15 08:30:00 428.597500 
    2016/06/15 08:40:00 428.596917 
    2016/06/15 08:50:00 428.597750 
    2016/06/15 09:00:00 428.599250 
    2016/06/15 09:10:00 428.598083 
    2016/06/15 09:20:00 428.598083 
    2016/06/15 09:30:00 428.599500 
    2016/06/15 09:40:00 428.598083 
    2016/06/15 09:50:00 428.597500 
    2016/06/15 10:00:00 428.596000 
    2016/06/15 10:10:00 428.600500 
    2016/06/15 10:20:00 428.600750 
    2016/06/15 10:30:00 428.599500 
    2016/06/15 10:40:00 428.597500 
    2016/06/15 10:50:00 428.598333 
    2016/06/15 11:00:00 428.599500 
    2016/06/15 11:10:00 428.600250 
    2016/06/15 11:20:00 428.600750 
    2016/06/15 11:30:00 428.602750 
    2016/06/15 11:40:00 428.600583 
    2016/06/15 11:50:00 428.603250 
    2016/06/15 12:00:00 428.605000 
    2016/06/15 12:10:00 428.605000 
    2016/06/15 12:20:00 428.610750 
    2016/06/15 12:30:00 428.614500 
    2016/06/15 12:40:00 428.614917 
    2016/06/15 12:50:00 428.614333 
    2016/06/15 13:00:00 428.616250 
    2016/06/15 13:10:00 428.616167 
    2016/06/15 13:20:00 428.616500 
    2016/06/15 13:30:00 428.618500 
    2016/06/15 13:40:00 428.621250 
    2016/06/15 13:50:00 428.619000 
    2016/06/15 14:00:00 428.622750 
    2016/06/15 14:10:00 428.626917 
    2016/06/15 14:20:00 428.627500 
    2016/06/15 14:30:00 428.628250 
    2016/06/15 14:40:00 428.628333 
    2016/06/15 14:50:00 428.632000 
    2016/06/15 15:00:00 428.635500 
    2016/06/15 15:10:00 428.635167 
    2016/06/15 15:20:00 428.635417 
    2016/06/15 15:30:00 428.637750 
    2016/06/15 15:40:00 428.637583 
    2016/06/15 15:50:00 428.639500 
    2016/06/15 16:00:00 428.638000 
    2016/06/15 16:10:00 428.640750 
    2016/06/15 16:20:00 428.645667 
    2016/06/15 16:30:00 428.645500 
    2016/06/15 16:40:00 428.649083 
    2016/06/15 16:50:00 428.649083 
    2016/06/15 17:00:00 428.649500 
    2016/06/15 17:10:00 428.650500 
    2016/06/15 17:20:00 428.648833 
    2016/06/15 17:30:00 428.649750 
    2016/06/15 17:40:00 428.651500 
    2016/06/15 17:50:00 428.652333 
    2016/06/15 18:00:00 428.652000 
    2016/06/15 18:10:00 428.653750 
    2016/06/15 18:20:00 428.652500 
    2016/06/15 18:30:00 428.655500 
    2016/06/15 18:40:00 428.657667 
    2016/06/15 18:50:00 428.657667 
    2016/06/15 19:00:00 428.659250 
    2016/06/15 19:10:00 428.659083 
    2016/06/15 19:20:00 428.657833 
    2016/06/15 19:30:00 428.661000 
    2016/06/15 19:40:00 428.661167 
    2016/06/15 19:50:00 428.662667 
    2016/06/15 20:00:00 428.661500 
    2016/06/15 20:10:00 428.662250 
    2016/06/15 20:20:00 428.662167 
    2016/06/15 20:30:00 428.663000 
    2016/06/15 20:40:00 428.664583 
    2016/06/15 20:50:00 428.666083 
    2016/06/15 21:00:00 428.665750 
    2016/06/15 21:10:00 428.669500 
    2016/06/15 21:20:00 428.666917 
    2016/06/15 21:30:00 428.667750 
    2016/06/15 21:40:00 428.669500 
    2016/06/15 21:50:00 428.670333 
    2016/06/15 22:00:00 428.669750 
    2016/06/15 22:10:00 428.669417 
    2016/06/15 22:20:00 428.670583 
    2016/06/15 22:30:00 428.670000 
    2016/06/15 22:40:00 428.672583 
    2016/06/15 22:50:00 428.671417 
    2016/06/15 23:00:00 428.672000 
    2016/06/15 23:10:00 428.674583 
    2016/06/15 23:20:00 428.676250 
