----------------------------------------------
PZ-E TotHead [m]: 
    2016/05/31 09:00:00 428.529000 
    2016/05/31 09:10:00 428.530500 
    2016/05/31 09:20:00 428.528667 
    2016/05/31 09:30:00 428.529250 
    2016/05/31 09:40:00 428.525917 
    2016/05/31 09:50:00 428.528750 
    2016/05/31 10:00:00 428.530500 
    2016/05/31 10:10:00 428.526167 
    2016/05/31 10:20:00 428.528583 
    2016/05/31 10:30:00 428.527000 
    2016/05/31 10:40:00 428.527417 
    2016/05/31 10:50:00 428.524917 
    2016/05/31 11:00:00 428.526500 
    2016/05/31 11:10:00 428.527083 
    2016/05/31 11:20:00 428.525833 
    2016/05/31 11:30:00 428.527000 
    2016/05/31 11:40:00 428.524417 
    2016/05/31 11:50:00 428.527333 
    2016/05/31 12:00:00 428.526750 
    2016/05/31 12:10:00 428.529500 
    2016/05/31 12:20:00 428.529500 
    2016/05/31 12:30:00 428.530500 
    2016/05/31 12:40:00 428.532667 
    2016/05/31 12:50:00 428.534333 
    2016/05/31 13:00:00 428.533750 
    2016/05/31 13:10:00 428.535500 
    2016/05/31 13:20:00 428.533500 
    2016/05/31 13:30:00 428.533500 
    2016/05/31 13:40:00 428.532917 
    2016/05/31 13:50:00 428.534917 
    2016/05/31 14:00:00 428.535500 
    2016/05/31 14:10:00 428.537833 
    2016/05/31 14:20:00 428.538417 
    2016/05/31 14:30:00 428.539250 
    2016/05/31 14:40:00 428.539250 
    2016/05/31 14:50:00 428.537250 
    2016/05/31 15:00:00 428.539250 
    2016/05/31 15:10:00 428.538417 
    2016/05/31 15:20:00 428.539583 
    2016/05/31 15:30:00 428.540500 
    2016/05/31 15:40:00 428.539000 
    2016/05/31 15:50:00 428.539583 
    2016/05/31 16:00:00 428.540500 
    2016/05/31 16:10:00 428.543083 
    2016/05/31 16:20:00 428.539000 
    2016/05/31 16:30:00 428.538750 
    2016/05/31 16:40:00 428.539000 
    2016/05/31 16:50:00 428.539583 
    2016/05/31 17:00:00 428.537000 
    2016/05/31 17:10:00 428.539917 
    2016/05/31 17:20:00 428.538417 
    2016/05/31 17:30:00 428.540250 
    2016/05/31 17:40:00 428.539250 
    2016/05/31 17:50:00 428.535917 
    2016/05/31 18:00:00 428.537500 
    2016/05/31 18:10:00 428.537500 
    2016/05/31 18:20:00 428.537833 
    2016/05/31 18:30:00 428.539000 
    2016/05/31 18:40:00 428.538250 
    2016/05/31 18:50:00 428.538833 
    2016/05/31 19:00:00 428.537250 
    2016/05/31 19:10:00 428.537250 
    2016/05/31 19:20:00 428.537667 
    2016/05/31 19:30:00 428.538500 
    2016/05/31 19:40:00 428.534750 
    2016/05/31 19:50:00 428.537417 
    2016/05/31 20:00:00 428.540250 
    2016/05/31 20:10:00 428.536750 
    2016/05/31 20:20:00 428.538083 
    2016/05/31 20:30:00 428.535250 
    2016/05/31 20:40:00 428.539583 
    2016/05/31 20:50:00 428.539500 
    2016/05/31 21:00:00 428.540500 
    2016/05/31 21:10:00 428.537500 
    2016/05/31 21:20:00 428.539833 
    2016/05/31 21:30:00 428.542000 
    2016/05/31 21:40:00 428.539667 
    2016/05/31 21:50:00 428.539417 
    2016/05/31 22:00:00 428.538500 
    2016/05/31 22:10:00 428.542167 
    2016/05/31 22:20:00 428.541583 
    2016/05/31 22:30:00 428.542000 
    2016/05/31 22:40:00 428.540250 
    2016/05/31 22:50:00 428.540583 
    2016/05/31 23:00:00 428.541750 
    2016/05/31 23:10:00 428.539000 
    2016/05/31 23:20:00 428.539583 
    2016/05/31 23:30:00 428.540000 
    2016/05/31 23:40:00 428.542667 
    2016/05/31 23:50:00 428.538000 
    2016/06/01 00:00:00 428.539750 
    2016/06/01 00:10:00 428.541667 
    2016/06/01 00:20:00 428.542250 
    2016/06/01 00:30:00 428.543250 
    2016/06/01 00:40:00 428.542083 
    2016/06/01 00:50:00 428.539333 
    2016/06/01 01:00:00 428.539500 
    2016/06/01 01:10:00 428.539333 
    2016/06/01 01:20:00 428.538667 
    2016/06/01 01:30:00 428.537250 
    2016/06/01 01:40:00 428.535417 
    2016/06/01 01:50:00 428.534500 
    2016/06/01 02:00:00 428.537250 
    2016/06/01 02:10:00 428.540167 
    2016/06/01 02:20:00 428.538750 
    2016/06/01 02:30:00 428.538750 
    2016/06/01 02:40:00 428.538417 
    2016/06/01 02:50:00 428.538250 
    2016/06/01 03:00:00 428.540750 
    2016/06/01 03:10:00 428.537583 
    2016/06/01 03:20:00 428.536417 
    2016/06/01 03:30:00 428.538750 
    2016/06/01 03:40:00 428.535250 
    2016/06/01 03:50:00 428.536250 
    2016/06/01 04:00:00 428.538750 
    2016/06/01 04:10:00 428.539167 
    2016/06/01 04:20:00 428.537083 
    2016/06/01 04:30:00 428.537000 
    2016/06/01 04:40:00 428.538000 
    2016/06/01 04:50:00 428.538500 
    2016/06/01 05:00:00 428.538750 
    2016/06/01 05:10:00 428.535583 
    2016/06/01 05:20:00 428.535333 
    2016/06/01 05:30:00 428.536500 
    2016/06/01 05:40:00 428.537750 
    2016/06/01 05:50:00 428.536417 
    2016/06/01 06:00:00 428.533500 
    2016/06/01 06:10:00 428.538000 
    2016/06/01 06:20:00 428.537000 
    2016/06/01 06:30:00 428.536750 
    2016/06/01 06:40:00 428.535750 
    2016/06/01 06:50:00 428.534583 
    2016/06/01 07:00:00 428.533250 
    2016/06/01 07:10:00 428.535583 
    2016/06/01 07:20:00 428.533583 
    2016/06/01 07:30:00 428.531500 
    2016/06/01 07:40:00 428.530667 
    2016/06/01 07:50:00 428.532417 
    2016/06/01 08:00:00 428.533250 
    2016/06/01 08:10:00 428.530250 
    2016/06/01 08:20:00 428.531417 
    2016/06/01 08:30:00 428.531750 
    2016/06/01 08:40:00 428.532167 
    2016/06/01 08:50:00 428.531500 
    2016/06/01 09:00:00 428.531500 
    2016/06/01 09:10:00 428.531500 
    2016/06/01 09:20:00 428.529500 
    2016/06/01 09:30:00 428.529500 
    2016/06/01 09:40:00 428.530833 
    2016/06/01 09:50:00 428.529083 
    2016/06/01 10:00:00 428.529750 
    2016/06/01 10:10:00 428.532083 
    2016/06/01 10:20:00 428.529250 
    2016/06/01 10:30:00 428.529500 
    2016/06/01 10:40:00 428.526500 
    2016/06/01 10:50:00 428.526833 
    2016/06/01 11:00:00 428.531000 
    2016/06/01 11:10:00 428.527583 
    2016/06/01 11:20:00 428.527083 
    2016/06/01 11:30:00 428.527500 
    2016/06/01 11:40:00 428.529667 
    2016/06/01 11:50:00 428.526583 
    2016/06/01 12:00:00 428.529500 
    2016/06/01 12:10:00 428.527750 
    2016/06/01 12:20:00 428.526583 
    2016/06/01 12:30:00 428.527750 
    2016/06/01 12:40:00 428.528917 
    2016/06/01 12:50:00 428.530000 
    2016/06/01 13:00:00 428.532750 
    2016/06/01 13:10:00 428.528250 
    2016/06/01 13:20:00 428.528917 
    2016/06/01 13:30:00 428.533000 
    2016/06/01 13:40:00 428.530667 
    2016/06/01 13:50:00 428.535000 
    2016/06/01 14:00:00 428.538500 
    2016/06/01 14:10:00 428.543917 
    2016/06/01 14:20:00 428.544083 
    2016/06/01 14:30:00 428.543500 
    2016/06/01 14:40:00 428.544833 
    2016/06/01 14:50:00 428.545250 
    2016/06/01 15:00:00 428.551000 
    2016/06/01 15:10:00 428.550417 
    2016/06/01 15:20:00 428.550417 
    2016/06/01 15:30:00 428.551000 
    2016/06/01 15:40:00 428.551833 
    2016/06/01 15:50:00 428.551000 
    2016/06/01 16:00:00 428.549500 
    2016/06/01 16:10:00 428.553333 
    2016/06/01 16:20:00 428.555333 
    2016/06/01 16:30:00 428.560000 
    2016/06/01 16:40:00 428.560833 
    2016/06/01 16:50:00 428.569500 
    2016/06/01 17:00:00 428.571250 
    2016/06/01 17:10:00 428.573083 
    2016/06/01 17:20:00 428.573917 
    2016/06/01 17:30:00 428.573500 
    2016/06/01 17:40:00 428.578000 
    2016/06/01 17:50:00 428.577417 
    2016/06/01 18:00:00 428.577500 
    2016/06/01 18:10:00 428.577250 
    2016/06/01 18:20:00 428.581000 
    2016/06/01 18:30:00 428.581000 
    2016/06/01 18:40:00 428.581250 
    2016/06/01 18:50:00 428.584167 
    2016/06/01 19:00:00 428.584750 
    2016/06/01 19:10:00 428.587583 
    2016/06/01 19:20:00 428.586417 
    2016/06/01 19:30:00 428.589000 
    2016/06/01 19:40:00 428.589333 
    2016/06/01 19:50:00 428.588417 
    2016/06/01 20:00:00 428.591000 
    2016/06/01 20:10:00 428.592583 
    2016/06/01 20:20:00 428.593667 
    2016/06/01 20:30:00 428.592500 
    2016/06/01 20:40:00 428.591750 
    2016/06/01 20:50:00 428.592333 
    2016/06/01 21:00:00 428.592750 
    2016/06/01 21:10:00 428.592250 
    2016/06/01 21:20:00 428.592417 
    2016/06/01 21:30:00 428.591250 
    2016/06/01 21:40:00 428.594000 
    2016/06/01 21:50:00 428.594917 
    2016/06/01 22:00:00 428.594750 
    2016/06/01 22:10:00 428.595750 
    2016/06/01 22:20:00 428.596333 
    2016/06/01 22:30:00 428.593250 
    2016/06/01 22:40:00 428.594000 
    2016/06/01 22:50:00 428.592917 
    2016/06/01 23:00:00 428.591750 
    2016/06/01 23:10:00 428.592000 
    2016/06/01 23:20:00 428.591917 
    2016/06/01 23:30:00 428.591750 
    2016/06/01 23:40:00 428.590750 
    2016/06/01 23:50:00 428.591417 
    2016/06/02 00:00:00 428.592000 
    2016/06/02 00:10:00 428.593167 
    2016/06/02 00:20:00 428.591417 
    2016/06/02 00:30:00 428.590250 
    2016/06/02 00:40:00 428.591250 
    2016/06/02 00:50:00 428.590083 
    2016/06/02 01:00:00 428.593750 
    2016/06/02 01:10:00 428.587917 
    2016/06/02 01:20:00 428.586667 
    2016/06/02 01:30:00 428.588250 
    2016/06/02 01:40:00 428.585333 
    2016/06/02 01:50:00 428.586417 
    2016/06/02 02:00:00 428.584500 
    2016/06/02 02:10:00 428.585833 
    2016/06/02 02:20:00 428.586833 
    2016/06/02 02:30:00 428.585250 
    2016/06/02 02:40:00 428.585833 
    2016/06/02 02:50:00 428.583167 
    2016/06/02 03:00:00 428.585000 
    2016/06/02 03:10:00 428.584000 
    2016/06/02 03:20:00 428.580583 
    2016/06/02 03:30:00 428.581750 
    2016/06/02 03:40:00 428.583750 
    2016/06/02 03:50:00 428.581167 
    2016/06/02 04:00:00 428.582000 
    2016/06/02 04:10:00 428.582583 
    2016/06/02 04:20:00 428.582250 
    2016/06/02 04:30:00 428.578500 
    2016/06/02 04:40:00 428.582083 
    2016/06/02 04:50:00 428.582583 
    2016/06/02 05:00:00 428.582000 
    2016/06/02 05:10:00 428.580833 
    2016/06/02 05:20:00 428.579750 
    2016/06/02 05:30:00 428.578750 
    2016/06/02 05:40:00 428.576417 
    2016/06/02 05:50:00 428.578333 
    2016/06/02 06:00:00 428.578500 
    2016/06/02 06:10:00 428.576167 
    2016/06/02 06:20:00 428.576167 
    2016/06/02 06:30:00 428.575000 
    2016/06/02 06:40:00 428.572833 
    2016/06/02 06:50:00 428.576583 
    2016/06/02 07:00:00 428.575250 
    2016/06/02 07:10:00 428.572500 
    2016/06/02 07:20:00 428.574000 
    2016/06/02 07:30:00 428.574000 
    2016/06/02 07:40:00 428.573833 
    2016/06/02 07:50:00 428.572667 
    2016/06/02 08:00:00 428.572500 
    2016/06/02 08:10:00 428.572917 
    2016/06/02 08:20:00 428.572250 
    2016/06/02 08:30:00 428.570250 
    2016/06/02 08:40:00 428.571083 
    2016/06/02 08:50:00 428.568833 
    2016/06/02 09:00:00 428.569250 
    2016/06/02 09:10:00 428.567250 
    2016/06/02 09:20:00 428.563667 
    2016/06/02 09:30:00 428.563750 
    2016/06/02 09:40:00 428.562583 
    2016/06/02 09:50:00 428.560833 
    2016/06/02 10:00:00 428.562000 
    2016/06/02 10:10:00 428.559667 
    2016/06/02 10:20:00 428.560250 
    2016/06/02 10:30:00 428.558500 
    2016/06/02 10:40:00 428.558667 
    2016/06/02 10:50:00 428.557250 
    2016/06/02 11:00:00 428.560250 
    2016/06/02 11:10:00 428.557917 
    2016/06/02 11:20:00 428.554167 
    2016/06/02 11:30:00 428.555000 
    2016/06/02 11:40:00 428.557917 
    2016/06/02 11:50:00 428.556750 
    2016/06/02 12:00:00 428.554750 
    2016/06/02 12:10:00 428.558500 
    2016/06/02 12:20:00 428.556167 
    2016/06/02 12:30:00 428.555000 
    2016/06/02 12:40:00 428.556333 
    2016/06/02 12:50:00 428.554000 
    2016/06/02 13:00:00 428.556750 
    2016/06/02 13:10:00 428.555000 
    2016/06/02 13:20:00 428.553583 
    2016/06/02 13:30:00 428.555000 
    2016/06/02 13:40:00 428.553833 
    2016/06/02 13:50:00 428.552167 
    2016/06/02 14:00:00 428.550000 
    2016/06/02 14:10:00 428.551917 
    2016/06/02 14:20:00 428.553250 
    2016/06/02 14:30:00 428.549500 
    2016/06/02 14:40:00 428.548083 
    2016/06/02 14:50:00 428.549583 
    2016/06/02 15:00:00 428.551500 
    2016/06/02 15:10:00 428.549750 
    2016/06/02 15:20:00 428.550833 
    2016/06/02 15:30:00 428.551250 
    2016/06/02 15:40:00 428.550417 
    2016/06/02 15:50:00 428.549833 
    2016/06/02 16:00:00 428.547500 
    2016/06/02 16:10:00 428.547667 
    2016/06/02 16:20:00 428.546583 
    2016/06/02 16:30:00 428.549500 
    2016/06/02 16:40:00 428.547333 
    2016/06/02 16:50:00 428.548667 
    2016/06/02 17:00:00 428.545750 
    2016/06/02 17:10:00 428.548833 
    2016/06/02 17:20:00 428.548917 
    2016/06/02 17:30:00 428.549750 
    2016/06/02 17:40:00 428.547750 
    2016/06/02 17:50:00 428.550000 
    2016/06/02 18:00:00 428.549250 
    2016/06/02 18:10:00 428.548667 
    2016/06/02 18:20:00 428.552250 
    2016/06/02 18:30:00 428.549500 
    2016/06/02 18:40:00 428.551667 
    2016/06/02 18:50:00 428.554500 
    2016/06/02 19:00:00 428.552750 
    2016/06/02 19:10:00 428.553333 
    2016/06/02 19:20:00 428.551000 
    2016/06/02 19:30:00 428.552750 
    2016/06/02 19:40:00 428.550667 
    2016/06/02 19:50:00 428.550417 
    2016/06/02 20:00:00 428.552750 
    2016/06/02 20:10:00 428.551750 
    2016/06/02 20:20:00 428.552917 
    2016/06/02 20:30:00 428.550750 
    2016/06/02 20:40:00 428.550167 
    2016/06/02 20:50:00 428.550750 
    2016/06/02 21:00:00 428.550750 
    2016/06/02 21:10:00 428.554250 
    2016/06/02 21:20:00 428.556167 
    2016/06/02 21:30:00 428.554250 
    2016/06/02 21:40:00 428.555583 
    2016/06/02 21:50:00 428.554167 
    2016/06/02 22:00:00 428.554750 
    2016/06/02 22:10:00 428.554583 
    2016/06/02 22:20:00 428.551417 
    2016/06/02 22:30:00 428.556500 
    2016/06/02 22:40:00 428.552167 
    2016/06/02 22:50:00 428.551000 
    2016/06/02 23:00:00 428.553000 
    2016/06/02 23:10:00 428.551833 
    2016/06/02 23:20:00 428.550667 
    2016/06/02 23:30:00 428.551250 
    2016/06/02 23:40:00 428.551667 
    2016/06/02 23:50:00 428.553417 
    2016/06/03 00:00:00 428.551250 
    2016/06/03 00:10:00 428.553417 
    2016/06/03 00:20:00 428.552167 
    2016/06/03 00:30:00 428.551000 
    2016/06/03 00:40:00 428.551000 
    2016/06/03 00:50:00 428.551667 
    2016/06/03 01:00:00 428.553000 
    2016/06/03 01:10:00 428.549250 
    2016/06/03 01:20:00 428.549250 
    2016/06/03 01:30:00 428.549250 
    2016/06/03 01:40:00 428.548417 
    2016/06/03 01:50:00 428.550083 
    2016/06/03 02:00:00 428.550500 
    2016/06/03 02:10:00 428.548167 
    2016/06/03 02:20:00 428.545917 
    2016/06/03 02:30:00 428.547000 
    2016/06/03 02:40:00 428.545250 
    2016/06/03 02:50:00 428.549583 
    2016/06/03 03:00:00 428.545250 
    2016/06/03 03:10:00 428.546417 
    2016/06/03 03:20:00 428.543250 
    2016/06/03 03:30:00 428.545250 
    2016/06/03 03:40:00 428.547000 
    2016/06/03 03:50:00 428.547583 
    2016/06/03 04:00:00 428.545000 
    2016/06/03 04:10:00 428.547917 
    2016/06/03 04:20:00 428.545500 
    2016/06/03 04:30:00 428.544750 
    2016/06/03 04:40:00 428.543167 
    2016/06/03 04:50:00 428.543167 
    2016/06/03 05:00:00 428.544750 
    2016/06/03 05:10:00 428.546333 
    2016/06/03 05:20:00 428.539667 
    2016/06/03 05:30:00 428.541250 
    2016/06/03 05:40:00 428.540667 
    2016/06/03 05:50:00 428.542750 
    2016/06/03 06:00:00 428.541500 
    2016/06/03 06:10:00 428.541750 
    2016/06/03 06:20:00 428.540917 
    2016/06/03 06:30:00 428.538000 
    2016/06/03 06:40:00 428.538000 
    2016/06/03 06:50:00 428.538000 
    2016/06/03 07:00:00 428.538000 
    2016/06/03 07:10:00 428.535083 
    2016/06/03 07:20:00 428.535667 
    2016/06/03 07:30:00 428.532500 
    2016/06/03 07:40:00 428.530750 
    2016/06/03 07:50:00 428.530750 
    2016/06/03 08:00:00 428.532500 
    2016/06/03 08:10:00 428.528417 
    2016/06/03 08:20:00 428.527833 
    2016/06/03 08:30:00 428.529000 
    2016/06/03 08:40:00 428.529250 
    2016/06/03 08:50:00 428.527500 
    2016/06/03 09:00:00 428.525750 
    2016/06/03 09:10:00 428.528083 
    2016/06/03 09:20:00 428.529333 
    2016/06/03 09:30:00 428.525750 
    2016/06/03 09:40:00 428.529667 
    2016/06/03 09:50:00 428.529083 
    2016/06/03 10:00:00 428.527250 
    2016/06/03 10:10:00 428.527250 
    2016/06/03 10:20:00 428.526583 
    2016/06/03 10:30:00 428.528500 
    2016/06/03 10:40:00 428.528500 
    2016/06/03 10:50:00 428.529417 
    2016/06/03 11:00:00 428.530500 
    2016/06/03 11:10:00 428.528750 
    2016/06/03 11:20:00 428.533083 
    2016/06/03 11:30:00 428.530500 
    2016/06/03 11:40:00 428.532667 
    2016/06/03 11:50:00 428.529750 
    2016/06/03 12:00:00 428.532250 
    2016/06/03 12:10:00 428.532250 
    2016/06/03 12:20:00 428.534000 
    2016/06/03 12:30:00 428.532250 
    2016/06/03 12:40:00 428.531500 
    2016/06/03 12:50:00 428.532667 
    2016/06/03 13:00:00 428.532250 
    2016/06/03 13:10:00 428.531333 
    2016/06/03 13:20:00 428.534417 
    2016/06/03 13:30:00 428.534000 
    2016/06/03 13:40:00 428.533250 
    2016/06/03 13:50:00 428.535083 
    2016/06/03 14:00:00 428.536250 
    2016/06/03 14:10:00 428.534917 
    2016/06/03 14:20:00 428.536333 
    2016/06/03 14:30:00 428.537500 
    2016/06/03 14:40:00 428.535750 
    2016/06/03 14:50:00 428.537583 
    2016/06/03 15:00:00 428.534000 
    2016/06/03 15:10:00 428.532667 
    2016/06/03 15:20:00 428.535917 
    2016/06/03 15:30:00 428.533750 
    2016/06/03 15:40:00 428.537250 
    2016/06/03 15:50:00 428.536417 
    2016/06/03 16:00:00 428.537000 
    2016/06/03 16:10:00 428.537333 
    2016/06/03 16:20:00 428.539083 
    2016/06/03 16:30:00 428.536500 
    2016/06/03 16:40:00 428.536500 
    2016/06/03 16:50:00 428.534750 
    2016/06/03 17:00:00 428.536500 
    2016/06/03 17:10:00 428.539083 
    2016/06/03 17:20:00 428.536417 
    2016/06/03 17:30:00 428.543500 
    2016/06/03 17:40:00 428.542500 
    2016/06/03 17:50:00 428.543083 
    2016/06/03 18:00:00 428.547250 
    2016/06/03 18:10:00 428.544417 
    2016/06/03 18:20:00 428.546500 
    2016/06/03 18:30:00 428.547500 
    2016/06/03 18:40:00 428.549917 
    2016/06/03 18:50:00 428.549583 
    2016/06/03 19:00:00 428.552750 
    2016/06/03 19:10:00 428.557583 
    2016/06/03 19:20:00 428.556667 
    2016/06/03 19:30:00 428.558250 
    2016/06/03 19:40:00 428.558417 
    2016/06/03 19:50:00 428.560750 
    2016/06/03 20:00:00 428.561750 
    2016/06/03 20:10:00 428.563083 
    2016/06/03 20:20:00 428.564833 
    2016/06/03 20:30:00 428.567000 
    2016/06/03 20:40:00 428.563667 
    2016/06/03 20:50:00 428.565500 
    2016/06/03 21:00:00 428.565250 
    2016/06/03 21:10:00 428.567667 
    2016/06/03 21:20:00 428.571167 
    2016/06/03 21:30:00 428.567250 
    2016/06/03 21:40:00 428.567833 
    2016/06/03 21:50:00 428.565917 
    2016/06/03 22:00:00 428.568750 
    2016/06/03 22:10:00 428.571000 
    2016/06/03 22:20:00 428.570500 
    2016/06/03 22:30:00 428.574250 
    2016/06/03 22:40:00 428.573250 
    2016/06/03 22:50:00 428.570083 
    2016/06/03 23:00:00 428.574000 
    2016/06/03 23:10:00 428.570500 
    2016/06/03 23:20:00 428.572250 
    2016/06/03 23:30:00 428.573750 
    2016/06/03 23:40:00 428.572250 
    2016/06/03 23:50:00 428.574417 
    2016/06/04 00:00:00 428.575750 
    2016/06/04 00:10:00 428.572833 
    2016/06/04 00:20:00 428.571500 
    2016/06/04 00:30:00 428.575250 
    2016/06/04 00:40:00 428.575583 
    2016/06/04 00:50:00 428.574500 
    2016/06/04 01:00:00 428.575250 
    2016/06/04 01:10:00 428.572333 
    2016/06/04 01:20:00 428.572417 
    2016/06/04 01:30:00 428.575750 
    2016/06/04 01:40:00 428.573583 
    2016/06/04 01:50:00 428.574750 
    2016/06/04 02:00:00 428.573500 
    2016/06/04 02:10:00 428.574667 
    2016/06/04 02:20:00 428.575167 
    2016/06/04 02:30:00 428.576750 
    2016/06/04 02:40:00 428.577750 
    2016/06/04 02:50:00 428.577250 
    2016/06/04 03:00:00 428.575500 
    2016/06/04 03:10:00 428.578500 
    2016/06/04 03:20:00 428.581083 
    2016/06/04 03:30:00 428.582500 
    2016/06/04 03:40:00 428.582917 
    2016/06/04 03:50:00 428.581167 
    2016/06/04 04:00:00 428.582250 
    2016/06/04 04:10:00 428.583667 
    2016/06/04 04:20:00 428.584000 
    2016/06/04 04:30:00 428.584000 
    2016/06/04 04:40:00 428.584417 
    2016/06/04 04:50:00 428.585583 
    2016/06/04 05:00:00 428.585750 
    2016/06/04 05:10:00 428.584750 
    2016/06/04 05:20:00 428.584167 
    2016/06/04 05:30:00 428.584000 
    2016/06/04 05:40:00 428.584583 
    2016/06/04 05:50:00 428.584833 
    2016/06/04 06:00:00 428.587750 
    2016/06/04 06:10:00 428.587750 
    2016/06/04 06:20:00 428.584917 
    2016/06/04 06:30:00 428.584500 
    2016/06/04 06:40:00 428.586333 
    2016/06/04 06:50:00 428.584250 
    2016/06/04 07:00:00 428.586250 
    2016/06/04 07:10:00 428.588583 
    2016/06/04 07:20:00 428.588000 
    2016/06/04 07:30:00 428.588000 
    2016/06/04 07:40:00 428.586417 
    2016/06/04 07:50:00 428.586417 
    2016/06/04 08:00:00 428.588000 
    2016/06/04 08:10:00 428.588000 
    2016/06/04 08:20:00 428.588083 
    2016/06/04 08:30:00 428.586250 
    2016/06/04 08:40:00 428.586250 
    2016/06/04 08:50:00 428.584750 
    2016/06/04 09:00:00 428.584750 
    2016/06/04 09:10:00 428.584583 
    2016/06/04 09:20:00 428.582500 
    2016/06/04 09:30:00 428.582500 
    2016/06/04 09:40:00 428.582500 
    2016/06/04 09:50:00 428.582000 
    2016/06/04 10:00:00 428.581000 
    2016/06/04 10:10:00 428.582000 
    2016/06/04 10:20:00 428.581917 
    2016/06/04 10:30:00 428.580750 
    2016/06/04 10:40:00 428.580750 
    2016/06/04 10:50:00 428.580833 
    2016/06/04 11:00:00 428.581000 
    2016/06/04 11:10:00 428.581583 
    2016/06/04 11:20:00 428.581000 
    2016/06/04 11:30:00 428.581250 
    2016/06/04 11:40:00 428.581250 
    2016/06/04 11:50:00 428.579750 
    2016/06/04 12:00:00 428.580750 
    2016/06/04 12:10:00 428.577833 
    2016/06/04 12:20:00 428.576167 
    2016/06/04 12:30:00 428.575750 
    2016/06/04 12:40:00 428.576750 
    2016/06/04 12:50:00 428.577250 
    2016/06/04 13:00:00 428.575500 
    2016/06/04 13:10:00 428.575083 
    2016/06/04 13:20:00 428.575083 
    2016/06/04 13:30:00 428.575500 
    2016/06/04 13:40:00 428.575417 
    2016/06/04 13:50:00 428.575167 
    2016/06/04 14:00:00 428.573750 
    2016/06/04 14:10:00 428.573417 
    2016/06/04 14:20:00 428.576000 
    2016/06/04 14:30:00 428.575250 
    2016/06/04 14:40:00 428.575250 
    2016/06/04 14:50:00 428.574750 
    2016/06/04 15:00:00 428.573750 
    2016/06/04 15:10:00 428.570833 
    2016/06/04 15:20:00 428.568250 
    2016/06/04 15:30:00 428.570250 
    2016/06/04 15:40:00 428.572167 
    2016/06/04 15:50:00 428.573000 
    2016/06/04 16:00:00 428.573750 
    2016/06/04 16:10:00 428.573917 
    2016/06/04 16:20:00 428.571917 
    2016/06/04 16:30:00 428.573750 
    2016/06/04 16:40:00 428.570250 
    2016/06/04 16:50:00 428.570500 
    2016/06/04 17:00:00 428.575250 
    2016/06/04 17:10:00 428.575417 
    2016/06/04 17:20:00 428.574917 
    2016/06/04 17:30:00 428.575500 
    2016/06/04 17:40:00 428.574917 
    2016/06/04 17:50:00 428.577167 
    2016/06/04 18:00:00 428.575250 
    2016/06/04 18:10:00 428.572667 
    2016/06/04 18:20:00 428.574667 
    2016/06/04 18:30:00 428.575250 
    2016/06/04 18:40:00 428.574417 
    2016/06/04 18:50:00 428.577667 
    2016/06/04 19:00:00 428.577000 
    2016/06/04 19:10:00 428.577000 
    2016/06/04 19:20:00 428.577000 
    2016/06/04 19:30:00 428.575250 
    2016/06/04 19:40:00 428.575667 
    2016/06/04 19:50:00 428.575000 
    2016/06/04 20:00:00 428.578750 
    2016/06/04 20:10:00 428.578917 
    2016/06/04 20:20:00 428.577750 
    2016/06/04 20:30:00 428.577000 
    2016/06/04 20:40:00 428.575167 
    2016/06/04 20:50:00 428.577167 
    2016/06/04 21:00:00 428.577000 
    2016/06/04 21:10:00 428.578083 
    2016/06/04 21:20:00 428.576333 
    2016/06/04 21:30:00 428.575000 
    2016/06/04 21:40:00 428.577000 
    2016/06/04 21:50:00 428.575583 
    2016/06/04 22:00:00 428.578500 
    2016/06/04 22:10:00 428.577500 
    2016/06/04 22:20:00 428.577167 
    2016/06/04 22:30:00 428.575000 
    2016/06/04 22:40:00 428.579083 
    2016/06/04 22:50:00 428.578500 
    2016/06/04 23:00:00 428.578750 
    2016/06/04 23:10:00 428.577667 
    2016/06/04 23:20:00 428.579417 
    2016/06/04 23:30:00 428.580000 
    2016/06/04 23:40:00 428.577000 
    2016/06/04 23:50:00 428.577083 
    2016/06/05 00:00:00 428.578500 
    2016/06/05 00:10:00 428.577500 
    2016/06/05 00:20:00 428.577500 
    2016/06/05 00:30:00 428.579750 
    2016/06/05 00:40:00 428.580833 
    2016/06/05 00:50:00 428.577917 
    2016/06/05 01:00:00 428.577750 
    2016/06/05 01:10:00 428.575667 
    2016/06/05 01:20:00 428.576667 
    2016/06/05 01:30:00 428.576250 
    2016/06/05 01:40:00 428.579750 
    2016/06/05 01:50:00 428.578917 
    2016/06/05 02:00:00 428.576000 
    2016/06/05 02:10:00 428.578083 
    2016/06/05 02:20:00 428.579500 
    2016/06/05 02:30:00 428.575500 
    2016/06/05 02:40:00 428.574500 
    2016/06/05 02:50:00 428.574583 
    2016/06/05 03:00:00 428.575750 
    2016/06/05 03:10:00 428.579417 
    2016/06/05 03:20:00 428.576417 
    2016/06/05 03:30:00 428.575000 
    2016/06/05 03:40:00 428.578417 
    2016/06/05 03:50:00 428.577333 
    2016/06/05 04:00:00 428.578500 
    2016/06/05 04:10:00 428.576167 
    2016/06/05 04:20:00 428.575583 
    2016/06/05 04:30:00 428.576750 
    2016/06/05 04:40:00 428.576750 
    2016/06/05 04:50:00 428.574750 
    2016/06/05 05:00:00 428.576500 
    2016/06/05 05:10:00 428.576750 
