----------------------------------------------
PZ-CC TotHead [m]: 
    2016/06/13 17:45:00 428.546000 
    2016/06/13 18:00:00 428.544000 
    2016/06/13 18:15:00 428.542500 
    2016/06/13 18:30:00 428.543250 
    2016/06/13 18:45:00 428.542750 
    2016/06/13 19:00:00 428.542500 
    2016/06/13 19:15:00 428.546000 
    2016/06/13 19:30:00 428.546000 
    2016/06/13 19:45:00 428.546000 
    2016/06/13 20:00:00 428.542500 
    2016/06/13 20:15:00 428.546750 
    2016/06/13 20:30:00 428.545000 
    2016/06/13 20:45:00 428.547000 
    2016/06/13 21:00:00 428.547000 
    2016/06/13 21:15:00 428.547000 
    2016/06/13 21:30:00 428.549750 
    2016/06/13 21:45:00 428.548750 
    2016/06/13 22:00:00 428.548750 
    2016/06/13 22:15:00 428.544250 
    2016/06/13 22:30:00 428.549750 
    2016/06/13 22:45:00 428.549250 
    2016/06/13 23:00:00 428.550250 
    2016/06/13 23:15:00 428.548250 
    2016/06/13 23:30:00 428.549250 
    2016/06/13 23:45:00 428.547500 
    2016/06/14 00:00:00 428.549250 
    2016/06/14 00:15:00 428.549500 
    2016/06/14 00:30:00 428.549500 
    2016/06/14 00:45:00 428.551000 
    2016/06/14 01:00:00 428.550750 
    2016/06/14 01:15:00 428.550000 
    2016/06/14 01:30:00 428.549750 
    2016/06/14 01:45:00 428.553250 
    2016/06/14 02:00:00 428.553000 
    2016/06/14 02:15:00 428.551250 
    2016/06/14 02:30:00 428.551500 
    2016/06/14 02:45:00 428.550750 
    2016/06/14 03:00:00 428.552500 
    2016/06/14 03:15:00 428.549750 
    2016/06/14 03:30:00 428.553500 
    2016/06/14 03:45:00 428.553250 
    2016/06/14 04:00:00 428.550750 
    2016/06/14 04:15:00 428.554250 
    2016/06/14 04:30:00 428.554000 
    2016/06/14 04:45:00 428.556000 
    2016/06/14 05:00:00 428.552500 
    2016/06/14 05:15:00 428.554000 
    2016/06/14 05:30:00 428.554250 
    2016/06/14 05:45:00 428.551250 
    2016/06/14 06:00:00 428.555000 
    2016/06/14 06:15:00 428.553250 
    2016/06/14 06:30:00 428.554750 
    2016/06/14 06:45:00 428.556750 
    2016/06/14 07:00:00 428.557000 
    2016/06/14 07:15:00 428.557000 
    2016/06/14 07:30:00 428.555000 
    2016/06/14 07:45:00 428.553250 
    2016/06/14 08:00:00 428.553250 
    2016/06/14 08:15:00 428.553500 
    2016/06/14 08:30:00 428.552250 
    2016/06/14 08:45:00 428.556000 
    2016/06/14 09:00:00 428.552500 
    2016/06/14 09:15:00 428.552500 
    2016/06/14 09:30:00 428.550500 
    2016/06/14 09:45:00 428.550250 
    2016/06/14 10:00:00 428.550500 
    2016/06/14 10:15:00 428.550500 
    2016/06/14 10:30:00 428.548250 
    2016/06/14 10:45:00 428.548750 
    2016/06/14 11:00:00 428.549750 
    2016/06/14 11:15:00 428.548000 
    2016/06/14 11:30:00 428.548000 
    2016/06/14 11:45:00 428.549750 
    2016/06/14 12:00:00 428.547000 
    2016/06/14 12:15:00 428.546750 
    2016/06/14 12:30:00 428.548250 
    2016/06/14 12:45:00 428.550000 
    2016/06/14 13:00:00 428.544750 
    2016/06/14 13:15:00 428.546500 
    2016/06/14 13:30:00 428.547250 
    2016/06/14 13:45:00 428.550750 
    2016/06/14 14:00:00 428.547500 
    2016/06/14 14:15:00 428.550750 
    2016/06/14 14:30:00 428.551000 
    2016/06/14 14:45:00 428.549000 
    2016/06/14 15:00:00 428.550750 
    2016/06/14 15:15:00 428.550500 
    2016/06/14 15:30:00 428.554250 
    2016/06/14 15:45:00 428.552250 
    2016/06/14 16:00:00 428.551250 
    2016/06/14 16:15:00 428.552750 
    2016/06/14 16:30:00 428.552750 
    2016/06/14 16:45:00 428.552500 
    2016/06/14 17:00:00 428.552250 
    2016/06/14 17:15:00 428.553000 
    2016/06/14 17:30:00 428.553250 
    2016/06/14 17:45:00 428.557000 
    2016/06/14 18:00:00 428.553500 
    2016/06/14 18:15:00 428.560000 
    2016/06/14 18:30:00 428.558250 
    2016/06/14 18:45:00 428.560000 
    2016/06/14 19:00:00 428.563250 
    2016/06/14 19:15:00 428.562000 
    2016/06/14 19:30:00 428.559250 
    2016/06/14 19:45:00 428.562500 
    2016/06/14 20:00:00 428.562250 
    2016/06/14 20:15:00 428.564250 
    2016/06/14 20:30:00 428.563000 
    2016/06/14 20:45:00 428.563000 
    2016/06/14 21:00:00 428.564500 
    2016/06/14 21:15:00 428.564500 
    2016/06/14 21:30:00 428.568250 
    2016/06/14 21:45:00 428.566250 
    2016/06/14 22:00:00 428.566500 
    2016/06/14 22:15:00 428.568250 
    2016/06/14 22:30:00 428.568250 
    2016/06/14 22:45:00 428.568000 
    2016/06/14 23:00:00 428.566000 
    2016/06/14 23:15:00 428.568000 
    2016/06/14 23:30:00 428.568000 
    2016/06/14 23:45:00 428.566000 
    2016/06/15 00:00:00 428.567750 
    2016/06/15 00:15:00 428.569500 
    2016/06/15 00:30:00 428.569500 
    2016/06/15 00:45:00 428.572750 
    2016/06/15 01:00:00 428.575750 
    2016/06/15 01:15:00 428.580750 
    2016/06/15 01:30:00 428.582750 
    2016/06/15 01:45:00 428.584500 
    2016/06/15 02:00:00 428.588250 
    2016/06/15 02:15:00 428.590250 
    2016/06/15 02:30:00 428.595500 
    2016/06/15 02:45:00 428.595500 
    2016/06/15 03:00:00 428.595500 
    2016/06/15 03:15:00 428.597000 
    2016/06/15 03:30:00 428.600750 
    2016/06/15 03:45:00 428.600500 
    2016/06/15 04:00:00 428.604000 
    2016/06/15 04:15:00 428.604500 
    2016/06/15 04:30:00 428.607750 
    2016/06/15 04:45:00 428.606750 
    2016/06/15 05:00:00 428.608250 
    2016/06/15 05:15:00 428.608250 
    2016/06/15 05:30:00 428.608750 
    2016/06/15 05:45:00 428.610250 
    2016/06/15 06:00:00 428.612500 
    2016/06/15 06:15:00 428.612250 
    2016/06/15 06:30:00 428.614000 
    2016/06/15 06:45:00 428.612250 
    2016/06/15 07:00:00 428.615750 
    2016/06/15 07:15:00 428.617500 
    2016/06/15 07:30:00 428.617750 
    2016/06/15 07:45:00 428.619500 
    2016/06/15 08:00:00 428.618250 
    2016/06/15 08:15:00 428.621500 
    2016/06/15 08:30:00 428.621750 
    2016/06/15 08:45:00 428.622000 
    2016/06/15 09:00:00 428.622000 
    2016/06/15 09:15:00 428.620250 
    2016/06/15 09:30:00 428.623750 
    2016/06/15 09:45:00 428.622000 
    2016/06/15 10:00:00 428.622000 
    2016/06/15 10:15:00 428.627250 
    2016/06/15 10:30:00 428.624000 
    2016/06/15 10:45:00 428.624000 
    2016/06/15 11:00:00 428.625750 
    2016/06/15 11:15:00 428.627250 
    2016/06/15 11:30:00 428.627250 
    2016/06/15 11:45:00 428.628500 
    2016/06/15 12:00:00 428.630500 
    2016/06/15 12:15:00 428.634250 
    2016/06/15 12:30:00 428.639750 
    2016/06/15 12:45:00 428.639750 
    2016/06/15 13:00:00 428.643750 
    2016/06/15 13:15:00 428.644000 
    2016/06/15 13:30:00 428.644000 
    2016/06/15 13:45:00 428.644250 
    2016/06/15 14:00:00 428.648000 
    2016/06/15 14:15:00 428.651500 
    2016/06/15 14:30:00 428.653750 
    2016/06/15 14:45:00 428.657250 
    2016/06/15 15:00:00 428.660250 
    2016/06/15 15:15:00 428.660500 
    2016/06/15 15:30:00 428.662500 
    2016/06/15 15:45:00 428.664000 
    2016/06/15 16:00:00 428.664250 
    2016/06/15 16:15:00 428.666500 
    2016/06/15 16:30:00 428.672000 
    2016/06/15 16:45:00 428.673500 
    2016/06/15 17:00:00 428.672250 
    2016/06/15 17:15:00 428.674500 
    2016/06/15 17:30:00 428.673250 
    2016/06/15 17:45:00 428.675250 
    2016/06/15 18:00:00 428.673500 
    2016/06/15 18:15:00 428.679250 
    2016/06/15 18:30:00 428.677250 
    2016/06/15 18:45:00 428.679500 
    2016/06/15 19:00:00 428.681000 
    2016/06/15 19:15:00 428.681500 
    2016/06/15 19:30:00 428.684750 
    2016/06/15 19:45:00 428.687000 
    2016/06/15 20:00:00 428.687000 
    2016/06/15 20:15:00 428.687250 
    2016/06/15 20:30:00 428.690500 
    2016/06/15 20:45:00 428.691000 
    2016/06/15 21:00:00 428.691250 
    2016/06/15 21:15:00 428.693000 
    2016/06/15 21:30:00 428.693250 
    2016/06/15 21:45:00 428.695000 
    2016/06/15 22:00:00 428.695250 
    2016/06/15 22:15:00 428.693750 
    2016/06/15 22:30:00 428.697250 
    2016/06/15 22:45:00 428.696250 
    2016/06/15 23:00:00 428.698250 
    2016/06/15 23:15:00 428.698250 
    2016/06/15 23:30:00 428.699750 
    2016/06/15 23:45:00 428.701750 
    2016/06/16 00:00:00 428.703500 
    2016/06/16 00:15:00 428.701750 
    2016/06/16 00:30:00 428.702000 
    2016/06/16 00:45:00 428.704000 
    2016/06/16 01:00:00 428.707250 
    2016/06/16 01:15:00 428.702500 
    2016/06/16 01:30:00 428.706750 
    2016/06/16 01:45:00 428.706500 
    2016/06/16 02:00:00 428.708250 
    2016/06/16 02:15:00 428.710250 
    2016/06/16 02:30:00 428.710000 
    2016/06/16 02:45:00 428.708500 
    2016/06/16 03:00:00 428.710000 
    2016/06/16 03:15:00 428.712000 
    2016/06/16 03:30:00 428.708750 
    2016/06/16 03:45:00 428.712250 
    2016/06/16 04:00:00 428.712250 
    2016/06/16 04:15:00 428.712500 
    2016/06/16 04:30:00 428.710750 
    2016/06/16 04:45:00 428.712500 
    2016/06/16 05:00:00 428.711250 
    2016/06/16 05:15:00 428.711250 
    2016/06/16 05:30:00 428.711500 
    2016/06/16 05:45:00 428.713000 
    2016/06/16 06:00:00 428.713500 
    2016/06/16 06:15:00 428.713250 
    2016/06/16 06:30:00 428.713250 
    2016/06/16 06:45:00 428.715250 
    2016/06/16 07:00:00 428.715500 
    2016/06/16 07:15:00 428.715500 
    2016/06/16 07:30:00 428.712000 
    2016/06/16 07:45:00 428.713750 
    2016/06/16 08:00:00 428.714000 
    2016/06/16 08:15:00 428.714000 
    2016/06/16 08:30:00 428.710750 
    2016/06/16 08:45:00 428.714250 
    2016/06/16 09:00:00 428.711000 
    2016/06/16 09:15:00 428.711000 
    2016/06/16 09:30:00 428.711250 
    2016/06/16 09:45:00 428.711000 
    2016/06/16 10:00:00 428.711250 
    2016/06/16 10:15:00 428.711250 
    2016/06/16 10:30:00 428.709250 
    2016/06/16 10:45:00 428.709500 
    2016/06/16 11:00:00 428.711250 
    2016/06/16 11:15:00 428.708750 
    2016/06/16 11:30:00 428.713000 
    2016/06/16 11:45:00 428.710750 
    2016/06/16 12:00:00 428.712500 
    2016/06/16 12:15:00 428.708750 
    2016/06/16 12:30:00 428.710750 
    2016/06/16 12:45:00 428.712500 
    2016/06/16 13:00:00 428.710500 
    2016/06/16 13:15:00 428.712250 
    2016/06/16 13:30:00 428.712500 
    2016/06/16 13:45:00 428.712500 
    2016/06/16 14:00:00 428.714000 
    2016/06/16 14:15:00 428.716000 
    2016/06/16 14:30:00 428.722750 
    2016/06/16 14:45:00 428.727750 
    2016/06/16 15:00:00 428.731250 
    2016/06/16 15:15:00 428.729500 
    2016/06/16 15:30:00 428.724250 
    2016/06/16 15:45:00 428.724500 
    2016/06/16 16:00:00 428.733000 
    2016/06/16 16:15:00 428.734750 
    2016/06/16 16:30:00 428.740000 
    2016/06/16 16:45:00 428.740000 
    2016/06/16 17:00:00 428.738500 
    2016/06/16 17:15:00 428.740500 
    2016/06/16 17:30:00 428.742250 
    2016/06/16 17:45:00 428.745500 
    2016/06/16 18:00:00 428.745750 
    2016/06/16 18:15:00 428.746000 
    2016/06/16 18:30:00 428.744000 
    2016/06/16 18:45:00 428.745500 
    2016/06/16 19:00:00 428.747500 
    2016/06/16 19:15:00 428.747750 
    2016/06/16 19:30:00 428.749500 
    2016/06/16 19:45:00 428.749250 
    2016/06/16 20:00:00 428.749250 
    2016/06/16 20:15:00 428.753000 
    2016/06/16 20:30:00 428.751500 
    2016/06/16 20:45:00 428.754750 
    2016/06/16 21:00:00 428.752750 
    2016/06/16 21:15:00 428.751000 
    2016/06/16 21:30:00 428.753000 
    2016/06/16 21:45:00 428.751250 
    2016/06/16 22:00:00 428.753250 
    2016/06/16 22:15:00 428.753250 
    2016/06/16 22:30:00 428.753000 
    2016/06/16 22:45:00 428.753250 
    2016/06/16 23:00:00 428.753250 
    2016/06/16 23:15:00 428.750500 
    2016/06/16 23:30:00 428.752250 
    2016/06/16 23:45:00 428.752750 
    2016/06/17 00:00:00 428.751000 
    2016/06/17 00:15:00 428.753000 
    2016/06/17 00:30:00 428.749500 
    2016/06/17 00:45:00 428.751250 
    2016/06/17 01:00:00 428.753250 
    2016/06/17 01:15:00 428.751000 
    2016/06/17 01:30:00 428.752750 
    2016/06/17 01:45:00 428.752250 
    2016/06/17 02:00:00 428.754250 
    2016/06/17 02:15:00 428.750750 
    2016/06/17 02:30:00 428.752500 
    2016/06/17 02:45:00 428.750750 
    2016/06/17 03:00:00 428.752000 
    2016/06/17 03:15:00 428.753750 
    2016/06/17 03:30:00 428.756250 
    2016/06/17 03:45:00 428.752500 
    2016/06/17 04:00:00 428.754750 
    2016/06/17 04:15:00 428.755250 
    2016/06/17 04:30:00 428.755250 
    2016/06/17 04:45:00 428.755250 
    2016/06/17 05:00:00 428.754000 
    2016/06/17 05:15:00 428.756000 
    2016/06/17 05:30:00 428.757750 
    2016/06/17 05:45:00 428.759500 
    2016/06/17 06:00:00 428.756000 
    2016/06/17 06:15:00 428.755750 
    2016/06/17 06:30:00 428.754500 
    2016/06/17 06:45:00 428.760000 
    2016/06/17 07:00:00 428.754500 
    2016/06/17 07:15:00 428.758250 
    2016/06/17 07:30:00 428.754250 
    2016/06/17 07:45:00 428.754250 
    2016/06/17 08:00:00 428.751750 
    2016/06/17 08:15:00 428.751750 
    2016/06/17 08:30:00 428.751750 
    2016/06/17 08:45:00 428.751750 
    2016/06/17 09:00:00 428.749500 
    2016/06/17 09:15:00 428.749500 
    2016/06/17 09:30:00 428.755250 
    2016/06/17 09:45:00 428.748500 
    2016/06/17 10:00:00 428.749000 
    2016/06/17 10:15:00 428.747000 
    2016/06/17 10:30:00 428.745250 
    2016/06/17 10:45:00 428.744000 
    2016/06/17 11:00:00 428.742750 
    2016/06/17 11:15:00 428.739750 
    2016/06/17 11:30:00 428.736250 
    2016/06/17 11:45:00 428.734500 
    2016/06/17 12:00:00 428.734250 
    2016/06/17 12:15:00 428.734750 
    2016/06/17 12:30:00 428.734750 
    2016/06/17 12:45:00 428.729000 
    2016/06/17 13:00:00 428.728500 
    2016/06/17 13:15:00 428.732750 
    2016/06/17 13:30:00 428.730250 
    2016/06/17 13:45:00 428.724500 
    2016/06/17 14:00:00 428.721750 
    2016/06/17 14:15:00 428.717750 
    2016/06/17 14:30:00 428.719500 
    2016/06/17 14:45:00 428.715500 
    2016/06/17 15:00:00 428.716750 
    2016/06/17 15:15:00 428.713000 
    2016/06/17 15:30:00 428.713000 
    2016/06/17 15:45:00 428.712250 
    2016/06/17 16:00:00 428.708000 
    2016/06/17 16:15:00 428.707750 
    2016/06/17 16:30:00 428.706000 
    2016/06/17 16:45:00 428.704250 
    2016/06/17 17:00:00 428.702500 
    2016/06/17 17:15:00 428.699750 
    2016/06/17 17:30:00 428.699750 
    2016/06/17 17:45:00 428.698000 
    2016/06/17 18:00:00 428.697250 
    2016/06/17 18:15:00 428.695500 
    2016/06/17 18:30:00 428.698500 
    2016/06/17 18:45:00 428.698750 
    2016/06/17 19:00:00 428.697250 
    2016/06/17 19:15:00 428.699000 
    2016/06/17 19:30:00 428.703250 
    2016/06/17 19:45:00 428.703250 
    2016/06/17 20:00:00 428.707750 
    2016/06/17 20:15:00 428.709750 
    2016/06/17 20:30:00 428.710500 
    2016/06/17 20:45:00 428.714000 
    2016/06/17 21:00:00 428.714750 
    2016/06/17 21:15:00 428.715000 
    2016/06/17 21:30:00 428.717250 
    2016/06/17 21:45:00 428.719250 
    2016/06/17 22:00:00 428.721250 
    2016/06/17 22:15:00 428.721500 
    2016/06/17 22:30:00 428.723250 
    2016/06/17 22:45:00 428.723750 
    2016/06/17 23:00:00 428.721750 
    2016/06/17 23:15:00 428.727250 
    2016/06/17 23:30:00 428.730750 
    2016/06/17 23:45:00 428.731000 
    2016/06/18 00:00:00 428.733000 
    2016/06/18 00:15:00 428.734750 
    2016/06/18 00:30:00 428.729500 
    2016/06/18 00:45:00 428.734250 
    2016/06/18 01:00:00 428.734500 
    2016/06/18 01:15:00 428.738750 
    2016/06/18 01:30:00 428.737250 
    2016/06/18 01:45:00 428.739250 
    2016/06/18 02:00:00 428.739500 
    2016/06/18 02:15:00 428.739500 
    2016/06/18 02:30:00 428.743000 
    2016/06/18 02:45:00 428.742750 
    2016/06/18 03:00:00 428.743000 
    2016/06/18 03:15:00 428.742750 
    2016/06/18 03:30:00 428.744750 
    2016/06/18 03:45:00 428.747250 
    2016/06/18 04:00:00 428.752250 
    2016/06/18 04:15:00 428.752750 
    2016/06/18 04:30:00 428.749250 
    2016/06/18 04:45:00 428.753750 
    2016/06/18 05:00:00 428.752250 
    2016/06/18 05:15:00 428.752500 
    2016/06/18 05:30:00 428.752750 
    2016/06/18 05:45:00 428.754750 
    2016/06/18 06:00:00 428.754750 
    2016/06/18 06:15:00 428.755500 
    2016/06/18 06:30:00 428.758000 
    2016/06/18 06:45:00 428.752500 
    2016/06/18 07:00:00 428.755250 
    2016/06/18 07:15:00 428.755500 
    2016/06/18 07:30:00 428.754000 
    2016/06/18 07:45:00 428.752250 
    2016/06/18 08:00:00 428.750750 
    2016/06/18 08:15:00 428.751000 
    2016/06/18 08:30:00 428.751000 
    2016/06/18 08:45:00 428.751000 
    2016/06/18 09:00:00 428.751000 
    2016/06/18 09:15:00 428.751000 
    2016/06/18 09:30:00 428.750500 
    2016/06/18 09:45:00 428.752000 
    2016/06/18 10:00:00 428.752000 
    2016/06/18 10:15:00 428.753750 
    2016/06/18 10:30:00 428.754000 
    2016/06/18 10:45:00 428.753000 
    2016/06/18 11:00:00 428.751250 
    2016/06/18 11:15:00 428.756250 
    2016/06/18 11:30:00 428.754500 
    2016/06/18 11:45:00 428.754500 
    2016/06/18 12:00:00 428.754000 
    2016/06/18 12:15:00 428.753750 
    2016/06/18 12:30:00 428.755750 
    2016/06/18 12:45:00 428.758000 
    2016/06/18 13:00:00 428.752500 
    2016/06/18 13:15:00 428.756250 
    2016/06/18 13:30:00 428.756250 
    2016/06/18 13:45:00 428.758000 
    2016/06/18 14:00:00 428.756250 
    2016/06/18 14:15:00 428.756000 
    2016/06/18 14:30:00 428.759750 
    2016/06/18 14:45:00 428.763500 
    2016/06/18 15:00:00 428.766750 
    2016/06/18 15:15:00 428.770000 
    2016/06/18 15:30:00 428.770000 
    2016/06/18 15:45:00 428.773000 
    2016/06/18 16:00:00 428.773000 
    2016/06/18 16:15:00 428.778500 
    2016/06/18 16:30:00 428.776250 
    2016/06/18 16:45:00 428.774250 
    2016/06/18 17:00:00 428.775500 
    2016/06/18 17:15:00 428.777250 
    2016/06/18 17:30:00 428.777250 
    2016/06/18 17:45:00 428.781750 
    2016/06/18 18:00:00 428.780000 
    2016/06/18 18:15:00 428.783250 
    2016/06/18 18:30:00 428.781750 
    2016/06/18 18:45:00 428.782750 
    2016/06/18 19:00:00 428.784750 
    2016/06/18 19:15:00 428.784750 
    2016/06/18 19:30:00 428.785250 
    2016/06/18 19:45:00 428.785250 
    2016/06/18 20:00:00 428.787000 
    2016/06/18 20:15:00 428.783500 
    2016/06/18 20:30:00 428.784750 
    2016/06/18 20:45:00 428.788250 
    2016/06/18 21:00:00 428.788750 
    2016/06/18 21:15:00 428.790750 
    2016/06/18 21:30:00 428.792500 
    2016/06/18 21:45:00 428.787750 
    2016/06/18 22:00:00 428.791500 
    2016/06/18 22:15:00 428.792000 
    2016/06/18 22:30:00 428.788500 
    2016/06/18 22:45:00 428.790250 
    2016/06/18 23:00:00 428.786750 
    2016/06/18 23:15:00 428.792500 
    2016/06/18 23:30:00 428.790750 
    2016/06/18 23:45:00 428.790750 
    2016/06/19 00:00:00 428.790750 
    2016/06/19 00:15:00 428.790750 
    2016/06/19 00:30:00 428.794250 
    2016/06/19 00:45:00 428.787000 
    2016/06/19 01:00:00 428.790000 
    2016/06/19 01:15:00 428.788250 
    2016/06/19 01:30:00 428.788750 
    2016/06/19 01:45:00 428.787500 
    2016/06/19 02:00:00 428.790750 
    2016/06/19 02:15:00 428.788250 
    2016/06/19 02:30:00 428.788000 
    2016/06/19 02:45:00 428.786250 
    2016/06/19 03:00:00 428.785750 
    2016/06/19 03:15:00 428.788250 
    2016/06/19 03:30:00 428.786250 
    2016/06/19 03:45:00 428.783750 
    2016/06/19 04:00:00 428.787250 
    2016/06/19 04:15:00 428.784250 
    2016/06/19 04:30:00 428.789000 
    2016/06/19 04:45:00 428.785750 
    2016/06/19 05:00:00 428.784250 
    2016/06/19 05:15:00 428.786000 
    2016/06/19 05:30:00 428.786750 
    2016/06/19 05:45:00 428.787000 
    2016/06/19 06:00:00 428.783500 
    2016/06/19 06:15:00 428.785500 
    2016/06/19 06:30:00 428.784000 
    2016/06/19 06:45:00 428.783750 
    2016/06/19 07:00:00 428.785000 
    2016/06/19 07:15:00 428.781500 
    2016/06/19 07:30:00 428.781000 
    2016/06/19 07:45:00 428.780750 
    2016/06/19 08:00:00 428.778000 
    2016/06/19 08:15:00 428.776250 
    2016/06/19 08:30:00 428.773250 
    2016/06/19 08:45:00 428.776250 
    2016/06/19 09:00:00 428.774500 
    2016/06/19 09:15:00 428.768750 
    2016/06/19 09:30:00 428.772000 
    2016/06/19 09:45:00 428.771750 
    2016/06/19 10:00:00 428.767250 
    2016/06/19 10:15:00 428.768500 
    2016/06/19 10:30:00 428.765250 
    2016/06/19 10:45:00 428.765750 
    2016/06/19 11:00:00 428.768250 
    2016/06/19 11:15:00 428.768500 
    2016/06/19 11:30:00 428.767500 
    2016/06/19 11:45:00 428.769250 
    2016/06/19 12:00:00 428.768000 
    2016/06/19 12:15:00 428.767750 
    2016/06/19 12:30:00 428.770000 
    2016/06/19 12:45:00 428.768500 
    2016/06/19 13:00:00 428.766750 
    2016/06/19 13:15:00 428.769500 
    2016/06/19 13:30:00 428.770250 
    2016/06/19 13:45:00 428.773500 
    2016/06/19 14:00:00 428.775500 
    2016/06/19 14:15:00 428.769750 
    2016/06/19 14:30:00 428.774250 
    2016/06/19 14:45:00 428.772250 
    2016/06/19 15:00:00 428.777750 
    2016/06/19 15:15:00 428.781500 
    2016/06/19 15:30:00 428.778500 
    2016/06/19 15:45:00 428.780000 
    2016/06/19 16:00:00 428.779750 
    2016/06/19 16:15:00 428.780000 
    2016/06/19 16:30:00 428.783000 
    2016/06/19 16:45:00 428.781250 
    2016/06/19 17:00:00 428.777750 
    2016/06/19 17:15:00 428.775750 
    2016/06/19 17:30:00 428.774000 
    2016/06/19 17:45:00 428.773250 
    2016/06/19 18:00:00 428.772750 
    2016/06/19 18:15:00 428.774250 
    2016/06/19 18:30:00 428.777250 
    2016/06/19 18:45:00 428.777000 
    2016/06/19 19:00:00 428.778250 
    2016/06/19 19:15:00 428.778750 
    2016/06/19 19:30:00 428.788500 
    2016/06/19 19:45:00 428.797250 
    2016/06/19 20:00:00 428.802750 
    2016/06/19 20:15:00 428.802250 
    2016/06/19 20:30:00 428.800750 
    2016/06/19 20:45:00 428.805250 
    2016/06/19 21:00:00 428.802500 
    2016/06/19 21:15:00 428.799250 
    2016/06/19 21:30:00 428.803000 
    2016/06/19 21:45:00 428.804500 
    2016/06/19 22:00:00 428.804500 
    2016/06/19 22:15:00 428.806250 
    2016/06/19 22:30:00 428.804750 
    2016/06/19 22:45:00 428.802750 
    2016/06/19 23:00:00 428.805000 
    2016/06/19 23:15:00 428.803500 
    2016/06/19 23:30:00 428.805250 
    2016/06/19 23:45:00 428.801500 
    2016/06/20 00:00:00 428.807000 
    2016/06/20 00:15:00 428.805000 
    2016/06/20 00:30:00 428.804000 
    2016/06/20 00:45:00 428.799500 
    2016/06/20 01:00:00 428.800000 
    2016/06/20 01:15:00 428.802250 
    2016/06/20 01:30:00 428.800750 
    2016/06/20 01:45:00 428.800500 
    2016/06/20 02:00:00 428.800250 
    2016/06/20 02:15:00 428.798000 
    2016/06/20 02:30:00 428.795000 
    2016/06/20 02:45:00 428.794500 
    2016/06/20 03:00:00 428.794750 
    2016/06/20 03:15:00 428.792500 
    2016/06/20 03:30:00 428.794750 
    2016/06/20 03:45:00 428.795000 
    2016/06/20 04:00:00 428.791750 
    2016/06/20 04:15:00 428.789750 
    2016/06/20 04:30:00 428.794000 
    2016/06/20 04:45:00 428.790250 
    2016/06/20 05:00:00 428.790000 
    2016/06/20 05:15:00 428.792000 
    2016/06/20 05:30:00 428.791750 
    2016/06/20 05:45:00 428.791250 
    2016/06/20 06:00:00 428.791000 
    2016/06/20 06:15:00 428.788500 
    2016/06/20 06:30:00 428.785750 
    2016/06/20 06:45:00 428.784250 
    2016/06/20 07:00:00 428.781750 
    2016/06/20 07:15:00 428.780500 
    2016/06/20 07:30:00 428.778750 
    2016/06/20 07:45:00 428.780000 
    2016/06/20 08:00:00 428.777500 
    2016/06/20 08:15:00 428.776250 
    2016/06/20 08:30:00 428.774750 
    2016/06/20 08:45:00 428.773500 
    2016/06/20 09:00:00 428.770250 
    2016/06/20 09:15:00 428.772000 
    2016/06/20 09:30:00 428.772250 
    2016/06/20 09:45:00 428.765000 
    2016/06/20 10:00:00 428.768250 
    2016/06/20 10:15:00 428.770250 
    2016/06/20 10:30:00 428.766750 
    2016/06/20 10:45:00 428.764000 
    2016/06/20 11:00:00 428.763250 
    2016/06/20 11:15:00 428.761500 
    2016/06/20 11:30:00 428.763500 
    2016/06/20 11:45:00 428.764000 
    2016/06/20 12:00:00 428.771000 
    2016/06/20 12:15:00 428.776250 
    2016/06/20 12:30:00 428.778750 
    2016/06/20 12:45:00 428.777250 
    2016/06/20 13:00:00 428.780250 
    2016/06/20 13:15:00 428.784000 
    2016/06/20 13:30:00 428.786250 
    2016/06/20 13:45:00 428.786750 
    2016/06/20 14:00:00 428.790500 
    2016/06/20 14:15:00 428.791250 
    2016/06/20 14:30:00 428.795250 
    2016/06/20 14:45:00 428.798750 
    2016/06/20 15:00:00 428.796250 
    2016/06/20 15:15:00 428.790750 
    2016/06/20 15:30:00 428.787500 
    2016/06/20 15:45:00 428.783000 
    2016/06/20 16:00:00 428.787000 
    2016/06/20 16:15:00 428.786750 
    2016/06/20 16:30:00 428.786500 
    2016/06/20 16:45:00 428.783000 
    2016/06/20 17:00:00 428.781500 
    2016/06/20 17:15:00 428.781000 
    2016/06/20 17:30:00 428.777000 
    2016/06/20 17:45:00 428.776750 
    2016/06/20 18:00:00 428.773750 
    2016/06/20 18:15:00 428.775250 
    2016/06/20 18:30:00 428.771250 
    2016/06/20 18:45:00 428.770000 
    2016/06/20 19:00:00 428.767750 
    2016/06/20 19:15:00 428.769000 
    2016/06/20 19:30:00 428.763500 
    2016/06/20 19:45:00 428.761750 
    2016/06/20 20:00:00 428.760250 
    2016/06/20 20:15:00 428.759750 
    2016/06/20 20:30:00 428.760000 
    2016/06/20 20:45:00 428.755750 
    2016/06/20 21:00:00 428.755750 
    2016/06/20 21:15:00 428.755750 
    2016/06/20 21:30:00 428.753250 
    2016/06/20 21:45:00 428.753250 
    2016/06/20 22:00:00 428.753000 
    2016/06/20 22:15:00 428.750750 
    2016/06/20 22:30:00 428.754250 
    2016/06/20 22:45:00 428.749500 
    2016/06/20 23:00:00 428.749500 
    2016/06/20 23:15:00 428.751500 
    2016/06/20 23:30:00 428.753000 
    2016/06/20 23:45:00 428.751500 
    2016/06/21 00:00:00 428.758750 
