1464394800.00,23.82,23.82,23.99,23.9,23.9,23.99,23.82,23.9,23.99,23.9,23.9,23.99,23.82,23.9,23.99,23.9,23.9,23.99
1464395400.00,23.82,23.82,23.9,23.82,23.9,23.9,23.82,23.82,23.9,23.82,23.9,23.9,23.82,23.82,23.99,23.82,23.9,23.9
1464396000.00,23.9,23.9,23.99,23.9,23.99,23.99,23.9,23.9,23.99,23.9,23.99,23.99,23.9,23.9,23.99,23.9,23.99,23.99
1464396600.00,23.73,23.73,23.9,23.82,23.82,23.9,23.82,23.82,23.9,23.82,23.82,23.9,23.82,23.82,23.9,23.82,23.9,23.9
1464397200.00,24.08,24.08,24.25,24.08,24.08,23.99,24.17,24.08,24.25,24.17,24.17,24.08,24.17,24.08,24.25,24.17,24.17,24.08
1464397800.00,23.99,23.99,24.17,23.99,24.08,23.99,24.08,24.08,24.17,24.08,24.08,24.08,24.08,24.08,24.17,24.08,24.08,24.08
1464398400.00,23.9,23.9,24.08,23.9,23.99,23.99,23.99,23.9,24.08,23.99,23.99,23.99,23.99,23.9,24.08,23.99,23.99,23.99
1464399000.00,23.82,23.82,23.99,23.9,23.9,23.9,23.9,23.9,23.99,23.9,23.99,23.9,23.9,23.9,23.99,23.9,23.99,23.9
1464399600.00,23.82,23.82,23.9,23.82,23.9,23.82,23.82,23.82,23.9,23.82,23.9,23.9,23.82,23.82,23.99,23.82,23.9,23.9
1464400200.00,23.73,23.73,23.9,23.82,23.82,23.82,23.82,23.82,23.9,23.82,23.9,23.82,23.82,23.82,23.9,23.82,23.9,23.82
1464400800.00,23.73,23.73,23.82,23.73,23.82,23.82,23.73,23.73,23.9,23.82,23.82,23.82,23.73,23.73,23.9,23.82,23.82,23.82
1464401400.00,23.73,23.64,23.82,23.73,23.82,23.73,23.73,23.73,23.82,23.73,23.82,23.82,23.73,23.73,23.82,23.73,23.82,23.82
1464402000.00,23.64,23.64,23.82,23.73,23.73,23.73,23.73,23.73,23.82,23.73,23.82,23.73,23.73,23.73,23.82,23.73,23.82,23.82
1464402600.00,23.64,23.64,23.82,23.64,23.73,23.73,23.73,23.64,23.82,23.73,23.73,23.73,23.73,23.64,23.82,23.73,23.73,23.73
1464403200.00,23.64,23.64,23.73,23.64,23.73,23.73,23.64,23.64,23.82,23.73,23.73,23.73,23.73,23.64,23.82,23.73,23.73,23.73
1464403800.00,23.64,23.64,23.73,23.64,23.73,23.73,23.64,23.64,23.82,23.64,23.73,23.73,23.64,23.64,23.82,23.64,23.73,23.73
1464404400.00,23.64,23.64,23.73,23.64,23.73,23.73,23.64,23.64,23.73,23.64,23.73,23.73,23.64,23.64,23.73,23.64,23.73,23.64
1464405000.00,23.64,23.55,23.73,23.64,23.73,23.64,23.64,23.64,23.73,23.64,23.73,23.73,23.64,23.64,23.73,23.64,23.73,23.73
1464405600.00,23.55,23.55,23.73,23.64,23.64,23.64,23.64,23.64,23.73,23.64,23.73,23.64,23.64,23.64,23.73,23.64,23.73,23.64
1464406200.00,23.64,23.55,23.73,23.64,23.64,23.64,23.64,23.64,23.73,23.64,23.73,23.64,23.64,23.64,23.73,23.64,23.64,23.64
1464406800.00,23.64,23.55,23.73,23.55,23.64,23.64,23.64,23.64,23.73,23.64,23.64,23.64,23.64,23.64,23.73,23.64,23.64,23.64
1464407400.00,23.64,23.55,23.73,23.55,23.64,23.64,23.64,23.64,23.73,23.64,23.64,23.64,23.64,23.55,23.73,23.64,23.64,23.64
1464408000.00,23.55,23.55,23.64,23.55,23.64,23.64,23.64,23.55,23.73,23.55,23.64,23.64,23.64,23.55,23.73,23.64,23.64,23.64
1464408600.00,23.55,23.55,23.64,23.55,23.64,23.64,23.64,23.55,23.73,23.55,23.64,23.64,23.64,23.55,23.73,23.55,23.64,23.64
1464409200.00,23.55,23.55,23.64,23.55,23.64,23.64,23.55,23.55,23.73,23.55,23.64,23.64,23.55,23.55,23.73,23.55,23.64,23.64
1464409800.00,23.55,23.55,23.64,23.55,23.64,23.55,23.55,23.55,23.64,23.55,23.64,23.64,23.55,23.55,23.73,23.55,23.64,23.64
1464410400.00,23.55,23.55,23.64,23.55,23.64,23.64,23.55,23.55,23.64,23.55,23.64,23.64,23.55,23.55,23.73,23.55,23.64,23.64
1464411000.00,23.55,23.55,23.64,23.55,23.64,23.55,23.55,23.55,23.64,23.55,23.64,23.64,23.55,23.55,23.64,23.55,23.64,23.64
1464411600.00,23.55,23.55,23.64,23.55,23.55,23.55,23.55,23.55,23.64,23.55,23.64,23.55,23.55,23.55,23.64,23.55,23.64,23.64
1464412200.00,23.55,23.47,23.64,23.55,23.55,23.55,23.55,23.55,23.64,23.55,23.64,23.55,23.55,23.55,23.64,23.55,23.64,23.55
1464412800.00,23.55,23.47,23.64,23.55,23.55,23.55,23.55,23.55,23.64,23.55,23.55,23.55,23.55,23.55,23.64,23.55,23.55,23.64
1464413400.00,23.55,23.47,23.64,23.55,23.55,23.55,23.55,23.55,23.64,23.55,23.55,23.55,23.55,23.55,23.64,23.55,23.64,23.55
1464414000.00,23.55,23.47,23.64,23.47,23.55,23.55,23.55,23.55,23.64,23.55,23.55,23.55,23.55,23.55,23.64,23.55,23.55,23.55
1464414600.00,23.55,23.47,23.64,23.47,23.55,23.55,23.55,23.55,23.64,23.55,23.55,23.55,23.55,23.55,23.64,23.55,23.55,23.55
1464415200.00,23.47,23.47,23.64,23.47,23.55,23.55,23.55,23.47,23.64,23.55,23.55,23.55,23.55,23.55,23.64,23.55,23.55,23.55
